S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
24,T.NO 23 LILO ARULPURAM S.S,3W,T,DB,24,22-23,146.2497863,9.4,345,"0°55'10""",77.32397222,11.03847222,GOOD,GOOD,"LT,HT",NIL,PLAIN,110KV ARULPURAM LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32397222222222 11.038472222222222, 77.32444444444444 11.039416666666666)"
25,T.NO 24,,T,DB,24,23-24,117.1708155,5.37,340,"1°19'2""",77.32444444,11.03941667,GOOD,GOOD,NIL,NIL,WATERLOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32444444444444 11.039416666666666, 77.32555555555555 11.04175)"
26,T.NO 25,,T,DB,24,24-25,283.6353293,4.14,337,"5°56'5""",77.32555556,11.04175,GOOD,GOOD,HT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32555555555555 11.04175, 77.32686111111111 11.043861111111111)"
27,T.NO 26,,T,DD,28,25-26,274.0547391,4.8,338,"40°12'36""",77.32686111,11.04386111,GOOD,GOOD,NIL,MUDROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32686111111111 11.043861111111111, 77.32663888888888 11.045416666666666)"
28,T.NO 27,,T,DB,24,26-27,174.2641673,5.02,337,"15°1'42""",77.32663889,11.04541667,GOOD,GOOD,NIL,CEMENT ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32663888888888 11.045416666666666, 77.326 11.046805555555556)"
29,T.NO 28,,T,DD,28,27-28,167.8392088,3.75,336,"33°24'31""",77.326,11.04680556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.326 11.046805555555556, 77.32638888888889 11.049111111111111)"
30,T.NO 29,,T,DB,24,28-29,258.2750472,4.92,332,"3°50'39""",77.32638889,11.04911111,GOOD,GOOD,LT,TAARROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32638888888889 11.049111111111111, 77.32697222222222 11.051416666666668)"
31,T.NO 30,,T,DB,24,29-30,262.7108677,4.35,333,"1°49'19""",77.32697222,11.05141667,GOOD,GOOD,2NOS LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32697222222222 11.051416666666668, 77.32769444444445 11.054111111111112)"
32,T.NO 31,,T,DD,28,30-31,309.2604081,5.5,333,"45°36'33""",77.32769444,11.05411111,GOOD,GOOD,"3NOS LT,HT",MUDROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32769444444445 11.054111111111112, 77.32711111111111 11.055083333333334)"
33,T.NO 32,,T,DB,24,31-32,126.9094165,6.28,331,"12°51'34""",77.32711111,11.05508333,GOOD,GOOD,NIL,"CANAL,TAARR0AD",WATERLOGGED,PALLADAM - TIRUPPUR ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32711111111111 11.055083333333334, 77.3265 11.057027777777778)"
34,T.NO 33,,T,DD,28,32-33,223.8972979,5.68,332,"67°30'25""",77.3265,11.05702778,GOOD,GOOD,LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3265 11.057027777777778, 77.32511111111111 11.05713888888889)"
35,T.NO 34,,T,DD,28,33-34,151.4760707,3.23,333,"79°8'27""",77.32511111,11.05713889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32511111111111 11.05713888888889, 77.32488888888888 11.059444444444445)"
36,T.NO 35,,T,DB,24,34-35,254.5446916,4.72,329,"7°59'6""",77.32488889,11.05944444,GOOD,GOOD,HT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32488888888888 11.059444444444445, 77.32408333333333 11.062666666666667)"
37,T.NO 36,,T,DB,24,35-36,368.4155263,5.28,326,"5°4'40""",77.32408333,11.06266667,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32408333333333 11.062666666666667, 77.3236111111111 11.063972222222223)"
38,T.NO 37,,T,DD,28,36-37,153.7075145,4.98,327,"31°55'42""",77.32361111,11.06397222,GOOD,GOOD,NIL,NIL,WATERLOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3236111111111 11.063972222222223, 77.32422222222222 11.066527777777779)"
39,T.NO 38 LILO VEERAPANDI ,3W,T,DD,28,37-38,289.9275772,6.48,322,"136°59'21""",77.32422222,11.06652778,GOOD,GOOD,HT,MUDROAD,PLAIN,110KV SANDHAPETTAI LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32422222222222 11.066527777777779, 77.32325 11.065888888888889)"
40,T.NO 38/1,,T,DD,28,38-1,127.314571,6.15,324,"39°4'28""",77.32325,11.06588889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32325 11.065888888888889, 77.32188888888888 11.066)"
41,T.NO 38/2,,T,DD,28,01-Feb,148.4856895,7.09,326,"96°11'1""",77.32188889,11.066,GOOD,GOOD,2NOS HT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32188888888888 11.066, 77.32188888888888 11.065666666666667)"
42,GT-VEERAPANDI 110kv SS,,T,GANTRY,15,2-GT,37.01351105,NIL,328,NIL,77.32188889,11.06566667,GOOD,EARTH WIRE NOT PROVIDED,NIL,NIL,PLAIN,EARTH WIRE TERMINATED IN TAKE OFF TOWER OF VEERAPANDI 110KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTES:(0˚-2˚ A-TYPE , 2˚-15˚ B-TYPE, 15˚-30˚C-TYPE,            30˚< D-TYPE)                                                                                                                                                                                                                                                               TOWER HEIGHT; A-TYPE 26M , B-TYPE 24M ,                                                                                                                                                                                                                                                                                                                                     C-TYPE 26M, D-TYPE 28M,GANTRY TOWER 15M,                                                                                                                                                                                                                                                                                                                             MA-45,MB-42M,MC-45M,MD-48M                                                                                                                                                                                                                                                                                                                                                               M-MULTI CIRCUIT, D-DOUBLE CIRCUIT, S-SINGLE                                                                                                                                                                                   CIRCUIT       ",,,,,,TOTAL,8845M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                                                                                                                                                               T.M.ARULMANIKANDAN                                                                                                                                                         Assistant manager                                                                                                                                                                                                                                                                                                                                                  M/S Sterlite power transmission Limited  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
