S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO 10,,T,DC,26,09-Oct,279.7230773,4.86,245,"17°58'59""",77.44686111,11.41669444,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44686111111112 11.416694444444444, 77.44894444444445 11.418472222222222)"
12,T.NO 11,,T,DD,28,10-Nov,301.1262194,13.21,242,"56°45'42""",77.44894444,11.41847222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44894444444445 11.418472222222222, 77.45183333333334 11.417666666666666)"
13,T.NO 12,,S,DA,26,11-Dec,325.5641258,7.27,244,,77.45183333,11.41766667,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45183333333334 11.417666666666666, 77.45425 11.416972222222222)"
14,T.NO 13,,T,DB,24,Dec-13,277.0649743,10.76,256,"2°0'16""",77.45425,11.41697222,GOOD,GOOD,HT,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45425 11.416972222222222, 77.45502777777779 11.416777777777778)"
15,T.NO 14/1 LILO KETTICHVIYUR,3W,T,DB,24,13-14,86.34813258,7.42,258,"3°47'10""",77.45502778,11.41677778,GOOD,GOOD,,,PLAIN,KETTICHIVIYUR LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45502777777779 11.416777777777778, 77.45697222222222 11.416166666666667)"
16,T.NO 15,,S,DA,26,14-15,223.9464222,3.14,259,,77.45697222,11.41616667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45697222222222 11.416166666666667, 77.45963888888889 11.415361111111112)"
17,T.NO 16,,S,DA,26,15-16,304.0148023,10.65,248,,77.45963889,11.41536111,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45963888888889 11.415361111111112, 77.46222222222222 11.414555555555555)"
18,T.NO 17,,S,DA,26,16-17,295.7786334,17.52,245,,77.46222222,11.41455556,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46222222222222 11.414555555555555, 77.46494444444444 11.413666666666668)"
19,T.NO 18,,S,DA,26,17-18,312.1297807,10.66,240,,77.46494444,11.41366667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46494444444444 11.413666666666668, 77.46811111111111 11.412666666666667)"
20,T.NO 19,,T,DB,24,18-19,364.0782883,16.1,235,"0°32'16""",77.46811111,11.41266667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46811111111111 11.412666666666667, 77.47108333333334 11.411777777777779)"
21,T.NO 20,,S,DA,26,19-20,337.9230682,8.74,233,,77.47108333,11.41177778,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47108333333334 11.411777777777779, 77.47386111111112 11.410916666666667)"
22,T.NO 21,,T,DB,24,20-21,318.5733824,5.81,232,"0°17'25""",77.47386111,11.41091667,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47386111111112 11.410916666666667, 77.47680555555556 11.410027777777778)"
23,T.NO 22,,S,DA,26,21-22,336.293027,19.7,232,,77.47680556,11.41002778,GOOD,GOOD,LT-3,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47680555555556 11.410027777777778, 77.47966666666667 11.40913888888889)"
24,T.NO 23,,T,DB,24,22-23,326.4352922,18.62,230,"0°8'39""",77.47966667,11.40913889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47966666666667 11.40913888888889, 77.48233333333333 11.408305555555556)"
25,T.NO 24,2W,T,DB,24,23-24,306.5110112,12.63,232,"0°23'51""",77.48233333,11.40830556,GOOD,GOOD,230KV,,PLAIN,GOBI-ANTHIYUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48233333333333 11.408305555555556, 77.48522222222222 11.407416666666666)"
26,T.NO 25,,S,DA,26,24-25,330.2605032,11.7,234,,77.48522222,11.40741667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48522222222222 11.407416666666666, 77.48752777777779 11.406722222222223)"
27,T.NO 26,,S,DA,26,25-26,263.3210968,5.94,236,,77.48752778,11.40672222,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48752777777779 11.406722222222223, 77.49025 11.405916666666666)"
28,T.NO 27,,S,DA,26,26-27,310.4400103,8.62,236,,77.49025,11.40591667,GOOD,GOOD,"LT-3,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49025 11.405916666666666, 77.49252777777778 11.405166666666666)"
29,T.NO 28,,S,DA,26,27-28,262.488095,6.1,235,,77.49252778,11.40516667,GOOD,GOOD,"230KV,400KV",,PLAIN,230KV MTPS-GOBI & MTPS - THINGALUR DC LINE  & 400KV MTPS - KARAMADAI-I&II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49252777777778 11.405166666666666, 77.49475 11.4045)"
30,T.NO 29,,S,DA,26,28-29,254.4012579,14.53,233,,77.49475,11.4045,GOOD,GOOD,LT-2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49475 11.4045, 77.49794444444444 11.403527777777779)"
31,T.NO 30,2W,T,DC,26,29-30,363.2079294,19.4,208,"2°3'46""",77.49794444,11.40352778,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49794444444444 11.403527777777779, 77.50063888888889 11.402527777777777)"
32,T.NO 31,,S ,DA,26,30-31,320.1124802,15.09,237,,77.50063889,11.40252778,GOOD,GOOD,,"TAARROAD,RIVER",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50063888888889 11.402527777777777, 77.50355555555555 11.40163888888889)"
33,T.NO 32,,S,DA,26,31-32,335.6262803,11.39,234,,77.50355556,11.40163889,GOOD,GOOD,LT-2,TAARROAD ,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50355555555555 11.40163888888889, 77.50625 11.400777777777778)"
34,T.NO 33,,S,DA,26,32-33,306.8061277,9.47,228,,77.50625,11.40077778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50625 11.400777777777778, 77.50866666666667 11.400055555555555)"
35,T.NO 34,,S,DA,26,33-34,276.9205662,11.13,233,,77.50866667,11.40005556,GOOD,GOOD,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50866666666667 11.400055555555555, 77.51175 11.399083333333333)"
36,T.NO 35,,S,DA,26,34-35,352.9787529,10.57,241,,77.51175,11.39908333,GOOD,GOOD,LT ,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51175 11.399083333333333, 77.51466666666667 11.398194444444444)"
37,T.NO 36,,T,DA,26,35-36,334.378528,3.33,250,,77.51466667,11.39819444,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51466666666667 11.398194444444444, 77.5171111111111 11.397416666666667)"
38,T.NO 37,,S,DA,26,36-37,279.3080736,7.57,249,,77.51711111,11.39741667,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5171111111111 11.397416666666667, 77.52016666666667 11.396472222222222)"
39,T.NO 38,,S,DA,26,37-38,348.5656323,5.36,244,,77.52016667,11.39647222,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52016666666667 11.396472222222222, 77.52169444444445 11.395999999999999)"
40,T.NO 39 LILO KAVANTHAPADI ,3W,T,DD,28,38-39,177.2004515,11.47,239,"90°15'33""",77.52169444,11.396,GOOD,GOOD,LT,,PLAIN,KAVUNTHAPADI LILO NEED 3WAY JUNCTION BOX. ANOTHER LINE IS GOING TO  THINGALUR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52169444444445 11.395999999999999, 77.52180555555556 11.39636111111111)"
41,T.NO 1,,T,DD,28,39-1,41.76122604,13.76,238,"32°31'16""",77.52180556,11.39636111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52180555555556 11.39636111111111, 77.52377777777778 11.398)"
42,T.NO 2,,T,DC,26,01-Feb,278.6485241,9.98,241,"28°43'23""",77.52377778,11.398,GOOD,GOOD,230KV CROSSING,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52377777777778 11.398, 77.52452777777778 11.399916666666666)"
43,T.NO 3,,T,DD,28,02-Mar,228.4644392,9.36,237,"42°1'42""",77.52452778,11.39991667,GOOD,GOOD,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52452777777778 11.399916666666666, 77.5261111111111 11.400722222222223)"
44,T.NO 4,,T,DC,26,03-Apr,197.2460393,7.52,214,"29°30'26""",77.52611111,11.40072222,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5261111111111 11.400722222222223, 77.52758333333333 11.402888888888889)"
45,T.NO 5,,S,DA,26,04-May,287.6282323,5.45,228,,77.52758333,11.40288889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52758333333333 11.402888888888889, 77.52902777777777 11.405000000000001)"
46,T.NO 6,,S,DA,26,05-Jun,282.6198861,6.83,232,,77.52902778,11.405,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52902777777777 11.405000000000001, 77.53055555555555 11.407333333333334)"
47,T.NO 7,,T,DB,24,06-Jul,305.1769978,7.96,234,"13°30'6""",77.53055556,11.40733333,GOOD,GOOD,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53055555555555 11.407333333333334, 77.53202777777777 11.408694444444444)"
48,T.NO 8,,S,DA,26,07-Aug,222.7936265,4.31,230,,77.53202778,11.40869444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53202777777777 11.408694444444444, 77.53377777777777 11.41025)"
49,T.NO 9,,S,DA,26,08-Sep,255.4310083,11.93,222,,77.53377778,11.41025,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53377777777777 11.41025, 77.53525 11.411555555555555)"
50,T.NO 10,,S,DA,26,09-Oct,216.0023148,8.27,218,,77.53525,11.41155556,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53525 11.411555555555555, 77.53733333333334 11.413555555555556)"
51,T.NO 11,,T,DB,24,10-Nov,318.9059422,6.72,224,"7°37'29""",77.53733333,11.41355556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53733333333334 11.413555555555556, 77.53844444444444 11.414333333333333)"
52,T.NO 12,,T,DC,26,11-Dec,146.8230227,2.84,228,"25°50'38""",77.53844444,11.41433333,GOOD,GOOD,"LT,HT",MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53844444444444 11.414333333333333, 77.5385 11.414444444444445)"
53,GANTRY 110KV KAVANTHAPADI SS,2W,T,GANTRY,15,12-GANTRY,14.76482306,,228,,77.5385,11.41444444,GOOD,MISSING,,,PLAIN,110KV KAVUNTHAPADI SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
