S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
24,T.NO 57,T,DC,26,58-57,133.60014970051492,6.1,238,"29°26'23""",77.64047222222223,11.596250000000001,GOOD,GOOD,"HT1,LT1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64047222222223 11.596250000000001, 77.64291666666668 11.596277777777779)"
25,T.NO 56,S,DA,26,57-56,268.06715576511795,12.05,237,,77.64291666666668,11.596277777777779,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64291666666668 11.596277777777779, 77.64547222222222 11.596305555555556)"
26,T.NO 55,T,DD,28,56-55,277.04512267859906,5.63,241,"40°54'59""",77.64547222222222,11.596305555555556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64547222222222 11.596305555555556, 77.64716666666668 11.597805555555556)"
27,T.NO 54,T,DB,24,55-54,249.22680433693324,4.24,227,"0°32'7""",77.64716666666668,11.597805555555556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64716666666668 11.597805555555556, 77.6478888888889 11.598500000000001)"
28,T.NO 53,S,DA,26,54-53,110.3177229641729,5.66,235,,77.6478888888889,11.598500000000001,GOOD,GOOD,"LT1,HT1",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6478888888889 11.598500000000001, 77.64922222222224 11.59963888888889)"
29,T.NO 52,S,DA,26,53-52,190.50721771103582,7.52,228,,77.64922222222224,11.59963888888889,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64922222222224 11.59963888888889, 77.65086111111111 11.601083333333333)"
30,T.NO 51,T,DB,24,52-51,241.3565826738521,8.08,252,"14°31'10""",77.65086111111111,11.601083333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65086111111111 11.601083333333333, 77.65325 11.602277777777777)"
31,T.NO 50,S,DA,26,51-50,292.53546793508644,5.95,218,,77.65325,11.602277777777777,GOOD,GOOD,,MAIN ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65325 11.602277777777777, 77.65533333333335 11.603361111111111)"
32,T.NO 49,S,DA,26,50-49,258.58847615468096,7.91,209,,77.65533333333335,11.603361111111111,GOOD,GOOD,LT1,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65533333333335 11.603361111111111, 77.65730555555557 11.604416666666665)"
33,T.NO 48,S,DA,26,49-48,245.25293066546627,3.45,222,,77.65730555555557,11.604416666666665,GOOD,GOOD,HT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65730555555557 11.604416666666665, 77.65947222222223 11.6055)"
34,T.NO 47,T,DB,24,48-47,263.47295876427245,5.86,213,"4°56'8""",77.65947222222223,11.6055,GOOD,GOOD,LT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65947222222223 11.6055, 77.66038888888889 11.606083333333332)"
35,T.NO 46/1 POONACHI LILO,T,DD,28,47-46/1,119.26860441876563,3.97,209,"94°20'16""",77.66038888888889,11.606083333333332,GOOD,GOOD,LT1,TAAR ROAD,PLAIN,POONACHI LILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66038888888889 11.606083333333332, 77.66169444444445 11.603694444444445)"
36,T.NO 2,T,DC,26,46/1-2,302.0761493398643,4.72,211,"24°7'45""",77.66169444444445,11.603694444444445,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66169444444445 11.603694444444445, 77.66327777777778 11.602472222222222)"
37,T.NO 3,T,DD,28,2-3,218.40329667841556,3.75,202,"30°0'9""",77.66327777777778,11.602472222222222,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66327777777778 11.602472222222222, 77.66552777777778 11.602166666666667)"
38,T.NO 4,T,DC,26,3-4,247.94555854057964,2.74,203,"19°2'10""",77.66552777777778,11.602166666666667,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66552777777778 11.602166666666667, 77.66733333333333 11.601277777777778)"
39,T.NO 5,T,DB,24,4-5,221.82200071228283,5.75,203,"11°13'21""",77.66733333333333,11.601277777777778,GOOD,GOOD,,"STREAM,TAARROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66733333333333 11.601277777777778, 77.66952777777779 11.59961111111111)"
40,T.NO 6,T,DD,28,5-6,301.01494979485653,2.94,200,"47°37'39""",77.66952777777779,11.59961111111111,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66952777777779 11.59961111111111, 77.67069444444445 11.599805555555555)"
41,T.NO 7,T,DD,28,6-7,130.04999038831184,5.24,205,"67°35'39""",77.67069444444445,11.599805555555555,GOOD,GOOD,,"STREAM,TAARROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67069444444445 11.599805555555555, 77.67175 11.59813888888889)"
42,T.NO 8,T,DB,24,7-8,217.20497231877542,2.39,205,"3°53'29""",77.67175,11.59813888888889,GOOD,GOOD,LT1,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67175 11.59813888888889, 77.67283333333334 11.59613888888889)"
43,T.NO 9,T,DB,24,8-9,251.95634542515495,3.21,199,"7°51'38""",77.67283333333334,11.59613888888889,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67283333333334 11.59613888888889, 77.67425 11.594222222222223)"
44,T.NO 10,T,DD,28,9-10,260.20376630633154,3.34,200,"81°23'22""",77.67425,11.594222222222223,GOOD,GOOD,,"STREAM,TAARROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67425 11.594222222222223, 77.67558333333334 11.594916666666668)"
45,T.NO 11,T,DC,26,10-11,166.41213898030395,6.94,202,"16°50'38""",77.67558333333334,11.594916666666668,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67558333333334 11.594916666666668, 77.67708333333334 11.595194444444445)"
46,T.NO 12,T,DB,24,11-12,166.1114083980989,4.17,216,"9°42'35""",77.67708333333334,11.595194444444445,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67708333333334 11.595194444444445, 77.67747222222222 11.595194444444445)"
47,T.NO 13,T,DD,28,12-13,41.012193308819754,7.26,212,"104°59'32""",77.67747222222222,11.595194444444445,GOOD,GOOD,"HT1,LT1",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67747222222222 11.595194444444445, 77.67741666666667 11.595361111111112)"
48,GT 110KV POONACHI SS,T,GT,15,13-GT,17.72004514666935,,213,,77.67741666666667,11.595361111111112,GOOD,MISSING,,,PLAIN,110KV POONACHI SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
