S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,41,,Suspension,SA+0,26,44-45,315,12.2,287,,11.34208056,77.00888333,OK,OK,-,Bhavani River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00888333333333 11.342080555555556, 77.00738055555556 11.342072222222223)"
12,42,,Tension,SD+0,28,45-46,170,2.4,285," 40°15’39.95""LT",11.34207222,77.00738056,OK,OK,-,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00738055555556 11.342072222222223, 77.00674722222222 11.341536111111111)"
13,43,,Tension,SD+9,37,46-46A,103,8.3,289," 36°8’12.98""LT",11.34153611,77.00674722,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00674722222222 11.341536111111111, 77.0060111111111 11.338738888888889)"
14,44,,Suspension,SA+0,26,46A-47,320,4.9,290,,11.33873889,77.00601111,OK,OK,-,Bhavani River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.0060111111111 11.338738888888889, 77.00538055555556 11.336230555555556)"
15,45,,Tension,SD+9,37,47-48,291,0.2,291, 15°27’30.81”RT,11.33623056,77.00538056,OK,OK,-,Bhavani River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00538055555556 11.336230555555556, 77.00447222222222 11.334527777777778)"
16,46,,Tension,SD+0,28,48-49,215,8.1,290," 21°7’17.08""LT",11.33452778,77.00447222,OK,OK,-,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00447222222222 11.334527777777778, 77.00438611111112 11.334211111111111)"
17,46A,,-,-,-,46-47,73,8.5,290,-,11.33421111,77.00438611,OK,NO,-,-,Plain,T.No-46A is a Switch. OPGW laid directly from T.No-46 to T.No-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00438611111112 11.334211111111111, 77.004375 11.333977777777779)"
18,47,2W,Tension,SD+0,28,,,6,291, 87°37’19.64”RT,11.33397778,77.004375,OK,NO,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.004375 11.333977777777779, 77.0019 11.334219444444445)"
19,48,,Tension,SD+9,37,51-52,275,7,291," 1°56’57.43""LT",11.33421944,77.0019,OK,OK,LT,"Bhavani River, CTR",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.0019 11.334219444444445, 76.99883055555556 11.334425000000001)"
20,49,,Tension,DD+0,28,52-53,340,5.9,298," 10°25’17.53""LT",11.334425,76.99883056,OK,OK,Three LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99883055555556 11.334425000000001, 76.99623611111112 11.334175)"
21,50,,Suspension,SA+0,26,53-54,288,6.2,306,,11.334175,76.99623611,OK,OK,"Two LT, 33kv","Canal, Road",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99623611111112 11.334175, 76.99472222222222 11.334086111111112)"
22,51,,Tension,SD+0,28,54-55,172,7.5,313," 42°31’46.32""LT",11.33408611,76.99472222,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99472222222222 11.334086111111112, 76.9931 11.332480555555556)"
23,52,,Suspension,SA+0,26,55-56,254,4.6,314,,11.33248056,76.9931,OK,OK,33kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9931 11.332480555555556, 76.99107222222223 11.330461111111111)"
24,53,,Suspension,DA+0,26,56-57,320,2.8,301,,11.33046111,76.99107222,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99107222222223 11.330461111111111, 76.98890277777778 11.328305555555556)"
25,54,,Suspension,DA+0,26,57-58,340,3.5,306,,11.32830556,76.98890278,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98890277777778 11.328305555555556, 76.98690277777777 11.326394444444444)"
26,55,,Tension,SD+9,37,58-59,308,10.6,299," 10°50’47.08""LT",11.32639444,76.98690278,OK,OK,"LT, 33kv",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98690277777777 11.326394444444444, 76.98588611111111 11.32493611111111)"
27,56,,Tension,SD+9,37,59-60,203,10.4,295, 12°40’22.99”RT,11.32493611,76.98588611,OK,OK,-,"Bhavani River, CTR",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98588611111111 11.32493611111111, 76.98424444444444 11.323402777777778)"
28,57,,Suspension,SA+0,26,60-61,249,1.2,293,,11.32340278,76.98424444,OK,OK,-,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98424444444444 11.323402777777778, 76.98255 11.321975)"
29,58,,Tension,SB+0,24,61-62,246,15.3,301," 14°53’42.07""RT",11.321975,76.98255,OK,OK,-,"Two Roads, CTR",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98255 11.321975, 76.98000555555556 11.3208)"
30,59,,Tension,DD+0,28,62-63,315,0.3,312," 25°44’59.9""LT",11.3208,76.98000556,OK,OK,33kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98000555555556 11.3208, 76.97823055555556 11.318569444444444)"
31,60,,Suspension,SA+0,26,63-64,318,5.2,308,,11.31856944,76.97823056,OK,OK,230KV Pushup-Arasur,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97823055555556 11.318569444444444, 76.97688333333333 11.316925)"
32,61,2W,Tension,SD+0,28,64-65,239,11.5,307," 32°1’48.4""RT",11.316925,76.97688333,OK,OK,-,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97688333333333 11.316925, 76.97370555555555 11.315833333333334)"
33,62,,Suspension,SA+0,26,65-66,373,6.5,318,,11.31583333,76.97370556,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97370555555555 11.315833333333334, 76.9711 11.315083333333334)"
34,63,,Suspension,SA+0,26,66-67,302,12.1,340,,11.31508333,76.9711,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9711 11.315083333333334, 76.96887777777778 11.314430555555557)"
35,64,,Suspension,SA+0,26,67-68,259,10.2,341,,11.31443056,76.96887778,OK,OK,-,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96887777777778 11.314430555555557, 76.96640000000001 11.313658333333334)"
36,65,,Tension,SC+0,26,68-69,286,1.2,335," 24°51’3.1""LT",11.31365833,76.9664,OK,OK,33kv,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96640000000001 11.313658333333334, 76.96462222222223 11.312016666666667)"
37,66,,Tension,SD+0,28,69-70,270,1.2,329," 45°17’21.96""LT",11.31201667,76.96462222,OK,OK,Three LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96462222222223 11.312016666666667, 76.96452500000001 11.309858333333334)"
38,67,,Tension,SC+0,26,70-71,245,9.1,331," 19°25’2.5""RT",11.30985833,76.964525,OK,OK,-,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96452500000001 11.309858333333334, 76.96385277777777 11.308127777777779)"
39,68,,Tension,SD+0,28,71-72,211,2.2,329," 47°6’17.99""RT",11.30812778,76.96385278,OK,OK,"LT, Two 33kv",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96385277777777 11.308127777777779, 76.96117222222223 11.307113888888889)"
40,69,,Suspension,SA+0,26,72-73,315,3.1,331,,11.30711389,76.96117222,OK,OK,33kv,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96117222222223 11.307113888888889, 76.95850833333334 11.306127777777778)"
41,70,,Tension,SC+0,26,73-74LILO-BB-II,316,3.5,341, 18°8’47.38”RT,11.30612778,76.95850833,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95850833333334 11.306127777777778, 76.95628333333333 11.306025)"
42,71,,Suspension,SA+0,26,74LILO-BB-II-Mettupalayam Gantry,248,0.2,339,,11.306025,76.95628333,OK,OK,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95628333333333 11.306025, 76.954075 11.305922222222224)"
43,72,,Tension,DD+0,28,Mettupalayam Gantry-,248,0.2,337, 13°12’57.86”RT,11.30592222,76.954075,OK,OK,Three 33kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.954075 11.305922222222224, 76.95315277777777 11.306072222222223)"
44,73,,Tension,DD+0,28,-,105,6.5,331," 75°43’43.59""RT",11.30607222,76.95315278,OK,OK,Three 33kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95315277777777 11.306072222222223, 76.95298611111112 11.308561111111112)"
45,74LILO-BB-II,3W,Tension,DD+0,28,-,277,5.7,325, 8°15’3.98”RT,11.30856111,76.95298611,OK,OK,-,-,Plain,LILO POINT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95298611111112 11.308561111111112, 76.95300555555556 11.30883888888889)"
46,Mettupalayam Gantry,2W,,,15,-,38,-,328,,11.30883889,76.95300556,OK,OK,-,-,Plain,No Peak Available on Gantry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
