S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
88,T.NO 8,S,DA,26,9-8,278.6485241303101,4.92,463,,76.9453888888889,11.07375,GOOD,GOOD,"LT-2,HT-3",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9453888888889 11.07375, 76.94338888888889 11.075222222222221)"
89,T.NO 7,T,DC,26,8-7,273.80467490530543,5.12,461,"24°0'22""",76.94338888888889,11.075222222222221,GOOD,GOOD,"LT-3,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94338888888889 11.075222222222221, 76.9415 11.075722222222222)"
90,T.NO 6,T,DC,26,7-6,215.61539833694624,5.72,457,"20°39'43""",76.9415,11.075722222222222,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9415 11.075722222222222, 76.93975 11.076833333333333)"
91,T.NO 5,S,DA,26,6-5,226.63847863944022,PUSHES,468,,76.93975,11.076833333333333,GOOD,GOOD,"LT-2,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93975 11.076833333333333, 76.938 11.078138888888889)"
92,T.NO 4,S,DA,26,5-4,239.61009995407122,PUSHES,465,,76.938,11.078138888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.938 11.078138888888889, 76.93625 11.07938888888889)"
93,T.NO 3,T,DD,28,4-3,235.05318547086316,3.16,463,"50°21'42""",76.93625,11.07938888888889,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93625 11.07938888888889, 76.93602777777778 11.081944444444444)"
94,T.NO 2,S,DA,26,3-2,284.1918366174511,4.62,459,,76.93602777777778,11.081944444444444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93602777777778 11.081944444444444, 76.93586111111111 11.0845)"
95,T.NO 1,T,DB,24,2-1,283.7780823108085,3.22,461,"6°23'0""",76.93586111111111,11.0845,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93586111111111 11.0845, 76.93586111111111 11.08513888888889)"
96,GT 230KV THUDIYALUR SS,T,GT,15,1-GT,70.02856560004639,,467,,76.93586111111111,11.08513888888889,GOOD,MISSING,LT,TAARROAD,PLAIN,THUDIYALUR 230KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
