S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO-104,T,DC,26,105-104,364.72592449673766,3.44,193,,77.69336111111112,11.341944444444445,GOOD,GOOD,"LT-1,11KV-1","TAR ROAD-1,MUD ROAD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.69336111111112 11.341944444444445, 77.69086111111112 11.342916666666667)"
12,T.NO-103,T,DC,26,104-103,292.138665705175,3.72,195,,77.69086111111112,11.342916666666667,GOOD,GOOD,"LT-1,11KV-1","TAR ROAD-2,MUD ROAD-2",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.69086111111112 11.342916666666667, 77.68788888888889 11.344027777777779)"
13,T.NO-102,T,DC,26,103-102,348.3231258472512,3.12,197,,77.68788888888889,11.344027777777779,GOOD,GOOD,LT-2,TAR ROAD -2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68788888888889 11.344027777777779, 77.68513888888889 11.345055555555556)"
14,T.NO-101,S,DA,26,102-101,322.0993635510632,,198,,77.68513888888889,11.345055555555556,GOOD,GOOD,"LT-1,11KV-1",TAR ROAD -1,PLAIN,INSIDE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68513888888889 11.345055555555556, 77.68244444444444 11.346055555555557)"
15,T.NO-100,T,DC,26,101-100,314.4932431706602,,199,,77.68244444444444,11.346055555555557,GOOD,GOOD,LT,,CULTIVATION,INSIDE COMPOUND WALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68244444444444 11.346055555555557, 77.67875000000001 11.347444444444445)"
16,T.NO-99,T,DC,26,100-99,431.539105991566,4.17,200,,77.67875000000001,11.347444444444445,GOOD,GOOD,"LT-1,11KV-1","TAR ROAD-1,MUD ROAD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67875000000001 11.347444444444445, 77.67591666666667 11.348527777777779)"
17,T.NO-98,S,DA,26,99-98,332.28000240760804,,202,,77.67591666666667,11.348527777777779,GOOD,GOOD,LT-1,"TAR ROAD-1,MUD ROAD-1,NALA-1",PLAIN,INSIDE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67591666666667 11.348527777777779, 77.6726388888889 11.349722222222223)"
18,T.NO-97,T,DC,26,98-97,379.5918861092792,3.19,201,,77.6726388888889,11.349722222222223,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6726388888889 11.349722222222223, 77.67019444444445 11.350638888888888)"
19,T.NO-96,T,DC,26,97-96,285.70089254323307,3.41,202,,77.67019444444445,11.350638888888888,GOOD,GOOD,"LT-1,11KV-1","TAR ROAD-1,MUD ROAD-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67019444444445 11.350638888888888, 77.66725000000001 11.35175)"
20,T.NO-95,S,DA,26,96-95,344.920280644673,4.71,203,,77.66725000000001,11.35175,GOOD,GOOD,LT-1,TAR ROAD -1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66725000000001 11.35175, 77.66505555555555 11.352583333333333)"
21,T.NO-94,T,DC,26,95-94,256.90854403853524,5.19,203,,77.66505555555555,11.352583333333333,GOOD,GOOD,LT-1,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66505555555555 11.352583333333333, 77.6628888888889 11.353388888888889)"
22,T.NO-93,S,DA,26,94-93,253.40284134160768,,201,,77.6628888888889,11.353388888888889,GOOD,GOOD,"LT-1,11KV-1",TAR ROAD -1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6628888888889 11.353388888888889, 77.6605 11.35425)"
23,T.NO-92,S,DA,26,93-92,276.4706132665821,3.78,202,,77.6605,11.35425,GOOD,GOOD,"LT-1,11KV-1","TAR ROAD -3,POND-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6605 11.35425, 77.65741666666668 11.355416666666667)"
24,T.NO-91,T,DD,28,92-91,=362.249913733599,,202,,77.65741666666668,11.355416666666667,GOOD,NO EARTH WIRE,"XING 230KV ABOVE,11KV-1",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65741666666668 11.355416666666667, 77.65480555555555 11.356388888888889)"
25,T.NO-90,S,DA,26,91-90,303.382596732245,,206,,77.65480555555555,11.356388888888889,GOOD,GOOD,"LT-2,11KV-2",TAR ROAD -1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65480555555555 11.356388888888889, 77.65202777777779 11.357444444444445)"
26,T.NO-89,S,DA,26,90-89,326.5455557805067,3.94,207,,77.65202777777779,11.357444444444445,GOOD,GOOD,"LT-1,11KV-1",TAR ROAD -1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65202777777779 11.357444444444445, 77.64972222222222 11.358277777777777)"
27,T.NO-88,S,DA,26,89-88,267.9272289260649,4.6,209,,77.64972222222222,11.358277777777777,GOOD,GOOD,11KV-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64972222222222 11.358277777777777, 77.647 11.359305555555554)"
28,T.NO-87,T,DC,26,88-87,317.0646621747684,6.39,212,,77.647,11.359305555555554,GOOD,GOOD,"LT-2,11KV-2",NH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.647 11.359305555555554, 77.64491666666667 11.360111111111111)"
29,T.NO-86,T,DC,26,87-86,245.55243839147678,6.1,215,,77.64491666666667,11.360111111111111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64491666666667 11.360111111111111, 77.64347222222223 11.36061111111111)"
30,T.NO-85,S,DA,26,86-85,167.6305461424021,,219,,77.64347222222223,11.36061111111111,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64347222222223 11.36061111111111, 77.64177777777779 11.36125)"
31,T.NO-84,T,DD,28,85-84,196.7587355112855,,220,,77.64177777777779,11.36125,GOOD,GOOD,"XING 230KV BELOW,11KV-1",TAR ROAD -1,CULTIVATION,HEAVY BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64177777777779 11.36125, 77.63883333333334 11.362361111111111)"
32,T.NO-83,T,DC,26,84-83,345.2723562638631,,221,,77.63883333333334,11.362361111111111,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63883333333334 11.362361111111111, 77.63627777777778 11.363305555555556)"
33,T.NO-82,S,DA,26,83-82,298.93979326948096,,225,,77.63627777777778,11.363305555555556,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63627777777778 11.363305555555556, 77.63377777777778 11.364222222222223)"
34,T.NO-81,T,DC,26,82-81,289.4563870430224,3.19,227,,77.63377777777778,11.364222222222223,GOOD,GOOD,"LT-1,11KV-1",TAR ROAD -1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63377777777778 11.364222222222223, 77.63083333333333 11.365361111111111)"
35,T.NO-80,S,DA,26,81-80,345.8569068270865,2.78,229,,77.63083333333333,11.365361111111111,GOOD,GOOD,"XING 400KV ABOVE,22KV-2,11KV-1",MUD ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63083333333333 11.365361111111111, 77.62916666666666 11.365944444444445)"
36,T.NO-79 C,T,DC,26,80-79 C,191.65072397463047,1.2,233,"11°35'48""",77.62916666666666,11.365944444444445,GOOD,GOOD,,,PLAIN,INSIDE S/S GANGAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62916666666666 11.365944444444445, 77.62877777777777 11.366)"
37,T.NO-79 B,T,DC,26,79 C -79 B,45.39823785126467,0.79,231,"47°24'48""",77.62877777777777,11.366,GOOD,GOOD,,,PLAIN,T.NO-79B  goes inside to GANGAPURAM 110KV S/S and then connects to T.NO-79 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62877777777777 11.366, 77.62863888888889 11.366166666666667)"
38,T.NO-79 A,T,DC,26,79 B - 79 A,24.413111231467404,0.2,230,"38°4'50""",77.62863888888889,11.366166666666667,GOOD,GOOD,,,PLAIN,INSIDE S/S GANGAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62863888888889 11.366166666666667, 77.62822222222222 11.366305555555556)"
39,T.NO-79,S,DA,26,79-78,48.08326112068523,1.7,235,,77.62822222222222,11.366305555555556,GOOD,GOOD,,,PLAIN,INSIDE COMPOUND WALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62822222222222 11.366305555555556, 77.62538888888888 11.36738888888889)"
40,T.NO-78,S,DA,26,78-77,330.056055845064,4.7,231,,77.62538888888888,11.36738888888889,GOOD,NO EARTH WIRE,XING 230KV BELOW,,PLAIN,T.NO-78 - T.NO-77 No Earth Wire. From T.NO-78 Earth Wire Connects to Nearest Xing 230kv Tower and then connects to T.NO-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62538888888888 11.36738888888889, 77.62349999999999 11.368083333333335)"
41,T.NO-77,T,DC,26,77-76,221.44976857066254,3.8,236,,77.62349999999999,11.368083333333335,GOOD,GOOD,,MUD ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62349999999999 11.368083333333335, 77.62124999999999 11.368916666666667)"
42,T.NO-76,S,DA,26,76-75,262.8859068113009,,235,,77.62124999999999,11.368916666666667,GOOD,GOOD,,"CANAL-1,MUD ROAD-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62124999999999 11.368916666666667, 77.61858333333333 11.369944444444444)"
43,T.NO-75,S,DA,26,75-74,312.385979198811,,233,,77.61858333333333,11.369944444444444,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61858333333333 11.369944444444444, 77.61619444444445 11.370833333333334)"
44,T.NO-74,S,DA,26,74-73,280.3176769310134,4.21,234,,77.61619444444445,11.370833333333334,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61619444444445 11.370833333333334, 77.61319444444445 11.371944444444445)"
45,T.NO-73,S,DA,26,73-72,347.6391807607422,,230,,77.61319444444445,11.371944444444445,GOOD,GOOD,LT-1,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61319444444445 11.371944444444445, 77.61069444444443 11.37288888888889)"
46,T.NO-72,T,DC,26,73-72,292.3696290656743,2.19,229,"1°15'50""",77.61069444444443,11.37288888888889,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61069444444443 11.37288888888889, 77.60994444444444 11.373194444444445)"
47,T.NO-71 LILO,T,DC,26,72-71 LILO,89.31965069345043,3.42,228,"64°11'15""",77.60994444444444,11.373194444444445,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60994444444444 11.373194444444445, 77.61 11.372027777777777)"
48,T.NO-1,T,DC,26,71 LILO-1,128.191263352851,3.54,228,"13°7'29""",77.61,11.372027777777777,GOOD,GOOD,"LT-1,11KV-1",TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61 11.372027777777777, 77.60958333333333 11.369833333333334)"
49,T.NO-2,T,DC,26,1-2,247.759964481754,,229,,77.60958333333333,11.369833333333334,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60958333333333 11.369833333333334, 77.60927777777778 11.368305555555557)"
50,T.NO-3,S,DA,26,2-3,169.85287751463028,,230,,77.60927777777778,11.368305555555557,GOOD,GOOD,LT-2,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60927777777778 11.368305555555557, 77.60894444444443 11.366666666666667)"
51,T.NO-4,T,DC,26,3-4,187.6832437912346,5.8,229,"27°13'3""",77.60894444444443,11.366666666666667,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60894444444443 11.366666666666667, 77.60749999999999 11.364916666666666)"
52,T.NO-5,T,DC,26,4-5,246.9109151090733,4.17,232,"13°6'33""",77.60749999999999,11.364916666666666,GOOD,GOOD,11KV-1,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60749999999999 11.364916666666666, 77.60683333333333 11.363583333333333)"
53,T.NO-6,S,DA,26,5-6,165.05150711217394,4.34,233,,77.60683333333333,11.363583333333333,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60683333333333 11.363583333333333, 77.60586111111111 11.361638888888889)"
54,T.NO-7,S,DA,26,6-7,240.60756430336932,,235,,77.60586111111111,11.361638888888889,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60586111111111 11.361638888888889, 77.60505555555555 11.36)"
55,T.NO-8,T,DC,26,7-8,201.72506041639943,4.12,235,"15°33'27""",77.60505555555555,11.36,GOOD,GOOD,LT-1,"TAR ROAD-1,MUD ROAD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60505555555555 11.36, 77.60338888888889 11.358166666666666)"
56,T.NO-9,T,DD,28,8-9,270.7397274136177,2.11,236,"11°0'3""",77.60338888888889,11.358166666666666,GOOD,GOOD,"XING 230KV-1 ABOVE,LT-1,11KV-1",,CULTIVATION,T.NO-9 - T.NO-10 No Earth Wire. From T.NO-9 Earth Wire Connects to Nearest Xing 230kv Tower and then connects to T.NO-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60338888888889 11.358166666666666, 77.6013611111111 11.356638888888888)"
57,T.NO-10,T,DC,26,9-10,280.04463929880893,3.43,235,"1°3'47""",77.6013611111111,11.356638888888888,GOOD,GOOD,11KV-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6013611111111 11.356638888888888, 77.60005555555556 11.355638888888889)"
58,T.NO-11,T,DD,28,10-11,181.3201588351389,4.14,240,"34°50'57""",77.60005555555556,11.355638888888889,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60005555555556 11.355638888888889, 77.59922222222222 11.352888888888888)"
59,T.NO-12,T,DD,28,11-12,315.5202053751867,,251,"17°26'38""",77.59922222222222,11.352888888888888,GOOD,GOOD,,RIVER -1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59922222222222 11.352888888888888, 77.59763888888888 11.350583333333333)"
60,T.NO-13,T,DC,26,12-13,308.6907837950463,5.17,245,"22°25'25""",77.59763888888888,11.350583333333333,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59763888888888 11.350583333333333, 77.59719444444444 11.348500000000001)"
61,T.NO-14,S,DA,26,13-14,236.51638421048128,6.12,248,,77.59719444444444,11.348500000000001,GOOD,GOOD,22KV-1,"TAR ROAD-1,MUD ROAD-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59719444444444 11.348500000000001, 77.59683333333332 11.346777777777778)"
62,T.NO-15,T,DC,26,14-15,192.78226059469267,5.2,252,"15°1'54""",77.59683333333332,11.346777777777778,GOOD,GOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59683333333332 11.346777777777778, 77.59555555555555 11.344277777777778)"
63,T.NO-16,T,DC,26,15-16,310.36752407428196,5.3,255,"6°34'29""",77.59555555555555,11.344277777777778,GOOD,GOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59555555555555 11.344277777777778, 77.59430555555555 11.342444444444444)"
64,T.NO-17,T,DC,26,16-17,244.36448187083164,6.74,257,"33°29'35""",77.59430555555555,11.342444444444444,GOOD,GOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59430555555555 11.342444444444444, 77.59316666666666 11.341972222222223)"
65,T.NO-18,T,DC,26,17-18,135.2479205015737,7.12,258,"16°24'28""",77.59316666666666,11.341972222222223,GOOD,GOOD,"LT-1,11KV-1",TAR ROAD-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59316666666666 11.341972222222223, 77.59125 11.340416666666668)"
66,T.NO-19,S,DA,26,18-19,272.5912691191704,,259,,77.59125,11.340416666666668,GOOD,GOOD,"22KV-1,11KV-1",TAR ROAD-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59125 11.340416666666668, 77.5898611111111 11.339111111111112)"
67,T.NO-20,T,DC,26,19-20,208.65521800328887,,262,"50°59'35""",77.5898611111111,11.339111111111112,GOOD,GOOD,,,,INSIDE S/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5898611111111 11.339111111111112, 77.58958333333332 11.339166666666667)"
68,GANTRY GANDHINAGAR    110KV S/S,GT,GT,15,20-GT,31.25699921617557,,261,,77.58958333333332,11.339166666666667,GOOD,GOOD,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G73),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
