S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO 10,,S,DA,26,09-Oct,159.2388144,7.41,258,,77.1225,11.48619444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12249999999999 11.486194444444443, 77.12180555555555 11.487499999999999)"
12,T.NO 11,,T,DD,28,10-Nov,164.176734,5.46,259,"30°36'43""",77.12180556,11.4875,GOOD,GOOD,LT-2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12180555555555 11.487499999999999, 77.12188888888888 11.48936111111111)"
13,T.NO 12,,T,DD,28,11-Dec,206.2425756,5.06,259,"54°36'33""",77.12188889,11.48936111,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12188888888888 11.48936111111111, 77.12383333333332 11.490555555555554)"
14,T.NO 13,,T,DC,26,Dec-13,250.4915168,11.56,264,"24°19'4""",77.12383333,11.49055556,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12383333333332 11.490555555555554, 77.12525 11.49261111111111)"
15,T.NO 14,,S,DA,26,13-14,273.1904098,13.27,260,,77.12525,11.49261111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12525 11.49261111111111, 77.12616666666666 11.494055555555555)"
16,T.NO 15,,T,DB,24,14-15,188.6796226,16.29,275,"0°42'58""",77.12616667,11.49405556,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12616666666666 11.494055555555555, 77.12730555555555 11.495777777777777)"
17,T.NO 164 THALAVADI LILO,3W,T,DD,28,15-164,226.101747,16.16,282,"65°46'49""",77.12730556,11.49577778,GOOD,GOOD,,,PLAIN,THALAVADI LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12730555555555 11.495777777777777, 77.1295 11.49547222222222)"
18,T.NO 165,,S,DA,26,164-165,242.7385425,5.78,278,,77.1295,11.49547222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1295 11.49547222222222, 77.13286111111111 11.494944444444444)"
19,T.NO 166,,S,DA,26,165-166,370.4119329,7.87,259,,77.13286111,11.49494444,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13286111111111 11.494944444444444, 77.13586111111111 11.494499999999999)"
20,T.NO 167,,S,DA,26,166-167,332.4830823,6.52,260,,77.13586111,11.4945,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13586111111111 11.494499999999999, 77.13933333333334 11.493972222222222)"
21,T.NO 168,,S,DA,26,167-168,381.8376618,7.3,268,,77.13933333,11.49397222,GOOD,GOOD,LT ,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13933333333334 11.493972222222222, 77.14236111111111 11.493527777777777)"
22,T.NO 169,,T,DB,24,168-169,333.3301667,6.35,259,"0°23'51""",77.14236111,11.49352778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.14236111111111 11.493527777777777, 77.14533333333334 11.493055555555555)"
23,T.NO 170,,S,DA,26,169-170,328.9772029,7.92,261,,77.14533333,11.49305556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.14533333333334 11.493055555555555, 77.14838888888889 11.492555555555555)"
24,T.NO 171,,S,DA,26,170-171,339.0117992,5.29,261,,77.14838889,11.49255556,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.14838888888889 11.492555555555555, 77.15127777777778 11.492138888888888)"
25,T.NO 172,,S,DA,26,171-172,318.9122136,6.67,261,,77.15127778,11.49213889,GOOD,GOOD,LT,"STREAM,MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15127777777778 11.492138888888888, 77.15466666666667 11.491638888888888)"
26,T.NO 173,,S,DA,26,172-173,373.9197775,6.74,268,,77.15466667,11.49163889,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15466666666667 11.491638888888888, 77.15766666666667 11.491138888888887)"
27,T.NO 174 LILO BHAVANI SAGAR 110KV SS,,T,DD,28,173-174,330.9531689,7.39,267,"81°28'3""",77.15766667,11.49113889,GOOD,GOOD,,,PLAIN,BHAVANI SAGAR LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15766666666667 11.491138888888887, 77.15766666666667 11.491027777777777)"
28,T.NO 174/1,,T,DB,24,174-1,13,6.02,265,"6°29'21""",77.15766667,11.49102778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15766666666667 11.491027777777777, 77.15741666666668 11.489138888888888)"
29,T.NO 174/2,,T,DB,24,01-Feb,212.3605425,5.79,262,"3°48'56""",77.15741667,11.48913889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15741666666668 11.489138888888888, 77.15736111111111 11.488722222222222)"
30,T.NO 174/3,,T,DB,24,02-Mar,44.72135955,4.74,262,"8°45'24""",77.15736111,11.48872222,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15736111111111 11.488722222222222, 77.15733333333334 11.488388888888888)"
31,GANTRY 110KV BHAVANI SAGAR SS,2W,T,GANTRY,15,3-GANTRY,37.01351105,,263,,77.15733333,11.48838889,GOOD,MISSING,,,PLAIN,110KV BHAVANI SAGAR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
