S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
23,T.NO 22,T,DC,26,21-22,337.6166465090251,6.95,442,"20°6'47""",12.65849,77.983773,3894335316,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.983773 12.65849, 77.9823745 12.6570234)"
24,T.NO 23,T,DB,24,22-23,267.5256997000475,4.13,439,"4°27'40""",12.6570234,77.9823745,3894335312,GOOD,"LT-3,HT-5",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9823745 12.6570234, 77.9808084 12.6554546)"
25,T.NO 24,T,DB,24,23-24,179.0111728356641,3.96,438,"0°37'32""",12.6554546,77.9808084,3894335307,GOOD,"LT,HT-2",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9808084 12.6554546, 77.97968 12.6542371)"
26,T.NO 25,T,DB,24,24-25,182.6307750626931,3.12,440,"0°26'19""",12.6542371,77.97968,3894335300,GOOD,,RAILWAY,PLAIN,NEED JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97968 12.6542371, 77.9783087 12.6526723)"
27,T.NO 26,S,DA,26,25-26,289,5.06,442,,12.6526723,77.9783087,3894335292,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9783087 12.6526723, 77.9767804 12.6510749)"
28,T.NO 27,T,DD,28,26-27,213,4.95,439,"59°49'54""",12.6510749,77.9767804,3894335287,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9767804 12.6510749, 77.974781 12.6491935)"
29,T.NO 28,T,DC,26,27-28,56,4.56,435,"21°44'45""",12.6491935,77.974781,3894335280,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.974781 12.6491935, 77.9728517 12.6474197)"
30,GT 230KV COIMBATORE SS,T,GT,15,28-GT,23,,437,,12.6474197,77.9728517,3894335274,MISSING,,,PLAIN,230KV COIMBATORE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9728517 12.6474197, 77.9713067 12.6460081)"
TOTAL,,,,,,=SUM(G14:G23),,,,12.6460081,77.9713067,3894335270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9713067 12.6460081, 77.9692528 12.6438468)"
,,,,,,,,,,12.6438468,77.9692528,3894335265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9692528 12.6438468, 77.967668 12.6421798)"
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,12.6421798,77.967668,3894335261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.967668 12.6421798, 77.9657126 12.6401431)"
,,,,,,,,,,12.6401431,77.9657126,3894334656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9657126 12.6401431, 77.9638702 12.6381656)"
,,,,,,,,,,12.6381656,77.9638702,3894334649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9638702 12.6381656, 77.9618813 12.6360083)"
,,,,,,,,,,12.6360083,77.9618813,3894334643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9618813 12.6360083, 77.9599845 12.6339899)"
,,,,,,,,,,12.6339899,77.9599845,3894334637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9599845 12.6339899, 77.957291 12.6332295)"
,,,,,,,,,,12.6332295,77.957291,3894334635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.957291 12.6332295, 77.9555057 12.6326951)"
,,,,,,,,,,12.6326951,77.9555057,3894334633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9555057 12.6326951, 77.9528069 12.6318991)"
,,,,,,,,,,12.6318991,77.9528069,3894334631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9528069 12.6318991, 77.9501851 12.6306337)"
,,,,,,,,,,12.6306337,77.9501851,3894334628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9501851 12.6306337, 77.9482028 12.6297005)"
,,,,,,,,,,12.6297005,77.9482028,3894335052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9482028 12.6297005, 77.9457809 12.6284971)"
,,,,,,,,,,12.6284971,77.9457809,3894335050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9457809 12.6284971, 77.9434848 12.6273891)"
,,,,,,,,,,12.6273891,77.9434848,3894335047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9434848 12.6273891, 77.9412613 12.6263013)"
,,,,,,,,,,12.6263013,77.9412613,3894335044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9412613 12.6263013, 77.9398031 12.6253927)"
,,,,,,,,,,12.6253927,77.9398031,3894335041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9398031 12.6253927, 77.9381036 12.6243627)"
,,,,,,,,,,12.6243627,77.9381036,3894335036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9381036 12.6243627, 77.9359259 12.623025)"
,,,,,,,,,,12.623025,77.9359259,3894335032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9359259 12.623025, 77.9340191 12.6218433)"
,,,,,,,,,,12.6218433,77.9340191,3894335027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9340191 12.6218433, 77.9318163 12.6204983)"
,,,,,,,,,,12.6204983,77.9318163,3894335023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9318163 12.6204983, 77.9296978 12.619214)"
,,,,,,,,,,12.619214,77.9296978,3894335019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9296978 12.619214, 77.9282595 12.6175943)"
,,,,,,,,,,12.6175943,77.9282595,3894335014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9282595 12.6175943, 77.9272361 12.6165174)"
,,,,,,,,,,12.6165174,77.9272361,3894335008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9272361 12.6165174, 77.9263996 12.6131585)"
,,,,,,,,,,12.6131585,77.9263996,6478182052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9263996 12.6131585, 77.9257853 12.6104635)"
,,,,,,,,,,12.6104635,77.9257853,3894334991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9257853 12.6104635, 77.9253476 12.6093179)"
,,,,,,,,,,12.6093179,77.9253476,6478182051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9253476 12.6093179, 77.9248823 12.6081)"
,,,,,,,,,,12.6081,77.9248823,3894334979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9248823 12.6081, 77.9238874 12.6054706)"
,,,,,,,,,,12.6054706,77.9238874,3894334965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9238874 12.6054706, 77.9232124 12.6037182)"
,,,,,,,,,,12.6037182,77.9232124,3894334958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9232124 12.6037182, 77.9206106 12.5989184)"
,,,,,,,,,,12.5989184,77.9206106,3894334614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9206106 12.5989184, 77.919882 12.5970055)"
,,,,,,,,,,12.5970055,77.919882,3894334603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.919882 12.5970055, 77.9189567 12.5946953)"
,,,,,,,,,,12.5946953,77.9189567,3894334593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9189567 12.5946953, 77.9171832 12.5933257)"
,,,,,,,,,,12.5933257,77.9171832,3894334587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9171832 12.5933257, 77.9152113 12.5918549)"
,,,,,,,,,,12.5918549,77.9152113,3894334579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9152113 12.5918549, 77.9130355 12.5902199)"
,,,,,,,,,,12.5902199,77.9130355,3894332247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9130355 12.5902199, 77.9125765 12.5884704)"
,,,,,,,,,,12.5884704,77.9125765,3894332237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9125765 12.5884704, 77.9116784 12.5875905)"
,,,,,,,,,,12.5875905,77.9116784,3894332229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9116784 12.5875905, 77.9100678 12.5859246)"
,,,,,,,,,,12.5859246,77.9100678,3894332217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9100678 12.5859246, 77.9092137 12.5854494)"
,,,,,,,,,,12.5854494,77.9092137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
