Tower No,JOINT BOX,Tower Type,Tower Type(T/S),Tower Hight (Mtrs),Span Between Tower No.,Span Length (Mtrs),Footing Resistance of Tower (ohms),Ground Elevation/ M,Horizontal Angle(˚),Longitude,Latitude,"Condition of    Tower  (Missing  parts,broken,etc)","Condition of Earht wire (Missing,Broken etc)",Crossing Objects,,Condition of Area (Plain/Hilly/Forest/Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
T.NO 29,,DA,S,26,28-29,212.0778159,6.5,439,,76.91897222,11.01691667,GOOD,GOOD,2nos LT,2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91897222222222 11.016916666666667, 76.91930555555557 11.014888888888889)"
T.NO 30,,DA,S,26,29-30,228.0219288,2.5,437,,76.91930556,11.01488889,GOOD,GOOD,2nos LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91930555555557 11.014888888888889, 76.91961111111111 11.012805555555556)"
T.NO 31,,DD,T,28,30-31,232.4994624,1.5,448,"45°4'59""",76.91961111,11.01280556,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91961111111111 11.012805555555556, 76.92161111111112 11.011277777777778)"
T.NO 32,,DA,S,26,31-32,276.2046343,1.5,437,,76.92161111,11.01127778,GOOD,GOOD,"2noS LT,33kv",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92161111111112 11.011277777777778, 76.92325000000001 11.010111111111112)"
T.NO 33,,DA,S,26,32-33,221.6867159,1,424,,76.92325,11.01011111,GOOD,GOOD,3nos LT,3nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92325000000001 11.010111111111112, 76.92475 11.008972222222223)"
T.NO 34,,DA,S,26,33-34,207.6078033,3,435,,76.92475,11.00897222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92475 11.008972222222223, 76.92661111111111 11.007777777777777)"
T.NO 35 LILO SN PALAYAM ,3W,DB,T,24,34-35,242.4396832,1,434,"2°54'27""",76.92661111,11.00777778,GOOD,GOOD,,TAAR ROAD,PLAIN,SN PALAYAM LILO.NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92661111111111 11.007777777777777, 76.92902777777778 11.005805555555556)"
T.NO 36,,DA,S,26,35-36,340.4717316,3.4,437,,76.92902778,11.00580556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92902777777778 11.005805555555556, 76.93100000000001 11.004277777777778)"
T.NO 37,,DC,T,26,36-37,275.8350957,1.8,433,"29°13'51""",76.931,11.00427778,GOOD,GOOD,"2nos LT,HT,230kv CROSSING ABOVE OUR LINE",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93100000000001 11.004277777777778, 76.93186111111112 11.002222222222223)"
T.NO 38,,DA,S,26,37-38,246.4650077,2.03,431,,76.93186111,11.00222222,GOOD,GOOD,"2nos LT,33kv",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93186111111112 11.002222222222223, 76.93258333333334 11.000444444444444)"
T.NO 39,,DA,S,26,38-39,210.7723891,1.75,428,,76.93258333,11.00044444,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93258333333334 11.000444444444444, 76.93358333333333 10.998027777777777)"
T.NO 40,,DA,S,26,39-40,288.2308103,8.44,424,,76.93358333,10.99802778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93358333333333 10.998027777777777, 76.93416666666667 10.996472222222222)"
T.NO 41,,DC,T,26,40-41,182.5842271,5.8,425,"22°9'28""",76.93416667,10.99647222,GOOD,GOOD,"2nos LT,HT","TAAR ROAD,MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93416666666667 10.996472222222222, 76.93416666666667 10.993833333333333)"
T.NO 42,,DA,S,26,41-42,294.0153057,9.1,421,,76.93416667,10.99383333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93416666666667 10.993833333333333, 76.9341388888889 10.991027777777777)"
T.NO 43,,DA,S,26,42-43,308.01461,2.45,435,,76.93413889,10.99102778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9341388888889 10.991027777777777, 76.9341388888889 10.988055555555555)"
T.NO 44,,DA,S,26,43-44,331.0135949,2,422,,76.93413889,10.98805556,GOOD,GOOD,4nos LT,2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9341388888889 10.988055555555555, 76.93411111111112 10.986305555555555)"
T.NO 45,,DA,S,26,44-45,194.010309,3.05,415,,76.93411111,10.98630556,GOOD,GOOD,"2nos HT,LT",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93411111111112 10.986305555555555, 76.93408333333333 10.983888888888888)"
T.NO 46,,DA,S,26,45-46,266,7.65,419,,76.93408333,10.98388889,GOOD,GOOD,"4nos LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93408333333333 10.983888888888888, 76.93408333333333 10.981194444444444)"
T.NO 47,,DC,T,34,46-47,298.0016778,25,417,"28°27'37""",76.93408333,10.98119444,GOOD,GOOD,2nos LT,"CANAL,TAAR ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93408333333333 10.981194444444444, 76.93505555555556 10.979416666666667)"
T.NO 48 LILO SELVAPURAM SS,3W,DD,T,37,47-48,221.9481922,0.5,419,"66°26'30""",76.93505556,10.97941667,GOOD,GOOD,"LT,33kv","TAAR ROAD,RIVER",PLAIN,UNDER CONSTRUCTION ON SELVAPURAM SS.T.NO 48 DIRECT CONNECT WITH SELVAPURAM SS IS FUTURE PLAN.NEED 3 WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93505555555556 10.979416666666667, 76.93554166666667 10.978536111111111)"
T.NO 48/4,,MD,T,45,48/3-48/4,290.2223286,0.8,416,"94°40'31""",76.93554167,10.97853611,GOOD,GOOD,,"TAAR ROAD,CANAL",PLAIN,NEED JUNCTION BOX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93554166666667 10.978536111111111, 76.93644444444445 10.977055555555555)"
T.NO 49,,DD,T,28,48/4-49,101.2422837,1,414,"86°50'23""",76.93644444,10.97705556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93644444444445 10.977055555555555, 76.93791666666667 10.974555555555556)"
T.NO 50,,DA,S,26,49-50,320.8940635,1,418,,76.93791667,10.97455556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93791666666667 10.974555555555556, 76.93886111111111 10.972861111111111)"
T.NO 51,,DA,S,26,50-51,213.5907301,2.93,416,,76.93886111,10.97286111,GOOD,GOOD,"2nos HT,33kv",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93886111111111 10.972861111111111, 76.93988888888889 10.971027777777778)"
T.NO 52,,DB,T,24,51-52,231.4584196,1.4,414,"1°11'0""",76.93988889,10.97102778,GOOD,GOOD,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93988888888889 10.971027777777778, 76.94116666666667 10.96888888888889)"
T.NO 53  LILO,2W,DB,T,24,52-53,276.2842739,1.15,416,"1°5'34""",76.94116667,10.96888889,GOOD,GOOD,LT,,PLAIN,LILO FOR FUTURE LINE EXTENSION .NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94116666666667 10.96888888888889, 76.94186111111111 10.967638888888889)"
T.NO 54,,DB,T,24,53-54,279.8070764,0.85,416,"0°0'13""",76.94186111,10.96763889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94186111111111 10.967638888888889, 76.94297222222222 10.965722222222222)"
T.NO 55,,DA,S,26,54-55,245.8393785,1.05,420,,76.94297222,10.96572222,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94297222222222 10.965722222222222, 76.94427777777778 10.963472222222222)"
T.NO 56,,DA,S,26,55-56,288.2932535,2.25,416,,76.94427778,10.96347222,GOOD,GOOD,LT,2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94427777777778 10.963472222222222, 76.94544444444445 10.961388888888887)"
T.NO 57,,DA,S,26,56-57,260.9846739,5.45,417,,76.94544444,10.96138889,GOOD,GOOD,2nos LT,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94544444444445 10.961388888888887, 76.94627777777778 10.959944444444444)"
T.NO 58 LILO MADHAMPATTY,3W,DB,T,24,57-58,185.9300944,3.8,415,"0°17'35""",76.94627778,10.95994444,GOOD,GOOD,,,PLAIN,MADHAMPATTY LILO.NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94627777777778 10.959944444444444, 76.94736111111112 10.958027777777778)"
T.NO 59,,DB,T,24,58-59,241.3731551,22,417,"8°0'52""",76.94736111,10.95802778,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94736111111112 10.958027777777778, 76.9486388888889 10.95636111111111)"
T.NO 60,,DA,S,26,59-60,229.6170725,6,407,,76.94863889,10.95636111,GOOD,GOOD,"3nos LT,HT",2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9486388888889 10.95636111111111, 76.94986111111112 10.954777777777776)"
T.NO 61,,DB,T,24,60-61,223.2151429,5.6,419,"6°24'24""",76.94986111,10.95477778,GOOD,GOOD,"2nos LT,33kv",3nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94986111111112 10.954777777777776, 76.95144444444445 10.952277777777777)"
T.NO 62,,DA,S,32,61-62,325.4243384,23,416,,76.95144444,10.95227778,GOOD,GOOD,2nos LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95144444444445 10.952277777777777, 76.95238888888889 10.950583333333332)"
T.NO 63,,DC,T,32,62-63,212.2286503,1.9,425,"26°16'26""",76.95238889,10.95058333,GOOD,GOOD,LT,LAKE,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95238888888889 10.950583333333332, 76.95425 10.949388888888889)"
T.NO 64,,DB,T,24,63-64,243.2817297,7.3,421,"12°39'59""",76.95425,10.94938889,GOOD,GOOD,"2nos HT,2nos LT",2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95425 10.949388888888889, 76.95530555555555 10.948333333333334)"
T.NO 65 LILO MADHUKKARAI & KUNIYAMUTHUR,3W,DB,T,24,64-65,164.7573974,9.15,424,"8°35'45""",76.95530556,10.94833333,GOOD,GOOD,2nos LT,2nos TAAR ROAD,PLAIN,MADHUKARAI & KUNIYAMUTHUR LILO.NEED 4WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95530555555555 10.948333333333334, 76.95547222222223 10.948083333333333)"
T.NO 66,,DB,T,24,65-66,32.20248438,3.74,427,"6°51'7""",76.95547222,10.94808333,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95547222222223 10.948083333333333, 76.9563888888889 10.947083333333333)"
T.NO 67,,DA,S,26,66-67,150.8144555,4.85,425,,76.95638889,10.94708333,GOOD,GOOD,3nos LT,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9563888888889 10.947083333333333, 76.95847222222223 10.944888888888888)"
T.NO 68,,DA,S,26,67-68,331.0015106,3.9,414,,76.95847222,10.94488889,GOOD,GOOD,3nos LT,2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95847222222223 10.944888888888888, 76.96013888888889 10.943083333333334)"
T.NO 69,,DB,T,24,68-69,271.764604,7.05,414,"4°18'6""",76.96013889,10.94308333,GOOD,GOOD,2nos LT,2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96013888888889 10.943083333333334, 76.96230555555556 10.941027777777778)"
T.NO 70,,DA,S,26,69-70,328.1737345,5.65,404,,76.96230556,10.94102778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96230555555556 10.941027777777778, 76.96369444444444 10.93975)"
T.NO 71,,DA,S,26,70-71,207.3861133,7.15,401,,76.96369444,10.93975,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96369444444444 10.93975, 76.96622222222223 10.937472222222222)"
T.NO 72,,DB,T,24,71-72,376.0332432,8.1,418,"10°19'12""",76.96622222,10.93747222,GOOD,GOOD,3nos LT,2nos TAAR ROAD,HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96622222222223 10.937472222222222, 76.96725 10.936083333333334)"
T.NO 73,,DB,T,24,72-73,187.800426,5.45,418,"5°19'58""",76.96725,10.93608333,GOOD,GOOD,LT,TAAR ROAD,HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96725 10.936083333333334, 76.96816666666666 10.935083333333333)"
T.NO 74,,DB,T,24,73-74,151.4859729,3.6,396,"4°45'22""",76.96816667,10.93508333,GOOD,GOOD,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96816666666666 10.935083333333333, 76.96908333333333 10.93388888888889)"
T.NO 75,,DB,T,24,74-75,164.0121947,2.9,381,"0°23'15""",76.96908333,10.93388889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96908333333333 10.93388888888889, 76.97055555555556 10.932027777777778)"
T.NO 76,,DA,S,26,75-76,262.0686933,3.1,381,,76.97055556,10.93202778,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97055555555556 10.932027777777778, 76.97186111111111 10.930333333333333)"
T.NO 77,2W,DB,T,36,76-77,233.8247207,1.5,383,"2°57'30""",76.97186111,10.93033333,GOOD,GOOD,"2nos LT,2nos HT",2nos TAAR ROAD,PLAIN,NEED JUNCTION BOX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97186111111111 10.930333333333333, 76.97302777777777 10.928972222222221)"
T.NO 78,,DB,T,36,77-78,198.4943324,4.1,379,"1°39'33""",76.97302778,10.92897222,GOOD,GOOD,,ELECT. RAILWAY,PLAIN,NEED JUNCTION BOX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97302777777777 10.928972222222221, 76.97491666666667 10.92661111111111)"
T.NO 79,,DA,S,26,78-79,333.7439138,6.05,378,,76.97491667,10.92661111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97491666666667 10.92661111111111, 76.97666666666667 10.9245)"
T.NO 80,,DA,S,26,79-80,302.5524748,5.75,369,,76.97666667,10.9245,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97666666666667 10.9245, 76.97847222222222 10.922333333333333)"
T.NO 81,,DB,T,24,80-81,310.3626911,2.35,372,"0°20'21""",76.97847222,10.92233333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97847222222222 10.922333333333333, 76.98002777777778 10.920361111111111)"
T.NO 82,,DA,S,26,81-82,276.8988985,5.8,359,,76.98002778,10.92036111,GOOD,GOOD,2nos LT,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98002777777778 10.920361111111111, 76.9816111111111 10.918388888888888)"
T.NO 83,,DA,S,26,82-83,279.4011453,6.9,370,,76.98161111,10.91838889,GOOD,GOOD,LT,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9816111111111 10.918388888888888, 76.98302777777778 10.916611111111111)"
T.NO 84,,DA,S,26,83-84,246.9109151,7.45,373,,76.98302778,10.91661111,GOOD,GOOD,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98302777777778 10.916611111111111, 76.98363888888889 10.915916666666668)"
