S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
16,T.NO 15,,S,DA,26,14-15,268.8122021,5.6,261,,10.93544782,77.63299915,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63299915 10.93544782, 77.63372966 10.93327309)"
17,T.NO 16,,T,DD,28,15-16,253.6217656,4.85,257,"53°10'34""",10.93327309,77.63372966,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63372966 10.93327309, 77.63552553 10.93267935)"
18,T.NO 17,,T,DC,26,16-17,207.1352215,4.35,256,"13°43'43""",10.93267935,77.63552553,GOOD,GOOD,"HT-2,LT-1",ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63552553 10.93267935, 77.63805643 10.93249487)"
19,T.NO 18,,S,DA,26,17-18,277.5842215,4.1,247,,10.93249487,77.63805643,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63805643 10.93249487, 77.64035846 10.93227621)"
20,T.NO 19,,S,DA,26,18-19,252.9584946,4.05,251,,10.93227621,77.64035846,GOOD,GOOD,"LT-1,HT-1",ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64035846 10.93227621, 77.64262422 10.93209399)"
21,T.NO 20,,T,DD,28,19-20,248.6523678,3.85,251,"40°50'17""",10.93209399,77.64262422,GOOD,GOOD,,DRAIN,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64262422 10.93209399, 77.64465416 10.93006161)"
22,T.NO 21,,S,DA,26,20-21,316.0775221,4.45,248,,10.93006161,77.64465416,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64465416 10.93006161, 77.64601343 10.92869459)"
23,T.NO 22,,S,DA,26,21-22,212.1320344,4.6,245,,10.92869459,77.64601343,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64601343 10.92869459, 77.64802511 10.92667139)"
24,T.NO 23,,S,DA,26,22-23,313.9554108,3.18,242,,10.92667139,77.64802511,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64802511 10.92667139, 77.64989147 10.92475786)"
25,T.NO 24,,T,DC,26,23-24,294.1700189,2.71,240,"25°1'41""",10.92475786,77.64989147,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64989147 10.92475786, 77.65074758 10.92232905)"
26,T.NO 25,,S,DA,26,24-25,284.6752536,2.34,241,,10.92232905,77.65074758,GOOD,GOOD,,DRAIN,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65074758 10.92232905, 77.65127402 10.92086985)"
27,T.NO 26,,T,DD,28,25-26,171.470114,3.1,234,"88°4'39""",10.92086985,77.65127402,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65127402 10.92086985, 77.65223661 10.92116869)"
28,T.NO 27,2W,T,DD,28,26-27,110.3675677,6.13,237,"36°53'58""",10.92116869,77.65223661,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65223661 10.92116869, 77.65552674 10.9200198)"
29,T.NO 28,,T,DB,24,27-28,381.7027639,5.66,228,"8°17'14""",10.9200198,77.65552674,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65552674 10.9200198, 77.65741589 10.91965103)"
30,T.NO 29,,T,DC,26,28-29,210.6418762,7.67,236,"20°45'1""",10.91965103,77.65741589,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65741589 10.91965103, 77.65906393 10.91992582)"
31,T.NO 30,,T,DC,26,29-30,182.8223181,6.11,233,"24°30'37""",10.91992582,77.65906393,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65906393 10.91992582, 77.66058701 10.91951504)"
32,T.NO 31,,S,DA,26,30-31,172.6991604,5.32,235,,10.91951504,77.66058701,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66058701 10.91951504, 77.66218322 10.91910361)"
33,T.NO 32,,T,DD,28,31-32,180.446668,6.16,237,"39°6'45""",10.91910361,77.66218322,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66218322 10.91910361, 77.66441352 10.92008706)"
34,T.NO 33,,S,DA,26,32-33,267.1516423,4.15,237,,10.92008706,77.66441352,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66441352 10.92008706, 77.66615749 10.92086694)"
35,T.NO 34,,T,DD,28,33-34,209.389589,7.12,235,"37°14'41""",10.92086694,77.66615749,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66615749 10.92086694, 77.66727262 10.92289006)"
36,T.NO 35,,T,DD,28,34-35,255,5.66,242,"45°1'6""",10.92289006,77.66727262,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66727262 10.92289006, 77.66956412 10.92355672)"
37,T.NO 36,,T,DB,24,35-36,261.2967661,5.32,245,"8°46'45""",10.92355672,77.66956412,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66956412 10.92355672, 77.67212697 10.92389572)"
38,T.NO 37,,T,DC,26,36-37,282.8427125,6.11,248,"15°25'48""",10.92389572,77.67212697,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67212697 10.92389572, 77.6743367 10.92359632)"
39,T.NO 38,,T,DC,26,37-38,243.977458,5.41,249,"18°46'31""",10.92359632,77.6743367,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6743367 10.92359632, 77.6767727 10.92406288)"
40,T.NO 39,2W,T,DB,24,38-39,271.4258646,6.57,242,"10°50'0""",10.92406288,77.6767727,GOOD,GOOD,LT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6767727 10.92406288, 77.67881846 10.92484906)"
41,T.NO 40,,S,DA,26,39-40,240.1041441,6.11,248,,10.92484906,77.67881846,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67881846 10.92484906, 77.68122244 10.92582181)"
42,T.NO 41,,T,DC,26,40-41,284.1548873,3.74,251,"26°24'30""",10.92582181,77.68122244,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68122244 10.92582181, 77.68389918 10.92560859)"
43,T.NO 42,,T,DD,28,41-42,293.7515957,4.31,249,"32°46'13""",10.92560859,77.68389918,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68389918 10.92560859, 77.68596953 10.92404546)"
44,T.NO 43,,T,DD,28,42-43,285,5.76,248,"51°28'59""",10.92404546,77.68596953,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68596953 10.92404546, 77.68602637 10.92121707)"
45,T.NO 44,,T,DB,24,43-44,313.1293662,5.67,245,"0°27'7""",10.92121707,77.68602637,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68602637 10.92121707, 77.68607484 10.91949101)"
46,T.NO 45,,T,DC,26,44-45,191.1282292,4.2,236,"19°22'27""",10.91949101,77.68607484,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68607484 10.91949101, 77.68681642 10.91757816)"
47,T.NO 46,,T,DD,28,45-46,226.737734,3.82,243,"61°35'34""",10.91757816,77.68681642,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68681642 10.91757816, 77.68884356 10.91731641)"
48,T.NO 47,,T,DB,24,46-47,223.6358647,4.83,244,"6°34'10""",10.91731641,77.68884356,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,MAJOR ROAD CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68884356 10.91731641, 77.68998152 10.91733753)"
49,T.NO.48,,T,DB,24,47-48,133,2.55,245,"2°54'58""",10.91733753,77.68998152,GOOD,MISSING,HT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68998152 10.91733753, 77.69027864 10.91729475)"
50,GANTRY ( PERIYAR NAGAR SS ),2W,T,H-POLE,15,48-GANTRY,33,,250,,10.91729475,77.69027864,GOOD,MISSING,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
