S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
92,T.NO 2/240 ELAVANTHI LILO,T,DB,24,DP4-240,15.62049935,6.95,311,"11°54'30""",77.56405555555556,10.976944444444445,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56405555555556 10.976944444444445, 77.56313888888889 10.974472222222222)"
93,T.NO 239,T,DB,24,240-239,292.8822289,6.75,304,"3°11'44""",77.56313888888889,10.974472222222222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56313888888889 10.974472222222222, 77.56227777777778 10.972277777777778)"
94,T.NO 238,S,DA,26,239-238,260.7680962,7.05,300,,77.56227777777778,10.972277777777778,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56227777777778 10.972277777777778, 77.56136111111111 10.969833333333334)"
95,T.NO 237,S,DA,26,238-237,288.8615585,5.7,298,,77.56136111111111,10.969833333333334,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56136111111111 10.969833333333334, 77.56041666666667 10.967416666666667)"
96,T.NO 236,S,DA,26,237-236,286.0489469,4.5,299,,77.56041666666667,10.967416666666667,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56041666666667 10.967416666666667, 77.55961111111111 10.965305555555554)"
97,T.NO 235,S,DA,26,236-235,249.6497547,7.15,290,,77.55961111111111,10.965305555555554,GOOD,GOOD,LT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55961111111111 10.965305555555554, 77.5586111111111 10.962777777777777)"
98,T.NO 234,T,DB,24,235-234,299.0401311,4.85,289,"1°46'44""",77.5586111111111,10.962777777777777,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5586111111111 10.962777777777777, 77.55763888888889 10.960583333333332)"
99,T.NO 233,S,DA,26,234-233,266.1597265,6.25,290,,77.55763888888889,10.960583333333332,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55763888888889 10.960583333333332, 77.55697222222221 10.958888888888888)"
100,T.NO 232,S,DA,26,233-232,201.6754819,4.05,287,,77.55697222222221,10.958888888888888,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55697222222221 10.958888888888888, 77.55616666666667 10.957027777777776)"
101,T.NO 231,S,DA,26,232-231,225.4617484,6.35,279,,77.55616666666667,10.957027777777776,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55616666666667 10.957027777777776, 77.5551111111111 10.954583333333332)"
102,T.NO 230,S,DA,26,231-230,291.0017182,6.9,274,,77.5551111111111,10.954583333333332,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5551111111111 10.954583333333332, 77.55416666666666 10.952305555555554)"
103,T.NO 229,S,DA,26,230-229,273.7151804,5.45,268,,77.55416666666666,10.952305555555554,GOOD,GOOD,LT-1,"ROAD-1,MUD ROAD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55416666666666 10.952305555555554, 77.55308333333333 10.949722222222222)"
104,T.NO 228,T,DB,24,229-228,308.6292274,4.45,268,"0°47'48""",77.55308333333333,10.949722222222222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55308333333333 10.949722222222222, 77.55275 10.948944444444445)"
105,LILO : T.NO 227 ,T ,DD,28,228-227,94.5409964,3.8,271,"80°25'42""",77.55275,10.948944444444445,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55275 10.948944444444445, 77.54991666666666 10.94963888888889)"
106,T.NO 1,T,DD,28,227-1,317.7373129,5.85,272,"46°58'16""",77.54991666666666,10.94963888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.54991666666666 10.94963888888889, 77.54861111111111 10.948805555555555)"
107,T.NO 2,T,DC,26,1-2,170.2938637,4.9,271,"24°29'28""",77.54861111111111,10.948805555555555,GOOD,GOOD,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.54861111111111 10.948805555555555, 77.54852777777778 10.948666666666666)"
108,Gantry ( UTHIYUR 110KV SS ),T,GT,15,2-Gantry,18.86796226,,269,,77.54852777777778,10.948666666666666,GOOD,MISSING,,,PLAIN,UTHIYUR 110KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
