S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
38,T.NO-62,S,DC,28,61-62,194.18032856085088,8.25,28,,12.98682,80.070496,Good ,Good ,LT,Mud road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.070496 12.98682, 80.069913 12.98982)"
39,T.NO-63,S,DC,28,62-63,337.739544619815,9.44,29,,12.98982,80.069913,Good ,Good ,11kv,2nos Taar road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.069913 12.98982, 80.069481 12.992061)"
40,T.NO-64,S,DC,28,63-64,252.23005372080465,8.29,28,,12.992061,80.069481,Good ,Good ,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.069481 12.992061, 80.069067 12.994338)"
41,T.NO-65,S,DC,28,64-65,255.8124312851117,7.84,28,,12.994338,80.069067,Good ,Good ,11kv,SH-Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.069067 12.994338, 80.068784 12.995982)"
42,T.NO-66,T,DC,26,65-66,184.45595680270128,9.42,28,91°38'39''LT,12.995982,80.068784,Good ,Good ,,,Plain ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.068784 12.995982, 80.069954 12.996149)"
43,T.NO-67,S,DC,28,66-67,128.2692480682724,8.15,28,,12.996149,80.069954,Good ,Good ,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.069954 12.996149, 80.07235 12.996529)"
44,T.NO-68,T,DC,26,67-68,263.2128416320146,11.2,28,31°11'20''RT,12.996529,80.07235,Good ,Good ,,,Plain,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.07235 12.996529, 80.073499 12.9975)"
45,T.NO-69,T,DC,26,68-69,164.54178800535746,8.36,29,48°56'36''RT,12.9975,80.073499,Good ,Good ,LT,Mud road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.073499 12.9975, 80.076202 12.997175)"
46,T.NO-70,T,DC,26,69-70,295.3269374777723,9.81,32,14°28'6''LT,12.997175,80.076202,Good ,Good ,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.076202 12.997175, 80.078432 12.997436)"
47,T.NO-71,T,DC,26,70-71,243.61444948935193,7.12,32,16°43'42''RT,12.997436,80.078432,Good ,Good ,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.078432 12.997436, 80.080181 12.998193)"
48,T.NO-72,T,DC,26,71-72,207.33788848157974,7.4,36,13°44'38''RT,12.998193,80.080181,Good ,Good ,,,Plain(water logged area ),Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.080181 12.998193, 80.082351 12.999837)"
49,T.NO-73,S,DC,28,72-73,297.41721537261424,12.3,32,,12.999837,80.082351,Good ,Good ,,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.082351 12.999837, 80.083372 13.000537)"
50,T.NO-74,T,DC,26,73-74,135.09256086106296,8.11,33,43°40'50''RT,13.000537,80.083372,Good ,Good ,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.083372 13.000537, 80.083871 13.002908)"
51,T.NO-75,S,DC,28,74-75,267.7106647109898,10.5,35,,13.002908,80.083871,Good ,Good ,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.083871 13.002908, 80.08426 13.004745)"
52,T.NO-76,S,DC,28,75-76,207.50421682462263,6.12,35,,13.004745,80.08426,Good ,Good ,11kv,Nala,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.08426 13.004745, 80.08465 13.006509)"
53,T.NO-77,T,DC,26,76-77,199.68475154603067,7.61,36,10°40'48''LT,13.006509,80.08465,Good ,Good ,,Nala,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.08465 13.006509, 80.085107 13.007578)"
54,T.NO-78,T,DC,26,77-78,128.15615474880636,8.81,34,16°5'13''RT,13.007578,80.085107,Good ,Good ,,Nala,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.085107 13.007578, 80.085322 13.009314)"
55,T.NO-79,T,DC,26,78-79,193.49418595916518,6.84,29,25°35'13''LT,13.009314,80.085322,Good ,Good ,11kv/LT,Taar road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.085322 13.009314, 80.087064 13.012033)"
56,T.NO-80,S,DC,28,79-80,355.10561809129405,9.26,28,,13.012033,80.087064,Good ,Good ,"110Kv , 11kv",Nala,Plain,D/C Line Crossing Below Our Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.087064 13.012033, 80.088852 13.014815)"
57,T.NO-81,S,DC,28,80-81,363.69492710237245,-,28,,13.014815,80.088852,Good ,Good ,"11kv,LT",Taar road,water logged area ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.088852 13.014815, 80.090493 13.017452)"
58,T.NO-82,S,DC,28,81-82,341.6460156360674,-,27,,13.017452,80.090493,Good ,Good ,,Pond,water logged area ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.090493 13.017452, 80.092015 13.019844)"
59,T.NO-83,S,DC,28,82-83,311.85252925060587,-,27,,13.019844,80.092015,Good ,Good ,,,water logged area ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.092015 13.019844, 80.092987 13.021303)"
60,T.NO-84,T,DC,32,83-84,192.7615106809448,9.27,36,0°2'8''LT,13.021303,80.092987,Good ,Good ,,,Plain,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.092987 13.021303, 80.094015 13.022844)"
61,T.NO-85,T,DC,32,84-85,203.57799488156869,11.3,35,0°18'57''RT,13.022844,80.094015,Good ,Good ,LT,"SH-ROAD ,Nala",caltivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.094015 13.022844, 80.095216 13.024666)"
62,T.NO-86,S,DC,28,85-86,239.92082027202224,-,35,,13.024666,80.095216,Good ,Good ,LT,Nala,water logged area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.095216 13.024666, 80.096683 13.027004)"
63,T.NO-87,S,DC,28,86-87,303.5852433831394,8.32,34,,13.027004,80.096683,Good ,Good ,LT,Mud road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.096683 13.027004, 80.098013 13.028907)"
64,T.NO-88,T,DC,26,87-88,255.1960031034969,7.91,29,7°26'58''RT,13.028907,80.098013,Good ,Good ,"4nos LT,11KV","Mud road , Cement road ",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.098013 13.028907, 80.09881 13.030438)"
65,T.NO-89,S,DC,28,88-89,190.07893097342483,9.24,28,,13.030438,80.09881,Good ,Good ,LT,Cement road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.09881 13.030438, 80.10001 13.032567)"
66,T.NO-90,T,DC,26,89-90,269.04646438858845,10.31,29,10°5'43''RT,13.032567,80.10001,Good ,Good ,LT,Cement road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.10001 13.032567, 80.100768 13.03473)"
67,T.NO-91,T,DC,26,90-91,253.00197627686626,12.31,29,28°43'53''LT,13.03473,80.100768,Good ,Good ,LT,"Taar road ,Cement road ",Plain ,Inside building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.100768 13.03473, 80.101788 13.035647)"
68,T.NO-92,S,DC,28,91-92,150.07331541616585,10.46,26,,13.035647,80.101788,Good ,Good ,LT,Mud road,water logged area ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.101788 13.035647, 80.103038 13.036782)"
69,T.NO-93,T,DC,26,92-93,184.7187050625897,11.12,27,49°45'49''RT,13.036782,80.103038,Good ,Good ,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.103038 13.036782, 80.104542 13.036624)"
70,T.NO-94,T,DC,26,93-94,163.99085340347492,11.89,28,43°31'8''LT,13.036624,80.104542,Good ,Good ,,Taar road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.104542 13.036624, 80.106262 13.037896)"
71,T.NO-95,T,DC,26,94-95,233.60008561642266,10.81,29,40°38'54''RT,13.037896,80.106262,Good ,Good ,2nos LT,2nos Taar road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.106262 13.037896, 80.107959 13.037811)"
72,T.NO-96,T,DC,26,95-96,184.27153876819935,10.8,29,55°42'11''LT,13.037811,80.107959,Good ,Good ,,,Plain ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.107959 13.037811, 80.108135 13.037523)"
73,T.NO-97,T,DC,26,96-97,37.21558813185679,9.21,31,31°52'14''RT,13.037523,80.108135,Good ,Good ,LT,Taar road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.108135 13.037523, 80.109493 13.03684)"
74,T.NO-98,T,DC,26,97-98,165.4841382127,-,32,16°17'52''LT,13.03684,80.109493,Good ,No E/W,LT,,Inside building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.109493 13.03684, 80.109715 13.036633)"
75,T.NO-99 DP,H POLE,H POLE,20,98-99,33.24154027718932,-,32,21°43'56''RT,13.036633,80.109715,Good ,No E/W,,Cement road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.109715 13.036633, 80.1099 13.036561)"
76,T.NO-100 DP, H POLE,H POLE,20,99-100,21.540659228538015,-,34,6°14'30''RT,13.036561,80.1099,Good ,No E/w,110kv ,,Plain,D/C Line Crossing Above Our Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1099 13.036561, 80.110131 13.036499)"
77,T.NO-101,T,DC,26,100-101,25.96150997149434,-,32,34°27'6''LT,13.036499,80.110131,Good ,Good ,,,inside building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.110131 13.036499, 80.111603 13.034777)"
78,T.NO-102,S,DC,28,101-102,248.51961693194363,-,33,,13.034777,80.111603,Good ,Good ,4nos LT,"Taar road , Cement road ",inside building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.111603 13.034777, 80.113196 13.032938)"
79,T.NO-103,S,DC,28,102-103,266.8332812825267,9.12,33,,13.032938,80.113196,Good ,Good ,"LT,11kv",SH-Road,Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.113196 13.032938, 80.114548 13.031315)"
80,T.NO-104,S,DC,28,103-104,231.76712450216058,15.9,35,,13.031315,80.114548,Good ,Good ,"LT,11kv",Taar road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.114548 13.031315, 80.115808 13.029773)"
81,T.NO-105,T,DC,26,104-105,218.4879859397308,12.2,38,48°10'29''RT,13.029773,80.115808,Good ,Good ,2nos LT,Taar road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.115808 13.029773, 80.118234 13.029664)"
82,T.NO-106,S,DC,28,105-106,263.32109676210905,9.71,37,,13.029664,80.118234,Good ,Good ,LT,Cement road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.118234 13.029664, 80.12077 13.029546)"
83,T.NO-107,S,DC,28,106-107,275.35613303502066,10.3,36,,13.029546,80.12077,Good ,Good ,LT,Taar road,Caltivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12077 13.029546, 80.123408 13.029401)"
84,T.NO-108,S,DC,28,107-108,286.50479926172267,10.71,36,,13.029401,80.123408,Good ,Good ,,,Plain ,Bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.123408 13.029401, 80.126193 13.029284)"
85,T.NO-109,S,DC,28,108-109,302.32432915661946,10.9,33,,13.029284,80.126193,Good ,Good ,LT,Taar road ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.126193 13.029284, 80.128951 13.029121)"
86,T.NO-110,S,DC,28,109-110,299.60307074527793,11.8,34,,13.029121,80.128951,Good ,Good ,3nos LT,Taar road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.128951 13.029121, 80.131746 13.028995)"
87,T.NO-111,S,DC,28,110-111,303.37105992497044,10.86,32,,13.028995,80.131746,Good ,Good ,,Taar road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.131746 13.028995, 80.134503 13.028841)"
88,T.NO-112,S,DC,28,111-112,299.5413160150032,9.6,33,,13.028841,80.134503,Good ,Good ,LT,Taar road ,plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.134503 13.028841, 80.136966 13.028723)"
89,T.NO-113,T,DC,26,112-113,267.36678926149375,12.25,35,167°13'2''LT,13.028723,80.136966,Good ,No E/W,,,plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.136966 13.028723, 80.139519 13.029175)"
90,T.NO-114,S,DC,28,113-114,281.30055101261354,15.2,37,,13.029175,80.139519,Good ,No E/W,LT,Taar road,plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.139519 13.029175, 80.142201 13.029663)"
91,T.NO-115,S,DC,28,114-115,295.78708558691335,16.61,36,,13.029663,80.142201,Good ,No E/W,LT,Mud road ,plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.142201 13.029663, 80.144846 13.030133)"
92,T.NO-116,S,DC,28,115-116,291.49614062625255,16.32,35,,13.030133,80.144846,Good ,No E/W,,,caltivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.144846 13.030133, 80.147482 13.030611)"
93,T.NO-117,S,DC,34,116-117,290.68883707497264,-,29,,13.030611,80.147482,Good ,No E/W,,,In Side Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.147482 13.030611, 80.150237 13.0311)"
94,T.NO-118,S,DC,34,117-118,303.66099519036027,-,34,,13.0311,80.150237,Good ,No E/W,,NH Road,In Side Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.150237 13.0311, 80.152698 13.031542)"
95,T.NO-119,T,DC,26,118-119,271.28029784707917,-,39,30°9'3''RT,13.031542,80.152698,Good ,No E/W,,,In Side Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.152698 13.031542, 80.153501 13.031255)"
96,GANTRY 110Kv PORUR,GANTRY,H POLE,15,119-Gantry,92.69843580125827,,39,,13.031255,80.153501,Good ,No E/W,LT,Taar road ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
