S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
19,T.NO-14,2W,T,DD,28,13-14,248.203545502477,4.17,71,"20°8'2"" ",12.9079,79.865,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.865 12.9079, 79.8636 12.9072)"
20,T.NO-15,,T,DD,28,14-15,169.53170794869,4.09,71,"44°27'59"" ",12.9072,79.8636,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8636 12.9072, 79.8628 12.9046)"
21,T.NO-16,,T,DD,28,15-16,295.061010640173,4.5,74,"29°7'11"" ",12.9046,79.8628,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8628 12.9046, 79.8632 12.9027)"
22,T.NO-17,,T,DD,28,16-17,223.376364013743,4.61,73,"15°6'31"" ",12.9027,79.8632,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8632 12.9027, 79.8631 12.9)"
23,T.NO-18,,T,DD,28,17-18,290.621747293626,3.87,71,"38°41'55"" ",12.9,79.8631,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8631 12.9, 79.8617 12.8986)"
24,T.NO-19,,S,DA,26,18-19,222.252109101354,4.11,70,,12.8986,79.8617,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8617 12.8986, 79.8602 12.897)"
25,T.NO-20,,T,DD,28,19-20,229.863002677682,4.19,71,"12°46'7"" ",12.897,79.8602,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8602 12.897, 79.8586 12.896)"
26,T.NO-21,,T,DD,28,20-21,212.174456521043,5.2,73,"18°40'7"" ",12.896,79.8586,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8586 12.896, 79.8562 12.8953)"
27,T.NO-22,,S,DA,26,21-22,274.089401473315,4.1,73,,12.8953,79.8562,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8562 12.8953, 79.8541 12.8947)"
28,T.NO-23,,S,DA,26,22-23,235.274307989632,4.86,72,,12.8947,79.8541,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8541 12.8947, 79.852 12.8941)"
29,T.NO-24,,S,DA,26,23-24,234.350165350912,4.39,70,,12.8941,79.852,GOOD,GOOD,,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.852 12.8941, 79.8497 12.8934)"
30,T.NO-25,,T,DD,28,24-25,260.340162095671,4.1,69,"10°52'54"" ",12.8934,79.8497,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8497 12.8934, 79.8474 12.8931)"
31,T.NO-26,,T,DD,28,25-26,254.436632582653,4.21,69,,12.8931,79.8474,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8474 12.8931, 79.8449 12.8929)"
32,T.NO-27,,S,DA,26,26-27,274.331915751704,5.01,69,,12.8929,79.8449,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8449 12.8929, 79.842 12.8926)"
33,T.NO-28,2W,T,DD,28,27-28,315.835400169139,,69,"72°42'38"" ",12.8926,79.842,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.842 12.8926, 79.8415 12.8901)"
34,T.NO-29,,S,DA,26,28-29,280.251672608746,,69,,12.8901,79.8415,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8415 12.8901, 79.841 12.8875)"
35,T.NO-30,,S,DA,26,29-30,288.487434735033,,69,,12.8875,79.841,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.841 12.8875, 79.8405 12.8849)"
36,T.NO-31,,T,DD,28,30-31,295.940872472864,,69,"48°55'30"" ",12.8849,79.8405,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8405 12.8849, 79.842 12.883)"
37,T.NO-32,,S,DA,26,31-32,268.212602239343,3.17,68,,12.883,79.842,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.842 12.883, 79.8431 12.8816)"
38,T.NO-33,,S,DA,26,32-33,190.065778087482,2.5,68,,12.8816,79.8431,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8431 12.8816, 79.8443 12.8801)"
39,T.NO-34,,S,DA,26,33-34,216.813283725882,2.01,67,,12.8801,79.8443,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8443 12.8801, 79.8456 12.8784)"
40,T.NO-35,,T,DD,28,34-35,229.008733457919,2.71,69,"32°16'41"" ",12.8784,79.8456,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8456 12.8784, 79.8458 12.8766)"
41,T.NO-36,,T,DD,28,35-36,202.800394476934,3.54,69,"57°39'38"" ",12.8766,79.8458,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8458 12.8766, 79.8443 12.8755)"
42,T.NO-37,,S,DA,26,36-37,204.009803685999,3.8,69,,12.8755,79.8443,GOOD,GOOD,LT-1,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8443 12.8755, 79.8425 12.874)"
43,T.NO-38,2W,T,DD,28,37-38,251.336427920825,3.4,70,"27°38'3"" ",12.874,79.8425,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8425 12.874, 79.8401 12.8735)"
44,T.NO-39,,S,DA,26,38-39,264.984905230468,3.94,71,,12.8735,79.8401,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8401 12.8735, 79.8377 12.873)"
45,T.NO-40,,T,DD,28,39-40,264.775376498647,4.17,71,"16°8'12"" ",12.873,79.8377,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8377 12.873, 79.8353 12.8731)"
46,T.NO-41,,T,DD,28,40-41,262.68802789621,,70,"70°36'56"" ",12.8731,79.8353,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8353 12.8731, 79.8341 12.8703)"
47,T.NO-42,,T,DD,28,41-42,338.119801253934,,71,"7°35'13"" ",12.8703,79.8341,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8341 12.8703, 79.8334 12.8677)"
48,T.NO-43(tapping),,T,DD,28,42-43,298.484505460501,,71,"41°53'16"" ",12.8677,79.8334,GOOD,GOOD,,,PLAIN,"NEED THREE WAY JUNCTION BOX,WATER LOGGED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8334 12.8677, 79.8344 12.8657)"
49,T.NO-44,,S,DA,26,43-44,246.876487337292,1.51,71,,12.8657,79.8344,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8344 12.8657, 79.8353 12.8637)"
50,T.NO-45,,S,DA,26,44-45,247.814446713665,3.07,71,,12.8637,79.8353,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8353 12.8637, 79.8364 12.8616)"
51,T.NO-46,,S,DA,26,45-46,264.306640098201,3.92,71,,12.8616,79.8364,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8364 12.8616, 79.8375 12.8594)"
52,T.NO-47,,S,DA,26,46-47,271.471913832721,1.73,70,,12.8594,79.8375,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8375 12.8594, 79.8385 12.8575)"
53,T.NO-48,,T,DD,28,47-48,229.026199374657,,70,"5°10'33"" ",12.8575,79.8385,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8385 12.8575, 79.8397 12.8555)"
54,T.NO-49,,S,DA,26,48-49,260,,70,,12.8555,79.8397,GOOD,GOOD,,MUD-1,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8397 12.8555, 79.8409 12.8534)"
55,T.NO-50,2W,S,DA,26,49-50,264.820694055431,1.71,70,,12.8534,79.8409,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8409 12.8534, 79.8421 12.8515)"
56,T.NO-51,,T,DD,28,50-51,251.431899328625,1.8,72,"16°46'58"" ",12.8515,79.8421,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8421 12.8515, 79.8438 12.85)"
57,T.NO-52,,S,DA,26,51-52,248.364651269056,,71,,12.85,79.8438,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8438 12.85, 79.8454 12.8485)"
58,T.NO-53,,S,DA,26,52-53,244.859143182361,1.05,69,,12.8485,79.8454,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8454 12.8485, 79.847 12.847)"
59,T.NO-54,,T,DD,28,53-54,229.897803382286,2.1,69,"15°17'48"" ",12.847,79.847,GOOD,GOOD,"11KV-1,LT-1","TAR-1,NALA-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.847 12.847, 79.8483 12.8449)"
60,T.NO-55,,T,DD,28,54-55,271.48664792214,3.92,68,"49°4'24"" ",12.8449,79.8483,GOOD,GOOD,,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8483 12.8449, 79.8478 12.8435)"
61,T.NO-56,,T,DD,28,55-56,166.979040600909,3.17,68,"8°3'49"" ",12.8435,79.8478,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8478 12.8435, 79.8468 12.8415)"
62,T.NO-57,,T,DD,28,56-57,250.011999712014,4.09,69,"3°3'34"" ",12.8415,79.8468,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8468 12.8415, 79.8462 12.8399)"
63,T.NO-58,,T,DD,28,57-58,183.30848316431,2.44,69,"30°54'26"" ",12.8399,79.8462,GOOD,GOOD,400KV-1 XING ABOVE,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8462 12.8399, 79.8448 12.839)"
64,T.NO-59,,S,DA,26,58-59,182.408881362723,1.25,69,,12.839,79.8448,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8448 12.839, 79.8432 12.8377)"
65,T.NO-60,,S,DA,26,59-60,220.229425826795,1.07,69,,12.8377,79.8432,GOOD,GOOD,,CANAL-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8432 12.8377, 79.8418 12.8367)"
66,T.NO-61,,S,DA,26,60-61,196.124960165707,2.74,69,,12.8367,79.8418,GOOD,GOOD,LT-2,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8418 12.8367, 79.8397 12.8352)"
67,T.NO-62,,T,DD,28,61-62,281.811994066967,2.91,72,"10°55'42"" ",12.8352,79.8397,GOOD,GOOD,,MUD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8397 12.8352, 79.8376 12.8342)"
68,T.NO-63,,S,DA,26,62-63,244.675295034051,3.25,70,,12.8342,79.8376,GOOD,GOOD,,POND-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8376 12.8342, 79.8358 12.8333)"
69,T.NO-64,,S,DA,26,63-64,228.554151132724,4.21,69,,12.8333,79.8358,GOOD,GOOD,"11KV-1,LT-1",,PLAIN,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8358 12.8333, 79.8338 12.8324)"
70,T.NO-65,2W,T,DD,28,64-65,239.269722280108,3.27,70,"25°11'10"" ",12.8324,79.8338,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8338 12.8324, 79.8325 12.8308)"
71,T.NO-66,,S,DA,26,65-66,215.520300667942,3.09,69,,12.8308,79.8325,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8325 12.8308, 79.8312 12.8293)"
72,T.NO-67,,T,DD,28,66-67,224.450439963926,4.85,69,"40°42'32"" ",12.8293,79.8312,GOOD,GOOD,,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8312 12.8293, 79.8313 12.827)"
73,T.NO-68,,S,DA,26,67-68,253.049402291331,2.73,69,,12.827,79.8313,GOOD,GOOD,11KV-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8313 12.827, 79.8314 12.8245)"
74,T.NO-69,,T,DD,28,68-69,276.08875384557,3.51,70,"25°27'28"" ",12.8245,79.8314,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8314 12.8245, 79.8312 12.8241)"
75,T.NO-69A(DP),,GT,GT,15,69-69A,43.3820239269677,,71,,12.8241,79.8312,GOOD,NO EARTH WIRE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8312 12.8241, 79.8311 12.8238)"
76,T.NO-69B(DP),,GT,GT,15,69A-69B,34.928498393146,,70,,12.8238,79.8311,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8311 12.8238, 79.8311 12.8234)"
77,T.NO-70,,T,DD,28,69B-70,44,3.46,70,"19°16'46"" ",12.8234,79.8311,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8311 12.8234, 79.8303 12.8212)"
78,T.NO-71,,S,DA,26,70-71,257.437371024488,4.01,72,,12.8212,79.8303,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8303 12.8212, 79.8296 12.819)"
79,T.NO-72,,T,DD,28,71-72,258.104629946849,5.1,71,"14°53'37"" ",12.819,79.8296,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8296 12.819, 79.829 12.8182)"
80,T.NO-73,3W,S,DA,26,72-73,105.683489722851,4.56,74,,12.8182,79.829,GOOD,GOOD,11KV-2,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.829 12.8182, 79.8282 12.817)"
81,T.NO-74,,T,DD,28,73-74,165.051507112174,4.21,70,"28°52'4"" ",12.817,79.8282,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8282 12.817, 79.8262 12.8159)"
82,T.NO-75,,S,DA,26,74-75,251.477633200251,5.37,68,,12.8159,79.8262,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8262 12.8159, 79.8239 12.8148)"
83,T.NO-76,,T,DD,28,75-76,271.919105617829,3.84,68,"39°18'15"" ",12.8148,79.8239,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8239 12.8148, 79.8232 12.8131)"
84,T.NO-77,,S,DA,26,76-77,205.104851234679,4.1,67,,12.8131,79.8232,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8232 12.8131, 79.8225 12.8115)"
85,T.NO-78,3W,T,DD,34,77-78,186.978608402138,5.21,68,"13°35'3"" ",12.8115,79.8225,GOOD,GOOD,,TAR-1(SH),PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8225 12.8115, 79.8218 12.8086)"
86,T.NO-79,,T,DD,32,78-79,333.995508951842,3.36,61,"26°35'10"" ",12.8086,79.8218,GOOD,GOOD,,,PLAIN,NEED THREE WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8218 12.8086, 79.8215 12.8082)"
87,T.NO-79A,,T,DD,28,79-80,54.817880294663,5.7,71,"78°30'50"" ",12.8082,79.8215,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8215 12.8082, 79.8193 12.8093)"
88,T.NO-81,,T,DD,28,80-81,272.356384173384,6.12,69,"13°46'38"" ",12.8093,79.8193,GOOD,GOOD,,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8193 12.8093, 79.8174 12.8108)"
89,T.NO-82,,T,DD,28,81-82,268.776859122954,6.37,69,"21°25'31"" ",12.8108,79.8174,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8174 12.8108, 79.8151 12.8116)"
90,T.NO-83,,T,DD,34,82-83,261.543495426669,6.12,67,"10°54'34"" ",12.8116,79.8151,GOOD,GOOD,,TAR-1(SH),PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8151 12.8116, 79.8129 12.8129)"
91,T.NO-84,,T,DD,32,83-84,275.114521608729,6.81,67,"47°45'24"" ",12.8129,79.8129,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8129 12.8129, 79.8119 12.8125)"
92,T.NO-85(49/1.A),,T,DD,34,84-85(49/1A),115.433963806152,5.13,68,"48°40'47"" ",12.8125,79.8119,GOOD,GOOD,,TAR-1(SH),PLAIN,PROPOSED FOUR WAY JUNCTION BOX FOR KANJIPURA - ORIKKAI LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8119 12.8125, 79.8131 12.8118)"
93,T.NO-50,,S,DA,30,85(49/1A)-50,149.375366108338,5.8,68,,12.8118,79.8131,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8131 12.8118, 79.8155 12.8104)"
94,T.NO-51,,S,DA,26,50-51,305.712283037499,,68,,12.8104,79.8155,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8155 12.8104, 79.8179 12.8089)"
95,T.NO-52,,S,DA,26,51-52,307.936681803256,,68,,12.8089,79.8179,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8179 12.8089, 79.8203 12.8074)"
96,T.NO-53,,S,DA,26,52-53,303.797630010506,,68,,12.8074,79.8203,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8203 12.8074, 79.8212 12.8069)"
97,T.NO-80(tapping),,T,DD,34,53-80,118.511602807489,3.01,68,"1°28'1"" ",12.8069,79.8212,GOOD,GOOD,,,PLAIN,NEED THREE WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8212 12.8069, 79.8226 12.806)"
98,T.NO-54,,S,DA,26,80-54,187.224464213414,5.12,67,,12.806,79.8226,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8226 12.806, 79.8251 12.8045)"
99,T.NO-55,,T,DD,34,54-55,313.231543749987,,68,"6°59'51"" ",12.8045,79.8251,GOOD,GOOD,11KV-2,TAR-1(SH),PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8251 12.8045, 79.8276 12.8033)"
