S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
32,T.NO-52,,S,DA,26,51-52,292.4961538,3.32,162,,12.5342,79.313,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.313 12.5342, 79.3141 12.5315)"
33,T.NO-53,,S,DA,26,52-53,320.5120903,5.22,167,,12.5315,79.3141,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3141 12.5315, 79.315 12.5292)"
34,T.NO-54,,S,DA,26,53-54,281.726818,5.1,169,,12.5292,79.315,GOOD,GOOD,LT-1,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.315 12.5292, 79.316 12.5267)"
35,T.NO-55,,T,DD,28,54-55,296.2330164,4.8,167,,12.5267,79.316,GOOD,GOOD,LT-3,"TAR-1,NALA-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.316 12.5267, 79.317 12.524)"
36,T.NO-56,,S,DA,26,55-56,310.0483833,7.9,162,,12.524,79.317,GOOD,GOOD,,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.317 12.524, 79.3181 12.5214)"
37,T.NO-57,,S,DA,26,56-57,317.0015773,7.18,169,,12.5214,79.3181,GOOD,GOOD,LT-2,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3181 12.5214, 79.3191 12.5189)"
38,T.NO-58,,S,DA,26,57-58,290.4961273,8.21,170,,12.5189,79.3191,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3191 12.5189, 79.3201 12.5164)"
39,T.NO-59,,S,DA,26,58-59,308.4444845,7.94,170,,12.5164,79.3201,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3201 12.5164, 79.3211 12.514)"
40,T.NO-60,,S,DA,26,59-60,282.4499956,8.24,170,,12.514,79.3211,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3211 12.514, 79.3221 12.5115)"
41,T.NO-61,,S,DA,26,60-61,298.4577022,8.4,171,,12.5115,79.3221,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3221 12.5115, 79.3231 12.509)"
42,T.NO-62,2W,T,DD,28,61-62,288.7663415,4.1,171,"2°28'25"" ",12.509,79.3231,GOOD,GOOD,11KV-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3231 12.509, 79.324 12.5064)"
43,T.NO-63,,S,DA,26,62-63,306.4327006,4.82,171,,12.5064,79.324,GOOD,GOOD,LT-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.324 12.5064, 79.325 12.5037)"
44,T.NO-64,,S,DA,26,63-64,320.3513696,7.84,172,,12.5037,79.325,GOOD,GOOD,LT-1,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.325 12.5037, 79.3258 12.5012)"
45,T.NO-65,,S,DA,26,64-65,288.7161236,3.79,171,,12.5012,79.3258,GOOD,GOOD,,"TAR-1,NALA-1,MUD-2",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3258 12.5012, 79.3268 12.4985)"
46,T.NO-66,,S,DA,26,65-66,318.4603586,3.13,172,,12.4985,79.3268,GOOD,GOOD,LT-3,TAR-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3268 12.4985, 79.3277 12.496)"
47,T.NO-67,,T,DD,28,66-67,295.3574106,3.96,170,,12.496,79.3277,GOOD,GOOD,LT-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3277 12.496, 79.3286 12.4934)"
48,T.NO-68,,S,DA,26,67-68,305.1638904,4.16,174,,12.4934,79.3286,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3286 12.4934, 79.3296 12.4906)"
49,T.NO-69,,S,DA,26,68-69,325.7299495,4.27,177,,12.4906,79.3296,GOOD,GOOD,11KV-1,MUD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3296 12.4906, 79.3305 12.4879)"
50,T.NO-70,,S,DA,26,69-70,316.8659022,3.12,178,,12.4879,79.3305,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3305 12.4879, 79.3314 12.4853)"
51,T.NO-71,,S,DA,26,70-71,305.7924132,3.4,179,,12.4853,79.3314,GOOD,GOOD,,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3314 12.4853, 79.3324 12.4827)"
52,T.NO-72,2W,T,DD,28,71-72,306.757233,5.64,179,,12.4827,79.3324,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3324 12.4827, 79.3334 12.4799)"
53,T.NO-73,,S,DA,26,72-73,320.9750769,7.16,174,,12.4799,79.3334,GOOD,GOOD,"11KV-1,LT-1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3334 12.4799, 79.3343 12.4772)"
54,T.NO-74,,S,DA,26,73-74,323.5011592,8.12,174,,12.4772,79.3343,GOOD,GOOD,LT-1,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3343 12.4772, 79.3352 12.4747)"
55,T.NO-75,,S,DA,26,74-75,288.444102,8.24,176,,12.4747,79.3352,GOOD,GOOD,LT-1,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3352 12.4747, 79.3361 12.4722)"
56,T.NO-76,,S,DA,26,75-76,294.7269923,7.12,176,,12.4722,79.3361,GOOD,GOOD,,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3361 12.4722, 79.337 12.4696)"
57,T.NO-77,,S,DA,26,76-77,301.4249492,7.64,176,,12.4696,79.337,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.337 12.4696, 79.3378 12.4672)"
58,T.NO-78,,T,DD,34,77-78,284.9298159,5.17,174,"10°14'34"" ",12.4672,79.3378,GOOD,GOOD,11KV-1,SH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3378 12.4672, 79.3388 12.4654)"
59,T.NO-79,,T,DD,34,78-79,224.6619683,7.32,174,"15°37'9"" ",12.4654,79.3388,GOOD,GOOD,"11KV-2,LT-1",MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3388 12.4654, 79.3396 12.4622)"
60,T.NO-80,,S,DA,26,79-80,361.4249576,6.31,174,,12.4622,79.3396,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3396 12.4622, 79.3402 12.4599)"
61,T.NO-81,,S,DA,26,80-81,258.5884762,7.45,174,,12.4599,79.3402,GOOD,GOOD,11KV-1,"MUD-1,POND-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3402 12.4599, 79.3407 12.4577)"
62,T.NO-82,,S,DA,26,81-82,254.4661078,8.12,163,,12.4577,79.3407,GOOD,GOOD,"11KV-1,33KV-1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3407 12.4577, 79.3413 12.4551)"
63,T.NO-83,,S,DA,26,82-83,298.3906835,7.29,163,,12.4551,79.3413,GOOD,GOOD,"11KV-1,LT-1",MUD-1,PLAIN,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3413 12.4551, 79.342 12.4524)"
64,T.NO-84,,S,DA,26,83-84,304.9098227,5.38,168,,12.4524,79.342,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.342 12.4524, 79.3425 12.4501)"
65,T.NO-85,,S,DA,30,84-85,256.6398254,5.2,170,,12.4501,79.3425,GOOD,GOOD,"LT-1,11KV-1",SH-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3425 12.4501, 79.343 12.4482)"
66,T.NO-86,,T,DD,34,85-86,219.1004336,5.46,170,"14°41'6"" ",12.4482,79.343,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.343 12.4482, 79.3434 12.4474)"
67,T.NO-86/A1 LILO,2W,T,DD,34,86-86 A/1,101.0742301,4.15,166,"89°58'43"" ",12.4474,79.3434,GOOD,GOOD,LT-1,MUD-1,CULTIVATION,NEED THREE WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3434 12.4474, 79.3443 12.4478)"
68,T.NO-86/A2,,T,DD,28,86/A1-86/A2,105.5461984,5.39,166,"7°28'5"" ",12.4478,79.3443,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3443 12.4478, 79.3464 12.4493)"
69,T.NO-86/A3,,S,DA,26,86/A2-86/A3,287.6421388,6.12,169,,12.4493,79.3464,GOOD,GOOD,"LT-1,11KV-1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3464 12.4493, 79.3485 12.4507)"
70,T.NO-86/A4,,T,DD,28,86/A3-86/A4,268.7545348,9.29,167,"5°50'9"" ",12.4507,79.3485,GOOD,GOOD,11KV-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3485 12.4507, 79.3497 12.4517)"
71,T.NO-86/A5,,S,DA,26,86/A4-86/A5,170.4171353,4.35,166,,12.4517,79.3497,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3497 12.4517, 79.351 12.4528)"
72,T.NO-86/A6,,T,DD,34,86/A5-86/A6,195.8979326,5.74,169,"33°30'38"" ",12.4528,79.351,GOOD,GOOD,11KV-1,SH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.351 12.4528, 79.3523 12.453)"
73,T.NO-86/A7,,T,DD,34,86/A6-86/A7,140.9113196,7.42,169,"67°10'30"" ",12.453,79.3523,GOOD,GOOD,"11KV-1,33KV-1",NH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3523 12.453, 79.3527 12.4543)"
74,T.NO-86/A8,,T,DD,34,86/A7-86/A8,153.160047,5.18,169,"27°36'54"" ",12.4543,79.3527,GOOD,NO EARTH WIRE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3527 12.4543, 79.3527 12.4546)"
75,GANTRY CHETPET 110KV SS,2W,GT,,15,86/A8-GT,30.59411708,,169,,12.4546,79.3527,GOOD,,,,INISDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
