S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
15,T.NO-100,,T+6,DD,58,101-100,295.0423698,7.9,35,51°0'33''RT,13.2221,80.1122,GOOD,GOOD,"LT-1,",MUD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1122 13.2221, 80.1143 13.2249)"
16,T.NO-99,,S+3,DA,55,100-99,389.6665241,7.41,34,,13.2249,80.1143,GOOD,GOOD,,"MUD-1,CANAL-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1143 13.2249, 80.1164 13.2279)"
17,T.NO-98,2W,T,DD,52,99-98,403.4959727,6.61,34,14°54'26''LT,13.2279,80.1164,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1164 13.2279, 80.1183 13.2295)"
18,T.NO-97,,S,DA,52,98-97,269.4290259,6.1,34,,13.2295,80.1183,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1183 13.2295, 80.1201 13.231)"
19,T.NO-96,,S,DA,52,97-96,251.6068362,5.25,36,,13.231,80.1201,GOOD,GOOD,"LT-1,11KV-1",TAR-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1201 13.231, 80.1222 13.2327)"
20,T.NO-95,,S,DA,52,96-95,293.3342803,6.74,36,,13.2327,80.1222,GOOD,GOOD,,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1222 13.2327, 80.1243 13.2343)"
21,T.NO-94,,T,DD,52,95-94,290.0241369,9.32,37,30°18'58''RT,13.2343,80.1243,GOOD,GOOD,,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1243 13.2343, 80.1257 13.2377)"
22,T.NO-93,,S+3,DA,55,94-93,399.4621384,9.1,50,,13.2377,80.1257,GOOD,GOOD,11KV-2,"TAR-1,MUD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1257 13.2377, 80.1271 13.2411)"
23,T.NO-92,,T,DD,52,93-92,412.4293879,,49,17°10'47''LT,13.2411,80.1271,GOOD,GOOD,11KV-1,,CULTIVATION,INSIDE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1271 13.2411, 80.129 13.2434)"
24,T.NO-91,,S,DA,52,92-91,327.3912033,7.77,49,,13.2434,80.129,GOOD,GOOD,,POND-1,PLAIN,RIVER TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.129 13.2434, 80.1315 13.2463)"
25,T.NO-90,,T,DD,52,91-90,419.5771681,3.27,38,39°6'43''LT,13.2463,80.1315,GOOD,GOOD,,"RIVER-1,MUD-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1315 13.2463, 80.1343 13.2468)"
26,T.NO-89,,T,DD,52,90-89,310.7297861,10.27,38,158°55'17''RT,13.2468,80.1343,GOOD,GOOD,,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1343 13.2468, 80.1374 13.2462)"
27,T.NO-88,,S,DA,52,89-88,344.3835072,8.2,38,,13.2462,80.1374,GOOD,GOOD,"LT-1,",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1374 13.2462, 80.1392 13.2458)"
28,T.NO-87,2W,T+3,DD,55,88-87,202.2003956,8.29,37,125°58'30''LT,13.2458,80.1392,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1392 13.2458, 80.1418 13.2481)"
29,T.NO-86,,T,DD,55,87-86,373.5625784,3.4,37,36°24'32''RT,13.2481,80.1418,GOOD,GOOD,"LT-1,11KV-1",TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1418 13.2481, 80.1424 13.2509)"
30,T.NO-85,,S,DA,52,86-85,323.0061919,7.4,26,,13.2509,80.1424,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1424 13.2509, 80.1429 13.2534)"
31,T.NO-84,,T,DD,52,85-84,280.6724069,,26,38°5'20''LT,13.2534,80.1429,GOOD,GOOD,LT-1,MUD-1,WATER LOGGED,FISH FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1429 13.2534, 80.1457 13.2558)"
32,T.NO-83,,T,DD,52,84-83,403.3162531,,26,31°51'19''LT,13.2558,80.1457,GOOD,GOOD,11KV-1,MUD-1,WATER LOGGED,FISH FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1457 13.2558, 80.1483 13.2562)"
33,T.NO-82,,T,DD,52,83-82,287.0888364,7.12,26,163°54'6''RT,13.2562,80.1483,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1483 13.2562, 80.1514 13.2558)"
34,T.NO-81,,S,DA,52,82-81,332.8453094,,25,,13.2558,80.1514,GOOD,GOOD,,,PLAIN,INSIDE FACTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1514 13.2558, 80.1539 13.2555)"
35,T.NO-80,,T,DD,52,81-80,277.2183255,5.12,25,3°58'50''RT,13.2555,80.1539,GOOD,GOOD,,NH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1539 13.2555, 80.1559 13.2554)"
36,T.NO-79,,T+6,DD,58,80-79,215.4553318,6.4,24,171°1'20''LT,13.2554,80.1559,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1559 13.2554, 80.1587 13.2557)"
37,T.NO-78,,T,DD,52,79-78,302.5921347,7.12,24,19°13'51''RT,13.2557,80.1587,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1587 13.2557, 80.1606 13.2566)"
38,T.NO-77,2W,T,DD,52,78-77,224.1294269,7.34,27,15°37'7''LT,13.2566,80.1606,GOOD,GOOD,11KV-1,MUD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1606 13.2566, 80.1641 13.2572)"
39,T.NO-76,,S,DA,52,77-76,392.4206926,5.4,27,,13.2572,80.1641,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1641 13.2572, 80.1676 13.2577)"
40,T.NO-75,,S,DA,52,76-75,381.9031291,5.94,25,,13.2577,80.1676,GOOD,GOOD,11KV-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1676 13.2577, 80.1714 13.2583)"
41,T.NO-74,,T,DD,52,75-74,414.1328289,4.27,25,18°47'10''RT,13.2583,80.1714,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1714 13.2583, 80.1733 13.2593)"
42,T.NO-73,,T,DD,52,74-73,232.1249663,3.35,26,19°37'43''LT,13.2593,80.1733,GOOD,GOOD,"11KV-1,110KV-1 XING BELOW",TAR-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1733 13.2593, 80.1754 13.2596)"
43,T.NO-72,,T+6,DD,58,73-72,224.9555512,2.19,26,5°29'49''RT,13.2596,80.1754,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1754 13.2596, 80.1787 13.2604)"
44,T.NO-71,,T,DD,52,72-71,368.4698088,4.68,25,2°50'34''LT,13.2604,80.1787,GOOD,GOOD,110KV-1 XING ,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1787 13.2604, 80.1808 13.2608)"
45,T.NO-70,,T,DD,52,71-70,231.4173719,6.15,25,8°23'41''RT,13.2608,80.1808,GOOD,GOOD,400KV-1 XING BELOW,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1808 13.2608, 80.1831 13.2616)"
46,T.NO-69,2W,T,DD,52,70-69,272.9047453,7.32,24,14°32'37''LT,13.2616,80.1831,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1831 13.2616, 80.1868 13.2619)"
47,T.NO-68,,S,DA,52,69-68,395.9911615,5.19,24,,13.2619,80.1868,GOOD,GOOD,,"TAR-1,NALA-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1868 13.2619, 80.1904 13.2621)"
48,T.NO-67,,S,DA,52,68-67,393.9961929,4.22,24,,13.2621,80.1904,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1904 13.2621, 80.1939 13.2624)"
49,T.NO-66,,S,DA,52,67-66,382.9529997,4.94,23,,13.2624,80.1939,GOOD,GOOD,LT-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1939 13.2624, 80.1976 13.2627)"
50,T.NO-65,,S,DA,52,66-65,400.1262301,5.41,23,,13.2627,80.1976,GOOD,GOOD,LT-1,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1976 13.2627, 80.2012 13.2629)"
51,T.NO-64,,T,DD,52,65-64,387.1640479,5.11,23,57°4'32''RT,13.2629,80.2012,GOOD,GOOD,,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2012 13.2629, 80.2028 13.2657)"
52,T.NO-63,,S,DA,52,64-63,356.6020191,7.24,23,,13.2657,80.2028,GOOD,GOOD,"765KV-1 XING ABOVE,LT-111KV-1",TAR-1,PLAIN,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2028 13.2657, 80.2046 13.2687)"
53,T.NO-62,,T,DD,52,63-62,382.9582223,4.25,23,33°16'1''LT,13.2687,80.2046,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2046 13.2687, 80.2075 13.2701)"
54,T.NO-61,,S,DA,52,62-61,351.967328,5.37,23,,13.2701,80.2075,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2075 13.2701, 80.2099 13.2714)"
55,T.NO-60,,T,DD,52,61-60,290.8264087,5.41,24,8°25'38''RT,13.2714,80.2099,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2099 13.2714, 80.2107 13.272)"
56,T.NO-59,,T+15,DD,67,60-59,112.1605991,4.92,23,17°54'46''RT,13.272,80.2107,GOOD,GOOD,400KV M/C-1 XING BELOW,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2107 13.272, 80.2119 13.2737)"
57,T.NO-56,,T+15,DD,67,59-56,226.3559144,5.47,23,28°13'3''LT,13.2737,80.2119,GOOD,GOOD,11KV-1,TAR-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2119 13.2737, 80.2125 13.274)"
58,T.NO-55,,T+15,DD,67,56-55,81.0246876,6.32,22,19°51'19''LT,13.274,80.2125,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2125 13.274, 80.2142 13.2742)"
59,T.NO-54,,T,DD,52,55-54,174.6453549,7.4,22,166°9'55''RT,13.2742,80.2142,GOOD,GOOD,,TAR-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2142 13.2742, 80.2174 13.2738)"
60,T.NO-53,2W,T,DD,52,54-53,349.9614264,6.54,23,153°13'17''LT,13.2738,80.2174,GOOD,GOOD,"LT-1,11KV-1",TAR-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2174 13.2738, 80.2202 13.2748)"
61,T.NO-52,,T+3,DD,55,53-52,322.2436966,7.49,22,57°6'21''RT,13.2748,80.2202,GOOD,GOOD,LT-1,"RIVER-1,TAR-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2202 13.2748, 80.221 13.2782)"
62,T.NO-51,,T,DD,52,52-51,387.362879,4.47,21,7°41'3''LT,13.2782,80.221,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.221 13.2782, 80.2223 13.2816)"
63,T.NO-50,,T+6,DD,58,51-50,396.4668965,7.12,22,1°44'44''RT,13.2816,80.2223,GOOD,GOOD,220KV -1 XING BELOW(WIRE DISMANTEL),,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2223 13.2816, 80.2231 13.2839)"
64,T.NO-49,,T+6,DD,58,50-49,277.0270745,5.15,22,56°47'6''LT,13.2839,80.2231,GOOD,GOOD,LT-2,TAR-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2231 13.2839, 80.2259 13.2846)"
65,T.NO-48,,T,DD,52,49-48,307.7823907,7.21,22,48°3'60''RT,13.2846,80.2259,GOOD,GOOD,"LT-1,11KV-1,220KV-1 XING BELOW",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2259 13.2846, 80.2268 13.2863)"
66,T.NO-47,,T+6,DD,58,48-47,209.8975941,5.18,22,0°10'31''LT,13.2863,80.2268,GOOD,GOOD,11KV-2,SH-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2268 13.2863, 80.2276 13.2878)"
67,T.NO-46,,T+6,DD,58,47-46,187.3846312,7.25,21,27°25'9''LT,13.2878,80.2276,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2276 13.2878, 80.2292 13.2889)"
68,T.NO-45,,S,DA,52,46-45,218.4330561,6.29,22,,13.2889,80.2292,GOOD,GOOD,11KV-1,,PLAIN,BY PASS ROAD UNDER CONSTRUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2292 13.2889, 80.2318 13.2907)"
69,T.NO-44,,T+6,DD,58,45-44,336.7862824,6.12,22,23°17'59''RT,13.2907,80.2318,GOOD,GOOD,220KV-1 XING BELOW,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2318 13.2907, 80.2328 13.2923)"
70,T.NO-43,,T+6,DD,58,44-43,213.0633709,5.4,20,56°5'8''LT,13.2923,80.2328,GOOD,GOOD,"11KV-1,LT-1","TAR-1,POND-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2328 13.2923, 80.2358 13.2924)"
71,T.NO-42,,S,DA,52,43-42,320.1265375,5.94,20,,13.2924,80.2358,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2358 13.2924, 80.2384 13.2925)"
72,T.NO-41,,S,DA,52,42-41,287.1114766,6.9,20,,13.2925,80.2384,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2384 13.2925, 80.2421 13.2926)"
73,T.NO-40,,S,DA,52,41-40,397.1259246,7.44,16,,13.2926,80.2421,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2421 13.2926, 80.2452 13.2927)"
74,T.NO-39,2W,T,DD,52,40-39,343.0714211,2.4,16,25°42'19''RT,13.2927,80.2452,GOOD,GOOD,,ELECTRIC RAILWAY-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2452 13.2927, 80.2475 13.2939)"
75,T.NO-38,,T,DD,52,39-38,284.597962,2.1,15,11°36'27''LT,13.2939,80.2475,GOOD,GOOD,LT-1,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2475 13.2939, 80.2503 13.2947)"
76,T.NO-37,,S,DA,52,38-37,309.9677403,4.12,15,,13.2947,80.2503,GOOD,GOOD,LT-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2503 13.2947, 80.2542 13.2958)"
77,T.NO-36,,T,DD,52,37-36,437.7682035,7.4,12,1°6'27''RT,13.2958,80.2542,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2542 13.2958, 80.2575 13.2968)"
78,T.NO-35,,T,DD,52,36-35,375.2812279,5.12,12,13°23'25''LT,13.2968,80.2575,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2575 13.2968, 80.2608 13.297)"
79,T.NO-34,,S,DA,52,35-34,356.4547657,5.2,12,,13.297,80.2608,GOOD,GOOD,"LT-1,11KV-1","TAR-1,POND-1",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2608 13.297, 80.2633 13.2971)"
80,T.NO-33,,S,DA,52,34-33,277.353565,5.41,11,,13.2971,80.2633,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2633 13.2971, 80.2673 13.2974)"
81,T.NO-32,,T+6,DD,58,33-32,433.7211085,4.7,11,156°25'15''RT,13.2974,80.2673,GOOD,GOOD,"LT-1,33KV-1",SH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2673 13.2974, 80.2693 13.2967)"
82,T.NO-31,,T+6,DD,58,32-31,227.7059507,5.1,23,2°2'55''RT,13.2967,80.2693,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2693 13.2967, 80.2722 13.2958)"
83,T.NO-30,,S,DA,52,31-30,322.0248438,5.71,23,,13.2958,80.2722,GOOD,GOOD,LT-1,"CC-1,MUD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2722 13.2958, 80.2746 13.295)"
84,T.NO-29,,S,DA,52,30-29,282.0815485,6.47,23,,13.295,80.2746,GOOD,GOOD,,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2746 13.295, 80.2779 13.294)"
85,T.NO-28,2W,T,DD,52,29-28,372.8337431,,23,10°31'6''RT,13.294,80.2779,GOOD,GOOD,MUD-1,,PLAIN,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2779 13.294, 80.2806 13.2937)"
86,T.NO-27,,S,DA,52,28-27,294.3348433,6.72,22,,13.2937,80.2806,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2806 13.2937, 80.2838 13.2934)"
87,T.NO-26,,S,DA,52,27-26,343.8895171,5.91,19,,13.2934,80.2838,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2838 13.2934, 80.287 13.2931)"
88,T.NO-25,,S,DA,52,26-25,350.4639782,5.22,19,,13.2931,80.287,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.287 13.2931, 80.2896 13.2929)"
89,T.NO-24,,S,DA,52,25-24,289.3579099,5.9,19,,13.2929,80.2896,GOOD,GOOD,,NALA-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2896 13.2929, 80.2932 13.2926)"
90,T.NO-23,,S,DA,52,24-23,382.6970081,5.39,19,,13.2926,80.2932,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2932 13.2926, 80.2965 13.2923)"
91,T.NO-22,,T,DD,52,23-22,362.5051724,4.12,19,48°25'17''LT,13.2923,80.2965,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2965 13.2923, 80.2979 13.2904)"
92,T.NO-21,,S,DA,52,22-21,264.8244702,3.9,17,,13.2904,80.2979,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2979 13.2904, 80.2995 13.2884)"
93,T.NO-20,,T,DD,52,21-20,274.4011662,3.35,17,12°20'58''RT,13.2884,80.2995,GOOD,GOOD,,220KV-1 XING BELOW,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.2995 13.2884, 80.3016 13.2867)"
94,T.NO-19,,T+9,DD,61,20-19,301.2723021,3.27,17,16°44'32''RT,13.2867,80.3016,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3016 13.2867, 80.3038 13.2858)"
95,T.NO-18,,T,DD,52,19-18,254.0806958,,18,58°46'43''LT,13.2858,80.3038,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3038 13.2858, 80.3044 13.282)"
96,T.NO-17,,T,DD,52,18-17,421.0142515,3.1,17,12°32'57''LT,13.282,80.3044,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3044 13.282, 80.3043 13.2804)"
