S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
12,11,,Suspension,SA+0,26,14-15,223,9.3,150,,13.07983056,79.43577778,GOOD,GOOD,Two LT,"Pond, Road",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43577777777779 13.079830555555555, 79.43542222222223 13.077930555555556)"
13,12,,Suspension,SA+0,26,15-16,217,4.3,149,,13.07793056,79.43542222,GOOD,GOOD,HT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43542222222223 13.077930555555556, 79.43493055555555 13.075413888888889)"
14,13,,Suspension,SA+0,26,16-17,288,5.4,146,,13.07541389,79.43493056,GOOD,GOOD,Two LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43493055555555 13.075413888888889, 79.43442222222222 13.072655555555555)"
15,14,,Suspension,SA+0,26,17-18,314,6.2,145,,13.07265556,79.43442222,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43442222222222 13.072655555555555, 79.43395833333334 13.07023888888889)"
16,15,2W,Tension,SB+0,24,18-19,275,3.4,146,"1°30'48.57""RT",13.07023889,79.43395833,GOOD,GOOD,"LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43395833333334 13.07023888888889, 79.43340277777779 13.067541666666667)"
17,16,,Suspension,SA+0,26,19-20,309,11.7,143,,13.06754167,79.43340278,GOOD,GOOD,"LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43340277777779 13.067541666666667, 79.43290833333334 13.065358333333334)"
18,17,,Suspension,SA+0,26,20-21,253,5.5,142,,13.06535833,79.43290833,GOOD,GOOD,LT,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43290833333334 13.065358333333334, 79.432325 13.062852777777778)"
19,18,,Suspension,SA+0,26,21-22,288,7.5,142,,13.06285278,79.432325,GOOD,GOOD,400kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.432325 13.062852777777778, 79.43169722222223 13.060127777777778)"
20,19,,Suspension,SA+0,26,22-23,312,6.5,139,,13.06012778,79.43169722,GOOD,GOOD,400kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43169722222223 13.060127777777778, 79.43125833333333 13.058108333333333)"
21,20,,Tension,SB+0,24,23-24,233,5.1,139,"1°33’9.66""LT",13.05810833,79.43125833,GOOD,GOOD,-,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43125833333333 13.058108333333333, 79.43085555555557 13.056055555555556)"
22,21,,Suspension,SA+0,26,24-25,235,2,141,,13.05605556,79.43085556,GOOD,GOOD,"LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43085555555557 13.056055555555556, 79.43049166666667 13.053955555555556)"
23,22,,Suspension,SA+0,26,25-26,239,7.8,144,,13.05395556,79.43049167,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43049166666667 13.053955555555556, 79.43003611111112 13.05153888888889)"
24,23,,Suspension,SA+0,26,26-27,272,4.6,147,,13.05153889,79.43003611,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43003611111112 13.05153888888889, 79.42960000000001 13.04931111111111)"
25,24,,Suspension,SA+0,26,27-28,256,2.4,145,,13.04931111,79.4296,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42960000000001 13.04931111111111, 79.4291 13.046697222222223)"
26,25,2W,Tension,SB+0,24,28-29,298,1.2,147,"0°25'35.8""RT",13.04669722,79.4291,GOOD,GOOD,"LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4291 13.046697222222223, 79.42860555555556 13.044588888888889)"
27,26,,Suspension,SA+0,26,29-30,244,3,144,,13.04458889,79.42860556,GOOD,GOOD,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42860555555556 13.044588888888889, 79.42809444444445 13.042377777777778)"
28,27,,Suspension,SA+0,26,30-31,256,4.2,143,,13.04237778,79.42809444,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42809444444445 13.042377777777778, 79.42751111111112 13.039816666666667)"
29,28,,Suspension,SA+0,26,31-93,294,2.3,140,,13.03981667,79.42751111,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42751111111112 13.039816666666667, 79.42694444444444 13.037363888888889)"
30,29,,Suspension,SA+0,26,93-32,279,6.1,152,,13.03736389,79.42694444,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42694444444444 13.037363888888889, 79.42633611111111 13.034791666666667)"
31,30,,Suspension,SA+0,26,32-73,295,1.3,161,,13.03479167,79.42633611,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42633611111111 13.034791666666667, 79.42576111111111 13.032286111111112)"
32,31,,Tension,SB+0,24,73-72,286,1.2,160,"2°30'3.71""RT",13.03228611,79.42576111,GOOD,GOOD,HT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42576111111111 13.032286111111112, 79.42543055555556 13.030675)"
33,93,,Tension,DD+15,49,72-71,193,1.4,166,,13.030675,79.42543056,GOOD,NO E/W,230kv,-,Plain,230kv Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42543055555556 13.030675, 79.42523055555556 13.030247222222224)"
34,32,,Tension,SC+0,26,71-70,93,2.4,163,"29°41'57.61""LT",13.03024722,79.42523056,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42523055555556 13.030247222222224, 79.42572222222223 13.028300000000002)"
35,73,3W,Tension,DD+0,28,70-69,232,10.2,168,"111°40'43.7""RT",13.0283,79.42572222,GOOD,GOOD,"LT, HT",Road,Plain,LILO Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42572222222223 13.028300000000002, 79.42322222222222 13.028572222222223)"
5,72,,Tension,SB+0,24,69-68,280,7.2,164,"1°21'59.69""RT",13.02857222,79.42322222,GOOD,GOOD,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42322222222222 13.028572222222223, 79.41992777777779 13.029069444444445)"
4,71,,Suspension,SA+0,26,68-67,365,3.4,158,,13.02906944,79.41992778,GOOD,GOOD,"LT, HT",CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41992777777779 13.029069444444445, 79.41725833333334 13.029494444444445)"
4,70,,Suspension,SA+0,26,67-66,297,1.8,158,,13.02949444,79.41725833,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41725833333334 13.029494444444445, 79.41468333333334 13.029894444444444)"
4,69,,Suspension,SA+0,26,66-65,294,4.6,158,,13.02989444,79.41468333,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41468333333334 13.029894444444444, 79.41209166666667 13.030294444444445)"
3,68,,Tension,SB+0,24,65-64,281,5.4,160,"0°41’0.13""LT",13.03029444,79.41209167,GOOD,GOOD,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41209166666667 13.030294444444445, 79.4094888888889 13.030738888888889)"
3,67,,Suspension,SA+0,26,64-63,294,1,162,,13.03073889,79.40948889,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4094888888889 13.030738888888889, 79.40681388888889 13.031102777777779)"
3,66,,Suspension,SA+0,26,63-62,297,6.5,164,,13.03110278,79.40681389,GOOD,GOOD,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.40681388888889 13.031102777777779, 79.40430277777779 13.031494444444446)"
2,65,,Suspension,SA+0,26,62-61,279,2.9,166,,13.03149444,79.40430278,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.40430277777779 13.031494444444446, 79.40163611111112 13.031902777777779)"
2,64,,Tension,SC+0,26,61-60A/44,297,2,167,"15°20'30.05""LT",13.03190278,79.40163611,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.40163611111112 13.031902777777779, 79.39869722222222 13.031558333333335)"
2,63,,Tension,SB+0,24,60A/44-,325,3.7,167,"0°55'58.13""LT",13.03155833,79.39869722,GOOD,GOOD,HT,State Highway,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39869722222222 13.031558333333335, 79.39730555555556 13.031369444444445)"
1,62,,Suspension,SA+0,26,-,160,3.1,165,,13.03136944,79.39730556,GOOD,GOOD,HT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39730555555556 13.031369444444445, 79.39439444444444 13.031)"
1,61,,Tension,SB+0,24,-,320,5.1,171,"0°31'20.78""RT",13.031,79.39439444,GOOD,GOOD,"Two LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39439444444444 13.031, 79.39326111111112 13.030847222222222)"
1,60A/44,3W,Tension,DD+0,28,-,129,1.5,171,,13.03084722,79.39326111,GOOD,GOOD,-,-,Plain,LILO Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
