S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
22,T.NO-33,,S,DA,26,34-33,336.8679266,,24,,13.05302778,80.12163889,GOOD,GOOD,,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12163888888888 13.053027777777778, 80.12213888888888 13.054305555555556)"
23,T.NO-32,,T,DC,26,33-32,150.4160896,,22,"2°11'58"" ",13.05430556,80.12213889,GOOD,GOOD,,POND-1,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12213888888888 13.054305555555556, 80.12280555555554 13.055833333333334)"
24,T.NO-31,,T,DC,26,32-31,184.4911922,,28,"1°15'4"" ",13.05583333,80.12280556,GOOD,GOOD,,NH-1,PLAIN,INSIDE COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12280555555554 13.055833333333334, 80.12419444444444 13.059111111111111)"
25,T.NO-30,,S,DA,26,31-30,393.6953137,,26,,13.05911111,80.12419444,GOOD,GOOD,,,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12419444444444 13.059111111111111, 80.12533333333333 13.061944444444444)"
26,T.NO-29,,S,DA,26,30-29,336.6674917,,25,,13.06194444,80.12533333,GOOD,GOOD,,,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12533333333333 13.061944444444444, 80.12647222222222 13.064805555555557)"
27,T.NO-28,,S,DA,26,29-28,338.8952641,7.12,26,,13.06480556,80.12647222,GOOD,GOOD,"11KV-1,LT-1",TAR ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12647222222222 13.064805555555557, 80.12780555555555 13.067916666666667)"
28,T.NO-27,,S,DA,26,28-27,372.780096,,27,,13.06791667,80.12780556,GOOD,GOOD,230KV-1 XING ABOVE,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12780555555555 13.067916666666667, 80.12872222222222 13.07025)"
29,T.NO-26,,T,DC,26,27-26,275.7698316,,26,"50°18'14"" ",13.07025,80.12872222,GOOD,GOOD,,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.12872222222222 13.07025, 80.13111111111111 13.071027777777777)"
30,T.NO-25,,S,DA,26,26-25,275.1181564,,26,,13.07102778,80.13111111,GOOD,GOOD,11KV-1,TAR ROAD-1,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.13111111111111 13.071027777777777, 80.1345 13.072)"
31,T.NO-24,,S,DA,26,25-24,381.4511764,,27,,13.072,80.1345,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1345 13.072, 80.137 13.072722222222222)"
32,T.NO-23,,S,DA,26,24-23,282.5614977,7.9,26,,13.07272222,80.137,GOOD,GOOD,,"TAR ROAD-1,POND-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.137 13.072722222222222, 80.13972222222223 13.073527777777777)"
33,T.NO-22,,S,DA,26,23-22,310.0483833,,26,,13.07352778,80.13972222,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.13972222222223 13.073527777777777, 80.1426388888889 13.074416666666666)"
34,T.NO-21,,S,DA,26,22-21,328.347377,,26,,13.07441667,80.14263889,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1426388888889 13.074416666666666, 80.14547222222222 13.07525)"
35,T.NO-20,2W,S,DA,26,21-20,321.4467296,,19,,13.07525,80.14547222,GOOD,NO EARTH WIRE,"230KV-1 XING ABOVE,11KV-1",TAR ROAD-1,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.14547222222222 13.07525, 80.14827777777778 13.076055555555556)"
36,T.NO-19,,S,DA,26,20-19,317.7200025,,19,,13.07605556,80.14827778,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.14827777777778 13.076055555555556, 80.15119444444446 13.076944444444445)"
37,T.NO-18,,S,DA,26,19-18,332.4650358,,20,,13.07694444,80.15119444,GOOD,GOOD,,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.15119444444446 13.076944444444445, 80.15400000000001 13.077805555555555)"
38,T.NO-17,,S,DA,26,18-17,316.6591227,,20,,13.07780556,80.154,GOOD,GOOD,,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.15400000000001 13.077805555555555, 80.15730555555557 13.078777777777777)"
39,T.NO-16,,S,DA,26,17-16,375.1826222,,17,,13.07877778,80.15730556,GOOD,GOOD,,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.15730555555557 13.078777777777777, 80.16091666666667 13.079805555555556)"
40,T.NO-15,2W,T,DC,26,16-15,407.6861538,,17,"1°51'2"" ",13.07980556,80.16091667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.16091666666667 13.079805555555556, 80.16166666666668 13.080055555555555)"
41,T.NO-14,,T,DC,26,15-14,85.07055895,,17,"1°7'49"" ",13.08005556,80.16166667,GOOD,GOOD,11KV-2,NH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.16166666666668 13.080055555555555, 80.16311111111112 13.080472222222221)"
42,T.NO-13,,S,DA,26,14-13,163.8841054,,17,,13.08047222,80.16311111,GOOD,GOOD,,,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.16311111111112 13.080472222222221, 80.16497222222223 13.081027777777777)"
43,T.NO-12,,S,DA,26,13-????????,210.7225664,,16,,13.08102778,80.16497222,GOOD,GOOD,11KV-1,,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.16497222222223 13.081027777777777, 80.16616666666667 13.081388888888888)"
44,T.NO-11,,S,DA,26,12-???????,134.4804819,,15,,13.08138889,80.16616667,GOOD,GOOD,LT-1,,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.16616666666667 13.081388888888888, 80.16891666666668 13.082222222222223)"
45,T.NO-10,,S,DA,26,11-????????,312.5411973,,15,,13.08222222,80.16891667,GOOD,GOOD,LT-1,TAR ROAD-1,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.16891666666668 13.082222222222223, 80.17108333333334 13.082833333333333)"
46,T.NO-9 TAPPING,,T,DC,26,10-??????????,243.9610625,,15,"84°37'40"" ",13.08283333,80.17108333,GOOD,GOOD,11KV-1,,PLAIN,ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17108333333334 13.082833333333333, 80.17113888888889 13.082694444444444)"
47,GANTRY NOLAMBUR 110KV SS,2W,GT,GT,12,9-GT,16.15549442,,15,,13.08269444,80.17113889,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
