S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
94,91,S,SA,22,90-91,219.27761048659607,0.19,42.940964,,10.622277777777779,79.23472222222222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.23472222222222 10.622277777777779, 79.23597222222223 10.621111111111112)"
95,92,T,SC,22,91-92,187.85276130483587,0.69,43.567959,"9°19'23"" L",10.621111111111112,79.23597222222223,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.23597222222223 10.621111111111112, 79.23744444444445 10.620138888888889)"
96,93,S,SA,22,92-93,195.87195003564986,0.16,44.025185,,10.620138888888889,79.23744444444445,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.23744444444445 10.620138888888889, 79.23905555555555 10.619055555555557)"
97,94,S,SA,22,93-94,212.22300879786053,0.39,44.4996489999999,,10.619055555555557,79.23905555555555,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.23905555555555 10.619055555555557, 79.24097222222223 10.617750000000001)"
98,95,S,SA,22,94-95,254.25159716874506,1.29,44.1129529999999,,10.617750000000001,79.24097222222223,GOOD,Available,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24097222222223 10.617750000000001, 79.243 10.616388888888888)"
99,96,S,SA,22,95-96,269.9488107128217,0.09,44.392952,,10.616388888888888,79.243,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.243 10.616388888888888, 79.2448888888889 10.615083333333333)"
100,97,S,SA,22,96-97,249.9005878113209,0.15,43.984535,,10.615083333333333,79.2448888888889,GOOD,Available,"HT,LT -2NO",MAIN ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2448888888889 10.615083333333333, 79.247 10.613666666666667)"
101,LILO : 98,T,DC,26,97- 97/1,282.17120960989985,1.32,42.42345,,10.613666666666667,79.247,GOOD,Available,LT,,AGRI,Common Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
