S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
18, 32/10,S,,DA,26, 32/11- 32/10,305.000122,0.94,76.837135,,10.69186111,79.1115,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11149999999999 10.69186111111111, 79.11261111111111 10.691555555555556)"
19, 32/9,T,,DC,26, 32/10- 32/9,125.5187136,0.36,76.693443,"10°47'37"" L",10.69155556,79.11261111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11261111111111 10.691555555555556, 79.11497222222222 10.69138888888889)"
20, 32/8,T,,DC,26, 32/9- 32/8,259.6933344,0.78,76.209488,"0°41'11"" L",10.69138889,79.11497222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11497222222222 10.69138888888889, 79.11725 10.69125)"
21, 32/7,S,,DA,26, 32/8- 32/7,248.9522186,1.16,77.152222,,10.69125,79.11725,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11725 10.69125, 79.11963888888889 10.691194444444445)"
22, 32/6,S,,DA,26, 32/7- 32/6,262.1484888,0.82,78.16674,,10.69119444,79.11963889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11963888888889 10.691194444444445, 79.12119444444444 10.691138888888888)"
23, 32/5,S,,DA,26, 32/6- 32/5,170.9694313,0.56,76.948822,,10.69113889,79.12119444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12119444444444 10.691138888888888, 79.12355555555555 10.691055555555556)"
24, 32/4,T,,DC,26, 32/5- 32/4,257.4134848,1.07,75.69696,"18°20'6"" L",10.69105556,79.12355556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12355555555555 10.691055555555556, 79.12525 10.691555555555556)"
25, 32/3,S,,DA,26, 32/4- 32/3,195.3492481,0.63,74.904907,,10.69155556,79.12525,GOOD,Available,"HT,LT -2NO",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12525 10.691555555555556, 79.12686111111111 10.692055555555555)"
26, 32/2,T,,DC,26, 32/3- 32/2,184.4459405,0.78,73.432495,"17°52'45"" L",10.69205556,79.12686111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12686111111111 10.692055555555555, 79.12783333333333 10.692722222222223)"
27, LILO : 32/1,T,3W,DC,26, 32/2- 32/1,130.6326107,1.08,70.644173,,10.69272222,79.12783333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
