S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ,,,,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,joint_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
14,114,S,,SC on DC,26,115 - 114,272.3630027,,,,,130,,12.38280114,79.37496451,GOOD,Available,LT-2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3749645072966 12.3828011378645, 79.3740492034703 12.3850827757269)"
15,113,S,,SC on DC,26,114 - 113,272.5702044,,,,,129,,12.38508278,79.3740492,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3740492034703 12.3850827757269, 79.3731437064707 12.3872649203985)"
16,112,S,,SC on DC,26,113 - 112,261.9576486,,,,,128,,12.38726492,79.37314371,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3731437064707 12.3872649203985, 79.3721906840801 12.3896819259971)"
17,111,S,,SC on DC,26,112 - 111,288.0103506,,,,,129,,12.38968193,79.37219068,GOOD,Available,LT-2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3721906840801 12.3896819259971, 79.3711455445736 12.3921163659542)"
18,110,S,,SC on DC,26,111 - 110,293.5563776,,,,,131,,12.39211637,79.37114554,GOOD,Available,LT-2NO,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3711455445736 12.3921163659542, 79.3700527120381 12.3948308452963)"
19,109,S,,SC on DC,26,110 - 109,324.1960138,,,,,135,,12.39483085,79.37005271,GOOD,Available,,"ROAD,CANAL",WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3700527120381 12.3948308452963, 79.3690821714699 12.3971030116081)"
20,108,T,2W,SC on DC,26,109 - 108,273.8634372,19.5,11,7.1,60.2,138,1°54'55''LT,12.39710301,79.36908217,GOOD,Available,,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3690821714699 12.3971030116081, 79.3680354394018 12.3997996374964)"
21,107,S,,SC on DC,26,108 - 107,320.5387943,,,,,139,,12.39979964,79.36803544,GOOD,Available,"HT,LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3680354394018 12.3997996374964, 79.3669711891561 12.4023423716425)"
22,106,S,,SC on DC,26,107 - 106,305.41318,,,,,143,,12.40234237,79.36697119,GOOD,Available,,"POND,CANAL",WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3669711891561 12.4023423716425, 79.3658973835408 12.4049394205212)"
23,105,S,,SC on DC,26,106 - 105,311.3677601,,,,,145,,12.40493942,79.36589738,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3658973835408 12.4049394205212, 79.3649165332317 12.4073651432991)"
24,104,S,,SC on DC,26,105 - 104,290.0123658,,,,,145,,12.40736514,79.36491653,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3649165332317 12.4073651432991, 79.3639176618307 12.4097456876188)"
25,103,T,2W,SC on DC,26,104 - 103,286.1150605,15.8,6.95,4.5,37.7,148,1°6'2''LT,12.40974569,79.36391766,GOOD,Available,,ROAD,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3639176618307 12.4097456876188, 79.3628431018441 12.4124511145055)"
26,102,S,,SC on DC,26,103 - 102,322.5357043,,,,,147,,12.41245111,79.3628431,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3628431018441 12.4124511145055, 79.3617877364158 12.4150210060179)"
27,101,S,,SC on DC,26,102 - 101,307.8296146,,,,,147,,12.41502101,79.36178774,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3617877364158 12.4150210060179, 79.3610500451177 12.416797382757)"
28,100,S,,SC on DC,26,101 - 100,213.5009073,,,,,148,,12.41679738,79.36105005,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3610500451177 12.416797382757, 79.3603396788239 12.4186191055923)"
29,99,S,,SC on DC,26,100 - 99,217.0724534,,,,,154,,12.41861911,79.36033968,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3603396788239 12.4186191055923, 79.3593211937695 12.42117122747)"
30,98,S,,SC on DC,26,99 - 98,304.5199564,,,,,158,,12.42117123,79.35932119,GOOD,Available,,CANAL,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3593211937695 12.42117122747, 79.3583593703806 12.4234795197844)"
31,97,T,,SC on DC,26,98 - 97,277.1897567,18.2,11.7,4.2,84.9,163,20°22'10''RT,12.42347952,79.35835937,GOOD,Available,LT,CANAL,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3583593703806 12.4234795197844, 79.3563315365463 12.4256548751145)"
32,96,S,,SC on DC,26,97 - 96,327.6315232,,,,,164,,12.42565488,79.35633154,GOOD,Available,HT-2NO,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3563315365463 12.4256548751145, 79.354285094887 12.4278481677174)"
33,95,T,2W,SC on DC,26,96 - 95,330.4604863,19.95,10.3,8.6,29.7,166,12°41'8''LT,12.42784817,79.35428509,GOOD,Available,LT-2NO,ROAD,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.354285094887 12.4278481677174, 79.3531414680182 12.429802827537)"
34,94,S,,SC on DC,26,95 - 94,250.6868346,,,,,166,,12.42980283,79.35314147,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3531414680182 12.429802827537, 79.3522848375141 12.4314699042588)"
35,93,S,,SC on DC,26,94 - 93,207.8555308,,,,,167,,12.4314699,79.35228484,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3522848375141 12.4314699042588, 79.3509825412184 12.4337851535528)"
36,92,S,,SC on DC,26,93 - 92,293.9082011,,,,,169,,12.43378515,79.35098254,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3509825412184 12.4337851535528, 79.3496988527476 12.4360734131187)"
37,91,T,,SC on DC,26,92 - 91,290.316138,13.4,9.26,7.4,22.3,170,0°27'28''LT,12.43607341,79.34969885,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3496988527476 12.4360734131187, 79.3483497016131 12.4385240301489)"
38,90,S,,SC on DC,26,91 - 90,309.4904977,,,,,172,,12.43852403,79.3483497,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3483497016131 12.4385240301489, 79.3469730578362 12.4409472383558)"
39,89,S,,SC on DC,26,90 - 89,308.2727279,,,,,170,,12.44094724,79.34697306,GOOD,Available,LT-3NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3469730578362 12.4409472383558, 79.3455314543098 12.4434695206582)"
40,88,S,,SC on DC,26,89 - 88,321.2858922,,,,,170,,12.44346952,79.34553145,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3455314543098 12.4434695206582, 79.3443306628614 12.4457131046801)"
41,87,T,,SC on DC,26,88 - 87,281.6891369,12.24,9.33,6.15,30.11,169,1°8'48''RT,12.4457131,79.34433066,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3443306628614 12.4457131046801, 79.3434003554284 12.4473707098513)"
42,LILO : 86/1,T,2W,DC on DC,26,87 - 86/1,210.6683367,11.28,8.21,5.26,18.1,167,91°1'27''LT,12.44737071,79.34340036,GOOD,Available,,,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3434003554284 12.4473707098513, 79.3442161660641 12.4478095863014)"
43, 86/2,T,,DC on DC,26,86/1 -  86/2,102.3636562,14.2,7.2,2.2,53.6,168,5°38'5''RT,12.44780959,79.34421617,GOOD,Available,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3442161660641 12.4478095863014, 79.3464144039899 12.4492874834686)"
44, 86/3,S,,DC on DC,26, 86/2 -  86/3,290.8131827,,,,,170,,12.44928748,79.3464144,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3464144039899 12.4492874834686, 79.3484019208699 12.450628420338)"
45, 86/4,T,,DC on DC,26, 86/3 -  86/4,263.349226,16.35,7.55,4.9,40.9,170,6°35'20''RT,12.45062842,79.34840192,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3484019208699 12.450628420338, 79.3497193045914 12.4517573788762)"
46, 86/5,S,,DC on DC,26, 86/4 -  86/5,191.2786737,,,,,169,,12.45175738,79.3497193,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3497193045914 12.4517573788762, 79.3509820383042 12.4528046976774)"
47, 86/6,T,,DC on DC,26, 86/5 -  86/6,180.8878397,16.05,7,4.8,5,168,30°8'47''LT,12.4528047,79.35098204,GOOD,Available,LT-2NO,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3509820383042 12.4528046976774, 79.3523236457258 12.4530298355966)"
48, 86/7,T,,DC on DC,26, 86/6 -  86/7,149.216897,16.35,7.5,4.9,40,171,64°51'7''RT,12.45302984,79.35232365,GOOD,Available,HT-2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3523236457258 12.4530298355966, 79.3526654597371 12.4542522523552)"
49, 86/8,T,,DC on DC,26, 86/7 -  86/8,141.4934829,16.75,7.9,5.3,41.6,170,23°14'4''RT,12.45425225,79.35266546,GOOD,Available,HT-2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3526654597371 12.4542522523552, 79.3526171799749 12.4546135123819)"
50,"Gantry 
 ( Chetpet SS )",T,2W,H-POLE,15, 86/8 - Gantry,41.55779954,,,,,171,,12.45461351,79.35261718,GOOD,No E/W,,,PLAIN,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
