S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
56,54,S,,SA,22,53-54,305.9983465,1.58,107,,10.66297222,78.76608333,GOOD,Available,LT - 2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76608333333333 10.662972222222223, 78.76805555555555 10.66088888888889)"
57,55,S,,SA,22,54-55,315.1224263,2.2,106.548409,,10.66088889,78.76805556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76805555555555 10.66088888888889, 78.76980555555555 10.659027777777778)"
58,56,T,,SC,22,55-56,280.7829587,4.28,103.944504,"43°35'12"" R",10.65902778,78.76980556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76980555555555 10.659027777777778, 78.76977777777778 10.656555555555556)"
59,57,S,,SA,22,56-57,273.2145611,0.91,104.033691,,10.65655556,78.76977778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76977777777778 10.656555555555556, 78.76972222222223 10.654083333333334)"
60,58,S,,SA,22,57-58,272.5690454,1.22,107.327736,,10.65408333,78.76972222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76972222222223 10.654083333333334, 78.76966666666667 10.65163888888889)"
61,59,T,2W,SC,22,58-59,272.1584241,1.31,109.359772,"31°43'40"" R",10.65163889,78.76966667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76966666666667 10.65163888888889, 78.76813888888888 10.649277777777778)"
62,60,S,,SA,22,59-60,309.9298233,1.77,107.818573,,10.64927778,78.76813889,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76813888888888 10.649277777777778, 78.76663888888889 10.647027777777778)"
63,61,S,,SA,22,60-61,298.4195566,2.08,106.629265,,10.64702778,78.76663889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76663888888889 10.647027777777778, 78.76505555555555 10.644666666666666)"
64,62,S,,SA,22,61-62,313.1262942,1.81,104.64386,,10.64466667,78.76505556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76505555555555 10.644666666666666, 78.7635 10.642333333333333)"
65,63,S,,SA,22,62-63,308.124881,1.62,104.785713,,10.64233333,78.7635,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7635 10.642333333333333, 78.76211111111111 10.640194444444443)"
66,64,S,,SA,22,63-64,292,3.22,106.912956,,10.64019444,78.76211111,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76211111111111 10.640194444444443, 78.76044444444445 10.637666666666666)"
67,65,T,,SC,22,64-65,324,0.91,107.922562,"11°34'4"" R",10.63766667,78.76044444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76044444444445 10.637666666666666, 78.75861111111111 10.635833333333332)"
68,66,S,,SA,22,65-66,285.0528467,1.22,107.714951,,10.63583333,78.75861111,GOOD,Available,230 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75861111111111 10.635833333333332, 78.75666666666666 10.633944444444444)"
69,67,S,,SA,22,66-67,296.4830286,1.47,111.42878,,10.63394444,78.75666667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75666666666666 10.633944444444444, 78.75475 10.632055555555556)"
70,68,T,,SC,22,67-68,298.5162716,1.11,111.530838,"11°13'8"" L",10.63205556,78.75475,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75475 10.632055555555556, 78.75355555555555 10.63025)"
71,69,S,,SA,22,68-69,238.6122543,3.2,111.584511,,10.63025,78.75355556,GOOD,Available,LT - 2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75355555555555 10.63025, 78.75216666666667 10.628194444444444)"
72,70,T,,SC,22,69-70,272.9089152,2.1,111.813385,"42°52'11"" R",10.62819444,78.75216667,GOOD,Available,"LT,HT -3NO",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75216666666667 10.628194444444444, 78.75038888888889 10.62775)"
73,71,S,,SA,22,70-71,202.8220209,1.12,114.488571,,10.62775,78.75038889,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75038888888889 10.62775, 78.74905555555556 10.62738888888889)"
74,72,T,,SC,22,71-72,151.0978627,1.07,116.728928,"19°20'35"" R",10.62738889,78.74905556,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74905555555556 10.62738888888889, 78.74863888888889 10.627444444444444)"
75,Gantry (T.Nallur SS),Gantry,2W,H-POLE,12,72-Gantry,45.35221168,,117.631424,,10.62744444,78.74863889,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
