S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,10,S,SA,22,9-10,313.99179036801314,2.92,75.467712,,10.79775,78.65369444444445,GOOD,Available,LT,School Inside,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.65369444444445 10.79775, 78.65147222222222 10.797638888888889)"
12,11,S,SA,22,10-11,244.9630674820351,1.86,76.9725269999999,,10.797638888888889,78.65147222222222,GOOD,Available,LT-2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.65147222222222 10.797638888888889, 78.64858333333333 10.7975)"
13,12,S,SA,22,11-12,315.1455020471724,2.12,78.429703,,10.7975,78.64858333333333,GOOD,Available,LT-2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.64858333333333 10.7975, 78.64588888888889 10.797416666666667)"
14,13,T,SC,22,12-13,295.4949794893382,3.07,80.470352,"0°42'16"" L",10.797416666666667,78.64588888888889,GOOD,Available,"HT,LT",Keeranur Road,PLAIN,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.64588888888889 10.797416666666667, 78.64344444444446 10.797277777777778)"
15,14,T,SC,22,13-14,268.92614902972645,2.61,80.4550169999999,"0°10'16"" R",10.797277777777778,78.64344444444446,GOOD,Available,"11 KV,110KV",,PLAIN,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.64344444444446 10.797277777777778, 78.64033333333334 10.797138888888888)"
16,15,T,SC,22,14-15,340.5236432113341,4.17,82.8109819999999,"1°31'22"" L",10.797138888888888,78.64033333333334,GOOD,Available,230 KV,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.64033333333334 10.797138888888888, 78.63758333333334 10.796944444444444)"
17,16,T,SC,22,15-16,300.26139175477124,1.99,84.315269,"3°1'9"" R",10.796944444444444,78.63758333333334,GOOD,Available,230 KV,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63758333333334 10.796944444444444, 78.63461111111111 10.796888888888889)"
18,17,S,SA,22,16-17,325.99879198371224,3.63,83.2259829999999,,10.796888888888889,78.63461111111111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63461111111111 10.796888888888889, 78.63208333333333 10.796777777777777)"
19,18,S,SA,22,17-18,276.3644181566664,1.79,85.671974,,10.796777777777777,78.63208333333333,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63208333333333 10.796777777777777, 78.62941666666666 10.796666666666667)"
20,19,T,SC,22,18-19,292.3396666666685,2.01,85.97776,"16°39'26"" R",10.796666666666667,78.62941666666666,GOOD,Available,LT,,PLAIN,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62941666666666 10.796666666666667, 78.62655555555556 10.797361111111112)"
21,20,S,SA,22,19-20,322.77210099233037,1.93,86.366455,,10.797361111111112,78.62655555555556,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62655555555556 10.797361111111112, 78.62424999999999 10.797944444444445)"
22,21,S,SA,22,20-21,262.00522584709256,2.17,87.6289749999999,,10.797944444444445,78.62424999999999,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62424999999999 10.797944444444445, 78.62241666666667 10.798388888888889)"
23,22,S,SA,22,21-22,206.4277737823431,1.93,87.485077,,10.798388888888889,78.62241666666667,GOOD,Available,"LT-2NO,HT",Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62241666666667 10.798388888888889, 78.62072222222221 10.798833333333333)"
24,23,S,SA,22,22-23,189.34991321497165,3.12,86.0188059999999,,10.798833333333333,78.62072222222221,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62072222222221 10.798833333333333, 78.61847222222221 10.79936111111111)"
25,24,S,SA,22,23-24,254.7081719261803,1.16,84.704811,,10.79936111111111,78.61847222222221,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61847222222221 10.79936111111111, 78.61594444444444 10.799972222222221)"
26,25,T,SC,22,24-25,284.4146113829011,2.16,86.2963639999999,"0°39'28"" R",10.799972222222221,78.61594444444444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61594444444444 10.799972222222221, 78.61322222222222 10.800666666666668)"
27,26,T,SC,22,25-26,307.6036886866388,2.59,88.619797,"0°28'46"" L",10.800666666666668,78.61322222222222,GOOD,Available,LT-2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61322222222222 10.800666666666668, 78.61102777777778 10.801222222222222)"
28,27,S,SA,22,26-27,246.6257250558895,2.27,88.259697,,10.801222222222222,78.61102777777778,GOOD,Available,LT -3NO,"Road,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61102777777778 10.801222222222222, 78.60858333333333 10.801805555555557)"
29,28,S,SA,22,27-28,276.8714630137089,3.02,87.5724259999999,,10.801805555555557,78.60858333333333,GOOD,Available,HT,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60858333333333 10.801805555555557, 78.60616666666667 10.802416666666668)"
30,29,S,SA,22,28-29,271.23938819325394,2.81,86.5567089999999,,10.802416666666668,78.60616666666667,GOOD,Available,LT-2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60616666666667 10.802416666666668, 78.60380555555555 10.803027777777778)"
31,30,T,SC,22,29-30,268.3258544424395,1.91,87.177856,"0°27'17"" L",10.803027777777778,78.60380555555555,GOOD,Available,LT -3NO,"Village Road,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60380555555555 10.803027777777778, 78.60141666666667 10.803583333333334)"
32,31,S,SA,22,30-31,267.23131637926497,1.78,89.985664,,10.803583333333334,78.60141666666667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60141666666667 10.803583333333334, 78.59902777777778 10.804194444444445)"
33,32,S,SA,22,31-32,272.2221172773204,1.56,91.6016769999999,,10.804194444444445,78.59902777777778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.59902777777778 10.804194444444445, 78.59675 10.80475)"
34,33,S,SA,22,32-33,254.7007695636322,3.75,90.716721,,10.80475,78.59675,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.59675 10.80475, 78.59452777777777 10.805333333333333)"
35,34,T,SC,22,33-34,253.48594895197945,1.85,90.469643,"0°11'51"" L",10.805333333333333,78.59452777777777,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.59452777777777 10.805333333333333, 78.59222222222222 10.805888888888889)"
36,35,S,SA,22,34-35,258.34252501057875,2.19,88.4199749999999,,10.805888888888889,78.59222222222222,GOOD,Available,LT-2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.59222222222222 10.805888888888889, 78.58963888888889 10.806527777777779)"
37,36,S,SA,22,35-36,290.0971308194087,3.13,86.605705,,10.806527777777779,78.58963888888889,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58963888888889 10.806527777777779, 78.58730555555555 10.807111111111112)"
38,37,S,SA,22,36-37,264.64009967809113,1.96,86.6457819999999,,10.807111111111112,78.58730555555555,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58730555555555 10.807111111111112, 78.58525 10.807611111111111)"
39,38,T,SC,22,37-38,232.18292970675893,1.11,88.6089099999999,"0°3'30"" L",10.807611111111111,78.58525,GOOD,Available,,,AGRI,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58525 10.807611111111111, 78.58263888888888 10.808250000000001)"
40,39,S,SA,22,38-39,293.223279852364,1.84,87.9716489999999,,10.808250000000001,78.58263888888888,GOOD,Available,LT-2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58263888888888 10.808250000000001, 78.58022222222222 10.808861111111112)"
41,40,S,SA,22,39-40,273.6556083235707,2.46,88.4252929999999,,10.808861111111112,78.58022222222222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58022222222222 10.808861111111112, 78.5778611111111 10.809472222222222)"
42,41,T,SC,22,40-41,267.11435636010816,1.03,92.627335,"0°50'41"" L",10.809472222222222,78.5778611111111,GOOD,Available,"LT-2NO,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5778611111111 10.809472222222222, 78.57569444444444 10.809972222222223)"
43,42,S,SA,22,41-42,242.9368619534904,2.01,97.7429199999999,,10.809972222222223,78.57569444444444,GOOD,Available,LT-2NO,Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.57569444444444 10.809972222222223, 78.57394444444444 10.810416666666667)"
44,43,S,SA,22,42-43,196.97971317208274,3,100.939545,,10.810416666666667,78.57394444444444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.57394444444444 10.810416666666667, 78.57152777777777 10.81102777777778)"
45,44,T,SC,22,43-44,272.4353278597617,1.46,99.964523,"6°36'39"" R",10.81102777777778,78.57152777777777,GOOD,Available,"HT,LT",Canal,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.57152777777777 10.81102777777778, 78.56894444444444 10.811972222222224)"
46,45,S,SA,22,44-45,301.75372937977846,1.09,97.083443,,10.811972222222224,78.56894444444444,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56894444444444 10.811972222222224, 78.56680555555555 10.812750000000001)"
47,46,S,SA,22,45-46,251.22852613998802,1.67,97.4407199999999,,10.812750000000001,78.56680555555555,GOOD,Available,LT-2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56680555555555 10.812750000000001, 78.56477777777778 10.813500000000001)"
48,47,S,SA,22,46-47,237.59230329224727,2.03,83.028412,,10.813500000000001,78.56477777777778,GOOD,Available,LT,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56477777777778 10.813500000000001, 78.56297222222221 10.81413888888889)"
49,48,T,SC,22,"=B53&""-""&B54",208.68260430848335,1.43,89.9944689999999,"0°21'20"" R",10.81413888888889,78.56297222222221,GOOD,Available,,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56297222222221 10.81413888888889, 78.56088888888888 10.814916666666667)"
50,49,S,SA,22,"=B54&""-""&B55",241.72809724707045,1.07,96.2821349999999,,10.814916666666667,78.56088888888888,GOOD,Available,LT -3NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56088888888888 10.814916666666667, 78.55863888888888 10.815750000000001)"
51,49A,S,SA,22,"=B55&""-""&B56",265.0834526210494,3.06,96.7146529999999,,10.815750000000001,78.55863888888888,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55863888888888 10.815750000000001, 78.55675 10.816444444444445)"
52,50,T,SC,22,"=B56&""-""&B57",219.53283976504534,2.06,96.224434,"5°27'41"" L",10.816444444444445,78.55675,GOOD,Available,LT,,AGRI,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55675 10.816444444444445, 78.55480555555555 10.816972222222223)"
53,51,S,SA,22,"=B57&""-""&B58",219.39929486868166,3.44,93.835419,,10.816972222222223,78.55480555555555,GOOD,Available,,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55480555555555 10.816972222222223, 78.55291666666666 10.817444444444444)"
54,52,S,SA,22,"=B58&""-""&B59",214.56874699305692,1.44,94.351112,,10.817444444444444,78.55291666666666,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55291666666666 10.817444444444444, 78.55058333333334 10.818111111111111)"
55,53,S,SA,22,"=B59&""-""&B60",264.90370368745084,2.55,97.2000579999999,,10.818111111111111,78.55058333333334,GOOD,Available,LT,"Road,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55058333333334 10.818111111111111, 78.54822222222222 10.818722222222222)"
56,54,S,SA,22,"=B60&""-""&B61",268.3018278011307,3.01,100.490326,,10.818722222222222,78.54822222222222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54822222222222 10.818722222222222, 78.54569444444444 10.819388888888888)"
57,55,S,SA,22,"=B61&""-""&B62",287.06861481154573,1.46,98.0514069999999,,10.819388888888888,78.54569444444444,GOOD,Available,LT-2NO,"Village Road,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54569444444444 10.819388888888888, 78.5435 10.819972222222223)"
58,56,T,SC,22,"=B62&""-""&B63",246.59296100598195,1.26,97.2043079999999,"0°39'24"" R",10.819972222222223,78.5435,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5435 10.819972222222223, 78.54116666666667 10.820611111111111)"
59,57,S,SA,22,56-57,264.2631159229509,3.46,97.176186,,10.820611111111111,78.54116666666667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54116666666667 10.820611111111111, 78.53941666666667 10.821055555555555)"
60,58,S,SA,22,57-58,198.50186126685503,1.01,98.1542359999999,,10.821055555555555,78.53941666666667,GOOD,Available,,"Road,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53941666666667 10.821055555555555, 78.53708333333333 10.821694444444445)"
61,59,S,SA,22,58-59,264.2808338058774,1.4,98.6835399999999,,10.821694444444445,78.53708333333333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53708333333333 10.821694444444445, 78.53477777777778 10.822305555555555)"
62,60,S,SA,22,59-60,262.26516124833336,1.36,98.0498889999999,,10.822305555555555,78.53477777777778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53477777777778 10.822305555555555, 78.53236111111111 10.822944444444444)"
63,61,T,SC,22,60-61,273.5022975474772,1.96,98.257973,"0°26'19"" R",10.822944444444444,78.53236111111111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53236111111111 10.822944444444444, 78.53016666666666 10.823527777777777)"
64,62,S,SA,22,61-62,248.54494669951848,1.27,97.996132,,10.823527777777777,78.53016666666666,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.53016666666666 10.823527777777777, 78.52797222222222 10.82413888888889)"
65,63,S,SA,22,62-63,249.76469155142627,1.07,96.367714,,10.82413888888889,78.52797222222222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52797222222222 10.82413888888889, 78.52563888888889 10.82475)"
66,64,S,SA,22,63-64,265.270259769105,2.56,95.662323,,10.82475,78.52563888888889,GOOD,Available,,Canal,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52563888888889 10.82475, 78.52327777777778 10.825388888888888)"
67,65,T,SC,22,64-65,266.2051977464971,1.01,96.663094,"0°34'2"" L",10.825388888888888,78.52327777777778,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52327777777778 10.825388888888888, 78.52052777777777 10.82611111111111)"
68,66,S,SA,22,65-66,311.2151992459881,2.08,95.5623089999999,,10.82611111111111,78.52052777777777,GOOD,Available,HT,"Neythalur Road,Canal",Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.52052777777777 10.82611111111111, 78.51891666666667 10.826527777777777)"
69,67,S,SA,22,66-67,182.16981857996697,1.83,94.7599029999999,,10.826527777777777,78.51891666666667,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51891666666667 10.826527777777777, 78.51663888888889 10.82713888888889)"
70,68,S,SA,22,67-68,257.6271485670944,2.17,94.4094999999999,,10.82713888888889,78.51663888888889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51663888888889 10.82713888888889, 78.51430555555555 10.82775)"
71,69,S,SA,22,68-69,264.4560438026866,3.06,97.9987789999999,,10.82775,78.51430555555555,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51430555555555 10.82775, 78.51155555555556 10.828527777777778)"
72,70,T,SC,22,69-70,312.61447778702217,1.17,99.191719,"2°1'46"" L",10.828527777777778,78.51155555555556,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.51155555555556 10.828527777777778, 78.50944444444444 10.829055555555556)"
73,71,S,SA,22,70-71,240.4922784760378,2.36,99.3964919999999,,10.829055555555556,78.50944444444444,GOOD,Available,,Nachalur Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.50944444444444 10.829055555555556, 78.50691666666667 10.829749999999999)"
74,72,S,SA,22,71-72,286.64341536760634,4.01,102.060081,,10.829749999999999,78.50691666666667,GOOD,Available,11 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.50691666666667 10.829749999999999, 78.50452777777778 10.830388888888889)"
75,73,T,SC,22,72-73,270.06678412705975,3.88,102.050262,"0°7'2"" L",10.830388888888889,78.50452777777778,GOOD,Available,,,PLAIN,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.50452777777778 10.830388888888889, 78.50208333333333 10.831055555555555)"
76,74,S,SA,22,73-74,277.1751573388527,1.59,104.321045,,10.831055555555555,78.50208333333333,GOOD,Available,LT,Nachalur Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.50208333333333 10.831055555555555, 78.49955555555556 10.831777777777777)"
77,75,T,SC,22,74-75,287.6216849299962,2.55,105.530136,"0°23'39"" L",10.831777777777777,78.49955555555556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.49955555555556 10.831777777777777, 78.49691666666666 10.8325)"
78,76,S,SA,22,75-76,299.0064913320641,3.11,105.036201,,10.8325,78.49691666666666,GOOD,Available,"LT,11KV",Nachalur Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.49691666666666 10.8325, 78.49413888888888 10.833333333333334)"
79,77,S,SA,22,76-77,318.1245416500261,2.74,104.393417,,10.833333333333334,78.49413888888888,GOOD,Available,11KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.49413888888888 10.833333333333334, 78.49147222222223 10.834055555555556)"
80,78,S,SA,22,77-78,302.08972614591096,3.08,102.322502,,10.834055555555556,78.49147222222223,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.49147222222223 10.834055555555556, 78.4888888888889 10.834750000000001)"
81,79,S,SA,22,78-79,293.9943741706381,2.64,102.506729,,10.834750000000001,78.4888888888889,GOOD,Available,,"Village Road,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4888888888889 10.834750000000001, 78.48630555555556 10.835527777777779)"
82,80,S,SA,22,79-80,295.9864064379991,3.11,98.946869,,10.835527777777779,78.48630555555556,GOOD,Available,,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48630555555556 10.835527777777779, 78.48388888888888 10.836194444444445)"
83,81,S,SA,22,80-81,272.93287134934616,2.73,102.090515,,10.836194444444445,78.48388888888888,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48388888888888 10.836194444444445, 78.48133333333334 10.836916666666667)"
84,82,T,SC,22,81-82,292.3031372615777,1.93,104.446259,"0°43'16"" L",10.836916666666667,78.48133333333334,GOOD,Available,LT,Puthupatti Road,PLAIN,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48133333333334 10.836916666666667, 78.47916666666667 10.8375)"
85,83,S,SA,22,82-83,243.8297060302403,1.64,104.946465,,10.8375,78.47916666666667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47916666666667 10.8375, 78.47691666666667 10.838111111111111)"
86,84,S,SA,22,83-84,256.2709542872632,3.07,105.016814999999,,10.838111111111111,78.47691666666667,GOOD,Available,"LT,11KV",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47691666666667 10.838111111111111, 78.47497222222222 10.838666666666667)"
87,85,S,SA,22,84-85,220.5284998551662,3.4,107.216286,,10.838666666666667,78.47497222222222,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47497222222222 10.838666666666667, 78.47252777777778 10.839305555555557)"
88,86,S,SA,22,85-86,278.74344841306083,1.83,105.426086,,10.839305555555557,78.47252777777778,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47252777777778 10.839305555555557, 78.47025000000001 10.83988888888889)"
89,87,T,SC,22,86-87,256.8813399836613,2.32,106.730842999999,"1°26'10"" R",10.83988888888889,78.47025000000001,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47025000000001 10.83988888888889, 78.46791666666667 10.840583333333335)"
90,88,S,SA,22,87-88,264.39250951934923,3.17,107.766792,,10.840583333333335,78.46791666666667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46791666666667 10.840583333333335, 78.46563888888889 10.841222222222223)"
91,89,S,SA,22,88-89,260.92005154469524,4.03,109.518524,,10.841222222222223,78.46563888888889,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46563888888889 10.841222222222223, 78.46313888888889 10.841861111111111)"
