S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,34,S,,SA,22,09-Oct,221.6687967,1.33,101.963188,,10.74516667,78.69430556,GOOD,Available,"HT-3No,LT-4No","Road, Street Area",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.69430555555556 10.745166666666666, 78.6956388888889 10.743611111111111)"
12,35,S,,SA,22,10-Nov,225.8995299,2.07,99.492134,,10.74361111,78.69563889,GOOD,Available,"HT-4No,LT-5No","Road, Street Area",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6956388888889 10.743611111111111, 78.69686111111112 10.742083333333332)"
13,36,S,,SA,22,11-Dec,214.1439725,4.81,98.706024,,10.74208333,78.69686111,GOOD,Available,LT - 3No,"Road, Street Area",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.69686111111112 10.742083333333332, 78.69813888888889 10.74061111111111)"
14,37,T,,SC,22,Dec-13,214.9911111,3.41,96.957405,"39°27'27"" L",10.74061111,78.69813889,GOOD,Available,LT - 3No,"Road, Street Area",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.69813888888889 10.74061111111111, 78.70005555555556 10.74025)"
15,38,S,,SA,22,13-14,213.5899082,1.56,95.051865,,10.74025,78.70005556,GOOD,Available,LT,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70005555555556 10.74025, 78.70183333333334 10.739944444444443)"
16,39,S,,SA,22,14-15,197.5415132,2.67,92.942139,,10.73994444,78.70183333,GOOD,Available,LT,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70183333333334 10.739944444444443, 78.70366666666666 10.739638888888887)"
17,40,S,,SA,22,15-16,202.6944353,3.14,92.453079,,10.73963889,78.70366667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70366666666666 10.739638888888887, 78.70547222222223 10.739305555555555)"
18,41,S,,SA,22,16-17,203.0606992,1.57,92.453079,,10.73930556,78.70547222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70547222222223 10.739305555555555, 78.70747222222222 10.738916666666666)"
19,42,S,,SA,22,17-18,221.9725701,2.68,89.114159,,10.73891667,78.70747222,GOOD,Available,,River,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70747222222222 10.738916666666666, 78.7095 10.738555555555555)"
20,43,S,,SA,22,18-19,226.869801,2.53,88.394951,,10.73855556,78.7095,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7095 10.738555555555555, 78.71166666666667 10.738194444444444)"
21,44,S,,SA,22,19-20,240.6806722,0.76,89.202866,,10.73819444,78.71166667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71166666666667 10.738194444444444, 78.7136388888889 10.737833333333333)"
22,45,S,,SA,22,20-21,217.4045967,1.09,88.919754,,10.73783333,78.71363889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7136388888889 10.737833333333333, 78.71566666666666 10.737472222222221)"
23,46,T,2W,SC,22,21-22,225.4406152,3.11,87.42865,"1°29'52"" R",10.73747222,78.71566667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71566666666666 10.737472222222221, 78.71722222222222 10.737194444444444)"
24,47,T,,SC,22,22-23,173.2112191,0.5,89.887726,"1°45'35"" L",10.73719444,78.71722222,GOOD,Available,"LT,HT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71722222222222 10.737194444444444, 78.71944444444445 10.736833333333333)"
25,48,S,,SA,22,23-24,245.8973078,2.43,90.061523,,10.73683333,78.71944444,GOOD,Available,"LT,HT",Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71944444444445 10.736833333333333, 78.72155555555555 10.736444444444444)"
26,49,T,,SC,22,24-25,235.3919147,4.59,89.248764,"46°15'27"" L",10.73644444,78.72155556,GOOD,Available,"LT,HT", Street Area,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72155555555555 10.736444444444444, 78.72325000000001 10.737638888888888)"
27,50,S,,SA,22,25-26,228.188966,1.14,87.096519,,10.73763889,78.72325,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72325000000001 10.737638888888888, 78.72469444444445 10.738694444444443)"
28,51,S,,SA,22,26-27,196.5179073,0.71,86.755539,,10.73869444,78.72469444,GOOD,Available,LT -2No,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72469444444445 10.738694444444443, 78.72627777777778 10.739833333333333)"
29,52,S,,SA,22,27-28,216.7652352,2.8,85.514992,,10.73983333,78.72627778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72627777777778 10.739833333333333, 78.72797222222222 10.74111111111111)"
30,53,S,,SA,22,28-29,232.3122143,1.69,85.319717,,10.74111111,78.72797222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72797222222222 10.74111111111111, 78.72966666666667 10.742277777777778)"
31,54,S,,SA,22,29-30,226.7557728,3.01,86.471603,,10.74227778,78.72966667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72966666666667 10.742277777777778, 78.73127777777778 10.743472222222222)"
32,55,S,,SA,22,30-31,219.2145956,4.02,85.070869,,10.74347222,78.73127778,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73127777777778 10.743472222222222, 78.73286111111112 10.74461111111111)"
33,56,S,,SA,22,31-32,213.8849834,1.57,86.52874,,10.74461111,78.73286111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73286111111112 10.74461111111111, 78.73447222222222 10.74575)"
34,57,S,,SA,22,32-33,216.7078701,2.23,87.495766,,10.74575,78.73447222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73447222222222 10.74575, 78.73605555555555 10.746888888888888)"
35,58,S,,SA,22,33-34,214.5750593,2.51,85.707596,,10.74688889,78.73605556,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73605555555555 10.746888888888888, 78.73766666666667 10.748083333333332)"
36,59,S,,SA,22,34-35,219.2772258,0.8,85.491646,,10.74808333,78.73766667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73766666666667 10.748083333333332, 78.73927777777777 10.74925)"
37,60,S,,SA,22,35-36,220.4034821,1.04,83.693451,,10.74925,78.73927778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73927777777777 10.74925, 78.7406388888889 10.750194444444444)"
38,61,S,,SA,22,36-37,180.9435338,2.17,82.825439,,10.75019444,78.74063889,GOOD,Available,LT,Canal,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7406388888889 10.750194444444444, 78.74241666666667 10.751527777777778)"
39,62,S,,SA,22,37-38,242.9338941,3.07,82.924591,,10.75152778,78.74241667,GOOD,Available,,Canal,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74241666666667 10.751527777777778, 78.74413888888888 10.75275)"
40,63,T,2W,SC,22,38-39,232.7937515,3.74,81.837791,"45°8'25"" R",10.75275,78.74413889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74413888888888 10.75275, 78.74627777777778 10.752416666666667)"
41,64,S,,SA,22,39-40,238.6353344,2.96,82.106186,,10.75241667,78.74627778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74627777777778 10.752416666666667, 78.74833333333333 10.75211111111111)"
42,65,S,,SA,22,40-41,227.6167956,3.1,82.455872,,10.75211111,78.74833333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74833333333333 10.75211111111111, 78.75044444444444 10.751777777777777)"
43,66,S,,SA,22,41-42,234.1792024,3.71,82.285835,,10.75177778,78.75044444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75044444444444 10.751777777777777, 78.75252777777777 10.751416666666668)"
44,67,S,,SA,22,42-43,230.9238127,2.63,83.331039,,10.75141667,78.75252778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75252777777777 10.751416666666668, 78.75452777777778 10.751111111111111)"
45,68,S,,SA,22,43-44,219.7565523,2.84,84.120468,,10.75111111,78.75452778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75452777777778 10.751111111111111, 78.75619444444445 10.750861111111112)"
46,69,S,,SA,22,44-45,184.5742913,3.08,85.663185,,10.75086111,78.75619444,GOOD,Available,,Canal,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75619444444445 10.750861111111112, 78.75802777777778 10.750583333333333)"
47,70,S,,SA,22,45-46,203.6087926,2.69,86.079155,,10.75058333,78.75802778,GOOD,Available,"LT,HT",Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75802777777778 10.750583333333333, 78.76116666666667 10.750083333333333)"
48,71,T,,SC,22,46-47,346.7866467,2.19,83.389511,"0°12'14"" R",10.75008333,78.76116667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76116666666667 10.750083333333333, 78.76244444444444 10.74986111111111)"
49,72,T,,SC,22,47-48,144.4550849,3.05,83.439964,"0°14'30"" L",10.74986111,78.76244444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76244444444444 10.74986111111111, 78.7645 10.749555555555554)"
50,73,S,,SA,22,48-49,227.4373855,2.74,82.769318,,10.74955556,78.7645,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7645 10.749555555555554, 78.76669444444444 10.749194444444443)"
51,74,S,,SA,22,49-50,242.3329337,2.53,82.482491,,10.74919444,78.76669444,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76669444444444 10.749194444444443, 78.76911111111112 10.748833333333332)"
52,75,S,,SA,22,50-51,266.7724596,3.09,82.565735,,10.74883333,78.76911111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76911111111112 10.748833333333332, 78.77111111111111 10.74847222222222)"
53,76,S,,SA,22,51-52,222.980941,2.31,78.368698,,10.74847222,78.77111111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77111111111111 10.74847222222222, 78.77322222222222 10.748166666666666)"
54,77,S,,SA,22,52-53,233.7398765,2.47,83.737602,,10.74816667,78.77322222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77322222222222 10.748166666666666, 78.77527777777777 10.747805555555555)"
55,78,T,,SC,22,53-54,229.377611,1.61,81.612671,"7°25'29"" L",10.74780556,78.77527778,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77527777777777 10.747805555555555, 78.7773888888889 10.74772222222222)"
56,79,T,,SC,22,54-55,229.50887,1.93,83.919739,"12°45'42"" R",10.74772222,78.77738889,GOOD,Available,"HT,LT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7773888888889 10.74772222222222, 78.77905555555556 10.747305555555554)"
57,80,T,,SC,22,55-56,188.3260741,2.17,86.937126,"7°36'28"" R",10.74730556,78.77905556,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77905555555556 10.747305555555554, 78.77927777777778 10.747194444444444)"
58,81,T,,H-POLE,12,56-57H,27.13047974,3.16,86.277237,"30°5'58"" L",10.74719444,78.77927778,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77927777777778 10.747194444444444, 78.77963888888888 10.74725)"
59,Gantry (Thiruverumbur SS),Gantry,2W,H-POLE,12,57H-Gantry,39.62298912,,87.821785,,10.74725,78.77963889,GOOD,NO E/W,110 KV - UP,,PLAIN,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
