S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
12,T.NO-36,DC,S,28,37LILO-36,327,8.4,81,,11.65168,79.2716,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2716 11.65168, 79.27109 11.64897)"
13,T.NO-35,DC,T,28,36-35,307,4.6,79,"17°59'09""RT",11.64897,79.27109,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27109 11.64897, 79.27138 11.64676)"
14,T.NO-34,DC,S,28,35-34,249,9.35,78,,11.64676,79.27138,GOOD,AVAILABLE,HT, ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27138 11.64676, 79.27161 11.64393)"
15,T.NO-33,DC,S,28,34-33,317,6.15,76,,11.64393,79.27161,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27161 11.64393, 79.27189 11.6416)"
16,T.NO-32,DC,S,28,33-32,263,4.7,75,,11.6416,79.27189,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27189 11.6416, 79.27216 11.63885)"
17,T.NO-31,DC,S,28,32-31,309,6.45,74,,11.63885,79.27216,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27216 11.63885, 79.27243 11.63617)"
18,T.NO-30,DC,S,28,31-30,301,6.65,72,,11.63617,79.27243,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27243 11.63617, 79.2727 11.63354)"
19,T.NO-29,DC,T,28,30-29,295,8.2,71,,11.63354,79.2727,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2727 11.63354, 79.2743 11.63147)"
20,T.NO-28,DC,S,28,29-28,295,7,73,,11.63147,79.2743,GOOD,AVAILABLE,"HT,LT",TAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2743 11.63147, 79.2754 11.62995)"
21,T.NO-27,DC,S,28,28-27,209,9.1,75,,11.62995,79.2754,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2754 11.62995, 79.27736 11.6278)"
22,T.NO-26,DC,S,28,27-26,316.4,7.3,76,,11.6278,79.27736,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.27736 11.6278, 79.2791 11.62562)"
23,T.NO-25,DC,S,28,26-25,310.4,7.7,78,,11.62562,79.2791,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2791 11.62562, 79.28085 11.62345)"
24,T.NO-24,DC,T,28,25-24,310.4,4.1,79,"02°8'51""LT",11.62345,79.28085,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.28085 11.62345, 79.28261 11.62109)"
25,T.NO-23,DC,S,28,24-23,326.4,5.9,80,,11.62109,79.28261,GOOD,AVAILABLE,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.28261 11.62109, 79.28429 11.61896)"
26,T.NO-22,DC,S,28,23-22,302.4,8.8,81,,11.61896,79.28429,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.28429 11.61896, 79.286 11.61682)"
27,T.NO-21,DC,S,28,22-21,305.4,6.8,84,,11.61682,79.286,GOOD,AVAILABLE,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.286 11.61682, 79.28775 11.61478)"
28,T.NO-20,DC,S,28,21-20,298,5.8,85,,11.61478,79.28775,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.28775 11.61478, 79.28932 11.61266)"
29,T.NO-19,DC,T,28,20-19,293,4.6,86,"01°15'25""RT",11.61266,79.28932,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.28932 11.61266, 79.29098 11.61052)"
30,T.NO-18,DC,S,28,19-18,301,4.4,87,,11.61052,79.29098,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.29098 11.61052, 79.29264 11.60843)"
31,T.NO-17,DC,S,28,18-17,297,4.8,88,,11.60843,79.29264,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.29264 11.60843, 79.29424 11.60654)"
32,T.NO-16 LILO,DC,T,28,17-16,275.4,5.4,88,,11.60654,79.29424,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G7:G37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
