S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
18,TN - 141,S,,SC on SC,25,TN - 144 : TN - 145,267.5987661,2.77,117.695992,,10.87263901,78.35434877,GOOD,AVAILABLE,LT,MUD ROAD,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3543487731367 10.8726390078663, 78.352322615683 10.8732228074222)"
19,TN - 142,S,,SC on SC,25,TN - 145 : TN - 146,232.8951079,6.36,116.867577,,10.87322281,78.35232262,GOOD,AVAILABLE,"110KV BELOW XING, 33KV, HT, LT",ROAD,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.352322615683 10.8732228074222, 78.3498813025653 10.8738983888179)"
20,TN - 143,T,,SC on SC,24,TN - 146 : TN - 147,279.3584952,2.44,115.966118,0°54'38''LT,10.87389839,78.3498813,GOOD,AVAILABLE,,,PLAIN,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3498813025653 10.8738983888179, 78.3474806416779 10.8746039774268)"
21,TN - 144,S,,SC on SC,25,TN - 147 : TN - 148,276.0063411,6.53,118.052315,,10.87460398,78.34748064,GOOD,AVAILABLE,,ROAD,PLAIN,INSIDE OF TATA SOLAR POWER PLANT,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3474806416779 10.8746039774268, 78.3453104831278 10.8752105757594)"
22,TN - 145,S,,SC on SC,25,TN - 148 : TN - 149,248.7338834,6.16,120.942223,,10.87521058,78.34531048,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3453104831278 10.8752105757594, 78.3430122490972 10.8758672140538)"
23,TN - 146,S,,SC on SC,25,TN - 149 : TN - 150,263.7285543,3.91,122.447594,,10.87586721,78.34301225,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3430122490972 10.8758672140538, 78.3410285040736 10.876441290602)"
24,TN - 147,S,,SC on SC,25,TN - 150 : TN - 151,228.1391913,2.86,126.39679,,10.87644129,78.3410285,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3410285040736 10.876441290602, 78.3390145841985 10.8770229946821)"
25,TN - 148,T,,SC on SC,24,TN - 151 : TN - 152,231.5446305,3.36,128.687958,0°24'33''RT,10.87702299,78.33901458,GOOD,AVAILABLE,,,PLAIN,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3390145841985 10.8770229946821, 78.3365819044411 10.8777068741619)"
26,TN - 149,T,,SC on SC,24,TN - 152 :  LILO - 153,278.6985587,4.85,130.713165,0°18'35''LT,10.87770687,78.3365819,GOOD,AVAILABLE,,CANAL,PLAIN,,PC+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3365819044411 10.8777068741619, 78.3341838419437 10.8783950284123)"
27,TN - 150,S,,SC on SC,25, LILO - 153 : TN - 154,275.1892392,6.23,131.019196,,10.87839503,78.33418384,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3341838419437 10.8783950284123, 78.3316435385495 10.8791268523782)"
28,TN - 151,S,,SC on SC,25,TN - 154 : TN - 155,291.4815407,5.55,134.740067,,10.87912685,78.33164354,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3316435385495 10.8791268523782, 78.3289843797683 10.8798660524189)"
29,TN - 152,T,,SC on SC,24,TN - 155 : TN - 156,304.2071349,3.83,137.166077,0°18'43''LT,10.87986605,78.32898438,GOOD,AVAILABLE,,,PLAIN,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3289843797683 10.8798660524189, 78.3268594834953 10.8804692141711)"
30, LILO - 153,T,3W,SC on DC,28,TN - 156 : TN - 157,243.8669815,6.24,140.83139,0°24'38''LT,10.88046921,78.32685948,GOOD,AVAILABLE,LT,MUD ROAD,PLAIN,LILO TO 110KV PANJAPATTI ,KCR,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3268594834953 10.8804692141711, 78.3247479982674 10.8810849487781)"
31,TN - 154,S,,SC on SC,25,TN - 157 : TN - 158,242.8471601,2.83,141.127945,,10.88108495,78.324748,GOOD,AVAILABLE,,,PLAIN,,PA,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3247479982674 10.8810849487781, 78.3226371835917 10.8816734421998)"
32,TN - 155,S,,SC on SC,25,TN - 158 : TN - 159,241.9406985,8.43,144.394318,,10.88167344,78.32263718,GOOD,AVAILABLE,LT,,PLAIN,,PA,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3226371835917 10.8816734421998, 78.3207173086702 10.8822170086205)"
33,TN - 156,S,,SC on SC,25,TN - 159 : TN - 160,220.4875507,5.82,142.506805,,10.88221701,78.32071731,GOOD,AVAILABLE,LT,,PLAIN,,PA,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3207173086702 10.8822170086205, 78.3185173943638 10.8828508481383)"
34,TN - 157,T,,SC on SC,24,TN - 160 : TN - 161,252.6944349,5.83,140.486038,0°0'22''LT,10.88285085,78.31851739,GOOD,AVAILABLE,,,PLAIN,,PB,"Bund, Tank, Kurumbapatty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3185173943638 10.8828508481383, 78.3164439629763 10.8834484778344)"
35,TN - 158,S,,SC on SC,28,TN - 161 : TN - 162,238.2880448,6.25,141.541321,,10.88344848,78.31644396,GOOD,AVAILABLE,LT,,PLAIN,,PA+3M,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3164439629763 10.8834484778344, 78.3146019559353 10.8839807286858)"
36,TN - 159,S,,SC on SC,25,TN - 162 : TN - 163,211.9560188,3.52,139.629471,,10.88398073,78.31460196,GOOD,AVAILABLE,,ROAD,PLAIN,,PA,BT – Panjappatti – Lallapettai Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3146019559353 10.8839807286858, 78.3120039012283 10.8847049251198)"
37,TN - 160,S,,SC on SC,25,TN - 163 : TN - 164,297.3218365,2.23,136.635223,,10.88470493,78.3120039,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3120039012283 10.8847049251198, 78.3097783382982 10.885339686647)"
38,TN - 161,T,,SC on SC,24,TN - 164 : TN - 165,255.4176568,4.04,135.208298,0°6'15''RT,10.88533969,78.30977834,GOOD,AVAILABLE,,,PLAIN,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3097783382982 10.885339686647, 78.3073982968926 10.8860138431191)"
39,TN - 162,S,,SC on SC,25,TN - 165 : TN - 166,272.8648805,3.42,136.199203,,10.88601384,78.3073983,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3073982968926 10.8860138431191, 78.3049366157501 10.8867231197655)"
40,TN - 163,S,,SC on SC,28,TN - 166 : TN - 167,282.5246687,2.81,136.264069,,10.88672312,78.30493662,GOOD,AVAILABLE,LT,,PLAIN,,PA+3,"LT-Line, Carttrack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3049366157501 10.8867231197655, 78.3024909440428 10.8874158840626)"
41,TN - 164,S,,SC on SC,28,TN - 167 : TN - 168,280.3344824,1.22,134.485703,,10.88741588,78.30249094,GOOD,AVAILABLE,,ROAD,PLAIN,,PA+3,"Carttrack, Metal unit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3024909440428 10.8874158840626, 78.3003544807434 10.8880280144512)"
42,TN - 165,S,,SC on SC,25,TN - 168 : TN - 169,245.3575175,0.84,131.280777,,10.88802801,78.30035448,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3003544807434 10.8880280144512, 78.2985039241611 10.8885378018021)"
43,TN - 166,S,,SC on DC,28,TN - 169 : TN - 170,212.1725114,1.52,128.650696,,10.8885378,78.29850392,GOOD,AVAILABLE,,,PLAIN,,GCR,PUDUPATTI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2985039241611 10.8885378018021, 78.2960612699389 10.8892474975436)"
44,TN - 167,T,2W,SC on SC,24,TN - 170 : TN - 171,280.5397554,1.38,130.709412,0°25'56''RT,10.8892475,78.29606127,GOOD,AVAILABLE,"LT, HT",ROAD,PLAIN,,PB,"1  No HT, LT –Line, Carttrack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2960612699389 10.8892474975436, 78.2930244226008 10.8901050500571)"
45,TN - 168,S,,SC on SC,25,TN - 171 : TN - 172,347.5328673,1.49,120.015999,,10.89010505,78.29302442,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2930244226008 10.8901050500571, 78.2910488918423 10.8906588423997)"
46,TN - 169,S,,SC on SC,25,TN - 172 : TN - 173,226.6529672,1.73,121.544884,,10.89065884,78.29104889,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2910488918423 10.8906588423997, 78.2890651468187 10.8912107069045)"
47,TN - 170,S,,SC on SC,25,TN - 173 : TN - 174,227.4597236,0.79,123.275642,,10.89121071,78.28906515,GOOD,AVAILABLE,,,PLAIN,,PA,PUDUPPATTI – II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2890651468187 10.8912107069045, 78.2872204575687 10.8917496632784)"
48,TN - 171,S,,SC on SC,25,TN - 174 : TN - 175,212.4464637,4.32,125.271927,,10.89174966,78.28722046,GOOD,AVAILABLE,LT,,PLAIN,,PA,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2872204575687 10.8917496632784, 78.2852195296436 10.8923124242573)"
49,TN - 172,T,,SC on SC,24,TN - 175 : TN - 176,229.5969138,1.94,124.775124,0°14'1''LT,10.89231242,78.28521953,GOOD,AVAILABLE,LT,,PLAIN,,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2852195296436 10.8923124242573, 78.2831804640591 10.8928948827087)"
50,TN - 173,S,,SC on SC,25,TN - 176 : TN - 177,234.2086262,4.11,124.938408,,10.89289488,78.28318046,GOOD,AVAILABLE,LT -2,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2831804640591 10.8928948827087, 78.2812600024044 10.8934299834072)"
51,TN - 174,S,,SC on SC,31,TN - 177 : TN - 178,220.2924574,3.76,123.565468,,10.89342998,78.28126,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+6,"BT-Panjappatti – Lakshmanpatti, LT line ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2812600024044 10.8934299834072, 78.2791243772953 10.8940173033624)"
52,TN - 175,S,,SC on SC,31,TN - 178 : TN - 179,244.5185152,2.27,122.088303,,10.8940173,78.27912438,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+6,"Channel, LT Line, BT Lakshmanpatti - Palaiyajayakondam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2791243772953 10.8940173033624, 78.2770363613963 10.8945874404162)"
53,TN - 176,S,,SC on SC,25,TN - 179 : TN - 180,238.9911046,3.04,122.495682,,10.89458744,78.27703636,GOOD,AVAILABLE,,CANAL,PLAIN,,PA,BT-Panjappatti – Palaiyajayakondam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2770363613963 10.8945874404162, 78.274651877582 10.8952004928141)"
54,TN - 177,T,2W,SC on SC,27,TN - 180 : TN - 181,271.5497844,2.29,122.788879,0°27'37''LT,10.89520049,78.27465188,GOOD,AVAILABLE,HT,ROAD,PLAIN,,PB+3M,Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.274651877582 10.8952004928141, 78.2726633548736 10.895728804171)"
55,TN - 178,S,,SC on SC,25,TN - 181 : TN - 182,227.2718946,2.95,122.143394,,10.8957288,78.27266335,GOOD,AVAILABLE,,,PLAIN,,PA,"HT Line, BT Alagapuri – Palaiyajankondam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2726633548736 10.895728804171, 78.2704783603549 10.8963239192962)"
56,TN - 179,S,,SC on SC,25,TN - 182 : TN - 183,249.9539867,0.37,121.53109,,10.89632392,78.27047836,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2704783603549 10.8963239192962, 78.2683499436825 10.8968838304281)"
57,TN - 180,S,,SC on SC,25,TN - 183 : TN - 184,242.9606579,2.25,120.907646,,10.89688383,78.26834994,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2683499436825 10.8968838304281, 78.2659089658409 10.8975315839052)"
58,TN - 181,S,,SC on SC,25,TN - 184 : TN - 185,278.5066999,1.09,122.402206,,10.89753158,78.26590897,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2659089658409 10.8975315839052, 78.2638072874397 10.8980960212647)"
59,TN - 182,T,,SC on SC,27,TN - 185 : TN - 186,240.2659031,1.15,127.360252,0°11'34''RT,10.89809602,78.26380729,GOOD,AVAILABLE,,ROAD,PLAIN,,PB+3M,BT Udaiyakulattuppatti – Palaiyajayankondam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2638072874397 10.8980960212647, 78.2611550856381 10.8987987600266)"
60,TN - 183,S,,SC on SC,25,TN - 186 : TN - 187,302.4029004,1.75,129.023849,,10.89879876,78.26115509,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,PA,"HT, LT-Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2611550856381 10.8987987600266, 78.2588601205497 10.8994231279939)"
61,TN - 184,S,,SC on SC,25,TN - 187 : TN - 188,262.4128758,1.99,130.008072,,10.89942313,78.25886012,GOOD,AVAILABLE,LT -2,ROAD,PLAIN,,PA,"Carttrack, 2 No LT – Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2588601205497 10.8994231279939, 78.2563301268965 10.9001072589308)"
62,TN - 185,S,,SC on SC,25,TN - 188 : TN - 189,288.9594527,2.82,134.719833,,10.90010726,78.25633013,GOOD,AVAILABLE,LT,,PLAIN,,PA,2 No Fish Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2563301268965 10.9001072589308, 78.2538650091737 10.9007609635591)"
63,TN - 186,S,,SC on SC,25,TN - 189 : TN - 190,281.228058,8.72,133.018341,,10.90076096,78.25386501,GOOD,AVAILABLE,LT,MUD ROAD,PLAIN,,PA,UDAIYAKULATTUPPATTI – II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2538650091737 10.9007609635591, 78.2514932658523 10.9014100581407)"
64,TN - 187,T,2W,SC on SC,24,TN - 190 : TN - 191,271.238032,7.79,131.444077,0°13'10''RT,10.90141006,78.25149327,GOOD,AVAILABLE,,,PLAIN,,PB,"Odai, LT-Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2514932658523 10.9014100581407, 78.2489009946584 10.9021088574081)"
65,TN - 188,S,,SC on SC,25,TN - 191 : TN - 192,295.9597434,4.11,129.230179,,10.90210886,78.24890099,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2489009946584 10.9021088574081, 78.2464745175093 10.9027593769133)"
66,TN - 189,S,,SC on SC,25,TN - 192 : TN - 193,277.0547225,2.54,129.976135,,10.90275938,78.24647452,GOOD,AVAILABLE,LT,,PLAIN,,PA,LT – Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2464745175093 10.9027593769133, 78.2441052887588 10.9034005925059)"
67,TN - 190,S,,SC on SC,25,TN - 193 : TN - 194,270.7412064,6.63,133.016235,,10.90340059,78.24410529,GOOD,AVAILABLE,,,PLAIN,,PA,MUVANUR – I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2441052887588 10.9034005925059, 78.2416605390608 10.9040617570281)"
68,TN - 191,S,,SC on SC,28,TN - 194 : TN - 195,279.2931874,5.16,131.418503,,10.90406176,78.24166054,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+3M,"Carttrack, LT-Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2416605390608 10.9040617570281, 78.2390834391117 10.904754018411)"
69,TN - 192,T,,SC on SC,27,TN - 195 : TN - 196,294.1680837,2.36,131.462509,0°0'12''RT,10.90475402,78.23908344,GOOD,AVAILABLE,"LT, HT",MUNAIYANUR ROAD,PLAIN,,PB+3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2390834391117 10.904754018411, 78.2365163974463 10.9054434299468)"
70,TN - 193,S,,SC on SC,25,TN - 196 : TN - 197,293.0234564,3.22,126.301781,,10.90544343,78.2365164,GOOD,AVAILABLE,LT -2,,PLAIN,,PA,"BT-Muvanur – Mayanur ,LT, HT Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2365163974463 10.9054434299468, 78.2338797021657 10.9061480127274)"
71,TN - 194,S,,SC on SC,25,TN - 197 : LILO - 138/2,300.817642,3.65,125.366096,,10.90614801,78.2338797,GOOD,AVAILABLE,,,PLAIN,,PA,MUVANUR – II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2338797021657 10.9061480127274, 78.2314750179648 10.9068097639828)"
72,TN - 195,S,,SC on SC,25,LILO - 138/2 : TN - 198,275.0851804,3.96,123.494537,,10.90680976,78.23147502,GOOD,AVAILABLE,,SMALL CANAL,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2314750179648 10.9068097639828, 78.2288335449993 10.907515771687)"
73,TN - 196,S,,SC on SC,25,TN - 198 : TN - 199,301.3633421,6.04,123.14325,,10.90751577,78.22883354,GOOD,AVAILABLE,,,PLAIN,,PA,Odai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2288335449993 10.907515771687, 78.2264338899403 10.9081353619694)"
74,TN - 197,T,3W,SC on SC,24,TN - 199 : TN - 200,273.3380857,2.57,125.563354,4°8'49''LT,10.90813536,78.22643389,GOOD,AVAILABLE,,,PLAIN,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2264338899403 10.9081353619694, 78.2247463613748 10.9087040740996)"
75,LILO - 138/2,T,,DC on DC,46,TN - 200 : TN - 201,197.057166,3.46,124.60556,11°58'25''RT,10.90870407,78.22474636,GOOD,NO E/W,,,PLAIN, LILO TO  MAYANUR & KANIYALAMPATTY ,,"Carttrack, 2No Channel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2247463613748 10.9087040740996, 78.2239491585642 10.9087970294058)"
76,TN - 198,T,3W,SC on SC,24,TN - 201 : TN - 202,89.82036962,3.26,121.606392,9°9'10''LT,10.90879703,78.22394916,GOOD,NO E/W,,ROAD,PLAIN,,PC,"Pugalur Lines Juricdiction starts. SANKARAMALAIPPATTI, Mayanur LILO Xing, BT – Salaippatti – Mayanur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2239491585642 10.9087970294058, 78.2217633258551 10.9094156976789)"
77,TN - 199,S,,SC on SC,25,TN - 202 : TN - 203,250.7473003,2.8,120.509918,,10.9094157,78.22176333,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2217633258551 10.9094156976789, 78.2192423008382 10.9101065341383)"
78,TN - 200,S,,SC on SC,25,TN - 203 : TN - 204,288.2103741,1.86,123.101639,,10.91010653,78.2192423,GOOD,AVAILABLE,,,PLAIN,,PA,Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2192423008382 10.9101065341383, 78.2167658675462 10.9108013100922)"
79,TN - 201,S,,SC on SC,28,TN - 204 : TN - 205,283.6310884,2.39,118.196869,,10.91080131,78.21676587,GOOD,AVAILABLE,LT -2,ROAD,PLAIN,,PA+3,"LT-Line, BT-Koraikkutti-Mayanur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2167658675462 10.9108013100922, 78.2141826488077 10.9114628937095)"
