S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ,,,,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,joint_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
18,278,S,,SC on DC,26,279 - 278,249.2267152,,,,,51,,12.02120483,79.48943851,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4894385058432 12.021204829216, 79.4898949004709 12.0233498420566)"
19,277,S,,SC on DC,26,278 - 277,244.6694129,,,,,52,,12.02334984,79.4898949,GOOD,Available,,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4898949004709 12.0233498420566, 79.4903700705617 12.0254317391663)"
20,276,S,,SC on DC,26,277 - 276,238.2800687,,,,,53,,12.02543174,79.49037007,GOOD,Available,,POND,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4903700705617 12.0254317391663, 79.4908443186432 12.0276763290166)"
21,275,S,,SC on DC,26,276 - 275,255.8487841,,,,,56,,12.02767633,79.49084432,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4908443186432 12.0276763290166, 79.4913374260067 12.0298396982252)"
22,274,S,,SC on DC,26,275 - 274,247.5008565,,,,,55,,12.0298397,79.49133743,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4913374260067 12.0298396982252, 79.4918204750865 12.0321476552635)"
23,273,S,,SC on DC,26,274 - 273,262.9066878,,,,,56,,12.03214766,79.49182048,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4918204750865 12.0321476552635, 79.4922414142638 12.0340665243566)"
24,272,T,,SC on DC,26,273 - 272,219.3980426,13.15,3.85,2.6,20.6,58,1°58'5''LT,12.03406652,79.49224141,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4922414142638 12.0340665243566, 79.4928616750985 12.0364926662296)"
25,271,S,,SC on DC,26,272 - 271,278.9852163,,,,,55,,12.03649267,79.49286168,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4928616750985 12.0364926662296, 79.4934105221182 12.0385387726128)"
26,270,S,,SC on DC,26,271 - 270,236.3365992,,,,,57,,12.03853877,79.49341052,GOOD,Available,LT-2N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4934105221182 12.0385387726128, 79.4939770549535 12.0407025609165)"
27,269,S,,SC on DC,26,270 - 269,249.4184431,,,,,57,,12.04070256,79.49397705,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4939770549535 12.0407025609165, 79.4945169333368 12.0427215099334)"
28,268,S,,SC on DC,26,269 - 268,233.1826156,,,,,57,,12.04272151,79.49451693,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4945169333368 12.0427215099334, 79.4950375333428 12.044884962961)"
29,267,S,,SC on DC,26,268 - 267,248.181691,,,,,56,,12.04488496,79.49503753,GOOD,Available,LT-2N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4950375333428 12.044884962961, 79.4956587161868 12.0471484120935)"
30,266,T,2W,SC on DC,26,267 - 266,261.5955628,12.6,3.9,1.9,25.6,58,1°17'26''RT,12.04714841,79.49565872,GOOD,Available,LT,,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4956587161868 12.0471484120935, 79.4961618818342 12.0491581410169)"
31,265,S,,SC on DC,26,266 - 265,231.206892,,,,,57,,12.04915814,79.49616188,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4961618818342 12.0491581410169, 79.4967103097587 12.0512856356799)"
32,264,S,,SC on DC,26,265 - 264,245.0398858,,,,,56,,12.05128564,79.49671031,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4967103097587 12.0512856356799, 79.4973312411457 12.0535942632704)"
33,263,S,,SC on DC,26,264 - 263,266.4157725,,,,,55,,12.05359426,79.49733124,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4973312411457 12.0535942632704, 79.4977802596986 12.0554319117218)"
34,262,S,,SC on DC,26,263 - 262,211.317458,,,,,56,,12.05543191,79.49778026,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4977802596986 12.0554319117218, 79.4983645621687 12.0577223505824)"
35,261,S,,SC on DC,26,262 - 261,263.4713278,,,,,55,,12.05772235,79.49836456,GOOD,Available,"HT,LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4983645621687 12.0577223505824, 79.4989042729139 12.059777425602)"
36,260,T,,SC on DC,26,261 - 260,237.0435895,14.35,4.95,3.6,22.3,54,43°30'9''RT,12.05977743,79.49890427,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4989042729139 12.059777425602, 79.4980226643383 12.0613818895071)"
37,259,S,,SC on DC,26,260 - 259,204.0192325,,,,,55,,12.06138189,79.49802266,GOOD,Available,LT-2N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4980226643383 12.0613818895071, 79.4969280716031 12.063319701701399)"
38,258,S,,SC on DC,26,259 - 258,247.5000831,,,,,48,,12.0633197,79.49692807,GOOD,Available,LT-2N0,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4969280716031 12.063319701701399, 79.495889050886 12.0651583559811)"
39,257,S,,SC on DC,26,258 - 257,234.9735673,,,,,52,,12.06515836,79.49588905,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.495889050886 12.0651583559811, 79.4949053507298 12.0669520832598)"
40,256,S,,SC on DC,26,257 - 256,227.7208677,,,,,54,,12.06695208,79.49490535,GOOD,Available,LT-2N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4949053507298 12.0669520832598, 79.4938291981816 12.0688537694513)"
41,255,T,,SC on DC,26,256 - 255,243.0312646,14.85,5.1,4.2,15.2,57,0°41'49''RT,12.06885377,79.4938292,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4938291981816 12.0688537694513, 79.4926698971539 12.070845477283)"
42,254,S,,SC on DC,26,255 - 254,256.1535193,,,,,57,,12.07084548,79.4926699,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4926698971539 12.070845477283, 79.4915933255106 12.0728104468435)"
43,253,S,,SC on DC,26,254 - 253,249.1914582,,,,,56,,12.07281045,79.49159333,GOOD,Available,LT-2N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4915933255106 12.0728104468435, 79.4904616009444 12.0747931860387)"
44,252,S,,SC on DC,26,253 - 252,253.8086601,,,,,59,,12.07479319,79.4904616,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4904616009444 12.0747931860387, 79.4893760606646 12.0767129771411)"
45,251,S,,SC on DC,26,252 - 251,245.2770932,,,,,60,,12.07671298,79.48937606,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4893760606646 12.0767129771411, 79.4882813841104 12.0786326006054)"
46,250,S,,SC on DC,26,251 - 250,245.7458559,,,,,60,,12.0786326,79.48828138,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4882813841104 12.0786326006054, 79.4877058826386 12.0796962641179)"
47,LILO : 249/1,T,3W,DC on DC,28,250 -  249/1,135.5487648,12.05,3.7,1.4,26.5,62,94°42'4''LT,12.07969626,79.48770588,GOOD,Available,LT-2N0,,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4877058826386 12.0796962641179, 79.4861847348511 12.0790280587971)"
48, 249/2,S,,DC on DC,28, 249/1 -  249/2,183.5946891,,,,,63,,12.07902806,79.48618473,GOOD,Available,LT-2N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4861847348511 12.0790280587971, 79.4844160694628 12.0782771240919)"
49, 249/3,T,,DC on DC,28, 249/2 -  249/3,211.9475315,12.75,4.45,1.9,30.9,64,5°52'58''RT,12.07827712,79.48441607,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4844160694628 12.0782771240919, 79.4830424431711 12.0775192324072)"
50, 249/4,S,,DC on DC,28, 249/3 -  249/4,173.6857315,,,,,62,,12.07751923,79.48304244,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4830424431711 12.0775192324072, 79.4806155469268 12.076213248074)"
51, 249/5,S,,DC on DC,28, 249/4 -  249/5,303.3698895,,,,,62,,12.07621325,79.48061555,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4806155469268 12.076213248074, 79.4783717952668 12.0750166475772)"
52, 249/6,S,,DC on DC,28, 249/5 -  249/6,280.0746467,,,,,63,,12.07501665,79.4783718,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4783717952668 12.0750166475772, 79.475816655904 12.0736556779593)"
53, 249/7,S,,DC on DC,28, 249/6 -  249/7,318.5433407,,,,,66,,12.07365568,79.47581666,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.475816655904 12.0736556779593, 79.4736552983522 12.0725137274712)"
54, 249/8,S,,DC on DC,28, 249/7 -  249/8,269.3126539,,,,,67,,12.07251373,79.4736553,GOOD,Available,"LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4736552983522 12.0725137274712, 79.4714482594281 12.0713353995233)"
55, 249/9,S,,DC on DC,28, 249/8 -  249/9,275.6014284,,,,,70,,12.0713354,79.47144826,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4714482594281 12.0713353995233, 79.469040306285 12.0699570793658)"
56, 249/10,T,,DC on DC,28, 249/9 -  249/10,305.5117765,11.35,4,0.5,31.3,73,5°37'37''LT,12.06995708,79.46904031,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.469040306285 12.0699570793658, 79.4666123203933 12.0688679348677)"
57, 249/11,T,,DC on DC,28, 249/10 -  249/11,292.742618,11,3.55,0.3,27.9,75,93°27'8''RT,12.06886793,79.46661232,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4666123203933 12.0688679348677, 79.466756824404 12.0685916673392)"
58,"Gantry 
( Kanjanoor SS )",T,2W,H-POLE,15, 249/11 - Gantry,36.62146212,,,,,74,,12.06859167,79.46675682,GOOD,No E/W,,,PLAIN,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
