S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ,,,,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,joint_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,221,S,,DC on DC,28,222 - 221,327.4968214,12.3,3.75,1.6,25.8,52,,11.57827757,79.32354363,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.323543626815 11.5782775729894, 79.3210076820105 11.5767804812639)"
12,220,S,,DC on DC,28,221 - 220,323.6358291,12.4,3.95,1.7,27.4,54,,11.57678048,79.32100768,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3210076820105 11.5767804812639, 79.3184952065348 11.5753014106303)"
13,219,T,,DC on DC,28,220 - 219,320.4173989,12,3.35,1.4,23.1,54,1°12'56''RT,11.57530141,79.31849521,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3184952065348 11.5753014106303, 79.3175809085369 11.5747367218136)"
14,218,T,,DC on DC,28,219 - 218,118.9232135,12,3.25,1.5,22.1,55,1°50'3''LT,11.57473672,79.31758091,GOOD,Available,RAIL WAY LINE,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3175809085369 11.5747367218136, 79.3170700315386 11.5744433552026)"
15,217,T,,DC on DC,28,218 - 217,65.73378482,12.3,3.5,1.7,23,57,1°30'21''RT,11.57444336,79.31707003,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3170700315386 11.5744433552026, 79.3152887094765 11.5733572281897)"
16,LILO : 216,T,3W,DC on DC,28,217 - LILO : 216,229.6915302,15.95,7.3,4.5,41.7,53,79°35'23''RT,11.57335723,79.31528871,GOOD,Available,HT,ROAD,PLAIN,T-Off Point,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3152887094765 11.5733572281897, 79.3150744680315 11.5739164687693)"
17,1,T,,SC on DC,26,LILO : 216 - 1,67.38000504,12.3,4.7,1.3,35.4,53,3°57'30''LT,11.57391647,79.31507447,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3150744680315 11.5739164687693, 79.314232841134 11.5766687504947)"
18,2,S,,SC on DC,26,2-Jan,319.2481351,12.05,4.65,1,35.7,54,,11.57666875,79.31423284,GOOD,Available,2-LT,"CANAL,ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.314232841134 11.5766687504947, 79.3134099896997 11.5793398115783)"
19,3,T,,SC on DC,26,3-Feb,310.0553369,11.55,4.5,0.5,35.3,57,15°49'3''RT,11.57933981,79.31340999,GOOD,Available,"3-LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3134099896997 11.5793398115783, 79.3119570706039 11.5815823059529)"
20,4,S,,SC on DC,26,4-Mar,295.6139787,11.6,4.5,0.5,35.3,61,,11.58158231,79.31195707,GOOD,Available,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3119570706039 11.5815823059529, 79.3106986116617 11.5835095569491)"
21,5,S,,SC on DC,26,5-Apr,254.8090524,12.15,4.75,1.1,36.3,63,,11.58350956,79.31069861,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3106986116617 11.5835095569491, 79.3093938846141 11.5854997560381)"
22,6,S,,SC on DC,26,6-May,263.3958146,12.25,3.9,2.1,24.5,66,,11.58549976,79.30939388,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3093938846141 11.5854997560381, 79.3079780973494 11.5876520611345)"
23,7,S,,SC on DC,26,7-Jun,285.0315452,12.7,3.45,2.1,19.1,66,,11.58765206,79.3079781,GOOD,Available,LT,"CANAL, MUD ROAD",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3079780973494 11.5876520611345, 79.3064792454242 11.5898851677775)"
24,8,T,,SC on DC,26,8-Jul,297.472732,12.6,3.4,2.1,19.4,67,1°0'52''LT,11.58988517,79.30647925,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3064792454242 11.5898851677775, 79.3052113149315 11.5918484609574)"
25,9,S,,SC on DC,26,9-Aug,258.7224446,11.9,2.95,1.4,19.4,69,,11.59184846,79.30521131,GOOD,Available,"LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3052113149315 11.5918484609574, 79.3038417119532 11.5939377341419)"
26,10,S,,SC on DC,26,10-Sep,276.4397162,12,2.85,1.6,17.5,72,,11.59393773,79.30384171,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3038417119532 11.5939377341419, 79.3025736138224 11.5959190484136)"
27,11,T,,SC on DC,26,11-Oct,260.4153074,11.8,2.85,1.4,18.9,76,6°19'56''RT,11.59591905,79.30257361,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3025736138224 11.5959190484136, 79.3009661324322 11.597907487303)"
28,12,S,,SC on DC,26,12-Nov,282.5350078,12,3.2,1.5,28.5,74,,11.59790749,79.30096613,GOOD,Available,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3009661324322 11.597907487303, 79.2993675358593 11.5999501571059)"
29,13,S,,SC on DC,26,13-Dec,286.6572684,13.55,4.35,1.9,23,77,,11.59995016,79.29936754,GOOD,Available,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2993675358593 11.5999501571059, 79.2972703836858 11.6025503072887)"
30,14,S,,SC on DC,26,13 - 14,323.25,13.4,4.2,2.7,22.5,78,,11.60255031,79.29727038,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2972703836858 11.6025503072887, 79.2957969289273 11.6044338885694)"
31,15,S,,SC on DC,26,14 - 15,299.25,12.4,3.55,1.8,22.9,81,,11.60443389,79.29579693,GOOD,Available,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2957969289273 11.6044338885694, 79.2941363900899 11.6064390074461)"
32,LILO : 16,T,3W,DC on DC,28,15 - LILO : 16,287.6021309,12,3.25,1.5,22.1,82,122°3'36''LT,11.60643901,79.29413639,GOOD,Available,2-LT,,AGRI,LILO KOOPAVANUR,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2941363900899 11.6064390074461, 79.2963280901312 11.6067302785813)"
33, 16/1,T,,DC on DC,28,LILO : 16 -  16/1,242.4409533,14.2,5.15,3.3,27.9,78,7°0'42''LT,11.60673028,79.29632809,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2963280901312 11.6067302785813, 79.2986661382019 11.606753077358)"
34, 16/2,S,,DC on DC,28, 16/1 -  16/2,256.2519366,14.5,5.05,3.2,28.1,76,,11.60675308,79.29866614,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2986661382019 11.606753077358, 79.3009305931627 11.6068206354975)"
35, 16/3,S,,DC on DC,28, 16/2 -  16/3,248.3260662,13.9,4.85,3.1,26.7,75,,11.60682064,79.30093059,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3009305931627 11.6068206354975, 79.3032316770404 11.6068884450942)"
36, 16/4,S,,DC on DC,28, 16/3 -  16/4,252.3195247,14,4.95,3.2,27.1,72,,11.60688845,79.30323168,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3032316770404 11.6068884450942, 79.3054775241762 11.6070010140538)"
37, 16/5,S,,DC on DC,28, 16/4 -  16/5,246.4992819,13.55,4.55,2.8,26,69,,11.60700101,79.30547752,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3054775241762 11.6070010140538, 79.3077601678669 11.6070867609232)"
38, 16/6,S,,DC on DC,28, 16/5 -  16/6,250.3762585,13.65,4.75,2.8,27.9,67,,11.60708676,79.30776017,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3077601678669 11.6070867609232, 79.3099786061793 11.6071720886975)"
39, 16/7,T,,DC on DC,28, 16/6 -  16/7,243.3770735,11.26,3.1,1.26,32.3,66,44°32'9''RT,11.60717209,79.30997861,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3099786061793 11.6071720886975, 79.311518445611 11.6088083200156)"
40, 16/8,T,,DC on DC,28, 16/7 -  16/8,248.1583709,13.41,5.22,1.3,22.13,65,42°15'26''RT,11.60880832,79.31151845,GOOD,Available,"LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.311518445611 11.6088083200156, 79.3115388974547 11.6099745780229)"
41, 16/9,T,,DC on DC,28, 16/8 -  16/9,130.282363,13.2,4.75,2.5,20.11,68,83°51'14''RT,11.60997458,79.3115389,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3115388974547 11.6099745780229, 79.3112636357545 11.610009111464)"
42,"Gantry
 ( Kopoovanur SS )",T,2W,H-pole,15, 16/9 - Gantry ,31.51180179,,,,,70,,11.61000911,79.31126364,GOOD,NO E/W,,,PLAIN,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
