S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,joint_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
17,16,T,,DB,25,15-16,190.3578418,1.6,77.249962,"17°28'12""L",10.76472222,78.83844444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83844444444443 10.764722222222222, 78.83991666666667 10.766972222222224)"
18,17,T,2W,DC,26,16-17,296.2870408,0.33,83.758537,"44°22'12""R",10.76697222,78.83991667,GOOD,Available,HT,Village Road,PLAIN,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83991666666667 10.766972222222224, 78.8395 10.768861111111113)"
19,18,T,,DC,26,17-18,211.239088,2.04,82.644051,"73°43'48""R",10.76886111,78.8395,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8395 10.768861111111113, 78.83699999999999 10.769055555555557)"
20,19,S,,DA,26,18-19,275.5071709,2.01,81.848106,,10.76905556,78.837,GOOD,Available,"LT,HT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83699999999999 10.769055555555557, 78.83427777777777 10.769277777777779)"
21,20,T,,DB,25,19-20,299.3865273,0.53,86.515503,"6°8'60""R",10.76927778,78.83427778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83427777777777 10.769277777777779, 78.83183333333334 10.769222222222224)"
22,21,T,,DC,26,20-21,267.2152538,0.76,77.453644,"34°2'24""R",10.76922222,78.83183333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83183333333334 10.769222222222224, 78.83024999999999 10.76813888888889)"
23,22,T,,DC,26,21-22,209.4732012,1.82,85.043106,"43°41'60""R",10.76813889,78.83025,GOOD,Available,HT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83024999999999 10.76813888888889, 78.82997222222222 10.766666666666667)"
24,23,T,,DC,26,22-23,165.2803553,3.01,87.883751,"72°9'36""L",10.76666667,78.82997222,GOOD,Available,HT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82997222222222 10.766666666666667, 78.82755555555555 10.766583333333333)"
25,24,S,,DA,26,23-24,263.5095069,1.02,79.103203,,10.76658333,78.82755556,GOOD,Available,"HT,LT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82755555555555 10.766583333333333, 78.82516666666666 10.766472222222223)"
26,25,T,,DB,25,24-25,262.7700562,0.9,80.25531,"1°13'48""R",10.76647222,78.82516667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82516666666666 10.766472222222223, 78.82302777777777 10.766333333333334)"
27,26,T,,DC,26,25-26,233.3593845,1.22,85.019112,"74°5'60""L",10.76633333,78.82302778,GOOD,Available,"HT,LT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82302777777777 10.766333333333334, 78.8223611111111 10.768166666666668)"
28,27,T,,DB,25,26-27,215.255565,1.35,82.048973,"3°46'12""R",10.76816667,78.82236111,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8223611111111 10.768166666666668, 78.82155555555555 10.769972222222224)"
29,28,T,,DB,25,27-28,220.0508735,0.77,86.630684,"4°21'0""L",10.76997222,78.82155556,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82155555555555 10.769972222222224, 78.82072222222222 10.772277777777779)"
30,29,T,,DC,26,28-29,268.2004496,0.98,82.851784,"34°9'36""R",10.77227778,78.82072222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82072222222222 10.772277777777779, 78.81888888888888 10.773611111111112)"
31,30,T,,DB,25,29-30,251.9275505,1.47,81.850212,"19°51'36""R",10.77361111,78.81888889,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81888888888888 10.773611111111112, 78.81680555555555 10.774222222222223)"
32,31,T,,DB,25,30-31,235.4097669,2.03,82.871254,"12°15'0""R",10.77422222,78.81680556,GOOD,Available,,POND,Water Logged,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81680555555555 10.774222222222223, 78.81633333333333 10.77425)"
33,Gantry (Valavandankottai SS),Gantry,2W,H-POLE,12,31-Gantry,53.43561415,,84.373421,,10.77425,78.81633333,GOOD,NO E/W,,,PLAIN,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
