S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ,,,,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,joint_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,156,S,,SC on DC,26,157 - 156,278.0809944,,,,,97,0°42'42''RT,12.288998,79.41883748,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4188374839723 12.2889980021864, 79.4168985821306 12.290958110243)"
12,155,T,2W,SC on DC,26,156 - 155,303.7402271,13.15,3.55,2.7,14.8,98,5°18'41''LT,12.29095811,79.41689858,GOOD,Available,,,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4168985821306 12.290958110243, 79.4151854049414 12.2930454555898)"
13,154,S,,SC on DC,26,155 - 154,297.9769204,,,,,102,1°25'1''RT,12.29304546,79.4151854,GOOD,Available,"HT,LT-2NO",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4151854049414 12.2930454555898, 79.4136949349194 12.2947725467383)"
14,153,S,,SC on DC,26,154 - 153,251.8257834,,,,,102,0°59'7''LT,12.29477255,79.41369493,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4136949349194 12.2947725467383, 79.4121578615158 12.2966168168932)"
15,152,S,,SC on DC,26,153 - 152,265.027511,,,,,102,0°27'36''RT,12.29661682,79.41215786,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4121578615158 12.2966168168932, 79.4103060476481 12.2988028172403)"
16,151,S,,SC on DC,26,152 - 151,315.9768323,,,,,102,0°5'40''LT,12.29880282,79.41030605,GOOD,Available,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4103060476481 12.2988028172403, 79.4086579140275 12.3007548786699)"
17,150,S,,SC on DC,26,151 - 150,281.9122194,,,,,103,0°4'27''RT,12.30075488,79.40865791,GOOD,Available,,POND,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4086579140275 12.3007548786699, 79.4070283044129 12.3026799503713)"
18,149,S,,SC on DC,26,150 - 149,278.3275885,,,,,102,0°12'20''LT,12.30267995,79.4070283,GOOD,Available,LT-2NO,CANAL,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4070283044129 12.3026799503713, 79.4054634030908 12.3045420739799)"
19,148,T,,SC on DC,26,149 - 148,268.473712,12.15,5.6,0.7,43.9,105,0°42'50''RT,12.30454207,79.4054634,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4054634030908 12.3045420739799, 79.4038431812077 12.3064219672232)"
20,147,S,,SC on DC,26,148 - 147,273.8426812,,,,,105,0°39'56''LT,12.30642197,79.40384318,GOOD,Available,"LT,400kV",,AGRI,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4038431812077 12.3064219672232, 79.401972675696 12.308643925935)"
21,146,S,,SC on DC,26,147 - 146,320.3325333,,,,,105,0°22'55''RT,12.30864393,79.40197268,GOOD,Available,HT,POND,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.401972675696 12.308643925935, 79.4002227019518 12.310694810003)"
22,145,S,,SC on DC,26,146 - 145,297.4001545,,,,,105,0°28'40''LT,12.31069481,79.4002227,GOOD,Available,LT-3N0,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4002227019518 12.310694810003, 79.3985095247626 12.3127368092536)"
23,144,S,,SC on DC,26,145 - 144,294.0840539,,,,,108,0°53'11''RT,12.31273681,79.39850952,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3985095247626 12.3127368092536, 79.3966485746204 12.31488651596)"
24,143,S,,SC on DC,26,144 - 143,313.5401269,,,,,108,1°52'4''LT,12.31488652,79.39664857,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3966485746204 12.31488651596, 79.3948700185865 12.3170817364007)"
25,142,T,,SC on DC,26,143 - 142,311.7282029,16.95,8.15,5.4,43.3,112,7°26'16''RT,12.31708174,79.39487002,GOOD,Available,400kV,,AGRI,UP LINE,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3948700185865 12.3170817364007, 79.3927338905632 12.319112252444)"
26,141,S,2W,SC on DC,26,142 - 141,324.4219774,,,,,111,0°29'42''LT,12.31911225,79.39273389,GOOD,Available,LT-2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3927338905632 12.319112252444, 79.3906807433813 12.3210979253053)"
27,140,S,,SC on DC,26,141 - 140,314.4956136,,,,,109,0°32'38''RT,12.32109793,79.39068074,GOOD,Available,"HT,LT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3906807433813 12.3210979253053, 79.38909019343549 12.3226072546094)"
28,139,S,,SC on DC,26,140 - 139,241.6824191,,,,,107,0°47'54''LT,12.32260725,79.38909019,GOOD,Available,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.38909019343549 12.3226072546094, 79.3869906105101 12.3246559593826)"
29,138,T,,SC on DC,26,139 - 138,322.9876401,20.2,11.45,7.9,57.6,110,30°42'60''LT,12.32465596,79.38699061,GOOD,Available,"LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3869906105101 12.3246559593826, 79.3863696791231 12.3269755672663)"
30,137,S,,SC on DC,26,138 - 137,266.5905497,,,,,108,0°50'59''LT,12.32697557,79.38636968,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3863696791231 12.3269755672663, 79.3857194948941 12.3295571096241)"
31,136,S,,SC on DC,26,137 - 136,295.4533696,,,,,108,0°42'46''RT,12.32955711,79.38571949,GOOD,Available,HT,CANAL,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3857194948941 12.3295571096241, 79.385013571009 12.3322197049856)"
32,135,S,,SC on DC,26,136 - 135,305.6368969,,,,,119,0°3'59''RT,12.3322197,79.38501357,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.385013571009 12.3322197049856, 79.3843548372387 12.3346927855163)"
33,134,S,,SC on DC,26,135 - 134,284.0556009,,,,,113,0°23'52''RT,12.33469279,79.38435484,GOOD,Available,"HT,LT-2NO",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3843548372387 12.3346927855163, 79.3837246857583 12.3369942046701)"
34,133,T,,SC on DC,26,134 - 133,264.9039774,15.95,6.25,5.1,19.1,114,0°7'8''LT,12.3369942,79.38372469,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3837246857583 12.3369942046701, 79.3830285686999 12.33955739066)"
35,132,S,,SC on DC,26,133 - 132,294.7315357,,,,,116,1°12'15''LT,12.33955739,79.38302857,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3830285686999 12.33955739066, 79.3823404144495 12.3423194792121)"
36,131,S,,SC on DC,26,132 - 131,315.8339332,,,,,118,1°35'44''RT,12.34231948,79.38234041,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3823404144495 12.3423194792121, 79.3817387614399 12.3444764781743)"
37,130,S,,SC on DC,26,131 - 130,248.6738542,,,,,117,1°22'49''LT,12.34447648,79.38173876,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3817387614399 12.3444764781743, 79.3811059277504 12.3469764646142)"
38,129,S,,SC on DC,26,130 - 129,286.242368,,,,,118,1°2'52''RT,12.34697646,79.38110593,GOOD,Available,LT-2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3811059277504 12.3469764646142, 79.3805053643882 12.3491788934916)"
39,128,T,,SC on DC,26,129 - 128,253.4932225,14.05,4.6,3.4,20.4,119,0°8'31''LT,12.34917889,79.38050536,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3805053643882 12.3491788934916, 79.3798278551548 12.3516879323869)"
40,LILO : 127/1,T,3W,DC on DC,26,128 -  127/1,288.422352,13.25,3.95,2.6,20.4,116,91°0'27''LT,12.35168793,79.37982786,GOOD,Available,LT-2NO,MUD ROAD,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3798278551548 12.3516879323869, 79.3772113602608 12.3510305397212)"
41, 127/2,T,,DC on DC,26, 127/1 -  127/2,294.9600169,14,5.05,3.2,28.1,117,9°47'43''RT,12.35103054,79.37721136,GOOD,Available,"LT-3N0,HT-2NO",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3772113602608 12.3510305397212, 79.3742128182202 12.3497018404304)"
42, 127/3,S,,DC on DC,26, 127/2 -  127/3,358.9605872,,,,,119,0°55'38''RT,12.34970184,79.37421282,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3742128182202 12.3497018404304, 79.3715997599065 12.348493002355)"
43, 127/4,S,,DC on DC,26, 127/3 -  127/4,315.3341502,,,,,120,0°13'30''LT,12.348493,79.37159976,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3715997599065 12.348493002355, 79.3689592089504 12.3472839966416)"
44, 127/5,T,,DC on DC,26, 127/4 -  127/5,318.0516454,14.05,4.9,3.3,25.7,124,21°47'33''LT,12.347284,79.36895921,GOOD,Available,,POND,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3689592089504 12.3472839966416, 79.3662292230874 12.3471500538289)"
45, 127/6,S,,DC on DC,26, 127/5 -  127/6,298.5332203,,,,,125,0°8'31''RT,12.34715005,79.36622922,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3662292230874 12.3471500538289, 79.3638485111296 12.3470273427665)"
46, 126/7,S,,DC on DC,26, 127/6 -  126/7,260.5326796,,,,,126,0°2'53''RT,12.34702734,79.36384851,GOOD,Available,HT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3638485111296 12.3470273427665, 79.3611186090856 12.3468843474984)"
47, 126/8,S,,DC on DC,26, 126/7 -  126/8,298.5767334,,,,,130,0°12'40''RT,12.34688435,79.36111861,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3611186090856 12.3468843474984, 79.3585909623652 12.3467426095157)"
48, 126/9,S,,DC on DC,26, 126/8 -  126/9,276.6055167,,,,,134,0°2'59''LT,12.34674261,79.35859096,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3585909623652 12.3467426095157, 79.3563850130885 12.3466208204627)"
49, 126/10,T,2W,DC on DC,26, 126/9 -  126/10,241.5490569,22.55,13.2,10.5,48.3,137,51°52'20''RT,12.34662082,79.35638501,GOOD,Available,,,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3563850130885 12.3466208204627, 79.3544803094118 12.3438973724842)"
50, 127/11,S,,DC on DC,26, 126/10 -  127/11,366.8788974,,,,,141,0°20'52''LT,12.34389737,79.35448031,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3544803094118 12.3438973724842, 79.3525572493672 12.3411828931421)"
51, 127/12,S,,DC on DC,26, 127/11 -  127/12,367.2007028,,,,,140,0°17'20''LT,12.34118289,79.35255725,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3525572493672 12.3411828931421, 79.3507890030741 12.3387134168297)"
52, 127/13,T,,DC on DC,26, 127/12 -  127/13,335.3423448,113.5,16.5,11.7,80.1,139,28°5'6''LT,12.33871342,79.350789,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3507890030741 12.3387134168297, 79.3479016888886 12.3372857272624)"
53, 127/14,S,,DC on DC,26, 127/13 -  127/14,352.7675445,,,,,141,0°30'35''RT,12.33728573,79.34790169,GOOD,Available,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3479016888886 12.3372857272624, 79.3450604751706 12.3358492366969)"
54, 127/15,S,,DC on DC,26, 127/14 -  127/15,348.7414826,,,,,138,0°1'1''LT,12.33584924,79.34506048,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3450604751706 12.3358492366969, 79.3420360330492 12.3343212157487)"
55, 127/16,T,,DC on DC,26, 127/15 -  127/16,371.0971467,113.5,17.5,11.5,94,137,151°55'21''RT,12.33432122,79.34203603,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3420360330492 12.3343212157487, 79.3394797202199 12.3343780450522)"
56, 127/17,S,,DC on DC,26, 127/16 -  127/17,279.3632612,,,,,141,3°38'55''LT,12.33437805,79.33947972,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3394797202199 12.3343780450522, 79.3369315378367 12.3345974832773)"
57, 127/18,S,,DC on DC,26, 127/17 -  127/18,279.4691462,,,,,140,3°55'32''RT,12.33459748,79.33693154,GOOD,Available,"LT-2NO,HT","ROAD,CANAL",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3369315378367 12.3345974832773, 79.3346235807985 12.3346376325935)"
58, 127/19,S,,DC on DC,26, 127/18 -  127/19,252.3189514,,,,,134,1°15'30''LT,12.33463763,79.33462358,GOOD,Available,LT-2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3346235807985 12.3346376325935, 79.3320393562316 12.334739388898)"
59, 127/20,T,2W,DC on DC,26, 127/19 -  127/20,282.5540446,15.8,6.75,4.6,34.1,134,163°14'38''LT,12.33473939,79.33203936,GOOD,Available,LT,CANAL,AGRI,,2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3320393562316 12.334739388898, 79.329175511375 12.3339986801147)"
60, 127/21,S,,DC on DC,26, 127/20 -  127/21,323.3405314,,,,,132,1°47'40''RT,12.33399868,79.32917551,GOOD,Available,LT,POND,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.329175511375 12.3339986801147, 79.3264591041952 12.3332045786082)"
61, 127/22,S,,DC on DC,26, 127/21 -  127/22,309.4912411,,,,,132,1°15'43''LT,12.33320458,79.3264591,GOOD,Available,LT-2NO,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3264591041952 12.3332045786082, 79.3233935069292 12.3323812242597)"
62, 127/23,S,,DC on DC,26, 127/22 -  127/23,346.9068172,,,,,130,0°57'32''RT,12.33238122,79.32339351,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3233935069292 12.3323812242597, 79.3206862360239 12.3316053114831)"
63, 127/24,S,,DC on DC,26, 127/23 -  127/24,307.972267,,,,,128,0°33'36''LT,12.33160531,79.32068624,GOOD,Available,LT-2NO,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3206862360239 12.3316053114831, 79.318107208237 12.3308933526277)"
64, 127/25,T,,DC on DC,26, 127/24 -  127/25,292.6162787,15.75,6.75,4.6,34.8,126,12°47'7''LT,12.33089335,79.31810721,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.318107208237 12.3308933526277, 79.315625578165 12.3307786043733)"
65, 127/26,S,,DC on DC,26, 127/25 -  127/26,271.4742675,,,,,128,0°34'49''RT,12.3307786,79.31562558,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.315625578165 12.3307786043733, 79.3134658131748 12.3306568153202)"
66, 127/27,T,,DC on DC,26, 127/26 -  127/27,236.5532144,15.6,6.55,4.5,33.3,130,8°7'2''RT,12.33065682,79.31346581,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3134658131748 12.3306568153202, 79.3105367571115 12.3300691600888)"
67, 127/28,T,,DC on DC,26, 127/27 -  127/28,326.4088111,15.5,6.6,4.3,35.6,135,60°16'25''RT,12.33006916,79.31053676,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3105367571115 12.3300691600888, 79.3104735575616 12.3298789747059)"
68,"Gantry 
( THAYANUR SS )",T,2W,DC on DC,26, 127/28 -  Gantry,23.38414651,,,,,135,,12.32987897,79.31047356,GOOD,NOT Available,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
