S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
169,TN - 284,,S,DC on DC,32,TN - 281 : TN - 280,302.7336847,6.76,152,,9.586817008,77.88766544,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8876654431223 9.58681700751185, 77.8873408120125 9.58418492227792)"
170,TN - 283,,S,DC on DC,32,TN - 280 : TN - 279,295.5424185,4.87,153,,9.584184922,77.88734081,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8873408120125 9.58418492227792, 77.887030178681 9.58150162361562)"
171,TN - 282,,S,DC on DC,32,TN - 279 : TN - 278,300.9909124,6.71,154,,9.581501624,77.88703018,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.887030178681 9.58150162361562, 77.8867006022483 9.5788312330842)"
172,TN - 281,,S,DC on DC,32,TN - 278 : TN - 277,299.8171806,2.04,157,,9.578831233,77.8867006,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8867006022483 9.5788312330842, 77.8863912262022 9.57617618143558)"
173,TN - 280,,S,DC on DC,32,TN - 277 : TN - 276,297.8685868,7.55,158,,9.576176181,77.88639123,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8863912262022 9.57617618143558, 77.886052345857 9.5733399130404)"
174,TN - 279,,S,DC on DC,32,TN - 276 : TN - 275,318.1697852,3.41,156,,9.573339913,77.88605235,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.886052345857 9.5733399130404, 77.8857584763318 9.57089927047491)"
175,TN - 278,,T,DC on DC,30,TN - 275 : TN - 274,274.0971071,3.41,157,34°8'28''LT,9.57089927,77.88575848,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8857584763318 9.57089927047491, 77.884207740426 9.56911576911807)"
176,TN - 277,,S,DC on DC,32,TN - 274 : TN - 273,262.785844,6.17,152,,9.569115769,77.88420774,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.884207740426 9.56911576911807, 77.8826319426298 9.56734048202633)"
177,TN - 276,,S,DC on DC,32,TN - 273 : TN - 272,263.9104492,7.47,156,,9.567340482,77.88263194,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8826319426298 9.56734048202633, 77.8808388859033 9.56529999151825)"
178,TN - 275,,S,DC on DC,32,TN - 272 : TN - 271,301.7224534,1.97,152,,9.565299992,77.88083889,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8808388859033 9.56529999151825, 77.8790539596229 9.56325187347829)"
179,TN - 274,,S,DC on DC,32,TN - 271 : TN - 270,301.7743937,2.47,153,,9.563251873,77.87905396,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8790539596229 9.56325187347829, 77.8772291354835 9.56119026057422)"
180,TN - 273,,S,DC on DC,32,TN - 270 : TN - 269,305.7814257,5.54,154,,9.561190261,77.87722914,GOOD,AVAILABLE,400KV UP XING,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8772291354835 9.56119026057422, 77.8757271822541 9.55946618691086)"
181,TN - 272,2W,T,DC on DC,30,TN - 269 : TN - 268,254.3049046,5.5,157,20°58'22''RT,9.559466187,77.87572718,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8757271822541 9.55946618691086, 77.8749132994562 9.55724079161882)"
182,TN - 271,,S,DC on DC,32,TN - 268 : TN - 267,264.0738618,1.65,158,,9.557240792,77.8749133,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8749132994562 9.55724079161882, 77.8740679007023 9.55490659922361)"
183,TN - 270,,S,DC on DC,32,TN - 267 : TN - 266,276.5774723,5.32,156,,9.554906599,77.8740679,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8740679007023 9.55490659922361, 77.8731091786175 9.55224366858601)"
184,TN - 269,,S,DC on DC,32,TN - 266 : TN - 265,315.0350679,4.25,152,,9.552243669,77.87310918,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8731091786175 9.55224366858601, 77.872164202854 9.549619294703)"
185,TN - 268,,S,DC on DC,32,TN - 265 : TN - 264,310.5075891,7.62,153,,9.549619295,77.8721642,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.872164202854 9.549619294703, 77.8712015412747 9.54696482978761)"
186,TN - 267,,S,DC on DC,32,TN - 264 : TN - 263,314.2990664,2.77,154,,9.54696483,77.87120154,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8712015412747 9.54696482978761, 77.8702440764755 9.54431497491896)"
187,TN - 266,,S,DC on DC,32,TN - 263 : TN - 262,313.6257049,6.36,157,,9.544314975,77.87024408,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8702440764755 9.54431497491896, 77.8692899644374 9.54165916889905)"
188,TN - 265,,S,DC on DC,32,TN - 262 : TN - 261,314.1219269,2.44,158,,9.541659169,77.86928996,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8692899644374 9.54165916889905, 77.8683273028582 9.53900436870753)"
189,TN - 264,,S,DC on DC,32,TN - 261 : TN - 260,314.3339413,4.21,156,,9.539004369,77.8683273,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8683273028582 9.53900436870753, 77.8674073051661 9.53644143417477)"
190,TN - 263,,S,DC on DC,32,TN - 260 : TN - 259,303.179563,6.16,157,,9.536441434,77.86740731,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8674073051661 9.53644143417477, 77.8666308894753 9.53425836749374)"
191,TN - 262,,S,DC on DC,32,TN - 259 : TN - 258,258.2745934,3.91,152,,9.534258367,77.86663089,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8666308894753 9.53425836749374, 77.8659502789378 9.53235768713057)"
192,TN - 261,2W,T,DC on DC,30,TN - 258 : TN - 257,225.2944397,2.86,156,2°49'49''RT,9.532357687,77.86595028,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8659502789378 9.53235768713057, 77.8652151860296 9.52993389219045)"
193,TN - 260,,S,DC on DC,32,TN - 257 : TN - 256,282.1995057,3.36,152,,9.529933892,77.86521519,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8652151860296 9.52993389219045, 77.8644208330661 9.52732066623866)"
194,TN - 259,,S,DC on DC,32,TN - 256 : TN - 255,304.1557376,1.26,153,,9.527320666,77.86442083,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8644208330661 9.52732066623866, 77.8636350296437 9.52471925877034)"
195,TN - 258,,S,DC on DC,32,TN - 255 : TN - 254,302.6322678,3.52,154,,9.524719259,77.86363503,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8636350296437 9.52471925877034, 77.8628498129546 9.52210804447531)"
196,TN - 257,,S,DC on DC,32,TN - 254 : TN - 253,303.6537632,3.54,157,,9.522108044,77.86284981,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8628498129546 9.52210804447531, 77.8620516881346 9.5195082295686)"
197,TN - 256,,S,DC on DC,32,TN - 253 : TN - 252,302.8552144,3.83,158,,9.51950823,77.86205169,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8620516881346 9.5195082295686, 77.8612745180726 9.51690782792866)"
198,TN - 255,,S,DC on DC,32,TN - 252 : TN - 251,302.254257,6.24,156,,9.516907828,77.86127452,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8612745180726 9.51690782792866, 77.8605958353728 9.51465502381324)"
199,TN - 254,,S,DC on DC,32,TN - 251 : TN - 250,262.2883397,2.83,152,,9.514655024,77.86059584,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8605958353728 9.51465502381324, 77.8598040807992 9.51203794218599)"
200,TN - 253,,S,DC on DC,32,TN - 250 : TN - 249,304.4818362,8.43,153,,9.512037942,77.85980408,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8598040807992 9.51203794218599, 77.8590147569775 9.50940543785691)"
201,TN - 252,,T,DC on DC,36,TN - 249 : TN - 248,306.0409437,5.82,154,49°41'20''RT,9.509405438,77.85901476,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8590147569775 9.50940543785691, 77.859745407477 9.50828025117516)"
202,TN - 251,2W,T,DC on DC,36,TN - 248 : TN - 247,150.1893801,5.83,157,35°16'22''LT,9.508280251,77.85974541,GOOD,AVAILABLE,,RAILWAY,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.859745407477 9.50828025117516, 77.8596654441207 9.50626708567142)"
203,TN - 250,,S,DC on DC,32,TN - 247 : TN - 246,225.0211349,6.23,158,,9.506267086,77.85966544,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8596654441207 9.50626708567142, 77.8595607541501 9.50370239093899)"
204,TN - 249,,S,DC on DC,32,TN - 246 : TN - 245,286.1325976,8.54,156,,9.503702391,77.85956075,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8595607541501 9.50370239093899, 77.8594610933214 9.50107231736183)"
205,TN - 248,,S,DC on DC,32,TN - 245 : TN - 244,293.3425811,2.98,157,,9.501072317,77.85946109,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8594610933214 9.50107231736183, 77.8593568224459 9.49841910973191)"
206,TN - 247,,S,DC on DC,32,TN - 244 : TN - 243,295.92087,8.04,152,,9.49841911,77.85935682,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8593568224459 9.49841910973191, 77.8592578321695 9.49578300118446)"
207,TN - 246,,S,DC on DC,32,TN - 243 : TN - 242,294.0072767,3.42,156,,9.495783001,77.85925783,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8592578321695 9.49578300118446, 77.8591600991785 9.49308302253484)"
208,TN - 245,,S,DC on DC,32,TN - 242 : TN - 241,301.0675432,2.81,152,,9.493083023,77.8591601,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8591600991785 9.49308302253484, 77.8590562473982 9.49048454873263)"
209,TN - 244,,S,DC on DC,32,TN - 241 : TN - 240,289.8647922,1.22,153,,9.490484549,77.85905625,GOOD,AVAILABLE,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8590562473982 9.49048454873263, 77.8589730989187 9.48819293640554)"
210,TN - 243,,T,DC on DC,30,TN - 240 : TN - 239,255.8348592,0.84,154,24°47'3''RT,9.488192936,77.8589731,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8589730989187 9.48819293640554, 77.8600450605154 9.48563109152019)"
211,TN - 242,,S,DC on DC,32,TN - 239 : TN - 238,309.079667,1.52,157,,9.485631092,77.86004506,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8600450605154 9.48563109152019, 77.8610860928893 9.48302398435771)"
212,TN - 241,,S,DC on DC,32,TN - 238 : TN - 237,312.4444684,1.38,158,,9.483023984,77.86108609,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8610860928893 9.48302398435771, 77.8621676098555 9.48045861907303)"
213,TN - 240,,S,DC on DC,32,TN - 237 : TN - 236,309.8446668,1.49,156,,9.480458619,77.86216761,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8621676098555 9.48045861907303, 77.8632399067282 9.47786425240337)"
214,TN - 239,,S,DC on DC,32,TN - 236 : TN - 235,312.4230308,1.73,152,,9.477864252,77.86323991,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8632399067282 9.47786425240337, 77.8643212560564 9.4752724841237)"
215,TN - 238,,S,DC on DC,32,TN - 235 : TN - 234,312.5369117,0.79,153,,9.475272484,77.86432126,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8643212560564 9.4752724841237, 77.8653446864336 9.47284324094653)"
216,TN - 237,2W,T,DC on DC,30,TN - 234 : TN - 233,293.4819613,4.25,154,8°17'44''LT,9.472843241,77.86534469,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8653446864336 9.47284324094653, 77.8660307452082 9.47020000778138)"
217,TN - 236,,S,DC on DC,32,TN - 233 : TN - 232,304.153307,1.94,157,,9.470200008,77.86603075,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8660307452082 9.47020000778138, 77.8666842821985 9.46769205853343)"
218,TN - 235,,S,DC on DC,32,TN - 232 : TN - 231,288.7602005,4.11,158,,9.467692059,77.86668428,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8666842821985 9.46769205853343, 77.8673671558499 9.46505527943372)"
219,TN - 234,,S,DC on DC,32,TN - 231 : TN - 230,303.3747136,3.76,156,,9.465055279,77.86736716,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8673671558499 9.46505527943372, 77.8680813778191 9.46233225055038)"
220,TN - 233,,S,DC on DC,32,TN - 230 : TN - 229,313.4811764,2.27,157,,9.462332251,77.86808138,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8680813778191 9.46233225055038, 77.8686505928635 9.46010165847837)"
221,TN - 232,,T,DC on DC,30,TN - 229 : TN - 228,256.719339,3.04,152,19°12'31''LT,9.460101658,77.86865059,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8686505928635 9.46010165847837, 77.8684154804795 9.45735524408519)"
222,TN - 231,,S,DC on DC,32,TN - 228 : TN - 227,307.1129226,2.29,156,,9.457355244,77.86841548,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8684154804795 9.45735524408519, 77.8681694716215 9.45453967899084)"
223,TN - 230,,S,DC on DC,32,TN - 227 : TN - 226,314.8419302,2.95,152,,9.454539679,77.86816947,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8681694716215 9.45453967899084, 77.8679120633751 9.45170173421502)"
224,TN - 229,,S,DC on DC,32,TN - 226 : TN - 225,317.4198855,0.37,153,,9.451701734,77.86791206,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8679120633751 9.45170173421502, 77.8676763642579 9.44880587048828)"
225,TN - 228,,S,DC on DC,32,TN - 225 : TN - 224,323.6048624,2.25,154,,9.44880587,77.86767636,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8676763642579 9.44880587048828, 77.8674161899834 9.44601008668541)"
226,TN - 227,,S,DC on DC,32,TN - 224 : TN - 223,312.7995844,1.09,157,,9.446010087,77.86741619,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8674161899834 9.44601008668541, 77.867161212489 9.44331438280642)"
227,TN - 226,,S,DC on DC,32,TN - 223 : TN - 222,301.7158573,1.15,158,,9.443314383,77.86716121,GOOD,AVAILABLE,110KV DOWN XING,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.867161212489 9.44331438280642, 77.8669282793998 9.44048398174345)"
228,TN - 225,,S,DC on DC,32,TN - 222 : TN - 221,316.3573272,1.75,156,,9.440483982,77.86692828,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8669282793998 9.44048398174345, 77.8666972741484 9.43778282962739)"
229,TN - 224,,S,DC on DC,32,TN - 221 : TN - 220,302.0817381,1.99,152,,9.43778283,77.86669727,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8666972741484 9.43778282962739, 77.8664496727287 9.43511260673403)"
230,TN - 223,2W,T,DC on DC,30,TN - 220 : TN - 219,298.8320296,2.82,153,6°39'54''LT,9.435112607,77.86644967,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8664496727287 9.43511260673403, 77.8659848961979 9.43291897885501)"
231,TN - 222,,S,DC on DC,32,TN - 219 : TN - 218,250.1403037,8.72,154,,9.432918979,77.8659849,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8659848961979 9.43291897885501, 77.8653910383582 9.43023651838302)"
232,TN - 221,,S,DC on DC,32,TN - 218 : TN - 217,306.0259561,7.79,157,,9.430236518,77.86539104,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8653910383582 9.43023651838302, 77.8648022934794 9.42759102210402)"
233,TN - 220,,S,DC on DC,32,TN - 217 : TN - 216,301.9090471,4.11,158,,9.427591022,77.86480229,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8648022934794 9.42759102210402, 77.8642003051936 9.42487721331417)"
234,TN - 219,,S,DC on DC,32,TN - 216 : TN - 215,309.6068741,2.54,156,,9.424877213,77.86420031,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8642003051936 9.42487721331417, 77.8636219538748 9.42227639257907)"
235,TN - 218,,S,DC on DC,32,TN - 215 : TN - 214,296.8335051,6.63,157,,9.422276393,77.86362195,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8636219538748 9.42227639257907, 77.8630153555423 9.41952939145267)"
236,TN - 217,,S,DC on DC,32,TN - 214 : LILO - 213,313.3040637,5.16,152,,9.419529391,77.86301536,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8630153555423 9.41952939145267, 77.8624285385012 9.41686176694929)"
237,TN - 216,,S,DC on DC,32,LILO - 213 : TN - 212/1,304.2556685,2.36,156,,9.416861767,77.86242854,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8624285385012 9.41686176694929, 77.861836105585 9.41419590264558)"
238,TN - 215,,S,DC on DC,32,TN - 212/1 : TN - 212/2,304.1976491,3.22,152,,9.414195903,77.86183611,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.861836105585 9.41419590264558, 77.8612575866281 9.41156297922134)"
239,TN - 214,,S,DC on DC,32,TN - 212/2 : TN - 212/3,300.3081079,3.45,153,,9.411562979,77.86125759,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8612575866281 9.41156297922134, 77.8607561811804 9.40931403078138)"
240,LILO - 213,3W,T,DC on DC,30,TN - 212/3 : X1 - 230KV UP XING,256.9751872,3.96,154,4°36'32''RT,9.409314031,77.86075618,GOOD,AVAILABLE,,,PLAIN,COMMON TOWER FOR 230KV ANUPANKULAM - KAYATHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8607561811804 9.40931403078138, 77.8606373257935 9.40846402198076)"
241,TN - 212/1,,T,DC on DC,30,X1 - 230KV UP XING : TN - 212/4,96.99430557,6.04,157,78°31'37''LT,9.408464022,77.86063733,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8606373257935 9.40846402198076, 77.8580788336694 9.40830694511532)"
242,TN - 212/2,,S,DC on DC,32,TN - 212/4 : TN - 212/5,283.7715796,2.57,158,,9.408306945,77.85807883,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8580788336694 9.40830694511532, 77.8553286474198 9.40811265259981)"
243,TN - 212/3,,S,DC on DC,32,TN - 212/5 : TN - 212/6,305.0695431,3.46,154,5°54'51''RT,9.408112653,77.85532865,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8553286474198 9.40811265259981, 77.8532936889678 9.40811424516141)"
244,X1 - 230KV UP XING,,T,DC on DC,55,TN - 212/6 : TN - 212/7,225.686001,3.26,152,20°4'56''LT,9.408114245,77.85329369,GOOD,AVAILABLE,230KV CHEKKANURANI - KAYATHAR LINE,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8532936889678 9.40811424516141, 77.8526351228356 9.40787619911134)"
245,TN - 212/4,,S,DC on DC,32,TN - 212/7 : TN - 212/8,79.03724184,2.8,153,16°1'14''LT,9.407876199,77.85263512,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8526351228356 9.40787619911134, 77.8499528300017 9.40769556909799)"
246,TN - 212/5,,S,DC on DC,32,TN - 212/8 : TN - 212/9,297.5186851,1.86,154,,9.407695569,77.84995283,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8499528300017 9.40769556909799, 77.8473022207617 9.40746850334107)"
247,TN - 212/6,,S,DC on DC,32,TN - 212/9 : TN - 212/10,294.4404445,2.39,156,,9.407468503,77.84730222,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8473022207617 9.40746850334107, 77.8446239512413 9.40727043896913)"
248,TN - 212/7,,S,DC on DC,32,TN - 212/10 : TN - 212/11,297.2135137,2.03,157,,9.407270439,77.84462395,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8446239512413 9.40727043896913, 77.8420923650264 9.40707639791071)"
249,TN - 212/8,2W,T,DC on DC,30,TN - 212/11 : TN - 212/12,281.101934,8.39,152,24°16'37''RT,9.407076398,77.84209237,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8420923650264 9.40707639791071, 77.8399401437491 9.40828615799546)"
250,TN - 212/9,,S,DC on DC,32,TN - 212/12 : TN - 212/13,273.8443117,4.22,153,,9.408286158,77.83994014,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8399401437491 9.40828615799546, 77.8376332763582 9.40958216786384)"
251,TN - 212/10,,S,DC on DC,32,TN - 212/13 : TN - 212/14,293.3392379,9.25,154,,9.409582168,77.83763328,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8376332763582 9.40958216786384, 77.8353383950889 9.4108551274985)"
252,TN - 212/11,,S,DC on DC,32,TN - 212/14 : TN - 212/15,290.9390394,7.49,156,,9.410855127,77.8353384,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8353383950889 9.4108551274985, 77.8329765424132 9.41217167302966)"
253,TN - 212/12,,S,DC on DC,32,TN - 212/15 : TN - 212/16,299.7178451,6.76,154,,9.412171673,77.83297654,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8329765424132 9.41217167302966, 77.8308448567986 9.41336374729871)"
254,TN - 212/13,,T,DC on DC,30,TN - 212/16 :  GANTRY AT ANUPANKULAM SS,270.9111282,3.65,150,31°8'4''LT,9.413363747,77.83084486,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8308448567986 9.41336374729871, 77.8296361025422 9.41548713482916)"
255,TN - 212/14,,S,DC on DC,32, GANTRY AT ANUPANKULAM SS : ,271.9951307,3.348,151,,9.415487135,77.8296361,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8296361025422 9.41548713482916, 77.8283586166799 9.41779006272554)"
