,Tower No,Joint Box,Type,Supspension/ Tenion,Tower Hight (Mtrs),Span Between Tower No.,Span Length (Mtrs),Footing Resistance of Tower (ohms),Ground Elevation,Horizontal Angle(˚),Latitude,Longitude,"Condition of    Tower  (Missing  parts, broken, etc)","Condition of Earht wire (Missing, Broken etc)",GROUND EARTH AVAILABLE,Crossing Objects,,,Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO-73,,SA,S,26,74-73,292.0616373,5.64,117,,8.94934018,77.52290574,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52290574 8.94934018, 77.52225796 8.95161281)"
12,T.NO-72,,SA,S,26,73-72,261.4000765,6.33,114,,8.95161281,77.52225796,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52225796 8.95161281, 77.52160152 8.95394876)"
13,T.NO-71,,SA,S,26,72-71,268.4026825,2.81,116,,8.95394876,77.52160152,GOOD,GOOD,NO,"LT,33KV",MUDROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52160152 8.95394876, 77.52093536 8.95619441)"
14,T.NO-70,,SA,S,26,71-70,259.0926475,5.38,118,,8.95619441,77.52093536,GOOD,GOOD,NO,"LT,11KV",,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52093536 8.95619441, 77.52020023 8.95898273)"
15,T.NO-69,,SB,T,24,70-69,318.9874606,4.29,119,"10°36'22.73""",8.95898273,77.52020023,GOOD,GOOD,NO,2nos LT,TAAR ROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52020023 8.95898273, 77.51917894 8.9611314)"
16,T.NO-68,,SA,S,29,69-68,262.9923953,4.66,119,,8.9611314,77.51917894,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51917894 8.9611314, 77.51813231 8.96356037)"
17,T.NO-67,,SA,S,26,68-67,292.426059,5.18,119,,8.96356037,77.51813231,GOOD,GOOD,NO,,2nos TAAR ROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51813231 8.96356037, 77.51704913 8.96596249)"
18,T.NO-66,,SA,S,26,67-66,291.317696,4.15,119,,8.96596249,77.51704913,GOOD,GOOD,NO,"33KV,400KV DC LINE CROSSING ABOVE OUR LINE",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51704913 8.96596249, 77.51600285 8.96844569)"
19,T.NO-65,,SB,T,24,66-65,297.9345566,3.96,122,"1°40'30.36""",8.96844569,77.51600285,GOOD,GOOD,NO,"2nos LT,11KV",,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51600285 8.96844569, 77.51580639 8.96895308)"
20,T.NO-1 LILO 110KV SURANDAI,3W,SC,T,26,65-1,60.16643583,3.74,123,"17°34'35.33""",8.96895308,77.51580639,GOOD,GOOD,NO,,,PLAINLAND,NEED 3 WAY JUNCTION BOX.2 EARTH WIRE ON THIS TOWER.ONE CONNECTED TO OUR T.NO-64 ANOTHER EARTH WIRE CONNECTED TO SURANDAI TOWER.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51580639 8.96895308, 77.51573287 8.97015547)"
21,T.NO-64,,SB,T,24,Jan-64,133.3041635,4.96,124,"5°29'42.91""",8.97015547,77.51573287,GOOD,GOOD,NO,33KV ,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51573287 8.97015547, 77.51531474 8.97278802)"
22,T.NO-63,,SA,S,26,64-63,294.9321956,4.12,124,,8.97278802,77.51531474,GOOD,GOOD,NO,"2nos 11KV,LT",TAAR ROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51531474 8.97278802, 77.5150754 8.97498558)"
23,T.NO-62,,SA,S,26,63-62,244.6078494,3.69,123,,8.97498558,77.5150754,GOOD,GOOD,NO,2nos LT,TAAR ROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5150754 8.97498558, 77.51464862 8.97768144)"
24,T.NO-61,,SA,S,26,62-61,302.0016556,5.16,126,,8.97768144,77.51464862,GOOD,GOOD,NO,LT,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51464862 8.97768144, 77.51434509 8.97979811)"
25,T.NO-60,,SC,T,26,61-60,236.6030431,4.05,123,"22°50'33.95""",8.97979811,77.51434509,GOOD,GOOD,NO,11KV,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51434509 8.97979811, 77.51291623 8.98216644)"
26,T.NO-59,,SA,S,26,60-59,305.6174079,2.16,126,,8.98216644,77.51291623,GOOD,GOOD,NO,,POND,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51291623 8.98216644, 77.51156805 8.98437156)"
27,T.NO-58,,SA,S,26,59-58,285.5678553,3.74,125,,8.98437156,77.51156805,GOOD,GOOD,NO,33KV,MUDROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51156805 8.98437156, 77.51019289 8.98662205)"
28,T.NO-57,,SA,S,26,58-57,291.3983528,4.68,128,,8.98662205,77.51019289,GOOD,GOOD,NO,2nos LT,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51019289 8.98662205, 77.50875434 8.98890911)"
29,T.NO-56,,SA,S,26,57-56,298.5029313,3.67,127,,8.98890911,77.50875434,GOOD,GOOD,NO,,,CULTIVATION,HEAVY BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50875434 8.98890911, 77.50742453 8.99115025)"
30,T.NO-55,,SA,S,26,56-55,287.9461755,6.81,131,,8.99115025,77.50742453,GOOD,GOOD,NO,"LT,11KV",TAAR ROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50742453 8.99115025, 77.50604018 8.99339176)"
31,T.NO-54,,SA,S,26,55-54,291.0755916,5.64,130,,8.99339176,77.50604018,GOOD,GOOD,NO,2nos LT,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50604018 8.99339176, 77.50447626 8.99595981)"
32,T.NO-53,,SA,S,26,54-53,332.2122815,6.2,130,,8.99595981,77.50447626,GOOD,GOOD,NO,,"TAAR ROAD ,MUD ROAD",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50447626 8.99595981, 77.50321751 8.99796551)"
33,T.NO-52,,SB,T,24,53-52,261.6123086,5.47,135,"2°20'23.56""",8.99796551,77.50321751,GOOD,GOOD,NO,33KV,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50321751 8.99796551, 77.50214869 8.99983436)"
34,T.NO-51,,SA,S,26,52-51,237.90124,4.47,134,,8.99983436,77.50214869,GOOD,GOOD,NO,"11KV,2nos LT",TAAR ROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50214869 8.99983436, 77.500882 9.00201181)"
35,T.NO-50,,SA,S,26,51-50,278.354091,5.02,135,,9.00201181,77.500882,GOOD,GOOD,NO,11KV,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.500882 9.00201181, 77.49968734 9.00408936)"
36,T.NO-49,,SA,S,26,50-49,264.8206941,INSIDE POND,137,,9.00408936,77.49968734,GOOD,GOOD,NO," 2nos LT,11KV",,INSIDE POND,"AT PRESENT WATER,BUSHES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49968734 9.00408936, 77.4987887 9.00559558)"
37,T.NO-1 LILO 110KV UTHUMALAI,3W,SB,T,26,49-01,193.7937047,INSIDE POND,136,"0°13'55.99""",9.00559558,77.4987887,GOOD,GOOD,NO,,,INSIDE POND,NEED 3 WAY JUNCTION BOX.2 EARTH WIRE ON THIS TOWER.ONE CONNECTED TO OUR T.NO-48 ANOTHER EARTH WIRE CONNECTED TO UTHUMALAI TOWER.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4987887 9.00559558, 77.49809682 9.00676604)"
38,T.NO-48,,SB,T,24,49-48,150.2331521,3.71,135,"3°36'21.76""",9.00676604,77.49809682,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49809682 9.00676604, 77.49680097 9.00867257)"
39,T.NO-47,,SA,S,26,48-47,254.6291421,4.11,135,,9.00867257,77.49680097,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49680097 9.00867257, 77.49561349 9.01047897)"
40,T.NO-46,,SA,S,32,47-46,238.7990787,3.12,138,,9.01047897,77.49561349,GOOD,GOOD,NO,2nos LT,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49561349 9.01047897, 77.49434513 9.01242147)"
41,T.NO-45,,SA,S,32,46-45,256.2752427,2.86,139,,9.01242147,77.49434513,GOOD,GOOD,NO,2nos 11KV,"TAAR ROAD,RIVER",PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49434513 9.01242147, 77.49292347 9.01454574)"
42,T.NO-44,,SA,S,26,45-44,282.3473039,3.32,138,,9.01454574,77.49292347,GOOD,GOOD,NO,,TAAR ROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49292347 9.01454574, 77.49150161 9.01664291)"
43,T.NO-43,,SA,S,26,44-43,279.8660394,7.03,139,,9.01664291,77.49150161,GOOD,GOOD,NO,LT,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49150161 9.01664291, 77.49015196 9.01866728)"
44,T.NO-42,,SA,S,26,43-42,268.7545348,4.74,142,,9.01866728,77.49015196,GOOD,GOOD,NO,,,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49015196 9.01866728, 77.48860418 9.02096411)"
45,T.NO-41,,SB,T,24,42-41,305.9297305,5.13,142,"11°57'56.25""",9.02096411,77.48860418,GOOD,GOOD,NO,,,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48860418 9.02096411, 77.48680711 9.02270233)"
46,T.NO-40,,SA,S,26,41-40,275.8296576,3.81,144,,9.02270233,77.48680711,GOOD,GOOD,NO,LT,"MUDROAD,CANAL",PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48680711 9.02270233, 77.48488332 9.02452274)"
47,T.NO-39,2W,SC,T,26,40-39,292.1797392,2.96,148,"21°10'37.36""",9.02452274,77.48488332,GOOD,GOOD,NO,2nos LT,MUDROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48488332 9.02452274, 77.48382591 9.02675298)"
48,T.NO-38,,SA,S,26,39-38,272.8369476,3.11,148,,9.02675298,77.48382591,GOOD,GOOD,NO,"2nos LT,11KV",,PLAINLAND,BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48382591 9.02675298, 77.48264266 9.02919193)"
49,T.NO-37,,SA,S,26,38-37,299.6414524,3.36,150,,9.02919193,77.48264266,GOOD,GOOD,NO,2nos LT,MUDROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48264266 9.02919193, 77.48154151 9.0316755)"
50,T.NO-36,,SA,S,26,37-36,300.3414723,4.38,149,,9.0316755,77.48154151,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48154151 9.0316755, 77.48044857 9.0340325)"
51,T.NO-35,,SA,S,26,36-35,287.2002786,5.69,150,,9.0340325,77.48044857,GOOD,GOOD,NO,"2nos LT,33KV",,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48044857 9.0340325, 77.47934691 9.03644378)"
52,T.NO-34,,SA,S,26,35-34,293.061427,6.16,155,,9.03644378,77.47934691,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47934691 9.03644378, 77.47823577 9.03880091)"
53,T.NO-33,,SA,S,26,34-33,288.0555502,5.23,146,,9.03880091,77.47823577,GOOD,GOOD,NO,,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47823577 9.03880091, 77.47719797 9.0412479)"
54,T.NO-32,,SA,S,26,33-32,293.8639141,5.09,149,,9.0412479,77.47719797,GOOD,GOOD,NO,,"MUDROAD,NALA, POND",INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47719797 9.0412479, 77.47613245 9.04363183)"
55,T.NO-31,,SB,T,24,32-31,288.669361,4.67,151,"7°56'38.94""",9.04363183,77.47613245,GOOD,GOOD,YES,LT,MUDROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47613245 9.04363183, 77.47543976 9.04603131)"
56,T.NO-30,,SA,S,26,31-30,276.240837,4.17,149,,9.04603131,77.47543976,GOOD,MISSING,NO,"33KV,230KV DC LINE CROSSING ABOVE OUR LINE",MUDROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47543976 9.04603131, 77.47475621 9.04843977)"
57,T.NO-29,2W,SB,T,24,30-29,276.9205662,3.97,151,"14°47'1.87""",9.04843977,77.47475621,GOOD,GOOD,NO,LT,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47475621 9.04843977, 77.47347997 9.05059016)"
58,T.NO-28,,SA,S,26,29-28,276.2842739,4.04,151,,9.05059016,77.47347997,GOOD,GOOD,NO,LT,"MUDROA,TAAR ROAD",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47347997 9.05059016, 77.4722214 9.05266814)"
59,T.NO-27,,SA,S,26,28-27,268.4045454,3.89,153,,9.05266814,77.4722214,GOOD,GOOD,NO,LT,,CULTIVATION,FOOTING DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4722214 9.05266814, 77.47082819 9.05500006)"
60,T.NO-26,,SA,S,26,27-26,300.123308,INSIDE POND,154,,9.05500006,77.47082819,GOOD,GOOD,NO,LT,,INSIDE POND,AT PRESENT WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47082819 9.05500006, 77.46963262 9.05698723)"
61,T.NO-25,,SA,S,26,26-25,256.2225595,2.65,155,,9.05698723,77.46963262,GOOD,GOOD,NO,,,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46963262 9.05698723, 77.46856344 9.05884704)"
62,T.NO-24,,SA,S,26,25-24,237.0358623,3.84,153,,9.05884704,77.46856344,GOOD,GOOD,NO,"LT,33KV",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46856344 9.05884704, 77.46740421 9.06083397)"
63,T.NO-23,,SB,T,24,24-23,254.169235,4.25,155,"5°15'42.75""",9.06083397,77.46740421,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46740421 9.06083397, 77.46615246 9.06258656)"
64,T.NO-22,,SA,S,26,23-22,237.844487,4.23,152,,9.06258656,77.46615246,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46615246 9.06258656, 77.46490991 9.06435716)"
65,T.NO-21,,SA,S,26,22-21,238.8911886,4.35,153,,9.06435716,77.46490991,GOOD,GOOD,NO,2nos LT,TAAR ROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46490991 9.06435716, 77.46350567 9.06641804)"
66,T.NO-20,,SB,T,24,21-20,275.436018,5.1,153,"2°54'27.17""",9.06641804,77.46350567,GOOD,GOOD,NO,"2nos LT,2nos 11KV",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46350567 9.06641804, 77.46233429 9.06796223)"
67,T.NO-19,,SA,S,26,20-19,214.0093456,7.48,155,,9.06796223,77.46233429,GOOD,GOOD,NO,LT,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46233429 9.06796223, 77.46100963 9.06969724)"
68,T.NO-18,,SA,S,26,19-18,241.0186715,4.56,154,,9.06969724,77.46100963,GOOD,GOOD,NO,LT,TAAR ROAD,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46100963 9.06969724, 77.45971187 9.07137783)"
69,T.NO-17,,SC,T,26,18-17,234.437625,4.07,155,"25°59'12.34""",9.07137783,77.45971187,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45971187 9.07137783, 77.4592015 9.07386647)"
70,T.NO-16,2W,SB,T,24,17-16,281.0498176,3.29,160,"6°43'59.62""",9.07386647,77.4592015,GOOD,GOOD,NO,"LT,33KV",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4592015 9.07386647, 77.4589828 9.07646158)"
71,T.NO-15,,SA,S,26,16-15,288.1752939,AT PRESENT WATER,160,,9.07646158,77.4589828,GOOD,GOOD,NO,"11KV,110KV DC LINE CROSSING ABOVE OUR LINE",TAAR ROAD,INSIDE POND,AT PRESENT WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4589828 9.07646158, 77.45876367 9.07899344)"
72,T.NO-14,,SA,S,26,15-14,281.2045519,4.96,159,,9.07899344,77.45876367,GOOD,GOOD,NO,11KV,"POND,MUDROAD",PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45876367 9.07899344, 77.45855289 9.0814168)"
73,T.NO-13,,SB,T,24,14-13,269.1635191,5.14,161,"9°37'1.90""",9.0814168,77.45855289,GOOD,GOOD,NO,"2nos LT,11KV","TAAR ROAD,MUDROAD, NALA, POND",PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45855289 9.0814168, 77.45799465 9.08355332)"
74,T.NO-12,,SA,S,26,13-Dec,244.2642012,4.78,164,,9.08355332,77.45799465,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45799465 9.08355332, 77.45739157 9.0857805)"
75,T.NO-11,,SA,S,26,12-Nov,255.2253906,4.73,162,,9.0857805,77.45739157,GOOD,GOOD,NO,LT,MUDROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45739157 9.0857805, 77.45678757 9.08787214)"
76,T.NO-10,,SA,S,26,11-Oct,240.8007475,3.61,164,,9.08787214,77.45678757,GOOD,GOOD,NO,LT,,PLAINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45678757 9.08787214, 77.45629179 9.08983653)"
77,T.NO-9,,SD,T,26,10-Sep,224.1093483,3.22,164,"30°54'42.02""",9.08983653,77.45629179,GOOD,GOOD,NO,LT,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45629179 9.08983653, 77.4549281 9.09119224)"
78,T.NO-8,,SA,S,26,09-Aug,212.1367483,5.15,166,,9.09119224,77.4549281,GOOD,GOOD,NO,2nos LT,,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4549281 9.09119224, 77.45329317 9.0927757)"
79,T.NO-7,,SA,S,26,08-Jul,251.0717029,4.65,170,,9.0927757,77.45329317,GOOD,GOOD,NO,LT,"TAAR ROAD ,POND",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45329317 9.0927757, 77.45186605 9.09416798)"
80,T.NO-6,,SD,T,26,07-Jun,219.9386278,3.6,170,"34°2'12.85""",9.09416798,77.45186605,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45186605 9.09416798, 77.45012248 9.09448697)"
81,T.NO-5,,SA,S,26,06-May,194.9871791,8.25,173,,9.09448697,77.45012248,GOOD,GOOD,NO,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45012248 9.09448697, 77.44827919 9.09485181)"
82,T.NO-4,,SB,T,24,05-Apr,206.7123605,7.11,172,"11°40'55.16""",9.09485181,77.44827919,GOOD,GOOD,NO,2nos LT,"POND,TAAR ROAD",CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44827919 9.09485181, 77.4456968 9.094833)"
83,T.NO-3,,SA,S,26,04-Mar,284.0281676,5.15,176,,9.094833,77.4456968,GOOD,GOOD,NO,LT,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4456968 9.094833, 77.44325079 9.09481325)"
84,T.NO-2,,SA,S,26,03-Feb,269.0297381,4.8,179,,9.09481325,77.44325079,GOOD,GOOD,NO,,MUDROAD,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44325079 9.09481325, 77.44078635 9.09475747)"
85,T.NO-1,,SD,T,26,02-Jan,271.1180555,3.08,179,"112°45'11.01""",9.09475747,77.44078635,GOOD,GOOD,YES,11KV,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44078635 9.09475747, 77.44083113 9.09465776)"
86,GANTRY 110KV VEERA SIGAMANI,2W,GANTRY,GANTRY,20,1-GANTRY,12.08304597,,200,,9.09465776,77.44083113,GOOD,MISSING,NO,,,SUBSTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TOTAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTES:(0˚-2˚ A-TYPE , 2˚-15˚ B-TYPE, 15˚-30˚C-TYPE,            30˚< D-TYPE)                                          ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
