S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
25,24,,S,SA,22,23-24,265,1.3,FALSE,52.536751,,9.604861111,78.58136111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58136111111111 9.604861111111111, 78.5816111111111 9.607222222222221)"
26,25,,S,SA,22,24-25,265,1.1,FALSE,54.70993,,9.607222222,78.58161111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5816111111111 9.607222222222221, 78.58191666666666 9.609527777777778)"
27,26,,S,SA,22,25-26,259.0349241,1.02,FALSE,53.10944,,9.609527778,78.58191667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58191666666666 9.609527777777778, 78.58216666666667 9.611805555555556)"
28,27,,S,SA,22,26-27,253.6932752,1.3,FALSE,51.516205,,9.611805556,78.58216667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58216666666667 9.611805555555556, 78.58244444444443 9.61411111111111)"
29,28,,T,SC,21,27-28,255.1665459,1.78,FALSE,50.751217,"16°52'48""L",9.614111111,78.58244444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58244444444443 9.61411111111111, 78.58291666666666 9.615138888888888)"
30,29,,T,SC,21,28-29,124.541884,2.1,FALSE,52.383022,"19°57'36""L",9.615138889,78.58291667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58291666666666 9.615138888888888, 78.58405555555555 9.616305555555556)"
31,30,,S,SA,22,29-30,179.9360493,1.39,FALSE,52.261959,,9.616305556,78.58405556,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58405555555555 9.616305555555556, 78.58594444444444 9.618194444444445)"
32,31,,S,SA,22,30-31,293.7268174,2.71,FALSE,50.065819,,9.618194444,78.58594444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58594444444444 9.618194444444445, 78.58786111111111 9.620111111111111)"
33,32,,S,SA,22,31-32,300.5086339,1.82,FALSE,50.706879,,9.620111111,78.58786111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58786111111111 9.620111111111111, 78.58983333333333 9.622166666666667)"
34,33,,S,SA,22,32-33,314.6936785,1.52,FALSE,50.745007,,9.622166667,78.58983333,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.58983333333333 9.622166666666667, 78.59166666666667 9.624194444444445)"
35,34,2W,T,SB,21,33-34,301.1888652,6.01,FALSE,49.346748,"25°4'12""L",9.624194444,78.59166667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.59166666666667 9.624194444444445, 78.5928611111111 9.624694444444446)"
36,35,,S,SA,22,34-35,142.6180794,2.4,FALSE,49.135902,,9.624694444,78.59286111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5928611111111 9.624694444444446, 78.5953611111111 9.625805555555557)"
37,36,,S,SA,22,35-36,300.0165186,1.02,FALSE,47.827709,,9.625805556,78.59536111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5953611111111 9.625805555555557, 78.59769444444444 9.626777777777779)"
38,37,,S,SA,22,36-37,276.5997391,1.63,FALSE,46.795467,,9.626777778,78.59769444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.59769444444444 9.626777777777779, 78.60019444444444 9.62788888888889)"
39,38,,S,SA,22,37-38,302.5970477,3.7,FALSE,46.825405,,9.627888889,78.60019444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60019444444444 9.62788888888889, 78.60249999999999 9.62888888888889)"
40,39,,T,SB,21,38-39,275.442374,2.33,FALSE,44.253632,"11°0'36""R",9.628888889,78.6025,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60249999999999 9.62888888888889, 78.6048611111111 9.6305)"
41,40,,S,SA,22,39-40,315.4834225,4.01,FALSE,43.437881,,9.6305,78.60486111,GOOD,Available,230KV ,,Plain,UP line Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6048611111111 9.6305, 78.60713888888888 9.632027777777779)"
42,41,,S,SA,22,40-41,302.6636631,1.38,FALSE,42.856148,,9.632027778,78.60713889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60713888888888 9.632027777777779, 78.60919444444444 9.633444444444445)"
43,42,,S,SA,22,41-42,273.1735977,0.76,FALSE,43.37608,,9.633444444,78.60919444,GOOD,Available,"LT,11KV",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.60919444444444 9.633444444444445, 78.61149999999999 9.634972222222222)"
44,43,,T,SC,22,42-43,304.9977349,0.82,FALSE,43.710869,"56°1'12""L",9.634972222,78.6115,GOOD,Available,11KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61149999999999 9.634972222222222, 78.61361111111111 9.63411111111111)"
45,44,,S,SA,22,43-44,248.9783745,1.15,FALSE,42.559971,,9.634111111,78.61361111,GOOD,Available,11KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61361111111111 9.63411111111111, 78.61574999999999 9.633305555555555)"
46,45,,T,SB,21,44-45,251.3805449,4.56,0,45.012627,"8°17'24""L",9.633305556,78.61575,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61574999999999 9.633305555555555, 78.61697222222222 9.632666666666667)"
47,LILO : 46,3W,T,SB,21,45-46,151.3388704,7.12,FALSE,44.198601,"13°10'12""L",9.632666667,78.61697222,GOOD,Available,,,Plain,LILO at Maravamangalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61697222222222 9.632666666666667, 78.6181111111111 9.63163888888889)"
48,47,,T,SC,22,46-47,169.031684,1.49,FALSE,42.630466,"39°40'48""L",9.631638889,78.61811111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6181111111111 9.63163888888889, 78.61827777777778 9.630472222222222)"
49,48,,T,SC,22,47-48,130.3672637,2.31,FALSE,44.546848,"48°45'36""R",9.630472222,78.61827778,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61827777777778 9.630472222222222, 78.61863888888888 9.63025)"
50,Gantry (Illayangudi SS),2W,Gantry,H-POLE,12,48-Gantry,46.46778953,NIL,,43.73082,,9.63025,78.61863889,GOOD,NO E/W,,,SS,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
