S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
14,TN - 32,,T,SC+18,44,TN - 35 : TN - 36,124.5137563,6.8,63,53°59'35''RT,8.214473985,77.29907203,GOOD,AVAILABLE,,RAILWAY,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2990720253437 8.21447398513555, 77.297185761854 8.21347603574395)"
15,TN - 33,,T,SC,23,TN - 36 : TN - 37,237.4183258,2.6,62,37°17'37''LT,8.213476036,77.29718576,GOOD,AVAILABLE,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.297185761854 8.21347603574395, 77.2968638129532 8.21277983486652)"
16,TN - 34,,T,SC,23,TN - 37 : TN - 38,86.80975651,3.5,61,52°13'32''RT,8.212779835,77.29686381,GOOD,AVAILABLE,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2968638129532 8.21277983486652, 77.2950440179556 8.21235998533666)"
17,TN - 35,,T,SC,23,TN - 38 : TN - 39,207.9018004,3.5,61,26°32'48''LT,8.212359985,77.29504402,GOOD,AVAILABLE,"11KV, LT","ROAD, POND",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2950440179556 8.21235998533666, 77.2936599981039 8.21121987886726)"
18,TN - 36,,T,SC,23,TN - 39 : TN - 40,199.9541606,4.6,68,48°2'50''LT,8.211219879,77.29366,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2936599981039 8.21121987886726, 77.2935816273093 8.20933143608272)"
19,TN - 37,,T,SC,23,TN - 40 : TN - 41,211.1159876,4.7,70,34°2'47''RT,8.209331436,77.29358163,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2935816273093 8.20933143608272, 77.2919609863311 8.20714250206947)"
20,TN - 38,,T,SC,23,TN - 41 : TN - 42,302.9420112,5.6,47,27°26'45''RT,8.207142502,77.29196099,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2919609863311 8.20714250206947, 77.2896632552146 8.20601899176836)"
21,TN - 39,,T,SC,23,TN - 42 : TN - 43,284.1378836,3.8,43,27°11'58''RT,8.206018992,77.28966326,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2896632552146 8.20601899176836, 77.2877589706331 8.20605402812361)"
22,TN - 40,,T,SC,23,TN - 43 : TN - 44,211.9448141,4.9,64,11°31'31''RT,8.206054028,77.28775897,GOOD,AVAILABLE,LT,POND,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2877589706331 8.20605402812361, 77.2860327176749 8.20643791928887)"
23,TN - 41,,S,SC,23,TN - 44 : TN - 45,196.9669513,5.3,75,,8.206437919,77.28603272,GOOD,NO E/W,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2860327176749 8.20643791928887, 77.2843492962419 8.20674419403076)"
24,TN - 42,2W,T,SC,23,TN - 45 : TN - 46,190.6312416,2.6,64,5°40'17''LT,8.206744194,77.2843493,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2843492962419 8.20674419403076, 77.2824695706367 8.20689741522073)"
25,TN - 43,,T,SC,23,TN - 46 : TN - 47,209.8930555,3.5,71,54°10'14''LT,8.206897415,77.28246957,GOOD,AVAILABLE,,"CANAL, ROAD",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2824695706367 8.20689741522073, 77.2814510855823 8.20570961572229)"
26,TN - 44,,T,SC,23,TN - 47 : TN - 48,174.8418932,3.5,68,46°39'48''RT,8.205709616,77.28145109,GOOD,AVAILABLE,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2814510855823 8.20570961572229, 77.2797580249607 8.20562621578574)"
27,TN - 45,,T,SC,23,TN - 48 : TN - 49,188.8529426,4.6,85,7°13'54''RT,8.205626216,77.27975802,GOOD,AVAILABLE,LT -3,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2797580249607 8.20562621578574, 77.2785610053688 8.20571799762547)"
28,TN - 46,,T,SC,23,TN - 49 : TN - 50,134.3367339,4.7,75,12°41'48''LT,8.205717998,77.27856101,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2785610053688 8.20571799762547, 77.2776580229401 8.20558682084083)"
29,TN - 47,,T,DC,26,TN - 50 : TN - 51,102.5875262,5.6,62,27°2'51''RT,8.205586821,77.27765802,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2776580229401 8.20558682084083, 77.2763673774898 8.206023350358)"
30,TN - 48,,T,DC,26,TN - 51 : TN - 52,152.2411347,3.8,61,2°28'33''RT,8.20602335,77.27636738,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2763673774898 8.206023350358, 77.2753450367599 8.2064189761877)"
31,TN - 49,,T,SC,23,TN - 52 : TN - 53,122.8937799,4.9,62,82°34'29''LT,8.206418976,77.27534504,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2753450367599 8.2064189761877, 77.2749468963593 8.20569301955401)"
32,TN - 50,,T,SC,23,TN - 53 : TN - 54,93.52677321,5.3,60,26°57'36''RT,8.20569302,77.2749469,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2749468963593 8.20569301955401, 77.2734274249523 8.20465693250298)"
33,TN - 51,,S,SC,23,TN - 54 : TN - 55,204.9609579,4.9,57,,8.204656933,77.27342742,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2734274249523 8.20465693250298, 77.2717433329671 8.20335170254111)"
34,TN - 52,,T,SC,23,TN - 55 : TN - 56,237.1906026,6.8,61,45°3'24''RT,8.203351703,77.27174333,GOOD,AVAILABLE,LT,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2717433329671 8.20335170254111, 77.2705974429845 8.2034954521805)"
35,TN - 53,,T,SC,23,TN - 56 : LILO - 57,129.3079433,2.6,60,43°3'59''RT,8.203495452,77.27059744,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2705974429845 8.2034954521805, 77.2694382257759 8.2048837468028)"
36,TN - 54,,T,SC,23,LILO - 57 : ,201.8000362,3.5,62,22°9'39''RT,8.204883747,77.26943823,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2694382257759 8.2048837468028, 77.2690878622233 8.20598437450826)"
37,TN - 55,,T,SC,23, : ,129.7489909,3.8,62,58°17'55''LT,8.205984375,77.26908786,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2690878622233 8.20598437450826, 77.2673839889466 8.20641092956066)"
38,TN - 56,,T,SC,23, : ,195.6535054,4.6,70,73°56'52''LT,8.20641093,77.26738399,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2673839889466 8.20641092956066, 77.2662447206676 8.20445735938847)"
39,LILO - 57,3W,T,DC,26, : ,251.9727832,4.7,62,,8.204457359,77.26624472,GOOD,AVAILABLE,,,PLAIN,COMMON TOWER FOR 110KV CHEMPONVILAI - KARUNGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
