S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11, TN - 108,S,GCR+3,26,"=CONCATENATE(B15, "" : "", B16)",351,5.3,45,,8.70682278648018,77.8667138703167,GOOD,AVAILABLE,,,PLAIN,,,,=G16-V16,350.9115857405452,1°33'12''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8667138703167 8.70682278648018, 77.8676271624863 8.70513550937175)"
12,AP01/0,T,KCR+0,25,"=CONCATENATE(B16, "" : "", B17)",207,3.6,54,54°0'37''LT,8.70513550937175,77.8676271624863,GOOD,AVAILABLE,,,PLAIN,,,,=G17-V17,212.13190216308834,126°0'37''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8676271624863 8.70513550937175, 77.8666308056563 8.70307414792478)"
13,AP01/1,S,GCR+0,28,"=CONCATENATE(B17, "" : "", B18)",278,4.5,56,,8.70307414792478,77.8666308056563,GOOD,AVAILABLE,,,PLAIN,,,,=G18-V18,253.1919799404443,2°45'9''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8666308056563 8.70307414792478, 77.865604609251 8.70066066272556)"
14,AP01/2,S,GCR+0,28,"=CONCATENATE(B18, "" : "", B19)",278,2.9,59,,8.70066066272556,77.865604609251,GOOD,AVAILABLE,,,PLAIN,,,,=G19-V19,290.07718673799013,0°30'32''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.865604609251 8.70066066272556, 77.8646157961338 8.69839143007993)"
15,AP02/0,T,HCR+0,25,"=CONCATENATE(B19, "" : "", B20)",278,1.6,64,0°2'28''RT,8.69839143007993,77.8646157961338,GOOD,AVAILABLE,,,PLAIN,,,,=G20-V20,273.7780880330821,0°2'28''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8646157961338 8.69839143007993, 77.8637194354087 8.6963383667171)"
16,AP02/1,S,GCR+0,28,"=CONCATENATE(B20, "" : "", B21)",235,3.4,63,,8.6963383667171,77.8637194354087,GOOD,AVAILABLE,,,PLAIN,,,,=G21-V21,247.77415168681256,0°28'7''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8637194354087 8.6963383667171, 77.8629429358989 8.69451924227178)"
17,AP03/0,T,HCR+0,26,"=CONCATENATE(B21, "" : "", B22)",235,2.7,58,10°59'11''LT,8.69451924227178,77.8629429358989,GOOD,AVAILABLE,,,PLAIN,AGRI COLLEGE FENCE END,,,=G22-V22,218.7707182065115,10°59'11''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8629429358989 8.69451924227178, 77.8624910674989 8.69240859523415)"
18,AP03/1,S,GCR+0,28,"=CONCATENATE(B22, "" : "", B23)",273,4.6,39,,8.69240859523415,77.8624910674989,GOOD,AVAILABLE,,,PLAIN,,,,=G23-V23,238.87237397220653,0°58'21''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8624910674989 8.69240859523415, 77.8619810286909 8.6898105405271)"
19,AP03/2,S,GCR+6,=28+6,"=CONCATENATE(B23, "" : "", B24)",273,3.2,38,,8.6898105405271,77.8619810286909,GOOD,AVAILABLE,,,PLAIN,,,,=G24-V24,293.017167641868,0°18'7''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8619810286909 8.6898105405271, 77.8614621888846 8.68723964318633)"
20,AP03/3,S,GCR+0,28,"=CONCATENATE(B24, "" : "", B25)",273,2.4,38,,8.68723964318633,77.8614621888846,GOOD,AVAILABLE,,,PLAIN,,,,=G25-V25,290.25662324059346,0°13'4''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8614621888846 8.68723964318633, 77.8609814029186 8.68490327149629)"
21,AP04/0,T,HCR+6,=26+6,"=CONCATENATE(B25, "" : "", B26)",273,2.85,37,2°9'19''RT,8.68490327149629,77.8609814029186,GOOD,AVAILABLE,,ROAD,PLAIN,,,,=G26-V26,263.9814505995117,2°9'19''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8609814029186 8.68490327149629, 77.8603349905461 8.68227009661495)"
22,AP04/1,S,GCR+0,28,"=CONCATENATE(B26, "" : "", B27)",285,3.03,36,,8.68227009661495,77.8603349905461,GOOD,AVAILABLE,,,PLAIN,,,,=G27-V27,300.03864732688027,1°16'10''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8603349905461 8.68227009661495, 77.859652955085 8.67973658256232)"
23,AP04/2,S,GCR+0,28,"=CONCATENATE(B27, "" : "", B28)",285,2.36,38,,8.67973658256232,77.859652955085,GOOD,AVAILABLE,,,PLAIN,,,,=G28-V28,290.32436640626605,2°46'36''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.859652955085 8.67973658256232, 77.8589184489101 8.67745636962354)"
24,AP05/0,T,HCR+3,=26+3,"=CONCATENATE(B28, "" : "", B29)",287,2.97,38,32°57'46''RT,8.67745636962354,77.8589184489101,GOOD,AVAILABLE,,,PLAIN,,,,=G29-V29,265.0475335350286,148°57'46''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8589184489101 8.67745636962354, 77.8592615202069 8.67600831203162)"
25,AP05/1,S,GCR+0,28,"=CONCATENATE(B29, "" : "", B30)",235,3.9,37,,8.67600831203162,77.8592615202069,GOOD,AVAILABLE,11KV,CANAL,PLAIN,,,,=G30-V30,164.68067970492265,0°47'19''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8592615202069 8.67600831203162, 77.8597444854676 8.67383639328181)"
26,AP06/0,T,KCR+3,=26+3,"=CONCATENATE(B30, "" : "", B31)",200,8.6,36,25°2'20''LT,8.67383639328181,77.8597444854676,RUSTED,AVAILABLE,,"CANAL, NALA, ROAD",PLAIN,,,,=G31-V31,246.22668771638297,25°2'20''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8597444854676 8.67383639328181, 77.861272925511 8.67185541428625)"
27,AP07/0,T,HCR,26,"=CONCATENATE(B31, "" : "", B32)",254,2.6,43,10°39'14''RT,8.67185541428625,77.861272925511,GOOD,AVAILABLE,,ROAD,PLAIN,,,,=G32-V32,276.449633326207,10°39'14''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.861272925511 8.67185541428625, 77.8692077379673 8.65626574493944)"
33,AP08/0,T,KCR+3,29,"=CONCATENATE(#REF!, "" : "", B33)",292,4.5,45,35°48'17''LT,8.65626574493944,77.8692077379673,GOOD,AVAILABLE,,,PLAIN,,,,=G33-V33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8692077379673 8.65626574493944, 77.875891 8.652828)"
36,AP09/0,T,KCR+0,26,"=CONCATENATE(#REF!, "" : "", B34)",313,4.1,42,26°37'15''LT,8.652828,77.875891,GOOD,AVAILABLE,,,PLAIN,,,,=G34-V34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.875891 8.652828, 77.8777970932424 8.65280435420572)"
37,AP09/1,S,GCR+0,28,"=CONCATENATE(B34, "" : "", B35)",233,5.3,43,,8.65280435420572,77.8777970932424,GOOD,AVAILABLE,,"CANAL, MUD ROAD",PLAIN,,,,=G35-V35,246.14891798044258,14°33'14''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8777970932424 8.65280435420572, 77.8797399345785 8.65281675942242)"
38,AP10/0,T,HCR+0,26,"=CONCATENATE(B35, "" : "", B36)",170,3.6,45,2°4'39''LT,8.65281675942242,77.8797399345785,GOOD,AVAILABLE,,,PLAIN,,,,=G36-V36,214.01525125133512,11°20'5''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8797399345785 8.65281675942242, 77.8815471567213 8.65289353765547)"
39,AP11/0,T,HCR+3,29,"=CONCATENATE(B36, "" : "", B37)",254,4.5,46,17°4'32''LT,8.65289353765547,77.8815471567213,GOOD,AVAILABLE,,,PLAIN,,,,=G37-V37,199.2535433243277,2°4'39''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8815471567213 8.65289353765547, 77.8844054695218 8.653901880607)"
40,AP11/1,S,GCR+3,31,"=CONCATENATE(B37, "" : "", B38)",320,2.9,48,,8.653901880607,77.8844054695218,GOOD,AVAILABLE,,BUS STAND ROAD,PLAIN,,,,=G38-V38,334.0527398213826,17°4'32''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8844054695218 8.653901880607, 77.8872545622289 8.65489220246672)"
41,AP11/2,S,GCR+3,31,"=CONCATENATE(B38, "" : "", B39)",320,1.6,45,,8.65489220246672,77.8872545622289,GOOD,AVAILABLE,,,PLAIN,,,,=G39-V39,332.43257004776467,0°15'55''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8872545622289 8.65489220246672, 77.8899127151817 8.65583877079188)"
42,AP12/0,T,HCR+0,26,"=CONCATENATE(B39, "" : "", B40)",315,3.4,46,17°5'60''RT,8.65583877079188,77.8899127151817,GOOD,AVAILABLE,,,PLAIN,,,,=G40-V40,310.98821939756243,0°26'10''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8899127151817 8.65583877079188, 77.8923193272203 8.65594706498086)"
43,AP12/1,S,GCR+0,28,"=CONCATENATE(B40, "" : "", B41)",294,2.7,45,,8.65594706498086,77.8923193272203,GOOD,AVAILABLE,,,PLAIN,,,,=G41-V41,265.36839305058237,17°5'60''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8923193272203 8.65594706498086, 77.8946168906986 8.6560380924493)"
44,AP13/0,T,HCR+0,26,"=CONCATENATE(B41, "" : "", B42)",295,4.6,46,13°57'55''LT,8.6560380924493,77.8946168906986,GOOD,AVAILABLE,,,PLAIN,,,,=G42-V42,253.28633791433472,0°18'32''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8946168906986 8.6560380924493, 77.8973192162811 8.65682163275778)"
45,AP13/1,S,GCR+0,28,"=CONCATENATE(B42, "" : "", B43)",281,3.2,43,,8.65682163275778,77.8973192162811,GOOD,AVAILABLE,,,PLAIN,,,,=G43-V43,310.05077656143413,13°57'55''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8973192162811 8.65682163275778, 77.8999853320419 8.6576235294342)"
46, TN - 86,T,KCR+0,26,"=CONCATENATE(B43, "" : "", B44)",282,2.4,43,55°51'51''RT,8.6576235294342,77.8999853320419,GOOD,AVAILABLE,LT,,PLAIN,,,,=G44-V44,306.805226591904,0°34'24''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8999853320419 8.6576235294342, 77.9012394323945 8.65661124698817)"
47, TN - 85,T,HCR+0,26,"=CONCATENATE(B44, "" : "", B45)",245,2.85,45,5°43'36''RT,8.65661124698817,77.9012394323945,GOOD,AVAILABLE,,,PLAIN,,,,=G45-V45,177.8766735230801,55°51'51''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9012394323945 8.65661124698817, 77.9032036475837 8.65467200987041)"
48, TN - 84,S,GCR+3,31,"=CONCATENATE(B45, "" : "", B46)",312,3.03,46,,8.65467200987041,77.9032036475837,GOOD,AVAILABLE,,,PLAIN,,,,=G46-V46,304.78777108141867,5°43'36''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9032036475837 8.65467200987041, 77.9052133765071 8.65275054238736)"
49, TN - 83,S,GCR+3,31,"=CONCATENATE(B46, "" : "", B47)",306,2.36,41,,8.65275054238736,77.9052133765071,GOOD,AVAILABLE,,,PLAIN,INSIDE THE PADMANABA MANGALAM VILLAGE,,,=G47-V47,307.0023928398268,0°55'13''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9052133765071 8.65275054238736, 77.9065919481217 8.65139401517808)"
50, TN - 82,S,GCR+3,31,"=CONCATENATE(B47, "" : "", B48)",213,2.97,42,,8.65139401517808,77.9065919481217,GOOD,AVAILABLE,LT -2N,ROAD - 2N,PLAIN,INSIDE THE PADMANABA MANGALAM VILLAGE,,,=G48-V48,213.563388291955,0°49'28''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9065919481217 8.65139401517808, 77.9086736775934 8.64939074032008)"
51, TN - 81,S,GCR+3,31,"=CONCATENATE(B48, "" : "", B49)",319,3.9,45,,8.64939074032008,77.9086736775934,GOOD,AVAILABLE,LT,ROAD,PLAIN,INSIDE THE PADMANABA MANGALAM VILLAGE,,,=G49-V49,318.9997203215905,0°38'20''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9086736775934 8.64939074032008, 77.9102680832147 8.64777957089245)"
52, TN - 80,S,GCR+3,31,"=CONCATENATE(B49, "" : "", B50)",250,4.6,48,,8.64777957089245,77.9102680832147,GOOD,AVAILABLE,,"CANAL, ROAD",PLAIN,INSIDE THE PADMANABA MANGALAM VILLAGE,,,=G50-V50,250.31277383317013,1°23'59''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9102680832147 8.64777957089245, 77.9124313686043 8.64575752057135)"
53, TN - 79,S,GCR+3,31,"=CONCATENATE(B50, "" : "", B51)",312,2.6,47,,8.64575752057135,77.9124313686043,GOOD,AVAILABLE,,ROAD,PLAIN,,,,=G51-V51,326.9399508258524,2°13'59''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9124313686043 8.64575752057135, 77.9145037103444 8.6437271721661)"
54, TN - 78,T,HCR+3,29,"=CONCATENATE(B51, "" : "", B52)",321,2.36,46,1°5'21''LT,8.6437271721661,77.9145037103444,GOOD,AVAILABLE,,,PLAIN,,,,=G52-V52,320.35654504177165,1°20'47''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9145037103444 8.6437271721661, 77.9163963440805 8.64194207824766)"
55, TN - 77,T,HCR+0,26,"=CONCATENATE(B52, "" : "", B53)",314,2.97,43,1°58'17''RT,8.64194207824766,77.9163963440805,GOOD,AVAILABLE,,,PLAIN,,,,=G53-V53,287.2559968948505,1°5'21''LT,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9163963440805 8.64194207824766, 77.9167026188224 8.64163261838257)"
56,LILO,T,KCR+0,26,"=CONCATENATE(B53, "" : "", B54)",30,3.9,45,,8.64163261838257,77.9167026188224,GOOD,AVAILABLE,,,PLAIN,SRIMOOLAKARAI LILO,,,=G54-V54,48.08137067800398,1°58'17''RT,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G54),,,,,,,,,,,,=F56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,=F57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
