S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
14,200,,S,DA,26,201-200,295.9265279,3.41,FALSE,178.517075,,10.03166667,78.20108333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20108333333333 10.031666666666668, 78.20333333333333 10.030416666666667)"
15,199,2W,T,DB,25,200-199,285.7119579,7.56,FALSE,176.337585,"15°42'36""L",10.03041667,78.20333333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20333333333333 10.030416666666667, 78.20522222222222 10.028555555555556)"
16,198,,S,DA,26,199-198,289.4820141,7.35,FALSE,173.233154,,10.02855556,78.20522222,GOOD,Available,230 KV,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20522222222222 10.028555555555556, 78.20725 10.026555555555557)"
17,197,,S,DA,26,198-197,313.7210482,5.01,FALSE,173.304779,,10.02655556,78.20725,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20725 10.026555555555557, 78.20905555555557 10.024805555555556)"
18,196,,S,DA,26,197-196,276.7839695,6.65,FALSE,173.204056,,10.02480556,78.20905556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.20905555555557 10.024805555555556, 78.21088888888889 10.023027777777779)"
19,195,,S,DA,26,196-195,281.7726445,5.11,FALSE,171.113632,,10.02302778,78.21088889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21088888888889 10.023027777777779, 78.21261111111112 10.021333333333335)"
20,194,,S,DA,26,195-194,267.196566,3.33,FALSE,171.860962,,10.02133333,78.21261111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21261111111112 10.021333333333335, 78.21436111111112 10.019583333333333)"
21,193,2W,T,DC,26,194-193,273.1292516,2.86,FALSE,170.484818,"38°59'24""L",10.01958333,78.21436111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21436111111112 10.019583333333333, 78.21461111111111 10.017277777777778)"
22,192,,S,DA,26,193-192,257.5776414,4.53,FALSE,168.126984,,10.01727778,78.21461111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21461111111111 10.017277777777778, 78.21486111111112 10.01463888888889)"
23,191,,S,DA,26,192-191,291.1267243,2.63,FALSE,164.341141,,10.01463889,78.21486111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21486111111112 10.01463888888889, 78.21511111111111 10.012166666666667)"
24,190,,S,DA+3,29,191-190,276.9195194,4.95,FALSE,165.073563,,10.01216667,78.21511111,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21511111111111 10.012166666666667, 78.21536111111111 10.0095)"
25,189,,S,DA,26,190-189,295.6222908,4.62,FALSE,167.664124,,10.0095,78.21536111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21536111111111 10.0095, 78.21561111111112 10.007166666666667)"
26,188,,S,DA,26,189-188,260.5942986,4.47,FALSE,167.544067,,10.00716667,78.21561111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21561111111112 10.007166666666667, 78.21580555555556 10.005027777777778)"
27,187,,S,DA,26,188-187,238.0529781,7.03,FALSE,166.898895,,10.00502778,78.21580556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21580555555556 10.005027777777778, 78.21600000000001 10.002638888888889)"
28,186,,S,DA,26,187-186,264.0379745,4.35,FALSE,166.714752,,10.00263889,78.216,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21600000000001 10.002638888888889, 78.21622222222223 10.000361111111111)"
29,185,2W,T,DB+3,28,186-185,252.9274772,0.43,FALSE,169.246597,"8°25'12""R",10.00036111,78.21622222,GOOD,Available,,Metal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21622222222223 10.000361111111111, 78.21688888888889 9.997638888888888)"
30,184,,S,DA,26,185-184,310.4332051,1.39,FALSE,162.761292,,9.997638889,78.21688889,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21688888888889 9.997638888888888, 78.21755555555556 9.994944444444444)"
31,183,,S,DA,26,184-183,307.2218634,1,FALSE,159.330322,,9.994944444,78.21755556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21755555555556 9.994944444444444, 78.21816666666666 9.992416666666665)"
32,182,,S,DA,26,183-182,288.3338503,0.57,FALSE,158.392792,,9.992416667,78.21816667,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21816666666666 9.992416666666665, 78.21869444444445 9.990194444444443)"
33,181,,T,DB,25,182-181,251.8231395,5.4,FALSE,153.36293,"26°13'12""R",9.990194444,78.21869444,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.21869444444445 9.990194444444443, 78.22019444444445 9.988388888888888)"
34,180,,S,DA,26,181-180,257.982006,6.44,FALSE,152.74202,,9.988388889,78.22019444,GOOD,Available,2-LT,Ayilangudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22019444444445 9.988388888888888, 78.22158333333334 9.986638888888889)"
35,179,,S,DA,26,180-179,248.473442,1.22,FALSE,151.823318,,9.986638889,78.22158333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22158333333334 9.986638888888889, 78.22297222222223 9.984916666666665)"
36,178,3W,S,DA,26,179-178,243.3804582,2.48,FALSE,149.869034,,9.984916667,78.22297222,GOOD,Available,,Arumbanur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22297222222223 9.984916666666665, 78.22433333333333 9.983222222222222)"
37,177,,S,DA+6,32,178-177,241.2212721,4.01,FALSE,149.638336,,9.983222222,78.22433333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22433333333333 9.983222222222222, 78.22527777777778 9.982083333333334)"
38,176,,S,DA+3,29,177-176,162.229899,1.38,FALSE,149.690247,,9.982083333,78.22527778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22527777777778 9.982083333333334, 78.22713888888889 9.97975)"
39,175,,T,DB,25,176-175,327.7198128,1.67,FALSE,149.198364,"25°2'60""L",9.97975,78.22713889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22713888888889 9.97975, 78.22755555555555 9.977916666666667)"
40,174,,S,DA,26,175-174,210.8388525,6.52,FALSE,150.408798,,9.977916667,78.22755556,GOOD,Available,LT,Madurai-Melue ,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22755555555555 9.977916666666667, 78.22802777777778 9.976)"
41,173,2W,S,DA,26,174-173,217.712542,4.62,FALSE,147.670227,,9.976,78.22802778,GOOD,Available,,Kodikulam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22802777777778 9.976, 78.22844444444445 9.97425)"
42,172,3W,T,DC,26,173-172,198.4708463,1.92,FALSE,146.738281,"78°48'36""L",9.97425,78.22844444,GOOD,Available,LT,,Plain,Chittampatty  Tapping ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.22844444444445 9.97425, 78.23011111111111 9.975)"
43,171,,T,SB,25,172-171,200.591474,3.02,FALSE,146.507874,"1°16'48""R",9.975,78.23011111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.23011111111111 9.975, 78.23230555555556 9.976083333333333)"
44,170,,S,SA,26,171-170,270.6661342,2.06,FALSE,148.440613,,9.976083333,78.23230556,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.23230555555556 9.976083333333333, 78.23472222222222 9.977277777777777)"
45,169,,S,SA,26,170-169,296.3212134,7.06,FALSE,148.025848,,9.977277778,78.23472222,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.23472222222222 9.977277777777777, 78.23725 9.978527777777778)"
46,168,,T,SB,26,169-168,309.2479394,5.58,FALSE,150.230392,"9°10'48""L",9.978527778,78.23725,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.23725 9.978527777777778, 78.24 9.97938888888889)"
47,167,,S,SA,26,168-167,315.7879583,3.67,FALSE,151.637039,,9.979388889,78.24,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24 9.97938888888889, 78.24283333333334 9.980305555555555)"
48,166,,S,SA,26,167-166,328.1666399,1.25,FALSE,154.66394,,9.980305556,78.24283333,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24283333333334 9.980305555555555, 78.24530555555556 9.981055555555555)"
49,165,,T,SB,25,166-165,282.3008148,1.42,FALSE,154.248932,"26°23'60""R",9.981055556,78.24530556,GOOD,Available,2-LT,ThamaraipattI Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24530555555556 9.981055555555555, 78.24716666666667 9.982833333333334)"
50,164,,S,SA,26,165-164,286.5076686,6.92,FALSE,152.381729,,9.982833333,78.24716667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24716666666667 9.982833333333334, 78.24933333333334 9.984805555555555)"
51,163,,S,SA,26,164-163,321.4825941,7.03,FALSE,150.621674,,9.984805556,78.24933333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.24933333333334 9.984805555555555, 78.25138888888888 9.986722222222221)"
52,162,,T,SB,25,163-162,310.6727111,5.43,FALSE,151.452286,"0°1'48""R",9.986722222,78.25138889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25138888888888 9.986722222222221, 78.25358333333334 9.988777777777777)"
53,161,,S,SA,26,162-161,329.8374836,4.11,FALSE,152.364395,,9.988777778,78.25358333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25358333333334 9.988777777777777, 78.25569444444444 9.990666666666666)"
54,160,,S,SA,26,161-160,311.9602015,2.47,FALSE,153.747879,,9.990666667,78.25569444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25569444444444 9.990666666666666, 78.25788888888889 9.992722222222222)"
55,159,,S,SA,26,160-159,330.968735,1.16,FALSE,153.241562,,9.992722222,78.25788889,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.25788888888889 9.992722222222222, 78.26008333333333 9.99475)"
56,158,,T,SB,25,159-158,329.2101441,5.23,FALSE,156.099121,"21°32'24""R",9.99475,78.26008333,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26008333333333 9.99475, 78.26122222222222 9.997083333333332)"
57,157,,S,SA,26,158-157,288.1662271,7.46,FALSE,156.121231,,9.997083333,78.26122222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26122222222222 9.997083333333332, 78.26238888888889 9.999555555555554)"
58,156,,T,SB,25,157-156,300.276387,3.03,FALSE,158.95639,"8°10'48""L",9.999555556,78.26238889,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26238888888889 9.999555555555554, 78.26325 10.000833333333333)"
59,155,,T,SC,26,156-155,170.4401659,6.45,FALSE,159.521942,"40°15'0""L",10.00083333,78.26325,GOOD,Available,"3-HT,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26325 10.000833333333333, 78.26355555555556 10.000916666666667)"
60,Gantry  (Narasingampatty SS),2W,Gantry,H-Pole,12,155-Gantry ,36.77177419,,,161.04126,,10.00091667,78.26355556,GOOD,NO E/W,,,Plain,Lamp Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For M/s. SPTL;,,,,,,,,,,,,,,,,,For TANTRANSCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
