S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
18,192/17,,S,SC,26,192/16-192/17,266.9762344,5.15,FALSE,323.013062,,10.55940703,77.66616301,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6661630067974 10.5594070348888, 77.6666579581797 10.5621179938316)"
19,192/18,,S,SC,26,192/17-192/18,309.9163695,3.71,FALSE,319.885223,,10.56211799,77.66665796,GOOD,Available,LT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6666579581797 10.5621179938316, 77.6671389956027 10.5647270288318)"
20,192/19,,S,SC,26,192/18-192/19,298.5443401,4.21,FALSE,321.963867,,10.56472703,77.667139,GOOD,Available,,Mud Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6671389956027 10.5647270288318, 77.6676780357956 10.5674249958246)"
21,192/20,,S,SC,26,192/19-192/20,309.4009702,5.9,FALSE,323.130371,,10.567425,77.66767804,GOOD,Available,,Mud Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6676780357956 10.5674249958246, 77.6681910082697 10.5701229628175)"
22,192/21,,S,SC,26,192/20-192/21,308.8603106,2.79,FALSE,322.264557,,10.57012296,77.66819101,GOOD,Available,,Mud Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6681910082697 10.5701229628175, 77.6686500012874 10.5725350230932)"
23,192/22,,S,SC,26,192/21-192/22,276.6676573,3.65,FALSE,319.91449,,10.57253502,77.66865,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6686500012874 10.5725350230932, 77.6691160351037 10.5749910045415)"
24,192/23,2W,T,SC,26,192/22-192/23,281.5878631,1.72,FALSE,318.024048,"16°46'45"" R",10.574991,77.66911604,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6691160351037 10.5749910045415, 77.6703950297087 10.5774309765547)"
25,192/24,,S,SC,26,192/23-192/24,309.2275664,2.33,FALSE,319.752289,,10.57743098,77.67039503,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6703950297087 10.5774309765547, 77.6716480404138 10.5797950085252)"
26,192/25,,S,SC,26,192/24-192/25,300.45881,4.15,FALSE,320.343658,,10.57979501,77.67164804,GOOD,Available,400KV,,AGRI,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6716480404138 10.5797950085252, 77.6729759853333 10.58229197748)"
27,192/26,,S,SC,26,192/25-192/26,317.3010339,0.83,FALSE,320.414001,,10.58229198,77.67297599,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6729759853333 10.58229197748, 77.6742360368371 10.5846929736435)"
28,192/27,,S,SC,26,192/26-192/27,304.4424049,1.39,FALSE,317.282227,,10.58469297,77.67423604,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6742360368371 10.5846929736435, 77.6754970103502 10.5870829895138)"
29,192/28,,S,SC,26,192/27-192/28,303.410857,3.47,FALSE,316.066467,,10.58708299,77.67549701,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6754970103502 10.5870829895138, 77.6767689641565 10.5895200278609)"
30,192/29,,S,SC,26,192/28-192/29,308.5839839,5.03,FALSE,315.133484,,10.58952003,77.67676896,GOOD,Available,,NH,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6767689641565 10.5895200278609, 77.6780460309237 10.591933010146)"
31,192/30,,T,SC,26,192/29-192/30,306.4797732,5.62,FALSE,311.738953,"0°35'1"" L",10.59193301,77.67804603,GOOD,Available,HT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6780460309237 10.591933010146, 77.6793069950946 10.594375770885991)"
32,192/31,,T,SC,26,192/30-192/31,308.5977342,3.65,FALSE,314,"17°37'5"" R",10.59437577,77.679307,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6793069950946 10.594375770885991, 77.68089152884346 10.595961465261729)"
33,192/32,,T,SC,26,192/31-192/32,251.8055915,4.68,FALSE,315,"24°13'38"" L",10.59596147,77.68089153,GOOD,Available,"LT , HT",Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68089152884346 10.595961465261729, 77.681076 10.596451)"
34,Gantry ( Kalimandayam ),2W,T,H-POLE,15,192/32-Gantry ,65,,,316,,10.596451,77.681076,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
