S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
14,12,2W,T,DB,25,15-16,40.11205338,5.32,FALSE,54.737705,"26°33'36""L",9.496861111,78.5455,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5455 9.49686111111111, 78.54602777777778 9.499083333333333)"
15,13,,S,DA,26,16-17,254.3237955,1.81,FALSE,53.833935,,9.499083333,78.54602778,GOOD,NO E/W,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54602777777778 9.499083333333333, 78.54658333333333 9.501527777777778)"
16,14,,S,DA,26,17-18,277.5425268,2.34,FALSE,53.852692,,9.501527778,78.54658333,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54658333333333 9.501527777777778, 78.54708333333333 9.50375)"
17,15,,S,DA,26,18-19,252.2955402,6.01,FALSE,53.999561,,9.50375,78.54708333,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54708333333333 9.50375, 78.5475 9.505638888888889)"
18,16,,S,DA,26,19-20,211.3949362,5.46,FALSE,52.41481,,9.505638889,78.5475,GOOD,NO E/W,11KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5475 9.505638888888889, 78.54808333333334 9.508166666666666)"
19,17,,S,DA,26,20-21,286.972638,3.83,FALSE,52.126015,,9.508166667,78.54808333,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54808333333334 9.508166666666666, 78.54847222222222 9.50986111111111)"
20,18,,T,DB,25,21-22,193.8371362,2.95,FALSE,51.996319,"0°4'12""L",9.509861111,78.54847222,GOOD,NO E/W,"11KV,LT",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54847222222222 9.50986111111111, 78.54908333333333 9.512638888888889)"
21,19,,S,DA,26,22-23,313.8491197,3.15,FALSE,52.608322,,9.512638889,78.54908333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54908333333333 9.512638888888889, 78.54966666666667 9.515)"
22,20,,S,DA,26,23-24,269.1953994,4.1,FALSE,52.693542,,9.515,78.54966667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54966666666667 9.515, 78.55022222222222 9.517333333333335)"
23,21,,S,DA,26,24-25,266.7911425,4.9,FALSE,52.946575,,9.517333333,78.55022222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55022222222222 9.517333333333335, 78.55075 9.519555555555556)"
24,22,,T,DB,25,25-26,252.6163798,2.21,FALSE,54.03656,"27°30'0""R",9.519555556,78.55075,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55075 9.519555555555556, 78.55008333333333 9.522194444444445)"
25,23,,S,DA,26,26-27,301.1411714,1.91,FALSE,54.059704,,9.522194444,78.55008333,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55008333333333 9.522194444444445, 78.54941666666666 9.524777777777778)"
26,24,,T,DB,25,27-28,292.9296982,1.37,FALSE,53.487797,"13°52'48""R",9.524777778,78.54941667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54941666666666 9.524777777777778, 78.5483611111111 9.526694444444445)"
27,25,,S,DA,26,28-29,242.8723977,1.72,FALSE,53.520176,,9.526694444,78.54836111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.5483611111111 9.526694444444445, 78.54775 9.527833333333334)"
28,26,,S,DA,26,29-30,142.1817345,1.49,FALSE,53.922916,,9.527833333,78.54775,GOOD,NO E/W,11 KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54775 9.527833333333334, 78.54669444444444 9.529694444444445)"
29,27,2W,T,DC,26,30-31,237.9170827,1.76,FALSE,53.30114,"47°49'12""L",9.529694444,78.54669444,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54669444444444 9.529694444444445, 78.54758333333334 9.532305555555556)"
30,28,,S,DA+3,29,27-28,306.287164,2.29,FALSE,53.321934,,9.532305556,78.54758333,GOOD,Available,11 KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54758333333334 9.532305555555556, 78.54844444444444 9.534777777777778)"
31,29,,T,DB,25,28-29,289.6288211,1.1,FALSE,54.052086,"19°35'60""L",9.534777778,78.54844444,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54844444444444 9.534777777777778, 78.54944444444445 9.536)"
32,30,,S,DA,26,29-30,173.9961206,3.19,FALSE,54.087006,,9.536,78.54944444,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.54944444444445 9.536, 78.55077777777778 9.537583333333334)"
33,31,,S,DA,26,30-31,226.3617371,0.92,FALSE,54.205795,,9.537583333,78.55077778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55077777777778 9.537583333333334, 78.55216666666666 9.53925)"
34,32,,S,DA,26,31-32,239.8349952,1.45,FALSE,53.575241,,9.53925,78.55216667,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55216666666666 9.53925, 78.55366666666666 9.541138888888888)"
35,33,,T,DC,26,32-33,267.5707098,2.92,FALSE,51.78743,"16°58'48""R",9.541138889,78.55366667,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55366666666666 9.541138888888888, 78.55466666666666 9.543694444444444)"
36,34,,T,DB,25,33-34,300.8325752,3.15,FALSE,50.718697,,9.543694444,78.55466667,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55466666666666 9.543694444444444, 78.55613888888888 9.546)"
37,35,,T,DC,26,34-35,303.8978275,5.03,FALSE,50.604084,"13°15'0""L",9.546,78.55613889,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55613888888888 9.546, 78.55825 9.548055555555555)"
38,36,,T,DC+3,29,35-36,323.6074342,2.72,FALSE,50.20665,"27°46'12""L",9.548055556,78.55825,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.55825 9.548055555555555, 78.56080555555555 9.548805555555555)"
39,37,,S,DA,26,36-37,293.0126925,4.91,FALSE,49.757133,,9.548805556,78.56080556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56080555555555 9.548805555555555, 78.56333333333333 9.549555555555555)"
40,38,,T,DC,26,37-38,289.3387579,1.42,FALSE,48.503502,"20°28'12""R",9.549555556,78.56333333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56333333333333 9.549555555555555, 78.56477777777778 9.550611111111111)"
41,39,,S,DA,26,38-39,198.2996707,1.03,FALSE,48.965488,,9.550611111,78.56477778,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56477777777778 9.550611111111111, 78.56622222222222 9.551694444444445)"
42,40,,T,DB,25,39-40,197.492757,3.48,FALSE,47.817337,"20°31'48""L",9.551694444,78.56622222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56622222222222 9.551694444444445, 78.56830555555555 9.552277777777778)"
43,41,,S,DA,26,40-41,236.9555923,6.1,FALSE,48.052792,,9.552277778,78.56830556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.56830555555555 9.552277777777778, 78.57052777777777 9.552972222222223)"
44,42,,S,DA+3,29,41-42,257.0432686,1.09,FALSE,50.793911,,9.552972222,78.57052778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.57052777777777 9.552972222222223, 78.57302777777777 9.55375)"
45,43,,T,DC+6,32,42-43,287.3824884,3.61,FALSE,46.250778,"32°40'48""R",9.55375,78.57302778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.57302777777777 9.55375, 78.57386111111111 9.554777777777778)"
46,44,,T,DC+6,32,43-44,145.8169201,1.12,FALSE,47.690018,"3°13'48""R",9.554777778,78.57386111,GOOD,Available,"33 KV,11KV",RailWay Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.57386111111111 9.554777777777778, 78.57397222222222 9.55488888888889)"
47,Gantry ( Paramakudi SS ),2W,Gantry,H-POLE,12,44-GANTRY,18.4247628,,,49.613628,,9.554888889,78.57397222,GOOD,NO E/W,,,SS,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
