S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length (m),Footing Resistance of Tower ( Ohms),,Ground Elevation (m),Deviation Angle (Degrees),Latitude,Longitude,"Condition of  Tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/  Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
22,22,,T,DB+3,25,25-26,307,3.64,FALSE,261.6025391,8°27'19''RT,10.49905012,78.05372243,Good,Good,"4-LT,33KV",THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0537224281579 10.499050123617, 78.0527349561452 10.5010161828249)"
23,23,,T,DB+3,25,26-27,248,2.92,FALSE,267.6105957,6°19'13''LT,10.50101618,78.05273496,Good,Good,2-33KV,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0527349561452 10.5010161828249, 78.0514515191316 10.5029907915741)"
24,24,,S,DA+0,24,27-28,265,1.96,FALSE,267.1300049,,10.50299079,78.05145152,Good,Good,"22KV,LT",THAR ROAD,PLAIN,DINDUKAL-KARUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0514515191316 10.5029907915741, 78.0501844268292 10.5049360636621)"
25,25,,T,DC+6,28,28-29,261,2.12,FALSE,268.8123779,24°12'52''LT,10.50493606,78.05018443,Good,Good,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0501844268292 10.5049360636621, 78.0494252778589 10.5054235551506)"
26,26,,T,DD+6,30,29-30,104,2.04,FALSE,265.9283447,37°55'8''RT,10.50542356,78.04942528,Good,Good,,RAILWAY CROSSING,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0494252778589 10.5054235551506, 78.0485564097762 10.50790627487)"
27,27,,S,DA+0,24,30-31,296,2.64,FALSE,266.649292,,10.50790627,78.04855641,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0485564097762 10.50790627487, 78.0478218197822 10.5099886748939)"
28,28,,T,DC+0,22,31-32,250,3.21,FALSE,265.4477539,23°54'38''LT,10.50998867,78.04782182,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0478218197822 10.5099886748939, 78.0460245721042 10.5118856672197)"
29,29,,T,DB+0,22,32-33,293,4.89,FALSE,264.7266846,3°50'10''RT,10.51188567,78.04602457,Good,Good,2-22KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0460245721042 10.5118856672197, 78.0451422929763 10.5129516776651)"
30,30,2W,T,DB+3,25,33-34,157,2.36,FALSE,262.5637207,7°46'43''LT,10.51295168,78.04514229,Good,Good,,THAR ROAD,PLAIN,VEDACHANDUR-ERIYODU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0451422929763 10.5129516776651, 78.043642938137 10.5143305845558)"
31,31,,S,DA+0,24,34-35,229,1.14,FALSE,260.4008789,,10.51433058,78.04364294,Good,Good,22KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.043642938137 10.5143305845558, 78.0425375327467 10.515346052125)"
32,32,,S,DA+0,24,35-36,170,1.98,FALSE,271.9366455,,10.51534605,78.04253753,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0425375327467 10.515346052125, 78.0407365970313 10.517055792734)"
33,33,,T,DB+0,22,36-37,278,2.35,FALSE,267.3703613,13°38'24''LT,10.51705579,78.0407366,Good,Good,2-LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0407365970313 10.517055792734, 78.0385649297386 10.5183051154017)"
34,34,,S,DA+0,24,37-38,280,4.3,FALSE,257.2766113,,10.51830512,78.03856493,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0385649297386 10.5183051154017, 78.0363894905894 10.5195679329335)"
35,35,,T,DC+0,22,38-39,281,5.31,FALSE,252.9506836,21°42'41''RT,10.51956793,78.03638949,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0363894905894 10.5195679329335, 78.035140922293 10.5211554653942)"
36,36,,S,DA+3,27,39-40,228,6.12,FALSE,248.8651123,,10.52115547,78.03514092,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.035140922293 10.5211554653942, 78.0335305910557 10.523232165724)"
37,37,,T,DC+0,22,40-41,295,2.57,FALSE,255.5943604,24°49'7''LT,10.52323217,78.03353059,Good,Good,3-LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0335305910557 10.523232165724, 78.031385326758 10.5243457853794)"
38,38,,S,DA+0,24,41-42,270,2.23,FALSE,251.2683105,,10.52434579,78.03138533,Good,Good,22KV,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.031385326758 10.5243457853794, 78.0291592609137 10.5254914239048)"
39,39,,S,DA+0,24,42-43,279,4.82,FALSE,253.6717529,,10.52549142,78.02915926,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0291592609137 10.5254914239048, 78.0271071195602 10.5265547521412)"
40,40,,S,DA+0,24,43-44,258,3.02,FALSE,249.5860596,,10.52655475,78.02710712,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0271071195602 10.5265547521412, 78.0249223764985 10.5276976246386)"
41,41,,T,DD+0,24,44-45,275,0.99,FALSE,251.9893799,34°47'45''RT,10.52769762,78.02492238,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0249223764985 10.5276976246386, 78.0237794201821 10.5298849660903)"
42,42,,S,DA+0,24,45-46,278,1.97,FALSE,257.2766113,,10.52988497,78.02377942,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0237794201821 10.5298849660903, 78.0227810516953 10.5319250375032)"
43,43,,S,DA+0,24,46-47,256,2.48,FALSE,258.9588623,,10.53192504,78.02278105,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0227810516953 10.5319250375032, 78.0218133609741 10.5338060203939)"
44,44,,S,DA+0,24,47-1 LILO KOVILUR (105/48),239,4.92,FALSE,253.4313965,,10.53380602,78.02181336,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0218133609741 10.5338060203939, 78.0209104623645 10.535635035485)"
45,45,,S,DA+0,24,1 LILO KOVILUR (105/48)-48,231,5.89,FALSE,243.5778809,,10.53563504,78.02091046,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0209104623645 10.535635035485, 78.020137483254 10.5371975060552)"
46,46,,S,DA+0,24,48-49,198,3.05,FALSE,245.9812012,,10.53719751,78.02013748,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.020137483254 10.5371975060552, 78.0193179007619 10.5388204939663)"
47,47,,T,DD+0,24,49-50,206,3.42,FALSE,248.8651123,43°9'1''LT,10.53882049,78.0193179,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0193179007619 10.5388204939663, 78.0186116416007 10.5390789918601)"
48,1 LILO KOVILUR (105/48),3W,T,DB+0,22,50-51,87,4.28,FALSE,248.144165,9°26'58''LT,10.53907899,78.01861164,Good,Good,,,PLAIN,LILO KOVILUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0186116416007 10.5390789918601, 78.0172348301857 10.5393400881439)"
49,48,,S,DA+0,24,51-52,158,1.51,FALSE,246.9425049,,10.53934009,78.01723483,Good,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0172348301857 10.5393400881439, 78.0145231168717 10.5400241352617)"
50,49,,T,DB+0,22,52-53,311,3.25,FALSE,241.414917,4°1'12''LT,10.54002414,78.01452312,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0145231168717 10.5400241352617, 78.011894468218 10.5404959525913)"
51,50,,T,DD+3,27,53-54,297,6.73,FALSE,241.8956299,39°19'8''RT,10.54049595,78.01189447,Good,Good,2-LT,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.011894468218 10.5404959525913, 78.0105135496705 10.5421015061438)"
52,51,,S,DA+0,24,54-55,238,3.21,FALSE,235.8873291,,10.54210151,78.01051355,Good,Good,2-LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0105135496705 10.5421015061438, 78.0092026200145 10.5436035431921)"
53,52,,S,DA+0,24,55-56,225,4.76,FALSE,237.8100586,,10.54360354,78.00920262,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0092026200145 10.5436035431921, 78.0075461044907 10.5455105099827)"
54,53,,S,DA+0,24,56-57,283,7.21,FALSE,238.050415,,10.54551051,78.0075461,Good,Good,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0075461044907 10.5455105099827, 78.0060030799359 10.5472930055111)"
55,54,,S,DA+0,24,57-58,265,3.8,FALSE,232.0421143,,10.54729301,78.00600308,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0060030799359 10.5472930055111, 78.0045546032488 10.5489143170416)"
56,55,,S,DA+0,24,58-59,244,4.5,FALSE,237.5697021,,10.54891432,78.0045546,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0045546032488 10.5489143170416, 78.003202099353 10.5505019333213)"
57,56,,T,DB+0,22,59-60,235,4.98,FALSE,237.0891113,20°24'55''LT,10.55050193,78.0032021,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.003202099353 10.5505019333213, 78.0014073662459 10.5515048280358)"
58,57,,S,DA+0,24,60-61,230,9.42,FALSE,230.3598633,,10.55150483,78.00140737,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0014073662459 10.5515048280358, 77.9990454297512 10.5528693180531)"
59,58,,S,DA+3,27,61-62,304,7.21,FALSE,222.6694336,,10.55286932,77.99904543,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9990454297512 10.5528693180531, 77.9969787877053 10.554008083418)"
60,59,,T,DB+0,22,62-63,263,2.18,FALSE,228.9179688,20°50'42''RT,10.55400808,77.99697879,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9969787877053 10.554008083418, 77.9958308022469 10.5553597491234)"
61,60,,S,DA+0,24,63-64,200,3.56,FALSE,222.90979,,10.55535975,77.9958308,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9958308022469 10.5553597491234, 77.9945608600974 10.5568269174546)"
62,61,,T,DB+0,22,64-65,219,6.66,FALSE,226.0339355,23°7'53''LT,10.55682692,77.99456086,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9945608600974 10.5568269174546, 77.9926475230604 10.5577621702104)"
63,62,,S,DA+0,24,65-66,238,5.21,FALSE,219.7854004,,10.55776217,77.99264752,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9926475230604 10.5577621702104, 77.9908242914825 10.5586633086204)"
64,63,,T,DD+0,24,66-67,228,5.32,FALSE,218.3433838,34°27'53''RT,10.55866331,77.99082429,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9908242914825 10.5586633086204, 77.9899713490158 10.5601863004267)"
65,64,,S,DA+3,27,67-68,198,3.51,FALSE,219.5450439,,10.5601863,77.98997135,Good,Good,,THAR ROAD,PLAIN,VEDACHENDUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9899713490158 10.5601863004267, 77.9888112936168 10.5622128769755)"
66,65,2W,T,DD+0,24,68-69,263,0.15,FALSE,218.8240967,39°50'40''LT,10.56221288,77.98881129,Good,Good,2-LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9888112936168 10.5622128769755, 77.9864752572029 10.5630830023437)"
67,66,,S,DA+3,27,69-70,278,0.98,FALSE,215.9401855,,10.563083,77.98647526,Good,Good,2-LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9864752572029 10.5630830023437, 77.9840762726962 10.5639869067817)"
68,67,,S,DA+3,27,70-71,285,1.34,FALSE,212.815918,,10.56398691,77.98407627,Good,Good,2-LT,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9840762726962 10.5639869067817, 77.9820051882416 10.5647538509219)"
69,68,,S,DA+0,24,71-72,246,2.46,FALSE,217.3822021,,10.56475385,77.98200519,Good,Good,2-LT,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9820051882416 10.5647538509219, 77.9799805395305 10.5655153468251)"
70,69,,S,DA+0,24,72-73,241,3.95,FALSE,218.5837402,,10.56551535,77.97998054,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9799805395305 10.5655153468251, 77.9777673818171 10.5663807783275)"
71,70,,T,DD+3,27,73-74,265,3.21,FALSE,212.3353271,33°59'30''LT,10.56638078,77.97776738,Good,Good,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9777673818171 10.5663807783275, 77.9762573819607 10.566051537171)"
72,71,,S,DA+0,24,74-75,174,4.12,FALSE,210.6529541,,10.56605154,77.97625738,Good,Good,,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9762573819607 10.566051537171, 77.9748488031327 10.5657762754708)"
73,72,,T,DC+0,22,75-76,161,3.89,FALSE,213.2966309,22°44'44''RT,10.56577628,77.9748488,Good,Good,LT,NEAR THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9748488031327 10.5657762754708, 77.9721623193472 10.5663205962628)"
74,73,,S,DA+0,24,76-77,304,4.24,FALSE,215.4595947,,10.5663206,77.97216232,Good,Good,,NEAR THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9721623193472 10.5663205962628, 77.9694981314241 10.5668515898287)"
75,74,,T,DD+0,24,77-78,302,1.2,FALSE,210.8933105,41°40'32''RT,10.56685159,77.96949813,Good,Good,2-LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9694981314241 10.5668515898287, 77.9681165423244 10.5686698760837)"
76,75,,T,DC+0,22,78-79,257,4.28,FALSE,208.7303467,26°31'4''LT,10.56866988,77.96811654,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9681165423244 10.5686698760837, 77.965348502621 10.5700381379574)"
77,76,,T,DB+0,22,79-80,343,4.05,FALSE,211.3740234,11°20'31''RT,10.57003814,77.9653485,Good,Good,,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.965348502621 10.5700381379574, 77.9640221502631 10.5710593052208)"
78,77,,S,DA+0,24,80-81,189,3.47,FALSE,207.0480957,,10.57105931,77.96402215,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9640221502631 10.5710593052208, 77.9623864218592 10.5723112262785)"
79,78,,T,DD+0,24,81-82,231,2.84,FALSE,212.5755615,70°51'21''LT,10.57231123,77.96238642,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9623864218592 10.5723112262785, 77.9631580598652 10.5748292338103)"
80,79,,S,DA+0,24,82-83,297,5.76,FALSE,208.4901123,,10.57482923,77.96315806,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9631580598652 10.5748292338103, 77.9639625549316 10.5773179884999)"
81,80,,S,DA+0,24,83-84,295,7.24,FALSE,210.1723633,,10.57731799,77.96396255,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9639625549316 10.5773179884999, 77.9644654691219 10.5788776092231)"
82,81,,T,DD+0,24,84-85,186,2.92,FALSE,207.0480957,34°17'44''RT,10.57887761,77.96446547,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9644654691219 10.5788776092231, 77.964217448607 10.5812086164951)"
83,82,,S,DA+0,24,85-86,265,3.85,FALSE,209.451416,,10.58120862,77.96421745,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.964217448607 10.5812086164951, 77.9639826714992 10.5834778491407)"
84,83,2W,T,DD+0,24,86-87,258,2.08,FALSE,210.4127197,43°10'43''LT,10.58347785,77.96398267,Good,Good,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9639826714992 10.5834778491407, 77.9616434499621 10.5854880809783)"
85,84,,S,DA+0,24,87-88,344,5.47,FALSE,209.9320068,,10.58548808,77.96164345,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9616434499621 10.5854880809783, 77.9599047917872 10.5869472865015)"
86,85,,S,DA+0,24,88-89,254,3.89,FALSE,213.2966309,,10.58694729,77.95990479,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9599047917872 10.5869472865015, 77.9582512099295 10.5883698631078)"
87,86,,S,DA+0,24,89-90,245,6.48,FALSE,212.0949707,,10.58836986,77.95825121,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9582512099295 10.5883698631078, 77.9563799500465 10.5899128876626)"
88,87,,T,DC+0,22,90-91,271,4.87,FALSE,214.7385254,23°32'43''RT,10.58991289,77.95637995,Good,Good,,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9563799500465 10.5899128876626, 77.955178823322 10.5922812782227)"
89,88,,S,DA+0,24,91-92,299,2.48,FALSE,214.9788818,,10.59228128,77.95517882,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.955178823322 10.5922812782227, 77.954108538106 10.5943518597632)"
90,89,,T,DD+0,24,92-93,263,3.94,FALSE,223.1501465,36°38'16''LT,10.59435186,77.95410854,Good,Good,,THAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.954108538106 10.5943518597632, 77.9516760259866 10.5955400783568)"
91,90,,S,DA+0,24,93-94,301,2.97,FALSE,215.6998291,,10.59554008,77.95167603,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9516760259866 10.5955400783568, 77.9496213700622 10.5965090263634)"
92,91,,S,DA+0,24,94-95,254,8.48,FALSE,214.4981689,,10.59650903,77.94962137,Good,Good,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9496213700622 10.5965090263634, 77.9475158359855 10.5975193809717)"
93,92,,T,DB+0,22,95-96,261,6.59,FALSE,215.9401855,1°44'50''LT,10.59751938,77.94751584,Good,Good,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9475158359855 10.5975193809717, 77.9455149080604 10.5984060186892)"
94,93,,S,DA+0,24,96-97,244,4.87,FALSE,216.180542,,10.59840602,77.94551491,Good,Good,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9455149080604 10.5984060186892, 77.9437785968184 10.599192995578)"
