S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
24,TN - 72,,S,DC,26,TN - 75 : TN - 76,216.1209192,5.82,148,,9.77906568,77.96834998,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96834998 9.77906568, 77.96799609 9.776343154)"
25,TN - 73,,S,DC,26,TN - 76 : TN - 77,305.8983554,5.83,146,,9.776343154,77.96799609,GOOD,AVAILABLE,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96799609 9.776343154, 77.96759888 9.773189379)"
26,TN - 74,,S,DC,26,TN - 77 : TN - 78,353.8597155,6.25,148,,9.773189379,77.96759888,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96759888 9.773189379, 77.96725312 9.770541703)"
27,TN - 75,,S,DC,26,TN - 78 : TN - 79,297.565639,3.52,146,,9.770541703,77.96725312,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96725312 9.770541703, 77.96690712 9.767791266)"
28,TN - 76,,S,DC,26,TN - 79 : T/OFF - 80,308.8543972,2.23,142,,9.767791266,77.96690712,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96690712 9.767791266, 77.96650646 9.764714353)"
29,TN - 77,,S,DC,26,T/OFF - 80 : TN - 81,345.4657904,4.04,145,,9.764714353,77.96650646,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96650646 9.764714353, 77.96610975 9.761684965)"
30,TN - 78,,S,DC,26,TN - 81 : TN - 82,340.1921883,3.42,145,,9.761684965,77.96610975,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96610975 9.761684965, 77.96574547 9.758759849)"
31,TN - 79,,S,DC,26,TN - 82 : TN - 83,328.2922466,2.81,145,,9.758759849,77.96574547,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96574547 9.758759849, 77.96539553 9.756180234)"
32,T/OFF - 80,3W,T,DC,26,TN - 83 : TN - 84,290.1552581,1.22,144,0°14'27''RT,9.756180234,77.96539553,GOOD,AVAILABLE,"110KV AVIYUR LINE BELOW XING, LT -2",ROAD,PLAIN,TAPPING FOR 110KV AVIYUR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96539553 9.756180234, 77.9650424 9.753492409)"
33,TN - 81,,S,DC,26,TN - 84 : TN - 85,302.0770664,0.84,145,,9.753492409,77.9650424,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9650424 9.753492409, 77.96461182 9.750184407)"
34,TN - 82,,T,DC,26,TN - 85 : TN - 86,371.2584777,1.52,142,6°23'20''RT,9.750184407,77.96461182,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96461182 9.750184407, 77.96456295 9.747459032)"
35,TN - 83,,S,DC,26,TN - 86 : TN - 87,303.7650783,1.38,142,,9.747459032,77.96456295,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96456295 9.747459032, 77.96450076 9.74473441)"
36,TN - 84,,S,DC,26,TN - 87 : TN - 88,303.7112435,1.49,144,,9.74473441,77.96450076,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96450076 9.74473441, 77.96444661 9.742050273)"
37,TN - 85,,S,DC,26,TN - 88 : TN - 89,299.2114148,1.73,145,,9.742050273,77.96444661,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96444661 9.742050273, 77.96438634 9.73931266)"
38,TN - 86,,S,DC,26,TN - 89 : TN - 90,305.1442786,0.79,150,,9.73931266,77.96438634,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96438634 9.73931266, 77.96433278 9.736594912)"
39,TN - 87,,S,DC,26,TN - 90 : TN - 91,302.9302568,4.32,148,,9.736594912,77.96433278,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96433278 9.736594912, 77.96427989 9.733802062)"
40,TN - 88,,S,DC,26,TN - 91 : TN - 92,311.2415538,1.94,150,,9.733802062,77.96427989,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96427989 9.733802062, 77.96421636 9.730993956)"
41,TN - 89,,S,DC,26,TN - 92 : TN - 93,312.9541646,4.11,151,,9.730993956,77.96421636,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96421636 9.730993956, 77.96414721 9.728212506)"
42,TN - 90,,S,DC,26,TN - 93 : TN - 94,310.0184601,3.76,152,,9.728212506,77.96414721,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96414721 9.728212506, 77.96409239 9.725360395)"
43,TN - 91,,S,DC,26,TN - 94 : TN - 95,317.8047922,2.27,152,,9.725360395,77.96409239,GOOD,AVAILABLE,400KV LINE UP  XING,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96409239 9.725360395, 77.96402106 9.722330756)"
44,TN - 92,,S,DC,26,TN - 95 : TN - 96,337.4923204,3.04,149,,9.722330756,77.96402106,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96402106 9.722330756, 77.96396079 9.719380913)"
45,TN - 93,2W,S,DC,26,TN - 96 : TN - 97,328.6339137,2.29,147,,9.719380913,77.96396079,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96396079 9.719380913, 77.96390908 9.716586638)"
46,TN - 94,,S,DC,26,TN - 97 : TN - 98,311.396512,2.95,145,,9.716586638,77.96390908,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96390908 9.716586638, 77.96383356 9.713614918)"
47,TN - 95,,S,DC,26,TN - 98 : TN - 99,331.0931744,0.37,147,,9.713614918,77.96383356,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96383356 9.713614918, 77.96376742 9.710753253)"
48,TN - 96,,S,DC,26,TN - 99 : TN - 100,318.8880375,2.25,150,,9.710753253,77.96376742,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96376742 9.710753253, 77.96369526 9.707888151)"
49,TN - 97,,S,DC,26,TN - 100 : TN - 101,319.2842001,1.09,148,,9.707888151,77.96369526,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96369526 9.707888151, 77.96364865 9.704959849)"
50,TN - 98,,S,DC,26,TN - 101 : TN - 102,326.2221957,1.15,146,,9.704959849,77.96364865,GOOD,AVAILABLE,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96364865 9.704959849, 77.96356634 9.702141266)"
51,TN - 99,,S,DC,26,TN - 102 : TN - 103,314.166058,1.75,148,,9.702141266,77.96356634,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96356634 9.702141266, 77.96351002 9.700309988)"
52,TN - 100,,T,DC,26,TN - 103 : TN - 104,204.8284754,1.99,146,9°31'10''LT,9.700309988,77.96351002,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96351002 9.700309988, 77.96305211 9.698014352)"
53,TN - 101,,S,DC,26,TN - 104 : TN - 105,261.0705672,4.25,142,,9.698014352,77.96305211,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96305211 9.698014352, 77.96246982 9.695148831)"
54,TN - 102,,S,DC,26,TN - 105 : T/OFF - 106,325.6143279,6.23,145,,9.695148831,77.96246982,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96246982 9.695148831, 77.96192575 9.692433849)"
55,TN - 103,,S,DC,26,T/OFF - 106 : TN - 107,308.448756,7.62,145,,9.692433849,77.96192575,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96192575 9.692433849, 77.96133558 9.689604873)"
56,TN - 104,,S,DC,26,TN - 107 : TN - 108,321.8234894,2.77,145,,9.689604873,77.96133558,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96133558 9.689604873, 77.9607698 9.686839348)"
57,TN - 105,,S,DC,26,TN - 108 : TN - 109,314.4040763,6.36,144,,9.686839348,77.9607698,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9607698 9.686839348, 77.96020914 9.684095867)"
58,T/OFF - 106,3W,T,DC,26,TN - 109 : TN - 110,311.9004825,2.44,145,0°11'8''RT,9.684095867,77.96020914,GOOD,AVAILABLE,LT,ROAD,PLAIN,TAPPING FOR T.KALLUPATTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96020914 9.684095867, 77.9597229 9.681676682)"
59,TN - 107,,S,DC,26,TN - 110 : TN - 111,275.0918781,6.53,142,,9.681676682,77.9597229,GOOD,AVAILABLE,"HT, LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9597229 9.681676682, 77.95917381 9.678967986)"
60,TN - 108,,S,DC,26,TN - 111 : TN - 112,307.8740274,6.16,142,,9.678967986,77.95917381,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95917381 9.678967986, 77.95860627 9.676212352)"
61,TN - 109,,S,DC,26,TN - 112 : TN - 113,313.3693307,3.91,144,,9.676212352,77.95860627,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95860627 9.676212352, 77.95805348 9.673496615)"
62,TN - 110,,S,DC,26,TN - 113 : TN - 114,308.7182531,2.86,145,,9.673496615,77.95805348,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95805348 9.673496615, 77.95747186 9.670737628)"
63,TN - 111,,S,DC,26,TN - 114 : TN - 115,314.0458171,3.36,150,,9.670737628,77.95747186,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95747186 9.670737628, 77.95692771 9.668068327)"
64,TN - 112,,S,DC,26,TN - 115 : TN - 116,303.4912054,4.85,148,,9.668068327,77.95692771,GOOD,AVAILABLE,LT - 2,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95692771 9.668068327, 77.95633184 9.665185204)"
65,TN - 113,,S,DC,26,TN - 116 : TN - 117,327.8200564,6.23,145,,9.665185204,77.95633184,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95633184 9.665185204, 77.95577997 9.662420014)"
66,TN - 114,,S,DC,26,TN - 117 : TN - 118,314.0664526,5.55,145,,9.662420014,77.95577997,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95577997 9.662420014, 77.95520229 9.659581147)"
67,TN - 115,,S,DC,26,TN - 118 : TN - 119,322.6204202,3.83,144,,9.659581147,77.95520229,GOOD,AVAILABLE,LT,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95520229 9.659581147, 77.95461816 9.656743538)"
68,TN - 116,,S,DC,26,TN - 119 : TN - 120,322.624856,6.24,145,,9.656743538,77.95461816,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95461816 9.656743538, 77.95407954 9.654024281)"
69,TN - 117,,S,DC,26,TN - 120 : TN - 121,308.7955568,2.83,142,,9.654024281,77.95407954,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95407954 9.654024281, 77.9535384 9.651427483)"
70,TN - 118,,S,DC,26,TN - 121 : TN - 122,295.5607131,8.43,142,,9.651427483,77.9535384,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9535384 9.651427483, 77.95296826 9.648643434)"
71,TN - 119,2W,T,DC,26,TN - 122 :  LILO - 123,316.5077525,5.82,144,2°25'13''RT,9.648643434,77.95296826,GOOD,AVAILABLE,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95296826 9.648643434, 77.95267481 9.646822214)"
72,TN - 120,,S,DC,26, LILO - 123 : TN - 124,206.1790823,5.83,145,,9.646822214,77.95267481,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95267481 9.646822214, 77.95236418 9.64493067)"
73,TN - 121,2W,S,DC,26,TN - 124 : TN - 125,214.1655338,6.25,150,,9.64493067,77.95236418,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95236418 9.64493067, 77.95212127 9.643365601)"
74,TN - 122,,S,DC,26,TN - 125 : TN - 126,177.3037758,3.52,148,,9.643365601,77.95212127,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95212127 9.643365601, 77.95202698 9.642723966)"
75, LILO - 123,,T,DC,26,TN - 126 : TN - 127,73.78342527,2.23,150,0°19'58''LT,9.642723966,77.95202698,GOOD,AVAILABLE,,,PLAIN,LILO TO  RAILWAY FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95202698 9.642723966, 77.95193662 9.642132958)"
76,TN - 124,,T,DC,26,TN - 127 : TN - 128,68.17622179,4.04,151,0°22'60''LT,9.642132958,77.95193662,GOOD,AVAILABLE,110KV BELOW XING,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95193662 9.642132958, 77.95160796 9.640075536)"
77,TN - 125,,S,DC,26,TN - 128 : TN - 129,232.6105813,3.42,152,,9.640075536,77.95160796,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95160796 9.640075536, 77.95121795 9.637665655)"
78,TN - 126,,S,DC,26,TN - 129 : TN - 130,272.2039979,2.81,152,,9.637665655,77.95121795,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95121795 9.637665655, 77.95081973 9.635166172)"
79,TN - 127,,S,DC,26,TN - 130 : TN - 131,282.1416398,1.22,149,,9.635166172,77.95081973,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95081973 9.635166172, 77.95045839 9.632872548)"
80,TN - 128,,S,DC,26,TN - 131 : TN - 132,258.9992712,0.84,147,,9.632872548,77.95045839,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95045839 9.632872548, 77.95006402 9.630466104)"
81,TN - 129,,T,DC,26,TN - 132 : TN - 133,271.9045749,1.52,145,0°29'60''RT,9.630466104,77.95006402,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95006402 9.630466104, 77.94967124 9.627930997)"
82,TN - 130,,S,DC,26,TN - 133 : TN - 134,285.9459896,1.38,147,,9.627930997,77.94967124,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94967124 9.627930997, 77.94925198 9.625345012)"
83,TN - 131,,S,DC,26,TN - 134 : TN - 135,291.9620371,1.49,150,,9.625345012,77.94925198,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94925198 9.625345012, 77.94891872 9.623338804)"
84,TN - 132,2W,S,DC,26,TN - 135 : TN - 136,227.093829,1.73,148,,9.623338804,77.94891872,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94891872 9.623338804, 77.94858252 9.621008886)"
85,TN - 133,,S,DC,26,TN - 136 : TN - 137,262.5634998,0.79,146,,9.621008886,77.94858252,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94858252 9.621008886, 77.94821807 9.61875583)"
86,TN - 134,,T,DC,26,TN - 137 : TN - 138,254.6165699,4.32,148,0°16'7''LT,9.61875583,77.94821807,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94821807 9.61875583, 77.9478398 9.616484921)"
87,TN - 135,,S,DC,26,TN - 138 : TN - 139,256.8113354,1.94,146,,9.616484921,77.9478398,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9478398 9.616484921, 77.94748717 9.614236811)"
88,TN - 136,,S,DC,26,TN - 139 : TN - 140,253.8728211,4.11,142,,9.614236811,77.94748717,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94748717 9.614236811, 77.94721124 9.612535955)"
89,TN - 137,,S,DC,26,TN - 140 : TN - 141,192.7167972,3.76,145,,9.612535955,77.94721124,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94721124 9.612535955, 77.94684839 9.610325815)"
90,TN - 138,,S,DC,26,TN - 141 : TN - 142,249.8982103,2.27,148,,9.610325815,77.94684839,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94684839 9.610325815, 77.94652996 9.608285492)"
91,TN - 139,,T,DC,26,TN - 142 : TN - 143,230.5656042,3.04,146,0°19'37''RT,9.608285492,77.94652996,GOOD,AVAILABLE,LT - 2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94652996 9.608285492, 77.94623039 9.606291438)"
