S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
19,18,2W,T,SC,22,17-18,104.2559775,1.31,FALSE,212.488861,"86°23'24""L",10.10377778,77.94197222,GOOD,Available,Rail Way HT,Rail Way MAS - MDU,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94197222222222 10.103777777777777, 77.9426388888889 10.102611111111111)"
20,19,,T,SB,21,18-19,147.4943466,1.5,FALSE,212.931763,"2°56'60""R",10.10261111,77.94263889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9426388888889 10.102611111111111, 77.94372222222222 10.100916666666667)"
21,20,,S,SA,22,19-20,223.6293535,0.87,FALSE,213.813278,,10.10091667,77.94372222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94372222222222 10.100916666666667, 77.94483333333334 10.099194444444445)"
22,21,,S,SA,22,20-21,224.0864224,1.22,FALSE,213.096008,,10.09919444,77.94483333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94483333333334 10.099194444444445, 77.94597222222222 10.097416666666668)"
23,22,,T,SC,22,21-22,235.2530189,2.07,FALSE,210.708008,"34°25'12""L",10.09741667,77.94597222,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94597222222222 10.097416666666668, 77.94591666666668 10.09575)"
24,23,,T,SB,21,22-23,184.463835,0.9,FALSE,209.383865,"16°20'60""R",10.09575,77.94591667,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94591666666668 10.09575, 77.94652777777779 10.093333333333334)"
25,24,,T,SC,22,23-24,274.262506,2.17,FALSE,206.38829,"58°5'24""R",10.09333333,77.94652778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94652777777779 10.093333333333334, 77.94836111111111 10.092777777777778)"
26,25,,S,SA,22,24-25,211.4484766,0.77,FALSE,208.023926,,10.09277778,77.94836111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94836111111111 10.092777777777778, 77.95055555555555 10.092083333333333)"
27,26,,T,SB,21,25-26,253.0816605,0.92,FALSE,209.101028,"14°56'24""R",10.09208333,77.95055556,GOOD,Available,"2-HT , LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95055555555555 10.092083333333333, 77.95211111111111 10.092)"
28,27,,T,SB,21,26-27,168.2549183,1.01,FALSE,207.944214,"25°36'36""R",10.092,77.95211111,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95211111111111 10.092, 77.95319444444445 10.092444444444444)"
29,28,,T,SB,21,27-28,130.2620491,1.28,FALSE,205.096375,"18°28'48""L",10.09244444,77.95319444,GOOD,Available,"2-HT , LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95319444444445 10.092444444444444, 77.95458333333333 10.092555555555556)"
30,29,,S,SA,22,28-29,152.3821762,1.1,FALSE,205.836151,,10.09255556,77.95458333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95458333333333 10.092555555555556, 77.95630555555556 10.092666666666668)"
31,30,,T,SB,21,29-30,191.0059005,1.37,FALSE,209.828735,"24°20'24""L",10.09266667,77.95630556,GOOD,Available,400KV,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95630555555556 10.092666666666668, 77.95872222222222 10.091777777777779)"
32,31,,T,SC,22,30-31,282.5306477,0.88,FALSE,211.571609,"44°24'36""R",10.09177778,77.95872222,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95872222222222 10.091777777777779, 77.96041666666667 10.092527777777779)"
33,32,,T,SB,21,31-32,202.3116703,0.9,FALSE,210.247284,"10°45'0""L",10.09252778,77.96041667,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96041666666667 10.092527777777779, 77.96230555555556 10.092972222222222)"
34,33,,T,SB,21,32-33,211.8207013,1.17,FALSE,207.251816,"7°3'0""L",10.09297222,77.96230556,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96230555555556 10.092972222222222, 77.96433333333334 10.093166666666667)"
35,34,,S,SA,22,33-34,223.8658266,1.3,FALSE,206.366486,,10.09316667,77.96433333,GOOD,Available,"HT,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96433333333334 10.093166666666667, 77.96677777777778 10.093444444444446)"
36,35,,S,SA,22,34-35,271.2549176,1.01,FALSE,204.7388,,10.09344444,77.96677778,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96677777777778 10.093444444444446, 77.96927777777778 10.093694444444445)"
37,36,2W,T,SB,21,35-36,273.7960065,1.11,FALSE,204.367432,"29°14'24""L",10.09369444,77.96927778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96927777777778 10.093694444444445, 77.97080555555556 10.093055555555557)"
38,37,,S,SA,22,36-37,182.3555305,1.32,FALSE,203.52919,,10.09305556,77.97080556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97080555555556 10.093055555555557, 77.97272222222223 10.092222222222222)"
39,38,,T,SB,21,37-38,228.5898115,0.7,FALSE,204.498657,"7°16'12""L",10.09222222,77.97272222,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97272222222223 10.092222222222222, 77.97466666666666 10.091083333333334)"
40,39,,T,SB,21,38-39,250.9129169,1,FALSE,206.962921,"3°56'60""R",10.09108333,77.97466667,GOOD,Available,"2-HT,LT",NH,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97466666666666 10.091083333333334, 77.97661111111111 10.090111111111112)"
41,40,,T,SB,21,39-40,236.276616,1.21,FALSE,209.684967,"27°21'0""L",10.09011111,77.97661111,GOOD,Available,HT,NH,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97661111111111 10.090111111111112, 77.97730555555556 10.089166666666667)"
42,41,,T,SB,21,40-41,131.9742652,1.37,FALSE,207.604004,"3°59'24""R",10.08916667,77.97730556,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97730555555556 10.089166666666667, 77.97902777777777 10.087138888888889)"
43,42,,S,SA,22,41-42,293.4558282,2.05,FALSE,202.785568,,10.08713889,77.97902778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97902777777777 10.087138888888889, 77.98044444444444 10.085444444444445)"
44,43,,S,SA,22,42-43,243.1872584,2.37,FALSE,202.41037,,10.08544444,77.98044444,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98044444444444 10.085444444444445, 77.98208333333334 10.083527777777778)"
45,44,,S,SA,22,43-44,279.1267007,1.08,FALSE,202.138733,,10.08352778,77.98208333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98208333333334 10.083527777777778, 77.98358333333333 10.081527777777778)"
46,45,,T,SC,22,44-45,274.3571761,1.42,FALSE,201.531616,"46°22'12""L",10.08152778,77.98358333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98358333333333 10.081527777777778, 77.98316666666666 10.079194444444445)"
47,46,,S,SA,22,45-46,263.9077475,2.52,FALSE,202.603439,,10.07919444,77.98316667,GOOD,Available,"HT,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98316666666666 10.079194444444445, 77.98280555555556 10.077083333333333)"
48,47,,S,SA,22,46-47,234.2457063,1.04,FALSE,202.333771,,10.07708333,77.98280556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98280555555556 10.077083333333333, 77.98227777777778 10.074555555555555)"
49,48,,T,SB,21,47-48,287.4088013,3.07,FALSE,199.232697,"16°19'48""L",10.07455556,77.98227778,GOOD,Available,"HT,LT",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98227777777778 10.074555555555555, 77.98127777777778 10.072694444444444)"
50,49,,S,SA,22,48-49,232.8187738,1.11,FALSE,201.78772,,10.07269444,77.98127778,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98127777777778 10.072694444444444, 77.98022222222222 10.07075)"
51,50,,T,SB,21,49-50,244.0293585,0.19,FALSE,198.340286,"25°21'36""L",10.07075,77.98022222,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.98022222222222 10.07075, 77.97933333333333 10.070083333333333)"
52,51,,T,DC,26,50-51,124.1661849,2.33,FALSE,199.413391,"35°43'12""R",10.07008333,77.97933333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97933333333333 10.070083333333333, 77.97936111111112 10.070222222222222)"
53,52,,T,DC,26,51-52,14.73232893,1.4,FALSE,200.399948,"85°42'0""",10.07022222,77.97936111,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97936111111112 10.070222222222222, 77.97916666666667 10.070277777777777)"
54,Gantry  ( Vadipatti SS),2W,Gantry,H-POLE,12,52-Gantry ,22.02851306,,,200.839371,,10.07027778,77.97916667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note :,1.  Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
