S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,10,,S,DA,26,09-Oct,280,3.21,158.660904,,8.973949011,77.27791602,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2779160179197 8.97394901141524, 77.2757280059158 8.97536597214639)"
12,11,,S,DA,26,10-Nov,287.2519335,8.06,157.654312,,8.975365972,77.27572801,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2757280059158 8.97536597214639, 77.273925980553 8.97652401588857)"
13,12,2W,T,DC,26,11-Dec,280,6.27,159.494461,"0°41'58"" R",8.976524016,77.27392598,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.273925980553 8.97652401588857, 77.2718259785324 8.97790996357798)"
14,13,,S,DA,26,Dec-13,295,3.1,159.324875,,8.977909964,77.27182598,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2718259785324 8.97790996357798, 77.2696089651435 8.97937403060495)"
15,14,,S,DA,26,13-14,292.7781726,5.52,162.259827,,8.979374031,77.26960897,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2696089651435 8.97937403060495, 77.267495971173 8.98075000382959)"
16,15,,S,DA,26,14-15,285,7.18,163.471252,,8.980750004,77.26749597,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.267495971173 8.98075000382959, 77.2652740124613 8.98218196816742)"
17,16,,T,DC,26,15-16,291.2819373,4.87,165.667725,"28°41'13"" L",8.982181968,77.26527401,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2652740124613 8.98218196816742, 77.2633450012654 8.98232496343553)"
18,17,,T,DC,26,16-17,285,5.93,165.594818,"2°58'17"" L",8.982324963,77.263345,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2633450012654 8.98232496343553, 77.2611139900982 8.98237500339746)"
19,18,,S,DA,26,17-18,280,7.01,165.582504,,8.982375003,77.26111399,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2611139900982 8.98237500339746, 77.259532995522 8.98245396092534)"
20,19,,T,DC,26,18-19,284,6.22,167.391586,"1°7'52"" L",8.982453961,77.259533,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.259532995522 8.98245396092534, 77.2574510145932 8.98251699283719)"
21,20,,S,DA,26,19-20,286,4.37,168.03421,,8.982516993,77.25745101,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2574510145932 8.98251699283719, 77.2547979746013 8.98260198533535)"
22,21,,S,DA,26,20-21,291.9937802,3.94,167.183548,,8.982601985,77.25479797,GOOD,Available,"LT ,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2547979746013 8.98260198533535, 77.2523050289601 8.98268798366189)"
23,22,,S,DA,26,21-22,287,4.19,168.066666,,8.982687984,77.25230503,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2523050289601 8.98268798366189, 77.2503050230443 8.98276803083717)"
24,23,,T,DC,26,22-23,290,5.07,171.32048,"11°58'6"" L",8.982768031,77.25030502,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2503050230443 8.98276803083717, 77.2493420261889 8.98260500282049)"
25,24,,T,DC,26,23-24,289,4.72,174.451447,"17°44'1"" R",8.982605003,77.24934203,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2493420261889 8.98260500282049, 77.2483770176768 8.98274104110896)"
26,25,,T,DC,26,24-25,295,6.9,174.957764,"6°37'8"" R",8.982741041,77.24837702,GOOD,Available,"LT-2No, HT -2No",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2483770176768 8.98274104110896, 77.2478209622204 8.9828859642148)"
27,Gantry (Senkottai SS),2W,Gantry,H-POLE,12,25-Gantry,70,,176.553925,,8.982885964,77.24782096,GOOD,NO E/W,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
