S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
22,6,,T,DC+3,34,07-Jun,264.8261786,-,11,0°51'5''RT,8.781855153,78.15146581,GOOD,Available,,,SALT PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.151465812698 8.78185515291988, 78.1529100984334 8.78301344811916)"
23,5,,T,DC+3,34,06-May,213.2795833,-,5,13°51'5''LT,8.783013448,78.1529101,GOOD,Available,,,SALT PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1529100984334 8.78301344811916, 78.1545646861195 8.78517614677548)"
24,4,,T,DC+3,34,05-Apr,309.832963,-,8,0°59'18''RT,8.785176147,78.15456469,GOOD,Available,,,SALT PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1545646861195 8.78517614677548, 78.1559409946203 8.78691212274134)"
25,3,,S,DC+3,34,04-Mar,253.7246108,-,8,,8.786912123,78.15594099,GOOD,Available,LT,,SALT PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1559409946203 8.78691212274134, 78.1574880424886 8.78888430073857)"
26,2,,T,DC+6,37,03-Feb,285.8985941,-,10,42°13'10''RT,8.788884301,78.15748804,GOOD,Available,,,SALT PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1574880424886 8.78888430073857, 78.159574214369 8.78924329765141)"
27,1,,T,DC+6,37,02-Jan,242.1201384,-,16,75°55'50''LT,8.789243298,78.15957421,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.159574214369 8.78924329765141, 78.1595329754054 8.78869193606078)"
28, GANTRY,2W,T,H-POLE,15,1 -  GANTRY,70.19871566,-,10,,8.788691936,78.15953298,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
