S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
12,19,2W,T,SB,21,18-19,313.563916,0.91,FALSE,113.085175,"10°40'48""R",10.10108333,78.75625,GOOD,Available,"2-400KV,HT",Ramanathapuram - Melur Road(SH),Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75625 10.101083333333333, 78.75772222222223 10.102055555555555)"
13,20,,T,SB,21,19-20,193.5320747,4.02,FALSE,113.532166,"2°7'12""L",10.10205556,78.75772222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75772222222223 10.102055555555555, 78.75925 10.103)"
14,21,,T,SB+3,24,20-21,198.812193,3.24,FALSE,114.625549,"0°8'24""R",10.103,78.75925,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75925 10.103, 78.76080555555555 10.103972222222222)"
15,22,,T,SC,22,21-22,199.5997263,4.1,FALSE,117.285957,"48°0'0""R",10.10397222,78.76080556,GOOD,Available,2-HT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76080555555555 10.103972222222222, 78.76122222222222 10.106444444444444)"
16,23,,T,SB,21,22-23,280,5.51,FALSE,119.67337,"7°4'48""R",10.10644444,78.76122222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76122222222222 10.106444444444444, 78.76130555555555 10.108694444444444)"
17, 23A,,S,SA,21,23- 23A,247.8378246,4.31,FALSE,120.980423,,10.10869444,78.76130556,GOOD,Available,"HT,LT",Ramanathapuram - Melur Road(SH),Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76130555555555 10.108694444444444, 78.76161111111111 10.111305555555555)"
18,24,,S,SA,21, 23A-24,291.1996015,3.2,FALSE,122.903954,,10.11130556,78.76161111,GOOD,Available,3-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76161111111111 10.111305555555555, 78.76186111111112 10.113666666666667)"
19,25,,S,SA,21,24-25,265,4.11,FALSE,124.901886,,10.11366667,78.76186111,GOOD,Available,,Ramanathapuram - Melur Road(SH),Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76186111111112 10.113666666666667, 78.76211111111111 10.116138888888889)"
20,26,,S,SA,21,25-26,273.3894298,1.16,FALSE,127.07399,,10.11613889,78.76211111,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76211111111111 10.116138888888889, 78.7623611111111 10.118083333333335)"
21,27,2W,T,SB,21,26-27,219.1469878,2.24,FALSE,126.929749,"24°24'36""R",10.11808333,78.76236111,GOOD,Available,3-LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7623611111111 10.118083333333335, 78.76172222222222 10.120055555555556)"
22,28,,S,SA+3,24,27-28,228.0168042,3.72,FALSE,128.124649,,10.12005556,78.76172222,GOOD,Available,"HT,LT",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76172222222222 10.120055555555556, 78.76086111111111 10.12275)"
23,29,,S,SA,21,28-29,311.8652418,4.2,FALSE,129.070145,,10.12275,78.76086111,GOOD,Available,LT,Ramanathapuram - Melur Road(SH),Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76086111111111 10.12275, 78.76008333333333 10.125166666666667)"
24,30,,S,SA,21,29-30,285,3.76,FALSE,132.572784,,10.12516667,78.76008333,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76008333333333 10.125166666666667, 78.75925 10.127722222222223)"
25,31,,S,SA,21,30-31,300,0.45,FALSE,134.036194,,10.12772222,78.75925,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75925 10.127722222222223, 78.7585 10.130055555555556)"
26,32,,S,SA,21,31-32,271.8556095,0.57,FALSE,135.989456,,10.13005556,78.7585,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7585 10.130055555555556, 78.75775 10.132444444444445)"
27,33,,S,SA,21,32-33,275.9131723,4.08,FALSE,139.134262,,10.13244444,78.75775,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75775 10.132444444444445, 78.75694444444444 10.134888888888888)"
28,34,,S,SA,21,33-34,284.8194126,3.76,FALSE,136.562103,,10.13488889,78.75694444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75694444444444 10.134888888888888, 78.75608333333334 10.137527777777777)"
29,35,,S,SA,21,34-35,307.3608477,5.6,FALSE,137.719742,,10.13752778,78.75608333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75608333333334 10.137527777777777, 78.75519444444444 10.14025)"
30,36,,S,SA,21,35-36,317,0.62,FALSE,135.416718,,10.14025,78.75519444,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75519444444444 10.14025, 78.75430555555556 10.142833333333332)"
31,37,,S,SA+3,24,36-37,307,0.98,FALSE,133.518127,,10.14283333,78.75430556,GOOD,Available,"HT,LT",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75430555555556 10.142833333333332, 78.75347222222223 10.145444444444443)"
32,38,,S,SA,21,37-38,302.7219544,2.83,FALSE,130.542862,,10.14544444,78.75347222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75347222222223 10.145444444444443, 78.75311111111111 10.146583333333332)"
33,39,,T,SC,22,38-39,136,4.48,FALSE,128.821136,"56°18'36""R",10.14658333,78.75311111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75311111111111 10.146583333333332, 78.75033333333333 10.147416666666667)"
34,40,,S,SA,21,39-40,316.8345594,1.16,FALSE,126.257668,,10.14741667,78.75033333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75033333333333 10.147416666666667, 78.74772222222222 10.148194444444444)"
35,41,,T,SB,21,40-41,298.2205349,5.07,FALSE,126.950134,"22°1'12""R",10.14819444,78.74772222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74772222222222 10.148194444444444, 78.7453888888889 10.147972222222222)"
36,42,,T,SB,21,41-42,257.6579894,3.78,FALSE,128.485992,"10°19'12""L",10.14797222,78.74538889,GOOD,Available,LT,Sokkalingam puram Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7453888888889 10.147972222222222, 78.74330555555555 10.148166666666667)"
37,43,,T,SB,21,42-43,229.3905872,4.05,FALSE,127.446991,"0°50'24""R",10.14816667,78.74330556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74330555555555 10.148166666666667, 78.74211111111111 10.148249999999999)"
38,44,,S,SA,21,43-44,130.0572353,5.17,FALSE,127.51709,,10.14825,78.74211111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.74211111111111 10.148249999999999, 78.73936111111111 10.1485)"
39,LILO : 01,3W,T,DC,26,44-01,304.1687237,4.62,FALSE,125.2304,"4°5'24""R",10.1485,78.73936111,GOOD,Available,LT,,Plain,LILO at Kanadukathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73936111111111 10.1485, 78.73827777777778 10.148527777777778)"
40,45,,S,SA,21, 01-45,119.0795494,1.17,FALSE,123.907158,,10.14852778,78.73827778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73827777777778 10.148527777777778, 78.73619444444445 10.148694444444445)"
41,46,,T,SC,22,45-46,226.631579,2.56,FALSE,125.671982,"52°42'36""L",10.14869444,78.73619444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73619444444445 10.148694444444445, 78.73530555555556 10.150083333333333)"
42,47,,S,SA,21,46-47,181.6959894,3.07,FALSE,126.247818,,10.15008333,78.73530556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73530555555556 10.150083333333333, 78.73438888888889 10.151444444444445)"
43,48,,T,SB,21,47-48,181.2559733,3.41,FALSE,128.453751,"24°41'24""L",10.15144444,78.73438889,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73438888888889 10.151444444444445, 78.73413888888889 10.153027777777778)"
44,49,,S,SA,21,48-49,181,0.56,FALSE,127.90744,,10.15302778,78.73413889,GOOD,Available,"HT,2-LT",Athankudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73413888888889 10.153027777777778, 78.73377777777777 10.155277777777778)"
45,50,,T,SB,21,49-50,252.0409022,3.16,FALSE,129.905579,"34°52'48""L",10.15527778,78.73377778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73377777777777 10.155277777777778, 78.73475 10.157305555555556)"
46,51,,S,SA,21,50-51,247.3889049,0.71,FALSE,134.629578,,10.15730556,78.73475,GOOD,Available,2-LT,Athankudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73475 10.157305555555556, 78.73572222222222 10.159333333333334)"
47,52,,T,SB,21,51-52,249.2754987,0.32,FALSE,131.908798,"33°34'12""R",10.15933333,78.73572222,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73572222222222 10.159333333333334, 78.73536111111112 10.161972222222223)"
48,53,,T,SC,22,52-53,298,0.38,FALSE,128.195923,"41°33'36""R",10.16197222,78.73536111,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73536111111112 10.161972222222223, 78.73347222222222 10.163555555555556)"
49,54,,S,SA,21,53-54,271.2790319,0.3,FALSE,122.61985,,10.16355556,78.73347222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73347222222222 10.163555555555556, 78.73152777777779 10.165194444444445)"
50,55,,S,SA+3,24,54-55,278.6306771,0.27,FALSE,120.565407,,10.16519444,78.73152778,GOOD,Available,,Pond,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73152777777779 10.165194444444445, 78.72966666666667 10.166722222222221)"
51,56,,S,SA,21,55-56,266.4990593,0.41,FALSE,121.846504,,10.16672222,78.72966667,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72966666666667 10.166722222222221, 78.72800000000001 10.168111111111111)"
52,57,,S,SA,21,56-57,237.1358871,0.38,FALSE,120.862465,,10.16811111,78.728,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72800000000001 10.168111111111111, 78.72588888888889 10.16986111111111)"
53,58,,T,SB,21,57-58,302.6231527,0.27,FALSE,117.451668,"25°23'24""R",10.16986111,78.72588889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72588888888889 10.16986111111111, 78.72394444444444 10.170361111111111)"
54,59,,S,SA,21,58-59,219.6604803,0.45,FALSE,116.844933,,10.17036111,78.72394444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72394444444444 10.170361111111111, 78.72230555555555 10.170833333333333)"
55,60,2W,T,SC,22,59-60,187.7581465,0.41,FALSE,116.349167,"38°56'24""L",10.17083333,78.72230556,GOOD,Available,LT,Konarpatti Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72230555555555 10.170833333333333, 78.72083333333333 10.172888888888888)"
56,61,,S,SA,21,60-61,281,0.35,FALSE,117.667511,,10.17288889,78.72083333,GOOD,Available,,Konarpatti Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72083333333333 10.172888888888888, 78.71938888888889 10.174944444444444)"
57,62,,T,SB,21,61-62,282,0.33,FALSE,118.350365,"22°56'24""L",10.17494444,78.71938889,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71938888888889 10.174944444444444, 78.71877777777777 10.177944444444444)"
58,63,,T,SB,21,62-63,340,0.29,FALSE,119.462334,"25°58'48""L",10.17794444,78.71877778,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71877777777777 10.177944444444444, 78.71925 10.179777777777778)"
59,64,,S,SA,21,63-64,214,0.29,FALSE,121.580704,,10.17977778,78.71925,GOOD,Available,"HT,LT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71925 10.179777777777778, 78.71983333333334 10.182083333333333)"
60,65,,S,SA,21,64-65,261.2174004,0.28,FALSE,124.143654,,10.18208333,78.71983333,GOOD,Available,"HT,2-LT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.71983333333334 10.182083333333333, 78.72047222222223 10.184472222222222)"
61,66,,S,SA,21,65-66,276,0.57,FALSE,123.969269,,10.18447222,78.72047222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72047222222223 10.184472222222222, 78.72125 10.187444444444445)"
62,67,,S,SA,21,66-67,345,0.31,FALSE,125.801865,,10.18744444,78.72125,GOOD,Available,3-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72125 10.187444444444445, 78.72183333333334 10.189583333333333)"
63,68,,S,SA,21,67-68,248,2.11,FALSE,129.144821,,10.18958333,78.72183333,GOOD,Available,HT,Kaatupallivasal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72183333333334 10.189583333333333, 78.7225 10.192166666666667)"
64,69,,T,SB,21,68-69,292.6839643,1.65,FALSE,112.523643,"27°9'0""R",10.19216667,78.7225,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7225 10.192166666666667, 78.72183333333334 10.194888888888888)"
65,70,,S,SA,21,69-70,315,0.37,FALSE,115.206169,,10.19488889,78.72183333,GOOD,Available,3-LT,Konarpatti Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72183333333334 10.194888888888888, 78.72133333333333 10.197138888888889)"
66,71,,T,SB,21,70-71,252.3110177,0.71,FALSE,110.638611,"42°34'12""L",10.19713889,78.72133333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72133333333333 10.197138888888889, 78.72241666666667 10.198944444444445)"
67,72,,T,SB,21,71-72,232.6472537,0.36,FALSE,110.513046,"28°44'24""L",10.19894444,78.72241667,GOOD,Available,2-HT,Thirumayam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72241666666667 10.198944444444445, 78.724 10.199861111111112)"
68,73,,T,SB,21,72-73,199.6438885,0.37,FALSE,111.819984,"26°49'12""L",10.19986111,78.724,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.724 10.199861111111112, 78.72697222222223 10.200055555555554)"
69,74,,S,SA+3,24,73-74,327.6129415,1.07,FALSE,117.371445,,10.20005556,78.72697222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72697222222223 10.200055555555554, 78.72997222222223 10.200305555555556)"
70,75,2W,T,SB,21,74-75,329.4345985,0.34,FALSE,120.158882,"26°37'12""R",10.20030556,78.72997222,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72997222222223 10.200305555555556, 78.73186111111112 10.201444444444444)"
71,76,,S,SA,21,75-76,244,0.79,FALSE,117.382133,,10.20144444,78.73186111,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73186111111112 10.201444444444444, 78.73413888888889 10.202833333333333)"
72,77,,T,SC,22,76-77,294.6260259,0.38,FALSE,117.491692,"47°34'48""R",10.20283333,78.73413889,GOOD,Available,,Maavoor Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73413888888889 10.202833333333333, 78.7345 10.20461111111111)"
73,78,,T,SB,21,77-78,203,0.42,FALSE,114.715981,"18°58'12""R",10.20461111,78.7345,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7345 10.20461111111111, 78.73413888888889 10.207277777777778)"
74,79,,S,SA,21,78-79,301,1.43,FALSE,119.892151,,10.20727778,78.73413889,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73413888888889 10.207277777777778, 78.73377777777777 10.209666666666665)"
75,80,,S,SA,21,79-80,269,0.29,FALSE,122.727676,,10.20966667,78.73377778,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73377777777777 10.209666666666665, 78.73347222222222 10.21211111111111)"
76,81,,T,SB,21,80-81,275,2.51,FALSE,118.07341,"28°4'12""R",10.21211111,78.73347222,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73347222222222 10.21211111111111, 78.73272222222222 10.213138888888889)"
77,82,,S,SA,21,81-82,144,1.56,FALSE,117.599663,,10.21313889,78.73272222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73272222222222 10.213138888888889, 78.73205555555556 10.21411111111111)"
78,83,,S,SA,21,82-83,130,4.65,FALSE,118.331757,,10.21411111,78.73205556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73205555555556 10.21411111111111, 78.73063888888889 10.216111111111111)"
79, 83A,,T,SB,21,83- 83A,274,3.01,FALSE,119.157738,"25°58'48""L",10.21611111,78.73063889,GOOD,Available,LT,Thirumayam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73063888888889 10.216111111111111, 78.73016666666666 10.218916666666667)"
80,84,,S,SA,21, 83A-84,319,2.17,FALSE,117.790565,,10.21891667,78.73016667,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73016666666666 10.218916666666667, 78.72994444444444 10.220305555555555)"
81,85,,T,SB,21,84-85,153.9974089,2.01,FALSE,117.320221,"1°7'48""L",10.22030556,78.72994444,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72994444444444 10.220305555555555, 78.72975 10.221666666666668)"
82, 85A,,T,SB,21,85- 85A,155,5.01,FALSE,118.386124,"1°29'24""R",10.22166667,78.72975,GOOD,Available,,Thirumayam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72975 10.221666666666668, 78.72933333333333 10.224222222222222)"
83,86,,S,SA,21, 85A-86,291,3.46,FALSE,117.660263,,10.22422222,78.72933333,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72933333333333 10.224222222222222, 78.72888888888889 10.226972222222223)"
84,87,,S,SA,21,86-87,311,3.72,FALSE,115.74176,,10.22697222,78.72888889,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72888888888889 10.226972222222223, 78.72844444444445 10.229722222222222)"
85,88,,T,SB,21,87-88,309,0.37,0,115.670036,"41°1'12""L",10.22972222,78.72844444,GOOD,Available,HT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72844444444445 10.229722222222222, 78.72941666666667 10.23125)"
86,89,,S,SA,21,88-89,201,2.94,FALSE,113.763275,,10.23125,78.72941667,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.72941666666667 10.23125, 78.7303888888889 10.23275)"
87,90,,T,SC,22,89-90,196,0.28,FALSE,114.477203,"51°37'12""L",10.23275,78.73038889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7303888888889 10.23275, 78.73119444444444 10.232805555555556)"
88,91,,T,SC,22,90-91,89.43848962,1.41,FALSE,113.372124,"45°36'0""L",10.23280556,78.73119444,GOOD,Available,66 KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.73119444444444 10.232805555555556, 78.73138888888889 10.232666666666667)"
89,Gantry ( Thirumayam SS),2W,Gantry,H-POLE,12,91-Gantry,27.35336437,NIL,,114.24379,,10.23266667,78.73138889,GOOD,NO E/W,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note       : 1. Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2. From Gantry (Karakudi SS to TN - 9) section is common for 110kV  Karakudi - Thirumayam & Karakudi - Devakottai Link . So It is recommended to propose 96F OPGW at this section ( Gantry at Karakudi SS to TN 9 ) and its shown in 110kV Karakudi - Devakottai Link.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
