S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
19, 47/18,,S,DC,26, 47/21- 47/22,257.2642165,1.15,108.529037,,8.945078971,77.62027603,GOOD,Available,HT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62027603 8.945078971, 77.620789 8.942784006)"
20, 47/19,,T,DC,26, 47/22- 47/23,260.1824771,0.73,108.794579,"60°21'24"" R",8.942784006,77.620789,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.620789 8.942784006, 77.619438 8.941567037)"
21, 47/20,,T,DC,26, 47/23- 47/24,200.6044707,0.56,109.993423,"39°13'55"" L",8.941567037,77.619438,GOOD,Available,"HT,LT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.619438 8.941567037, 77.61902201 8.938830011)"
22, 47/21,,S,DC,26, 47/24- 47/25,306.3474087,2.1,109.840324,,8.938830011,77.61902201,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61902201 8.938830011, 77.61871004 8.936694972)"
23, 47/22,,S,DC,26, 47/25- 47/26,238.7665881,2.3,108.525513,,8.936694972,77.61871004,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61871004 8.936694972, 77.61841801 8.934591031)"
24, 47/23,,S,DC,26, 47/26- 47/27,235.0511413,1.48,106.681732,,8.934591031,77.61841801,GOOD,Available,LT - 2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61841801 8.934591031, 77.618072 8.932297993)"
25, 47/24,,T,DC,26, 47/27- 47/28,256.6119741,0.17,106.89193,"12°25'12"" L",8.932297993,77.618072,GOOD,Available,HT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.618072 8.932297993, 77.61823503 8.929912001)"
26, 47/25,,S,DC,26, 47/28- 47/29,264.6671917,0.43,105.640892,,8.929912001,77.61823503,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61823503 8.929912001, 77.61834299 8.928007968)"
27, 47/26,,S,DC,26, 47/29- 47/30,211.0545332,1.16,103.926682,,8.928007968,77.61834299,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61834299 8.928007968, 77.61847199 8.926162021)"
28, 47/27,,T,DC,26, 47/30- 47/31,204.7841329,2.19,101.608162,"5°48'56"" R",8.926162021,77.61847199,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61847199 8.926162021, 77.61842103 8.924584966)"
29, 47/28,,S,DC,26, 47/31- 47/32,174.6231878,3.04,101.404556,,8.924584966,77.61842103,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61842103 8.924584966, 77.61840602 8.923252998)"
30, 47/29,,T,DC,26, 47/32- 47/33,147.418506,0.99,99.055542,"23°16'56"" R",8.923252998,77.61840602,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61840602 8.923252998, 77.61834802 8.923122995)"
31, 47/30,,T,DP,12, 47/33- 47/34,15.73977525,1.32,100.438156,"13°12'53"" L",8.923122995,77.61834802,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61834802 8.923122995, 77.61828298 8.922781013)"
32, 47/31,,T,DP,12, 47/34- 47/35,38.51811355,1.06,100.326683,"11°15'29"" R",8.922781013,77.61828298,GOOD,Available,220 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61828298 8.922781013, 77.61809598 8.922320008)"
33, 47/32,,T,DC,26, 47/35- 47/36,55.01366382,2.24,99.330162,"10°23'57"" L",8.922320008,77.61809598,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61809598 8.922320008, 77.61769499 8.92037197)"
34, 47/33,,T,DC,26, 47/36- 47/37,220.0598259,1.87,96.734444,"5°28'40"" R",8.92037197,77.61769499,GOOD,Available,HT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61769499 8.92037197, 77.61697196 8.918026965)"
35, 47/34,2W,T,DC,26, 47/37- 47/38,271.4463272,0.47,96.005417,"8°25'40"" R",8.918026965,77.61697196,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61697196 8.918026965, 77.61613696 8.916284032)"
36, 47/35,,S,DC,26, 47/38- 47/39,213.6611495,1.73,97.166275,,8.916284032,77.61613696,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61613696 8.916284032, 77.61517203 8.914341023)"
37, 47/36,,S,DC,26, 47/39- 47/40,239.8248217,2.37,93.810295,,8.914341023,77.61517203,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61517203 8.914341023, 77.61428799 8.912379993)"
38, 47/37,,T,DC,26, 47/40- 47/41,237.836541,3.07,90.370697,"77°33'56"" L",8.912379993,77.61428799,GOOD,Available,"HT-2NO,LT -2NO",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61428799 8.912379993, 77.61653996 8.910718029)"
39, 47/38,,T,DC,26, 47/41- 47/42,308.6307794,2.63,88.528091,"24°20'19"" R",8.910718029,77.61653996,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61653996 8.910718029, 77.61664398 8.910532035)"
40, 47/39,,T,DP,12, 47/42- 47/43,23.55315275,1.93,90.305649,"28°45'6"" R",8.910532035,77.61664398,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61664398 8.910532035, 77.61664599 8.910184018)"
41, 47/40,,T,DP,12, 47/43- 47/44,38.51569031,0.86,87.810226,"6°6'10"" L",8.910184018,77.61664599,GOOD,Available,110 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61664599 8.910184018, 77.616691 8.909786968)"
42, 47/41,,T,DP,12, 47/44- 47/45,44.21986247,0.59,88.119637,"17°33'4"" L",8.909786968,77.616691,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.616691 8.909786968, 77.61696702 8.909169976)"
43, 47/42,,T,DC,26, 47/45- 47/46,74.73467801,1.72,88.173912,"8°17'44"" L",8.909169976,77.61696702,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61696702 8.909169976, 77.617209 8.908789018)"
44, 47/43,,T,DP,12, 47/46- 47/47,49.86707011,0.8,85.678833,"21°52'24"" R",8.908789018,77.617209,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.617209 8.908789018, 77.61734898 8.908030959)"
45, 47/44,,T,DC,26, 47/47-47/ 48,85.29716107,0.72,77.070114,"37°25'17"" L",8.908030959,77.61734898,GOOD,Available,110 KV ,CANAL,Water Logged,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61734898 8.908030959, 77.61935703 8.906221977)"
46, 47/45,,S,DC,26,47/ 48- 47/49,298.1931836,2.09,77.079704,,8.906221977,77.61935703,GOOD,Available,"HT,110 KV",,AGRI,DOWN LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61935703 8.906221977, 77.62139099 8.904361026)"
47, 47/46,,S,DC,26, 47/49- 47/50,304.1782186,1.28,80.512619,,8.904361026,77.62139099,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62139099 8.904361026, 77.62325102 8.902670983)"
48, 47/47,,S,DC,26, 47/50- 47/51,277.2876887,0.44,84.029533,,8.902670983,77.62325102,GOOD,Available,"LT,HT -2NO",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62325102 8.902670983, 77.62504701 8.901039027)"
49,47/ 48,,T,DC,26, 47/51- 47/52,267.749329,0.36,91.816704,"29°9'20"" L",8.901039027,77.62504701,GOOD,Available,,,PLAIN,Common tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62504701 8.901039027, 77.62633103 8.900738033)"
50, 47/49,,T,DC,26, 47/52- 47/53,145.1887495,0.57,91.559074,"49°1'17"" L",8.900738033,77.62633103,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62633103 8.900738033, 77.62834604 8.902180977)"
51, 47/50,,S,DC,26, 47/53- 47/54,273.2798196,1.16,90.072914,,8.902180977,77.62834604,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62834604 8.902180977, 77.63001102 8.903379003)"
52, 47/51,,T,DC,26, 47/54- 47/55,226.1794743,0.2,96.599426,"47°21'21"" R",8.903379003,77.63001102,GOOD,Available,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63001102 8.903379003, 77.631488 8.903081026)"
53, 47/52,,S,DC,26, 47/55- 47/56,165.8633849,1.05,94.787704,,8.903081026,77.631488,GOOD,Available,,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.631488 8.903081026, 77.63308299 8.902641982)"
54, 47/53,2W,T,DC,26, 47/56- 47/57,182.1409108,0.72,87.564217,"52°8'30"" R",8.902641982,77.63308299,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63308299 8.902641982, 77.63406501 8.900270993)"
55, 47/54,,T,DC,26, 47/57- 47/58,283.7873367,2.81,81.797546,"43°22'0"" L",8.900270993,77.63406501,GOOD,Available,HT,ROAD.POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63406501 8.900270993, 77.63598497 8.89941101)"
56, 47/55,,S,DC,26, 47/58- 47/59,231.7527862,2.03,79.781395,,8.89941101,77.63598497,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63598497 8.89941101, 77.638693 8.898162022)"
57, 47/56,,S,DC,26, 47/59- 47/60,328.5367887,4.07,76.621246,,8.898162022,77.638693,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.638693 8.898162022, 77.64075897 8.89724303)"
58, 47/57,,T,DC,26, 47/60- 47/61,249.0897012,0.51,78.61232,"14°43'50"" L",8.89724303,77.64075897,GOOD,Available,,"ROAD,CANAL",Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64075897 8.89724303, 77.64294698 8.896884033)"
59, 47/58,,T,DC,26, 47/61- 47/62,244.0675175,1.18,84.585121,"56°55'24"" R",8.896884033,77.64294698,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64294698 8.896884033, 77.64397896 8.894546991)"
60, 47/59,,S,DC,26, 47/62- 47/63,282.4855645,0.33,82.510841,,8.894546991,77.64397896,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64397896 8.894546991, 77.64500901 8.892010041)"
61, 47/60,,T,DC,26, 47/63- 47/64,302.79428,2.7,83.007416,"57°0'39"" L",8.892010041,77.64500901,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64500901 8.892010041, 77.64527304 8.891958995)"
62, 47/61,,T,DP,12, 47/64- 47/65,29.60361604,1.38,82.266869,"8°29'21"" L",8.891958995,77.64527304,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64527304 8.891958995, 77.64566297 8.89194198)"
63, 47/62,,T,DP,12, 47/65- 47/66,42.95763456,1.61,83.609047,"12°31'22"" R",8.89194198,77.64566297,GOOD,Available,400 KV,,AGRI,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64566297 8.89194198, 77.64610101 8.891824968)"
64, 47/63,,T,DC,26, 47/66- 47/67,49.92038626,2.88,83.914375,"62°13'9"" R",8.891824968,77.64610101,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64610101 8.891824968, 77.64635598 8.890703972)"
65, 47/64,,T,DC,26, 47/67-Gantry (Kanrpatty SS),127.1976546,0.6,84.491409,"58°42'31"" L",8.890703972,77.64635598,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64635598 8.890703972, 77.64826203 8.890068037)"
66, 47/65,,T,DC,45,Gantry (Kanrpatty SS)-,221.275496,1.01,89.578659,"73°39'35"" R",8.890068037,77.64826203,GOOD,Available,,,PLAIN,MULTI TOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64826203 8.890068037, 77.64821702 8.88890597)"
67, 47/66,,T,DC,45,-,128.7044503,0.73,88.304886,"43°38'17"" R",8.88890597,77.64821702,GOOD,Available,,,PLAIN,MULTI TOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64821702 8.88890597, 77.64766096 8.888369026)"
68, 47/67,,T,DC,45,-,85.30511514,0.62,94.039116,"50°20'15"" R",8.888369026,77.64766096,GOOD,Available,110 KV,,PLAIN,DOWN LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64766096 8.888369026, 77.64740104 8.888397021)"
69,Gantry (Kanrpatty SS),,Gantry,DP,12,47/67- Gantry,28.77483678,,94.739136,,8.888397021,77.64740104,GOOD,NO E/W,,,PLAIN,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
