S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
45,43,,T,SB+3,24,42-43,170,3.12,FALSE,345.447266,"25°53'24""L",9.835805556,77.49991667,GOOD,Available,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49991666666666 9.835805555555556, 77.50072222222222 9.834666666666667)"
46,44,,T,SC,21,43-44,175,0.93,FALSE,340.84906,"41°34'48""L",9.834666667,77.50072222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50072222222222 9.834666666666667, 77.50041666666667 9.83211111111111)"
47,45,,T,SB,21,44-45,298,0.1,FALSE,344.307983,"26°25'48""L",9.832111111,77.50041667,GOOD,Available,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50041666666667 9.83211111111111, 77.49936111111111 9.830527777777778)"
48,46,,T,SB,21,45-46,208.4325668,0.28,FALSE,346.996979,"4°35'24""L",9.830527778,77.49936111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49936111111111 9.830527777777778, 77.49825 9.829138888888888)"
49,47,,T,SB+3,24,46-47,197.5073028,0.28,FALSE,345.378723,"3°25'48""R",9.829138889,77.49825,GOOD,Available,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49825 9.829138888888888, 77.49672222222222 9.826944444444445)"
50,48,,T,SC+3,25,47-48,300,0.43,FALSE,343.649628,"68°35'60""R",9.826944444,77.49672222,GOOD,Available,"2-11 KV, LT ",River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49672222222222 9.826944444444445, 77.49758333333334 9.825694444444444)"
51,49,,T,SB+3,24,48-49,168.2551043,0.1,FALSE,358.053375,"14°25'48""R",9.825694444,77.49758333,GOOD,Available,"11KV ,LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49758333333334 9.825694444444444, 77.49886111111111 9.824583333333333)"
52,50,,T,SB+3,24,49-50,190,0.13,FALSE,361.596802,"10°28'48""R",9.824583333,77.49886111,GOOD,Available,2-11KV,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49886111111111 9.824583333333333, 77.50105555555555 9.823305555555555)"
53,51,,T,SB+3,24,50-51,293,0.15,FALSE,361.27597,"22°55'48""R",9.823305556,77.50105556,GOOD,Available,"13 KV,LT",High Way,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50105555555555 9.823305555555555, 77.50180555555555 9.823194444444445)"
54,52,,T,SC,22,51-52,88,0.55,FALSE,363.082825,"66°50'24""L",9.823194444,77.50180556,GOOD,Available,2-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50180555555555 9.823194444444445, 77.50191666666667 9.822861111111111)"
55,Gantry (Kadamalaikundu SS),2W,Gantry,H-Pole,12,52-GANTRY,39.06971283,,,363.247375,,9.822861111,77.50191667,GOOD,NO E/W,,,SS,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note    :  ,1.  Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
