S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
17,TN - 99,,S,DC on DC,32,TN - 96 : TN - 95,267.7478439,1.63,89,,8.66403711,77.4960698,GOOD,AVAILABLE,11KV,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4960698001086 8.66403711028397, 77.4935334362089 8.66326371207833)"
18,TN - 98,,T,DC on DC,32,TN - 95 : TN - 94,294.1132677,1.63,92,4°0'9''LT,8.663263712,77.49353344,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4935334362089 8.66326371207833, 77.4908470362424 8.66264571435749)"
19,TN - 97,,S,DC on DC,32,TN - 94 : TN - 93,305.618281,1.96,87,,8.662645714,77.49084704,GOOD,AVAILABLE,LT - 2N,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4908470362424 8.66264571435749, 77.4879303853958 8.66196300834417)"
20,TN - 96,,S,DC on DC,32,TN - 93 : TN - 92,331.9362356,3.42,85,,8.661963008,77.48793039,GOOD,AVAILABLE,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4879303853958 8.66196300834417, 77.4853471666574 8.66138499230146)"
21,TN - 95,,S,DC on DC,32,TN - 92 : TN - 91,293.5567767,2.89,84,,8.661384992,77.48534717,GOOD,AVAILABLE,"11KV, LT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4853471666574 8.66138499230146, 77.4831584002822 8.6608805693686)"
22,TN - 94,2W,T,DC on DC,32,TN - 91 : TN - 90,249.3977038,6.13,87,0°9'58''LT,8.660880569,77.4831584,GOOD,AVAILABLE,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4831584002822 8.6608805693686, 77.479878058657 8.66013457998633)"
23,TN - 93,,S,DC on DC,32,TN - 90 : TN - 89,372.5309535,4.02,88,,8.66013458,77.47987806,GOOD,AVAILABLE,,POND,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.479878058657 8.66013457998633, 77.4775008670985 8.65959277376532)"
24,TN - 92,,S,DC on DC,32,TN - 89 : TN - 88,270.5452325,5.11,90,,8.659592774,77.47750087,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4775008670985 8.65959277376532, 77.474872469902 8.65899581462144)"
25,TN - 91,,S,DC on DC,32,TN - 88 : TN - 87,298.8713303,7.04,90,,8.658995815,77.47487247,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.474872469902 8.65899581462144, 77.4721792805939 8.65838225930929)"
26,TN - 90,,S,DC on DC,32,TN - 87 : TN - 86,306.2356837,3.72,90,,8.658382259,77.47217928,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4721792805939 8.65838225930929, 77.4696352053433 8.65778706036508)"
27,TN - 89,,S,DC on DC,32,TN - 86 : TN - 85,289.7814328,4.1,92,,8.65778706,77.46963521,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4696352053433 8.65778706036508, 77.4670524895191 8.65719940513372)"
28,TN - 88,,T,DC on DC,32,TN - 85 : TN - 84,293.7377479,3.61,94,0°6'58''RT,8.657199405,77.46705249,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4670524895191 8.65719940513372, 77.4643240123987 8.65657277405262)"
29,TN - 87,,S,DC on DC,32,TN - 84 : TN - 83,310.346425,5.07,94,,8.656572774,77.46432401,GOOD,AVAILABLE,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4643240123987 8.65657277405262, 77.4615221098065 8.65593180991709)"
30,TN - 86,,S,DC on DC,32,TN - 83 : TN - 82,318.5812858,7.49,94,,8.65593181,77.46152211,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4615221098065 8.65593180991709, 77.4590055271983 8.65535002201795)"
31,TN - 85,,S,DC on DC,32,TN - 82 : TN - 81,286.4952652,6.52,104,,8.655350022,77.45900553,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4590055271983 8.65535002201795, 77.4562152754515 8.65470620803535)"
32,TN - 84,2W,T,DC on DC,32,TN - 81 : TN - 80,317.4018986,4.27,104,0°23'41''LT,8.654706208,77.45621528,GOOD,AVAILABLE,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4562152754515 8.65470620803535, 77.4536560289561 8.65413422696292)"
33,TN - 83,,S,DC on DC,32,TN - 80 : TN - 79,290.8333401,5.39,108,,8.654134227,77.45365603,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4536560289561 8.65413422696292, 77.4510670267045 8.65354263223707)"
34,TN - 82,,S,DC on DC,32,TN - 79 : TN - 78,294.5090952,4.18,105,,8.653542632,77.45106703,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4510670267045 8.65354263223707, 77.4488717224448 8.65305128507316)"
35,TN - 81,,S,DC on DC,32,TN - 78 : TN - 77,249.7761953,2.17,104,,8.653051285,77.44887172,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4488717224448 8.65305128507316, 77.4460735917091 8.65238375030458)"
36,TN - 80,,S,DC on DC,32,TN - 77 : TN - 76,318.8482246,2.62,111,,8.65238375,77.44607359,GOOD,AVAILABLE,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4460735917091 8.65238375030458, 77.4429884646087 8.65168184973299)"
37,TN - 79,,S,DC on DC,32,TN - 76 : TN - 75,350.4859239,1.93,114,,8.65168185,77.44298846,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4429884646087 8.65168184973299, 77.440184969455 8.65105932578444)"
38,TN - 78,,T,DC on DC,32,TN - 75 : TN - 74,318.3004649,1.06,111,18°18'44''RT,8.651059326,77.44018497,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.440184969455 8.65105932578444, 77.4378261342644 8.64965141750872)"
39,TN - 77,,S,DC on DC,32,TN - 74 : ,304.8826653,3.29,113,,8.649651418,77.43782613,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4378261342644 8.64965141750872, 77.4360587261617 8.64854726940393)"
40,TN - 76,,S,DC on DC,32, : ,231.7917496,2.89,128,,8.648547269,77.43605873,GOOD,AVAILABLE,,,HILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4360587261617 8.64854726940393, 77.4340106081217 8.64725737832486)"
41,TN - 75,,S,DC on DC,32, : ,268.9010412,1.54,117,,8.647257378,77.43401061,GOOD,AVAILABLE,LT,ROAD,HILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4340106081217 8.64725737832486, 77.4319202452898 8.64597368985414)"
42,TN - 74,2W,T,DC on DC,32, : ,272.4824374,1.63,118,29°5'13''RT,8.64597369,77.43192025,GOOD,AVAILABLE,,,HILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4319202452898 8.64597368985414, 77.4296562094241 8.64194895140826)"
