S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,TN - 55,,S,SC,23,TN - 52 : TN - 51,292.0564178,3.4,19.673031,,10.21253932,78.35681657,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3568165730685 10.2125393226742, 78.3543638605624 10.213920995593)"
12,TN - 54,,S,SC,23,TN - 51 : TN - 50,311.3497042,2.7,18.930946,,10.213921,78.35436386,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3543638605624 10.213920995593, 78.3520526345819 10.215205270797)"
13,TN - 53,,S,SC,23,TN - 50 : TN - 49,292.541108,4.6,17.863796,,10.21520527,78.35205263,GOOD,AVAILABLE,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3520526345819 10.215205270797, 78.3500302489846 10.2163380850106)"
14,TN - 52,,S,SC,23,TN - 49 : TN - 48,256.7219975,3.2,17.103252,,10.21633809,78.35003025,GOOD,AVAILABLE,LT -2NO,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3500302489846 10.2163380850106, 78.3480430673807 10.2174454182386)"
15,TN - 51,2W,T,SC,23,TN - 48 : TN - 47,251.9744537,2.4,19.755384,30°35'9''LT,10.21744542,78.34804307,GOOD,AVAILABLE,LT -2NO,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3480430673807 10.2174454182386, 78.3449871093034 10.2174301631748)"
16,TN - 50,,S,SC,23,TN - 47 : TN - 46,337.0486764,2.85,24.154709,,10.21743016,78.34498711,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3449871093034 10.2174301631748, 78.3419946022331 10.2173976413905)"
17,TN - 49,,S,SC,23,TN - 46 : TN - 45,330.1084309,3.03,22.717825,,10.21739764,78.3419946,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3419946022331 10.2173976413905, 78.3389722555875 10.2173537202179)"
18,TN - 48,,S,SC,23,TN - 45 : TN - 44,333.3966827,2.36,24.329166,,10.21735372,78.33897226,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3389722555875 10.2173537202179, 78.3366058766841 10.2173286583274)"
19,TN - 47,,S,SC,23,TN - 44 : TN - 43,261.4580982,2.97,24.36128,,10.21732866,78.33660588,GOOD,AVAILABLE,,"POND, 
MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3366058766841 10.2173286583274, 78.3337401878088 10.2172843180596)"
20,TN - 46,,S,SC,23,TN - 43 : TN - 42,316.2252525,3.9,23.418507,,10.21728432,78.33374019,GOOD,AVAILABLE,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3337401878088 10.2172843180596, 78.3315943367779 10.2172440849244)"
21,TN - 45,,S,SC,23,TN - 42 : TN - 41,237.3083517,4.6,23.893467,,10.21724408,78.33159434,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3315943367779 10.2172440849244, 78.3289196714758 10.217235200107)"
22,TN - 44,,T,SC,23,TN - 41 : TN - 40,295.2464339,2.6,20.576044,51°45'41''RT,10.2172352,78.32891967,GOOD,AVAILABLE,"11KV, LT -2NO",POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3289196714758 10.217235200107, 78.3270836994051 10.2148893568664)"
23,TN - 43,,S,SC,23,TN - 40 : TN - 39,330.532533,3.2,24.119509,,10.21488936,78.3270837,GOOD,AVAILABLE,,POND,PLAIN,BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3270836994051 10.2148893568664, 78.3252569474279 10.2125088125467)"
24,TN - 42,,T,SC,23,TN - 39 : LILO  - 38,332.9649536,2.1,20.747852,48°8'17''LT,10.21250881,78.32525695,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3252569474279 10.2125088125467, 78.3224111236631 10.2122918050736)"
25,TN - 41,,S,SC,23,LILO  - 38 : ,314.939688,2.9,24.061428,,10.21229181,78.32241112,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3224111236631 10.2122918050736, 78.3195179421454 10.212060380727)"
26,TN - 40,,S,SC,23, : ,320.2423398,3.1,24.061428,,10.21206038,78.31951794,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3195179421454 10.212060380727, 78.3167282771319 10.2118494082242)"
27,TN - 39,,S,SC,23, : ,308.7512091,1.6,24.061428,,10.21184941,78.31672828,GOOD,AVAILABLE,11KV,POND,PLAIN,BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3167282771319 10.2118494082242, 78.3148731105029 10.2116755675524)"
28,LILO  - 38,3W,T,DC,26, : ,206.3105259,2.7,24.24287,,10.21167557,78.31487311,GOOD,AVAILABLE,11KV,,PLAIN,COMMON TOWER FOR 110KV  L.VALAYAPATTI - NATHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
