S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,11,,S,DC,28,10-Nov,246.4700903,29.32,14.287422,,8.577512149,78.06647851,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0664785113185 8.57751214876771, 78.0642928462475 8.57671645469963)"
12,12,,S,DC,28,11-Dec,259.421286,38.65,14.287422,,8.576716455,78.06429285,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0642928462475 8.57671645469963, 78.0622488353401 8.57594590634107)"
13,13,,S,DC,28,Dec-13,243.8237871,27.65,14.287422,,8.575945906,78.06224884,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0622488353401 8.57594590634107, 78.0604417808353 8.57530494220554)"
14,14,,S,DC,28,13 - 14,214.3691589,34.26,6.442451,,8.575304942,78.06044178,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0604417808353 8.57530494220554, 78.0583858676254 8.57455291785299)"
15,15,,S,DC,28,14 - 15,244.3372442,25.36,6,,8.574552918,78.05838587,GOOD,Available,,,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0583858676254 8.57455291785299, 78.0565334670245 8.57383509166538)"
16,16,,S,DC,28,15 - 16,222.0248944,32,6,,8.573835092,78.05653347,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0565334670245 8.57383509166538, 78.0541770625859 8.57296664267778)"
17,17,,S,DC,28,16 - 17,279.8623132,26.53,6,,8.572966643,78.05417706,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0541770625859 8.57296664267778, 78.0521359853446 8.57221403159201)"
18,18,2W,T,DC,28,17 - 18,242.8287493,32.54,15.433502,47°14'60''LT,8.572214032,78.05213599,GOOD,Available,LT,"Road, Canal",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0521359853446 8.57221403159201, 78.0511257983744 8.56977724470198)"
19,19,,S,DC,28,18 - 19,294.8116056,24.36,14,,8.569777245,78.0511258,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0511257983744 8.56977724470198, 78.0502187088131 8.56770297512412)"
20,20,,S,DC,28,19 - 20,253.4289082,26.3532,13,,8.567702975,78.05021871,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0502187088131 8.56770297512412, 78.049399126321 8.56579835526645)"
21,21,,S,DC,28,20 - 21,232.3655198,27.26,15,,8.565798355,78.04939913,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.049399126321 8.56579835526645, 78.0484239757061 8.5635457187891)"
22,22,,S,DC,28,21 - 22,274.5289325,31.32,14,,8.563545719,78.04842398,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0484239757061 8.5635457187891, 78.0476700235158 8.56175199151039)"
23,23,,S,DC,28,22 - 23,218.2424213,26.35,20.784515,,8.561751992,78.04767002,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0476700235158 8.56175199151039, 78.0466745048761 8.55948183685541)"
24,24,,S,DC,28,23 - 24,277.2018762,29.32,20,,8.559481837,78.0466745,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0466745048761 8.55948183685541, 78.0457443650811 8.55730899609625)"
25,25,,S,DC,28,24 - 25,264.4574431,38.65,21,,8.557308996,78.04574437,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0457443650811 8.55730899609625, 78.0448009818792 8.55505703017115)"
26,26,,T,DC,26,25 - 26,273.096086,27.65,16.46315,1°59'54''RT,8.55505703,78.04480098,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0448009818792 8.55505703017115, 78.0438806489109 8.55305920355022)"
27,27,,S,DC,28,26 - 27,246.3008457,34.26,15,,8.553059204,78.04388065,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0438806489109 8.55305920355022, 78.0430469010025 8.55088577605783)"
28,28,,S,DC,28,27 - 28,260.5412165,25.36,15,,8.550885776,78.0430469,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0430469010025 8.55088577605783, 78.042199909687 8.54863389395177)"
29,29,,S,DC,28,28 - 29,269.1813175,32,15.433502,,8.548633894,78.04219991,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.042199909687 8.54863389395177, 78.0413275212049 8.546919291839)"
30,30,,S,DC,28,29 - 30,215.7611471,26.53,14,,8.546919292,78.04132752,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0413275212049 8.546919291839, 78.0403942801058 8.54463078081607)"
31,31,,S,DC,28,30 - 31,276.4141581,32.54,13,,8.544630781,78.04039428,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0403942801058 8.54463078081607, 78.0394543334841 8.54242818430066)"
32,32,,S,DC,28,31 - 32,267.9144209,24.36,15,,8.542428184,78.03945433,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0394543334841 8.54242818430066, 78.0386676080524 8.54034620337188)"
33,33,,S,DC,28,32 - 33,249.2405548,26.3532,14,,8.540346203,78.03866761,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0386676080524 8.54034620337188, 78.0376135837286 8.53796767070889)"
34,34,,S,DC,28,33 - 34,290.783182,27.26,20.784515,,8.537967671,78.03761358,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0376135837286 8.53796767070889, 78.0367323104292 8.53606623597443)"
35,35,2W,T,DC,26,34 - 35,234.8112185,31.32,20,4°18'14''RT,8.536066236,78.03673231,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0367323104292 8.53606623597443, 78.0355853307992 8.5340124182403)"
36,36,,S,DC,28,35 - 36,263.1283818,26.35,21,,8.534012418,78.03558533,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0355853307992 8.5340124182403, 78.0345512554049 8.53227610699832)"
37,37,,S,DC,28,36 - 37,226.4496289,29.32,16.46315,,8.532276107,78.03455126,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0345512554049 8.53227610699832, 78.0335585866123 8.53059427812695)"
38,38,,S,DC,28,37 - 38,218.9368036,38.65,15,,8.530594278,78.03355859,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0335585866123 8.53059427812695, 78.032537586987 8.528773477301)"
39,39,,S,DC,28,38 - 39,233.839359,27.65,15,,8.528773477,78.03253759,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.032537586987 8.528773477301, 78.0314113106578 8.52685150690376)"
40,40,,S,DC,28,39 - 40,249.3178372,34.26,15.433502,,8.526851507,78.03141131,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0314113106578 8.52685150690376, 78.0303279496729 8.5250726994127)"
41,41,,S,DC,28,40 - 41,233.2791411,25.36,14,,8.525072699,78.03032795,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0303279496729 8.5250726994127, 78.0292206164449 8.5230747051537)"
42,42,,T,DC,26,41 - 42,255.6087838,32,13,10°19'19''LT,8.523074705,78.02922062,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0292206164449 8.5230747051537, 78.0284732859581 8.52085953578352)"
43,43,,S,DC,28,42 - 43,261.6812782,26.53,15,,8.520859536,78.02847329,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0284732859581 8.52085953578352, 78.0277687031775 8.51883178576827)"
44,44,,S,DC,28,43 - 44,240.5234749,32.54,14,,8.518831786,78.0277687,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0277687031775 8.51883178576827, 78.0270740110427 8.51669096387922)"
45,45,,S,DC,28,44 - 45,252.0495801,24.36,20.784515,,8.516690964,78.02707401,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0270740110427 8.51669096387922, 78.026271527633 8.51459791883826)"
46,46,,S,DC,28,45 - 46,251.0057484,26.3532,20,,8.514597919,78.02627153,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.026271527633 8.51459791883826, 78.025560574606 8.51254862733185)"
47,47,,S,DC,28,46 - 47,243.0074681,27.26,21,,8.512548627,78.02556057,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.025560574606 8.51254862733185, 78.0248792935162 8.51057879626751)"
48,48,,S,DC,28,47 - 48,233.6259048,31.32,16.46315,,8.510578796,78.02487929,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0248792935162 8.51057879626751, 78.024043450132 8.50816883146762)"
49,49,2W,T,DC,26,48 - 49,285.2406816,26.35,15,38°25'8''RT,8.508168831,78.02404345,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.024043450132 8.50816883146762, 78.0221003573387 8.50693493150174)"
50,50,,S,DC,28,49 - 50,256.9948536,29.32,15,,8.506934932,78.02210036,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0221003573387 8.50693493150174, 78.020335631445 8.50580530241131)"
51,51,,S,DC,28,50 - 51,234.21724,38.65,11,,8.505805302,78.02033563,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.020335631445 8.50580530241131, 78.0186518747359 8.50471892394125)"
52,52,,S,DC,28,51 - 52,224.1243999,27.65,10,,8.504718924,78.01865187,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0186518747359 8.50471892394125, 78.0169759970158 8.50362198427319)"
53,53,,S,DC,28,52 - 53,224.0371546,34.26,9.865273,,8.503621984,78.016976,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0169759970158 8.50362198427319, 78.0150257796049 8.50238037295639)"
54,54,,S,DC,28,53 - 54,258.1198139,25.36,9,,8.502380373,78.01502578,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0150257796049 8.50238037295639, 78.0131243448704 8.50113892927765)"
55,55,,S,DC,28,54 - 55,253.5981535,32,8,,8.501138929,78.01312434,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0131243448704 8.50113892927765, 78.0116887763142 8.5002008266747)"
56,56,,S,DC,28,55 - 56,192.2502591,26.53,7,,8.500200827,78.01168878,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0116887763142 8.5002008266747, 78.0099900159984 8.49907798692584)"
57,57,,T,DC,26,56 - 57,227.7249856,32.54,17.846428,1°31'9''RT,8.499077987,78.00999002,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0099900159984 8.49907798692584, 78.0084258690476 8.49810258485376)"
58,58,,S,DC,28,57 - 58,206.4097221,24.36,21,,8.498102585,78.00842587,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0084258690476 8.49810258485376, 78.0067246779799 8.49698862992227)"
59,59,,S,DC,28,58 - 59,227.4077135,26.3532,23,,8.49698863,78.00672468,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0067246779799 8.49698862992227, 78.0047202296555 8.49569136276841)"
60,60,,S,DC,28,59 - 60,266.4872848,27.26,20,,8.495691363,78.00472023,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0047202296555 8.49569136276841, 78.003035634756 8.49461051635444)"
61,61,,S,DC,28,60 - 61,223.8767289,31.32,21,,8.494610516,78.00303563,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.003035634756 8.49461051635444, 78.0012232996523 8.49342682398855)"
62,62,,S,DC,28,61 - 62,241.886836,26.35,26,,8.493426824,78.0012233,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0012232996523 8.49342682398855, 77.9994568973779 8.49227582104504)"
63,63,,S,DC,28,62 - 63,235,29.32,24,,8.492275821,77.9994569,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9994568973779 8.49227582104504, 77.9976134654134 8.49110830575227)"
64,64,,S,DC,28,63 - 64,243.7949032,38.65,28,,8.491108306,77.99761347,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9976134654134 8.49110830575227, 77.9958520084619 8.48990198224782)"
65,65,2W,T,DC,26,64 - 65,238.6306176,27.65,21.158371,5°52'12''RT,8.489901982,77.99585201,GOOD,Available,"2LT, 2HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9958520084619 8.48990198224782, 77.9937245976179 8.4887446090579)"
66,66,,S,DC,28,65 - 66,270.1897517,34.26,21,,8.488744609,77.9937246,GOOD,Available,LT -2,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9937245976179 8.4887446090579, 77.9918530862778 8.48768781870603)"
67,67,,S,DC,28,66 - 67,240.13102,25.36,26,,8.487687819,77.99185309,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9918530862778 8.48768781870603, 77.9898765496909 8.48654779605567)"
68,68,,S,DC,28,67 - 68,254.7557703,32,23,,8.486547796,77.98987655,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9898765496909 8.48654779605567, 77.9880497977137 8.48549880087375)"
69,69,,S,DC,28,68 - 69,235.4206799,26.53,24,,8.485498801,77.9880498,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9880497977137 8.48549880087375, 77.9857320338487 8.48416800610721)"
70,70,,S,DC,28,69 - 70,297.8842514,32.54,25,,8.484168006,77.98573203,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9857320338487 8.48416800610721, 77.9838861711323 8.48309168592095)"
71,71,,S,DC,28,70 - 71,238.7619759,24.36,26,,8.483091686,77.98388617,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9838861711323 8.48309168592095, 77.9819299187511 8.48199650645256)"
72,72,,S,DC,28,71 - 72,250.3536593,26.3532,24,,8.481996506,77.98192992,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9819299187511 8.48199650645256, 77.9799630213528 8.48086696118116)"
73,73,,T,DC,26,72 - 73,253.2560716,27.26,18.631027,0°39'22''LT,8.480866961,77.97996302,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9799630213528 8.48086696118116, 77.97811598517 8.47977798432111)"
74,74,,S,DC,28,73 - 74,239.5847169,31.32,17.142815,,8.479777984,77.97811599,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97811598517 8.47977798432111, 77.9761507641524 8.47868020646274)"
75,75,,S,DC,28,74 - 75,251.3566708,26.35,21,,8.478680206,77.97615076,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9761507641524 8.47868020646274, 77.9742790013551 8.47759198397398)"
76,76,,S,DC,28,75 - 76,241.891688,29.32,16.203354,,8.477591984,77.974279,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9742790013551 8.47759198397398, 77.9721308033913 8.47639161162078)"
77,77,,S,DC,28,76 - 77,274.5015468,38.65,15,,8.476391612,77.9721308,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9721308033913 8.47639161162078, 77.9707952309399 8.47550212405622)"
78,LILO to UPCIL,3W,T,DC,26,77 -  UPCIL,180.0960916,27.65,22.874496,12°27'22''RT,8.475502124,77.97079523,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9707952309399 8.47550212405622, 77.9700578749179 8.47521554678678)"
79,78,,T,DC,26, UPCIL - 78,90.23931748,34.26,19.75737,8°32'7''LT,8.475215547,77.97005787,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9700578749179 8.47521554678678, 77.9682354815304 8.47417392767965)"
80,79,,S,DC,28,78 - 79,234.5980403,25.36,18,,8.474173928,77.96823548,GOOD,Available,LT,"MUD ROAD, CANAL",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9682354815304 8.47417392767965, 77.9662044625729 8.47300029359757)"
81,80,,S,DC,28,79 - 80,261.8180497,32,19,,8.473000294,77.96620446,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9662044625729 8.47300029359757, 77.9642515629529 8.47188935615122)"
82,81,,S,DC,28,80 - 81,250.8933858,26.53,20,,8.471889356,77.96425156,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9642515629529 8.47188935615122, 77.9623218812048 8.47078721970319)"
83,82,,S,DC,28,81 - 82,248.1886872,32.54,21,,8.47078722,77.96232188,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9623218812048 8.47078721970319, 77.9604282416403 8.46971760503947)"
84,83,,T,DC,26,82 - 83,242.9544364,24.36,25,16°26'20''RT,8.469717605,77.96042824,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9604282416403 8.46971760503947, 77.9583773575723 8.46924134530127)"
85,84,,S,DC,28,83 - 84,235.1036057,26.3532,23,,8.469241345,77.95837736,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9583773575723 8.46924134530127, 77.9561203625053 8.46877732314169)"
86,85,,S,DC,28,84 - 85,257.0009123,27.26,24,,8.468777323,77.95612036,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9561203625053 8.46877732314169, 77.953973673284 8.46834012307226)"
87,86,,S,DC,28,85 - 86,244.4946018,31.32,25,,8.468340123,77.95397367,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.953973673284 8.46834012307226, 77.9517610184848 8.46786696463823)"
88,87,,S,DC,28,86 - 87,252.4269345,26.35,27.442688,,8.467866965,77.95176102,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9517610184848 8.46786696463823, 77.9495750181376 8.46741802990436)"
89,88,,S,DC,28,87 - 88,248.9996108,29.32,24.189819,,8.46741803,77.94957502,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9495750181376 8.46741802990436, 77.9472330305725 8.46691997721791)"
90,89,,S,DC,28,88 - 89,266.9418056,38.65,24.484238,,8.466919977,77.94723303,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9472330305725 8.46691997721791, 77.9450160171836 8.46645696088671)"
91,90,,S,DC,28,89 - 90,252.6630982,27.65,26.318153,,8.466456961,77.94501602,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9450160171836 8.46645696088671, 77.9427596088498 8.46599763259291)"
92,91,,S,DC,28,90 - 91,256.8317343,34.26,32,,8.465997633,77.94275961,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9427596088498 8.46599763259291, 77.9405580181628 8.4655200317502)"
93,92,2W,T,DC,26,91 - 92,251.338041,25.36,21,0°53'9''RT,8.465520032,77.94055802,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9405580181628 8.4655200317502, 77.9383493866771 8.46507637761533)"
94,93,,S,DC,28,92 - 93,251.3256746,32,22,,8.465076378,77.93834939,GOOD,Available,LT -2,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9383493866771 8.46507637761533, 77.9360560141503 8.46458796411752)"
95,94,,S,DC,28,93 - 94,261.4780138,26.53,20.82692,,8.464587964,77.93605601,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9360560141503 8.46458796411752, 77.9336455464363 8.46409393474459)"
96,95,,S,DC,28,94 - 95,274.2358517,32.54,25,,8.464093935,77.93364555,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9336455464363 8.46409393474459, 77.93141704984 8.46363024786114)"
97,96,,S,DC,28,95 - 96,253.9158028,24.36,26,,8.463630248,77.93141705,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93141704984 8.46363024786114, 77.9292990267276 8.46316396258771)"
98,97,,S,DC,28,96 - 97,242.0723799,26.3532,24.155106,,8.463163963,77.92929903,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9292990267276 8.46316396258771, 77.9270182270556 8.46272667869925)"
