S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
37,27/20,,S,DA,26,27/17-27/16,260,2.55,FALSE,285.87207,,10.17072222,78.26055556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26055555555556 10.170722222222222, 78.26247222222223 10.171416666666666)"
38,27/19,,T,DB,25,27/16-27/15,223,0.64,FALSE,284.778564,"4°38'24""R",10.17141667,78.26247222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26247222222223 10.171416666666666, 78.26447222222222 10.17236111111111)"
39,27/18,,S,DA,26,27/15-27/14,243,0.26,FALSE,280.937714,,10.17236111,78.26447222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26447222222222 10.17236111111111, 78.26580555555556 10.173)"
40,27/17,,T,DB,25,27/14-27/13,160,0.85,FALSE,279.20816,"4°14'24""R",10.173,78.26580556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26580555555556 10.173, 78.26788888888889 10.174222222222221)"
41,27/16,,S,DA,26,27/13-27/12,266,0.31,FALSE,274.0495,,10.17422222,78.26788889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26788888888889 10.174222222222221, 78.26986111111111 10.17536111111111)"
42,27/15,2W,T,DB,25,27/12-27/11,252,0.66,FALSE,267.272186,"6°50'60""R",10.17536111,78.26986111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.26986111111111 10.17536111111111, 78.27155555555555 10.176666666666666)"
43,27/14,,T,DC,26,27/11-27/10,232,0.9,FALSE,258.337067,"54°11'24""L",10.17666667,78.27155556,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27155555555555 10.176666666666666, 78.27377777777778 10.176)"
44,27/13,,T,DB,25,27/10-27/9,252,0.73,FALSE,257.233154,"2°27'0""R",10.176,78.27377778,GOOD,Available,"LT,HT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27377777777778 10.176, 78.27586111111111 10.175472222222222)"
45,27/12,,T,DB,25,27/9-27/8,236,0.45,FALSE,255.139938,"17°47'24""L",10.17547222,78.27586111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27586111111111 10.175472222222222, 78.27797222222222 10.174194444444444)"
46,27/11,,T,DB,25,27/8-27/7,267,1.27,FALSE,252.219482,"22°54'0""R",10.17419444,78.27797222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.27797222222222 10.174194444444444, 78.28058333333333 10.173777777777778)"
47,27/10,,T,DB,25,27/7-27/6,293,0.48,FALSE,240.208755,"29°58'12""L",10.17377778,78.28058333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28058333333333 10.173777777777778, 78.28269444444445 10.17211111111111)"
48,27/9,,S,DA,26,27/6-27/5,296,0.72,FALSE,242.831772,,10.17211111,78.28269444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28269444444445 10.17211111111111, 78.28477777777778 10.170444444444444)"
49,27/8,,T,DC,26,27/5-27/4,295,0.74,FALSE,240.837387,"31°22'12""L",10.17044444,78.28477778,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28477777777778 10.170444444444444, 78.28541666666666 10.168694444444444)"
50,27/7,,T,DB,25,27/4-27/3,208,0.44,FALSE,242.130219,"13°32'24""R",10.16869444,78.28541667,GOOD,Available,"LT,HT",Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28541666666666 10.168694444444444, 78.28699999999999 10.166305555555557)"
51,27/6,,T,DC,26,27/3-27/2,316,0.82,FALSE,236.267593,"35°16'48""R",10.16630556,78.287,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.28699999999999 10.166305555555557, 78.289 10.165527777777777)"
52,27/5,,S,SA,26,27/2-LILO:27/1,236,2.57,FALSE,237.71701,,10.16552778,78.289,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.289 10.165527777777777, 78.291 10.16475)"
53,27/4,,T,DB,25,LILO:27/1-27,239,0.93,FALSE,236.190125,"9°6'36""R",10.16475,78.291,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.291 10.16475, 78.29330555555555 10.164222222222223)"
54,27/3,,S,DA,26,27-26,261,0.78,FALSE,233.040833,,10.16422222,78.29330556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29330555555555 10.164222222222223, 78.29480555555556 10.16388888888889)"
55,27/2,,S,DA,26,26-25,169.2868455,0.42,FALSE,230.917648,,10.16388889,78.29480556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29480555555556 10.16388888888889, 78.29691666666666 10.163444444444444)"
56,LILO:27/1,3W,T,DC,26,25-24,234.74202,0.41,FALSE,225.824554,"71°57'0""R",10.16344444,78.29691667,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29691666666666 10.163444444444444, 78.29727777777778 10.164055555555557)"
57,27,,T,DB,25,24-23,79,0.28,FALSE,225.108475,"11°13'48""R",10.16405556,78.29727778,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29727777777778 10.164055555555557, 78.29808333333334 10.166361111111112)"
58,26,,S,DA,26,23-22,272,1.46,FALSE,221.217667,,10.16636111,78.29808333,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29808333333334 10.166361111111112, 78.29888888888888 10.168694444444444)"
59,25,,S,DA,26,22-21,273.9209844,4.83,FALSE,220.711639,,10.16869444,78.29888889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29888888888888 10.168694444444444, 78.29972222222221 10.171055555555554)"
60,24,,T,DC,26,21-20,277,0.96,FALSE,225.285873,"38°51'36""L",10.17105556,78.29972222,GOOD,Available,"LT,HT",,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29972222222221 10.171055555555554, 78.30147222222222 10.17211111111111)"
61,23,,T,DB,25,20-19,226,0.76,FALSE,222.206833,"0°56'24""L",10.17211111,78.30147222,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30147222222222 10.17211111111111, 78.30313888888888 10.173083333333333)"
62,22,,T,DB,25,19-18,209,1.66,FALSE,217.483521,"19°10'12""R",10.17308333,78.30313889,GOOD,Available,LT,Sekkipatti Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30313888888888 10.173083333333333, 78.30491666666667 10.175194444444443)"
63,21,,T,DB,25,18-17,305,3.26,FALSE,214.229767,"13°4'12""R",10.17519444,78.30491667,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30491666666667 10.175194444444443, 78.30538888888888 10.17611111111111)"
64,20,,S,DA,26,17-16,112,1.12,FALSE,213.410568,,10.17611111,78.30538889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30538888888888 10.17611111111111, 78.30647222222223 10.178055555555554)"
65,19,,T,DB,25,16-15,247,1.52,FALSE,210.882721,"25°15'0""L",10.17805556,78.30647222,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30647222222223 10.178055555555554, 78.30836111111111 10.179388888888889)"
66,18,,S,DA,26,15-14,255.2531467,3.12,FALSE,209.838943,,10.17938889,78.30836111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30836111111111 10.179388888888889, 78.31005555555555 10.180583333333333)"
67,17,,T,DC,26,14-13,228,2.16,FALSE,209.057281,"45°9'36""R",10.18058333,78.31005556,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31005555555555 10.180583333333333, 78.31038888888888 10.182527777777777)"
68,16,,T,DB,25,13-12,222,0.86,FALSE,211.901917,"0°3'36""R",10.18252778,78.31038889,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31038888888888 10.182527777777777, 78.31066666666666 10.184222222222223)"
69,15,,T,DB,25,12-11,190,0.67,FALSE,212.986267,"16°51'36""R",10.18422222,78.31066667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31066666666666 10.184222222222223, 78.31049999999999 10.185361111111112)"
70,14,,S,DA,26,11-10,126,2.84,FALSE,213.374298,,10.18536111,78.3105,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31049999999999 10.185361111111112, 78.31016666666666 10.188194444444445)"
71,13,,S,DA,26,10-9,317,1.52,FALSE,210.057129,,10.18819444,78.31016667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31016666666666 10.188194444444445, 78.30988888888889 10.190555555555555)"
72,12,,S,DA,26,9-8,268,1.28,FALSE,209.465683,,10.19055556,78.30988889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30988888888889 10.190555555555555, 78.30963888888888 10.1925)"
73,11,2W,T,DC,26,8-7,216,0.21,FALSE,213.84343,"38°26'24""L",10.1925,78.30963889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30963888888888 10.1925, 78.31094444444444 10.194666666666667)"
74,10,,T,DB,25,7-6,281,0.17,FALSE,213.929901,"16°18'0""R",10.19466667,78.31094444,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31094444444444 10.194666666666667, 78.3115 10.19663888888889)"
75,9,,T,DB,25,6-5,228,2.6,FALSE,207.139984,"3°30'0""L",10.19663889,78.3115,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3115 10.19663888888889, 78.31222222222222 10.198777777777778)"
76,8,,T,DC,26,5-4,250,1.2,FALSE,205.543289,"51°16'12""R",10.19877778,78.31222222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31222222222222 10.198777777777778, 78.31119444444444 10.200305555555556)"
77,7,,T,DB,25,4-3,204,1.2,FALSE,208.000641,"15°13'12""L",10.20030556,78.31119444,GOOD,Available,,LT,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31119444444444 10.200305555555556, 78.31052777777778 10.202361111111111)"
78,6,,T,DC,26,3-2,240,0.89,FALSE,216.959183,"57°12'0""L",10.20236111,78.31052778,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31052777777778 10.202361111111111, 78.31180555555555 10.203888888888889)"
79,5,,S,DA,26,2-LILO :38/1,220,0.75,FALSE,218.499664,,10.20388889,78.31180556,GOOD,Available,,Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31180555555555 10.203888888888889, 78.31297222222221 10.205222222222222)"
80,4,,S,DA,26,LILO :38/1-38,195,0.4,FALSE,216.365097,,10.20522222,78.31297222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31297222222221 10.205222222222222, 78.31425 10.20675)"
81,3,,T,DB,25,38-37,223,0.38,FALSE,212.506546,"26°38'24""R",10.20675,78.31425,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31425 10.20675, 78.31480555555555 10.209138888888889)"
82,2,,T,DB,25,37-36,272.0693531,0.22,FALSE,206.795166,"12°1'12""R",10.20913889,78.31480556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31480555555555 10.209138888888889, 78.31483333333333 10.211638888888888)"
83,LILO :38/1,3W,T,DC,26,36-35,279,0.41,FALSE,204.967041,"84°57'0""L",10.21163889,78.31483333,GOOD,Available,,,Plain,Common tower for Natham-Alagarkoil  & Natham - Kottampatty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31483333333333 10.211638888888888, 78.31372222222222 10.211583333333333)"
84,38,,S,DA,26,35-34,123,1.47,FALSE,204.780014,,10.21158333,78.31372222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31372222222222 10.211583333333333, 78.31099999999999 10.211305555555555)"
85,37,,S,DA,26,34-33,302.4642641,1.1,FALSE,208.472153,,10.21130556,78.311,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.31099999999999 10.211305555555555, 78.3085 10.211138888888888)"
86,36,,T,DB+3,28,33-32,275,0.72,FALSE,209.548233,"21°59'24""L",10.21113889,78.3085,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3085 10.211138888888888, 78.30588888888889 10.211944444444443)"
87,35,,T,DB,25,32-31,299,1.6,FALSE,211.780823,"15°46'12""R",10.21194444,78.30588889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30588888888889 10.211944444444443, 78.30413888888889 10.212)"
88,34,,T,DB,25,31-30,191.9870934,0.47,FALSE,215.35495,"22°28'48""R",10.212,78.30413889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30413888888889 10.212, 78.30155555555555 10.211055555555555)"
89,33,,S,DA,26,30-29,303,1.37,FALSE,216.499954,,10.21105556,78.30155556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.30155555555555 10.211055555555555, 78.29933333333334 10.210222222222221)"
90,32,,T,DB+3,28,29-28,263,1.02,FALSE,227.329941,"15°56'24""L",10.21022222,78.29933333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29933333333334 10.210222222222221, 78.29780555555556 10.210083333333333)"
91,31,,S,DA,26,28-27,167.6432629,0.41,FALSE,221.714691,,10.21008333,78.29780556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29780555555556 10.210083333333333, 78.29519444444445 10.209777777777777)"
92,30,,S,DA,26,27-26,289,3.27,FALSE,212.222153,,10.20977778,78.29519444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29519444444445 10.209777777777777, 78.29280555555556 10.209499999999998)"
93,29,,T,DB,25,26-25,263.1938057,1.81,FALSE,213.85643,"2°28'48""R",10.2095,78.29280556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29280555555556 10.209499999999998, 78.29094444444445 10.209194444444444)"
94,28,,S,DA,26,25-24,208.8822897,0.94,FALSE,213.773285,,10.20919444,78.29094444,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.29094444444445 10.209194444444444, 78.28902777777778 10.208888888888888)"
