S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
93,88,,S,SA+3,24, 87- 88,262.843799,0.31,FALSE,66.662552,,9.968666667,78.78863889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78863888888888 9.968666666666667, 78.78783333333332 9.96636111111111)"
94,89,,S,SA+3,24, 88- 89,271.6057757,0.28,FALSE,63.97263,,9.966361111,78.78783333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78783333333332 9.96636111111111, 78.78699999999999 9.964027777777778)"
95,90,,T,SC,22, 89- 90,273.3827899,0.3,FALSE,61.542465,"30°54'36""R",9.964027778,78.787,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78699999999999 9.964027777777778, 78.78752777777778 9.9615)"
96,91,,T,SC+3,25, 90- 91,284.8428488,0.25,FALSE,60.369869,"29°34'48""R",9.9615,78.78752778,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78752777777778 9.9615, 78.78947222222222 9.95936111111111)"
97,92,,T,SC+3,25, 91- 92,318.3930118,0.27,FALSE,58.425461,"49°41'24""R",9.959361111,78.78947222,GOOD,Available,LT,Ilavankottai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78947222222222 9.95936111111111, 78.79172222222222 9.959388888888888)"
98,93,,T,SC,22, 92- 93,249.568745,0.42,FALSE,60.569038,"18°53'60""L",9.959388889,78.79172222,GOOD,Available,HT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79172222222222 9.959388888888888, 78.79291666666667 9.959)"
99,94,,S,SA,21, 93- 94,137.5113735,0.27,FALSE,61.835987,,9.959,78.79291667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79291666666667 9.959, 78.79497222222221 9.958388888888889)"
100,95,2W,T,DC,26, 94- 95,233.709504,0.25,FALSE,63.148716,"63°6'0""R",9.958388889,78.79497222,GOOD,Available,,Thirupathur Road,Plain,Common tower for 110kV Karakudi - Thiruvadanai Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79497222222221 9.958388888888889, 78.79599999999999 9.959444444444443)"
101,96,,T,DC,26, 95- 96,161.1127169,0.29,FALSE,63.303051,"52°58'12""R",9.959444444,78.796,GOOD,Available,LT,Natchiyar Puram Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79599999999999 9.959444444444443, 78.79591666666667 9.959972222222222)"
102,Gantry ( Devakottai SS),2W,Gantry,H-POLE,12, 96- Gantry,61.37071325,,,66.055428,,9.959972222,78.79591667,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note    :  ,1.  Shut down will be required in where earth wires are missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2. From Gantry at Karakudi S/S to TN - 1 section is common for 110kV Karakudi - Devakottai & Karakudi - K.Thirupathur Link . ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3. From TN 07 to TN - 8A section is common for 110kV Karakudi - Devakottai & Karakudi - Thirumayam Link and there is no earthwire & Clearance issues between TN 4 & 5 for Karakudi - Thirumayam link. So It is recommended to prepare 96F OPGW at this section ( Gantry at Karakudi SS to TN 08A ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4. From Gantry at Devakottai S/S to TN - 95 section is common for 110kV Karakudi - Devakottai & Devakottai - Thiruvadanai Link .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"No of Suspension tower : 42 No,                No of Tension tower : 50 No,                         No of H-Poles : 10 No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
