S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
25,27,,S,DA,26,28-27,275.5625964,1.39,FALSE,34.831333,,9.381055556,78.40225,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40225000000001 9.381055555555555, 78.40072222222223 9.378777777777778)"
26,26,,T,DC,26,27-26,304.6951908,3.45,FALSE,31.982922,"31°0'36""L",9.378777778,78.40072222,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40072222222223 9.378777777777778, 78.40041666666667 9.37861111111111)"
27,25,,T,H-POLE,12,26-25,37.84828924,0.79,FALSE,33.46183,,9.378611111,78.40041667,GOOD,Available,,,Plain,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40041666666667 9.37861111111111, 78.40013888888889 9.378555555555556)"
28,24,,T,H-POLE,12,25-24,31.87389935,1.1,FALSE,33.691483,,9.378555556,78.40013889,GOOD,Available,110kV Kamudhi - Kadaladi,,Plain,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40013888888889 9.378555555555556, 78.3998888888889 9.378416666666666)"
29,23,,T,DC,26,24-23,30.1367943,2.77,FALSE,33.442909,"0°58'48""L",9.378416667,78.39988889,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3998888888889 9.378416666666666, 78.39875 9.377833333333333)"
30,22,,T,DC,26,23-22,142.0822786,1.93,FALSE,34.808353,"45°50'60""R",9.377833333,78.39875,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39875 9.377833333333333, 78.39811111111112 9.37563888888889)"
31,21,,T,DC,26,22-21,255,2.1,FALSE,34.816368,"43°39'36""R",9.375638889,78.39811111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39811111111112 9.37563888888889, 78.39927777777778 9.373416666666667)"
32,20,,T,DB,25,21-20,276.3118043,2.27,FALSE,32.484982,"19°3'36""L",9.373416667,78.39927778,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39927777777778 9.373416666666667, 78.3996388888889 9.370861111111111)"
33,19,,S,DA,26,20-19,290,1.97,FALSE,33.116653,,9.370861111,78.39963889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3996388888889 9.370861111111111, 78.4 9.368694444444445)"
34,18,,T,DC,26,19-18,243,1.62,FALSE,31.431179,"33°48'36""R",9.368694444,78.4,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4 9.368694444444445, 78.4016388888889 9.366972222222223)"
35,17,,S,DA,26,18-17,263.5545597,3.52,FALSE,31.685108,,9.366972222,78.40163889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4016388888889 9.366972222222223, 78.40325 9.365222222222222)"
36,16,,S,DA,26,17-16,262.3397967,1.77,FALSE,33.388546,,9.365222222,78.40325,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40325 9.365222222222222, 78.40438888888889 9.363972222222221)"
37,15,,T,DC+6,32,16-15,184.6653807,2.23,FALSE,33.678089,"36°8'24""L",9.363972222,78.40438889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40438888888889 9.363972222222221, 78.40466666666667 9.361611111111111)"
38,14,2W,T,DC+6,32,15-14,264.1944126,2.48,FALSE,32.547371,"5°52'12""R",9.361611111,78.40466667,GOOD,Available,"3-LT,400KV",POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40466666666667 9.361611111111111, 78.40516666666667 9.359333333333334)"
39,13,,S,DA+3,29,14-13,260,1.79,FALSE,33.135521,,9.359333333,78.40516667,GOOD,Available,"LT,11KV",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40516666666667 9.359333333333334, 78.40561111111111 9.357222222222221)"
40,12,,S,DA,26,13-Dec,242,2.35,FALSE,32.867767,,9.357222222,78.40561111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40561111111111 9.357222222222221, 78.40611111111112 9.35475)"
41,11,,T,DC,26,12-Nov,280,2.1,FALSE,33.052952,"54°34'48""L",9.35475,78.40611111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40611111111112 9.35475, 78.40472222222223 9.353305555555556)"
42,10,,S,DA,26,11-Oct,220.0509229,1.37,FALSE,34.064835,,9.353305556,78.40472222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40472222222223 9.353305555555556, 78.40286111111112 9.351333333333333)"
43,9,,S,DA+3,29,10-Sep,300.8542848,2.01,FALSE,33.426308,,9.351333333,78.40286111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40286111111112 9.351333333333333, 78.40169444444444 9.350083333333332)"
44,8,,S,DA+3,29,09-Aug,187.0271947,2.74,0,36.101589,,9.350083333,78.40169444,GOOD,Available,11KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40169444444444 9.350083333333332, 78.40025 9.348555555555556)"
45,7,,S,DA,26,08-Jul,234.1157103,3.8,0,35.907799,,9.348555556,78.40025,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40025 9.348555555555556, 78.39897222222223 9.347222222222223)"
46,6,,T,DC,26,07-Jun,201.3734557,1.18,FALSE,35.594128,"56°15'0""L",9.347222222,78.39897222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39897222222223 9.347222222222223, 78.39702777777778 9.347555555555557)"
47,5,,T,DB,25,06-May,216.8079458,3.01,FALSE,37.495266,"25°40'12""R",9.347555556,78.39702778,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39702777777778 9.347555555555557, 78.3966388888889 9.347444444444445)"
48,4,,T,H-POLE,12,05-Apr,43.69372509,NIL,0,37.737034,,9.347444444,78.39663889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3966388888889 9.347444444444445, 78.39611111111111 9.347416666666668)"
49,3,,T,H-POLE,12,04-Mar,60.21235839,NIL,FALSE,38.373497,,9.347416667,78.39611111,GOOD,Available,230KV -UP,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39611111111111 9.347416666666668, 78.39580555555557 9.347444444444445)"
50,2,,T,DC,26,03-Feb,33.45465089,1.13,FALSE,38.958618,"38°18'36""L",9.347444444,78.39580556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39580555555557 9.347444444444445, 78.39536111111111 9.347916666666666)"
51,1,,T,DC,26,02-Jan,70.60101356,2.73,FALSE,40.552235,"25°44'24""L",9.347916667,78.39536111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39536111111111 9.347916666666666, 78.39527777777778 9.348222222222223)"
52,Gantry (Kamudhi 400KV SS),2W,Gantry,Gantry,12,1-Gantry,35,NIL,,41.609932,,9.348222222,78.39527778,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
