S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,10,T,DC,26,9-10,175.60015419253713,2.14,"=IF(H16>15,0)",519.156676999999,"13°34'50"" R",9.630777777777778,77.21130555555555,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21130555555555 9.630777777777778, 77.21425 9.631305555555556)"
12,11,S,DA,26,10-11,326.82684195987395,0.82,"=IF(H17>15,0)",510.023284999999,,9.631305555555556,77.21425,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21425 9.631305555555556, 77.21711111111111 9.631777777777778)"
13,12,S,DA,26,11-12,318.38002680035004,3.14,"=IF(H18>15,0)",509.843932999999,,9.631777777777778,77.21711111111111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21711111111111 9.631777777777778, 77.21986111111111 9.63225)"
14,13,S,DA,26,12-13,308.33433075709354,5.47,"=IF(H19>15,0)",497.354339999999,,9.63225,77.21986111111111,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21986111111111 9.63225, 77.22297222222223 9.632805555555557)"
15,14,S,DA,26,13-14,347.44902213185435,3.14,"=IF(H20>15,0)",487.050170999999,,9.632805555555557,77.22297222222223,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.22297222222223 9.632805555555557, 77.22580555555555 9.633305555555555)"
16,15,S,DA,26,14-15,315.4612815485838,2.12,"=IF(H21>15,0)",483.596741,,9.633305555555555,77.22580555555555,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.22580555555555 9.633305555555555, 77.22897222222223 9.633833333333333)"
17,16,S,DA,26,15-16,353.0127293349866,3.62,"=IF(H22>15,0)",476.067566,,9.633833333333333,77.22897222222223,GOOD,Available,"LT,22 KV",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.22897222222223 9.633833333333333, 77.23186111111112 9.63436111111111)"
18,17,S,DA,26,16-17,321.33476307378817,1.97,"=IF(H23>15,0)",473.234221999999,,9.63436111111111,77.23186111111112,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23186111111112 9.63436111111111, 77.23408333333333 9.634722222222221)"
19,18,S,DA,26,17-18,245.45177442380236,2.35,"=IF(H24>15,0)",470.954407,,9.634722222222221,77.23408333333333,GOOD,Available,,Near Forest,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23408333333333 9.634722222222221, 77.23688888888888 9.635222222222222)"
20,19,S,DA,26,18-19,314.23401540798534,3.65,"=IF(H25>15,0)",468.034606999999,,9.635222222222222,77.23688888888888,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23688888888888 9.635222222222222, 77.23961111111112 9.635694444444445)"
21,20,S,DA,26,19-20,305.43000094122226,4.58,"=IF(H26>15,0)",463.773559999999,,9.635694444444445,77.23961111111112,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23961111111112 9.635694444444445, 77.24255555555555 9.636194444444444)"
22,21,S,DA,26,20-21,327.6029590304801,3.85,"=IF(H27>15,0)",461.42923,,9.636194444444444,77.24255555555555,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.24255555555555 9.636194444444444, 77.2453888888889 9.636694444444444)"
23,22,S,DA,26,21-22,315.7785127131988,0.95,"=IF(H28>15,0)",453.111022999999,,9.636694444444444,77.2453888888889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2453888888889 9.636694444444444, 77.24813888888889 9.637166666666666)"
24,23,S,DA,26,22-23,305.4108069825913,2.05,"=IF(H29>15,0)",449.587676999999,,9.637166666666666,77.24813888888889,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.24813888888889 9.637166666666666, 77.25113888888889 9.637694444444444)"
25,24,T,DC,26,23-24,335.0446512778789,1.75,"=IF(H30>15,0)",447.106322999999,"0°9'56"" R",9.637694444444444,77.25113888888889,GOOD,Available,"LT,22 KV",Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.25113888888889 9.637694444444444, 77.25394444444444 9.638166666666667)"
26,25,S,DA,26,24-25,310.93540762649013,1.07,"=IF(H31>15,0)",453.06015,,9.638166666666667,77.25394444444444,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.25394444444444 9.638166666666667, 77.25691666666667 9.638666666666666)"
27,26,S,DA,26,25-26,332.570527344736,1.37,"=IF(H32>15,0)",454.629149999999,,9.638666666666666,77.25691666666667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.25691666666667 9.638666666666666, 77.25925 9.639083333333334)"
28,27,S,DA,26,26-27,261.11317763677437,2.55,"=IF(H33>15,0)",447.846007999999,,9.639083333333334,77.25925,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.25925 9.639083333333334, 77.26241666666667 9.639722222222222)"
29,LILO :27/1 ,T,DC,26,27-1 ,352.2989664488832,2.06,"=IF(H34>15,0)",436.341003,"24°50'36"" R",9.639722222222222,77.26241666666667,GOOD,Available,,,PLAIN,LILO to KG patty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.26241666666667 9.639722222222222, 77.26511111111111 9.640166666666666)"
30,29,S,DA,26,LILO :1 -29,302.4573796424215,0.91,"=IF(H35>15,0)",446,,9.640166666666666,77.26511111111111,GOOD,Available,,RIVER,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.26511111111111 9.640166666666666, 77.26788888888889 9.640583333333334)"
31,30,S,DA,26,29-30,306.7753311464567,1.76,"=IF(H36>15,0)",446,,9.640583333333334,77.26788888888889,GOOD,Available,,Forest Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.26788888888889 9.640583333333334, 77.27027777777778 9.640972222222222)"
32,31,S,DA,26,30-31,266.6529570698889,1.21,"=IF(H37>15,0)",453,,9.640972222222222,77.27027777777778,GOOD,Available,,Forest Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27027777777778 9.640972222222222, 77.27316666666667 9.641472222222221)"
33,32,S,DA,26,31-32,322.26480250309606,3.32,"=IF(H38>15,0)",457,,9.641472222222221,77.27316666666667,GOOD,Available,,Forest Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27316666666667 9.641472222222221, 77.27605555555556 9.642)"
34,33,S,DA,26,32-33,322.26335982771946,0.68,"=IF(H39>15,0)",461,,9.642,77.27605555555556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27605555555556 9.642, 77.27891666666666 9.642472222222223)"
35,34,S,DA,26,33-34,318.15203972706547,1.89,"=IF(H40>15,0)",473,,9.642472222222223,77.27891666666666,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27891666666666 9.642472222222223, 77.28019444444445 9.642666666666667)"
36,LILO : 34/ 01,T,DC,26,34-1,140.73062443521667,1.27,"=IF(H41>15,0)",479,"88°45'27"" R",9.642666666666667,77.28019444444445,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.28019444444445 9.642666666666667, 77.28044444444444 9.641277777777777)"
37,34/2,T,DC,26,1-2,157.51247305009977,0.7,"=IF(H42>15,0)",472,"35°0'10"" R",9.641277777777777,77.28044444444444,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.28044444444444 9.641277777777777, 77.27922222222222 9.638722222222222)"
38,34/3,S,DA,26,2-3,312.7558950085645,1.08,"=IF(H43>15,0)",464,,9.638722222222222,77.27922222222222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27922222222222 9.638722222222222, 77.27794444444444 9.636194444444444)"
39,34/4,S,DA,26,3-4,310.82704017398396,2.06,"=IF(H44>15,0)",462,,9.636194444444444,77.27794444444444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27794444444444 9.636194444444444, 77.27683333333333 9.633833333333333)"
40,34/5,S,DA,26,4-5,290.34241775346555,1.74,"=IF(H45>15,0)",462,,9.633833333333333,77.27683333333333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27683333333333 9.633833333333333, 77.27591666666666 9.631916666666667)"
41,34/6,S,DA,26,5-6,234.04050946209588,2.66,"=IF(H46>15,0)",459,,9.631916666666667,77.27591666666666,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27591666666666 9.631916666666667, 77.27525 9.630555555555556)"
42,34/7,T,DC,26,6-7,166.38956443846666,3.11,"=IF(H47>15,0)",464,"5°25'6"" L",9.630555555555556,77.27525,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27525 9.630555555555556, 77.27447222222222 9.6285)"
43,34/8,S,DA,26,7-8,242.97677615054658,2.58,"=IF(H48>15,0)",456,,9.6285,77.27447222222222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27447222222222 9.6285, 77.274 9.627305555555557)"
44,34/9,T,DC,26,8-9,144.10589504310946,3.54,"=IF(H49>15,0)",457,"27°11'18"" L",9.627305555555557,77.274,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.274 9.627305555555557, 77.27422222222222 9.624722222222223)"
45,34/10,T,DC,26,9-10,286.3665261284032,4.85,"=IF(H50>15,0)",472,"28°9'8"" R",9.624722222222223,77.27422222222222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27422222222222 9.624722222222223, 77.27383333333333 9.623750000000001)"
46,34/11,T,DC,26,10-11,114.77142122261246,3.75,"=IF(H51>15,0)",464,"24°50'36"" R",9.623750000000001,77.27383333333333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27383333333333 9.623750000000001, 77.272 9.622111111111112)"
47,34/12,T,DC,26,11-12,271.7581535149223,2.76,"=IF(H52>15,0)",459,"52°18'42"" L",9.622111111111112,77.272,GOOD,Available,HT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.272 9.622111111111112, 77.27211111111112 9.62052777777778)"
48,34/13,T,DC,26,12-13,174.645738773753,3.12,"=IF(H53>15,0)",458,"65°24'56"" L",9.62052777777778,77.27211111111112,GOOD,Available,HT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.27211111111112 9.62052777777778, 77.2725 9.62038888888889)"
49,Gantry (Suruliyar SS),T,H-POLE,12,13-Gantry,44.60486327252257,,"=IF(H54>15,0)",453,,9.62038888888889,77.2725,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G54),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,=G55-9915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
